Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
594,Issa Doumbia,ci,MF,,Venezia,Serie A,21,2003,1.6,0,3,1,33.3,1.85,0.62,0.00,0.00,22.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
595,Kamory Doumbia,ml,MF,FW,Brest,Ligue 1,21,2003,2.2,0,2,1,50.0,0.92,0.46,0.00,0.00,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
596,Anastasios Douvikas,gr,FW,,Celta Vigo,La Liga,25,1999,4.1,1,11,5,45.5,2.71,1.23,0.09,0.20,12.3,0,0,0,1.7,1.7,0.15,-0.7,-0.7
597,Artem Dovbyk,ua,FW,,Roma,Serie A,27,1997,7.8,3,21,8,38.1,2.70,1.03,0.14,0.38,13.0,0,0,0,3.5,3.5,0.17,-0.5,-0.5
598,Flynn Downes,eng,MF,,Southampton,Premier League,25,1999,8.0,0,5,1,20.0,0.62,0.12,0.00,0.00,18.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5
599,Tommy Doyle,eng,MF,,Wolves,Premier League,23,2001,1.3,0,2,0,0.0,1.58,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0
600,Radu Drăgușin,ro,DF,,Tottenham,Premier League,22,2002,1.1,0,1,0,0.0,0.90,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.02,0.0,0.0
601,Patrick Drewes,de,GK,,Bochum,Bundesliga,31,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
602,Tim Drexler,de,DF,,Hoffenheim,Bundesliga,19,2005,3.8,0,2,2,100.0,0.52,0.52,0.00,0.00,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
603,Marvin Ducksch,de,FW,,Werder Bremen,Bundesliga,30,1994,6.1,2,20,4,20.0,3.30,0.66,0.05,0.25,18.9,4,1,1,2.9,2.1,0.10,-0.9,-1.1
604,Ondrej Duda,sk,MF,,Hellas Verona,Serie A,29,1994,4.9,0,4,2,50.0,0.81,0.41,0.00,0.00,22.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2
605,Denzel Dumfries,nl,DF,,Inter,Serie A,28,1996,2.0,1,4,4,100.0,1.96,1.96,0.25,0.25,9.6,0,0,0,1.0,1.0,0.25,0.0,0.0
606,Alfred Duncan,gh,MF,,Venezia,Serie A,31,1993,4.7,0,4,1,25.0,0.85,0.21,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
607,Lewis Dunk,eng,DF,,Brighton,Premier League,32,1991,7.8,0,3,0,0.0,0.38,0.00,0.00,,15.2,1,0,0,0.2,0.2,0.08,-0.2,-0.2
608,Jhon Durán,co,FW,,Aston Villa,Premier League,20,2003,2.3,4,11,5,45.5,4.78,2.17,0.36,0.80,12.8,0,0,0,2.1,2.1,0.19,+1.9,+1.9
609,Pablo Durán,es,FW,MF,Celta Vigo,La Liga,23,2001,2.1,0,2,0,0.0,0.97,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
610,Julien Duranville,be,FW,,Dortmund,Bundesliga,18,2006,0.3,0,1,0,0.0,3.60,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.03,0.0,0.0
611,Hugo Duro,es,FW,,Valencia,La Liga,24,1999,6.8,2,14,3,21.4,2.06,0.44,0.14,0.67,14.4,1,0,0,1.4,1.4,0.10,+0.6,+0.6
612,Jean-Kevin Duverne,ht,DF,,Nantes,Ligue 1,27,1997,3.6,0,2,0,0.0,0.55,0.00,0.00,,17.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
613,Paulo Dybala,ar,FW,MF,Roma,Serie A,30,1993,4.0,1,11,1,9.1,2.73,0.25,0.00,0.00,21.6,1,1,1,1.2,0.4,0.04,-0.2,-0.4
614,Stefan Džodić,rs,DF,,Montpellier,Ligue 1,19,2005,1.9,0,1,0,0.0,0.52,0.00,0.00,,31.5,0,0,0,0.0,0.0,0.01,0.0,0.0
615,Adam Dźwigała,pl,MF,DF,St. Pauli,Bundesliga,29,1995,1.1,0,4,0,0.0,3.67,0.00,0.00,,10.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
616,Aron Dønnum,no,DF,MF,Toulouse,Ligue 1,26,1998,5.1,0,2,0,0.0,0.39,0.00,0.00,,18.2,0,0,0,0.5,0.5,0.25,-0.5,-0.5
617,Ederson,br,GK,,Manchester City,Premier League,31,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
618,Éderson,br,MF,,Atalanta,Serie A,25,1999,7.4,1,8,6,75.0,1.08,0.81,0.13,0.17,17.8,0,0,0,0.6,0.6,0.07,+0.4,+0.4
619,George Edmundson,eng,DF,,Ipswich Town,Premier League,27,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
620,Odsonne Édouard,fr,MF,FW,Crystal Palace,Premier League,26,1998,1.3,0,5,1,20.0,3.91,0.78,0.00,0.00,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
621,Odsonne Édouard,fr,FW,,Leicester City,Premier League,26,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
622,Samuel Edozie,eng,DF,FW,Southampton,Premier League,21,2003,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
623,Johannes Eggestein,de,FW,,St. Pauli,Bundesliga,26,1998,6.3,0,11,3,27.3,1.75,0.48,0.00,0.00,15.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8
624,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,27,1996,6.7,0,7,2,28.6,1.05,0.30,0.00,0.00,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
625,Kingsley Ehizibue,nl,DF,,Udinese,Serie A,29,1995,8.2,0,7,2,28.6,0.85,0.24,0.00,0.00,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
626,Chidera Ejuke,ng,FW,MF,Sevilla,La Liga,26,1998,6.0,1,11,5,45.5,1.82,0.83,0.09,0.20,17.9,0,0,0,0.7,0.7,0.06,+0.3,+0.3
627,Jeff Ekhator,it,FW,,Genoa,Serie A,17,2006,1.2,1,2,1,50.0,1.73,0.87,0.50,1.00,12.4,0,0,0,0.6,0.6,0.29,+0.4,+0.4
628,Hugo Ekitike,fr,FW,,Eint Frankfurt,Bundesliga,22,2002,4.9,2,17,6,35.3,3.44,1.21,0.12,0.33,14.5,0,0,0,3.8,3.8,0.23,-1.8,-1.8
629,Jurgen Ekkelenkamp,nl,MF,,Udinese,Serie A,24,2000,3.5,0,4,1,25.0,1.15,0.29,0.00,0.00,16.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5
630,Jacques Ekomie,ga,DF,,Angers,Ligue 1,21,2003,2.5,0,1,0,0.0,0.40,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0
631,Emmanuel Ekong,se,MF,FW,Empoli,Serie A,22,2002,0.9,0,2,0,0.0,2.28,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0
632,Caleb Ekuban,gh,FW,,Genoa,Serie A,30,1994,2.3,0,6,1,16.7,2.57,0.43,0.00,0.00,13.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
633,Pierre Ekwah Elimby,fr,MF,,Saint-Étienne,Ligue 1,22,2002,5.0,0,1,0,0.0,0.20,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.02,0.0,0.0
634,Anthony Elanga,se,FW,,Nott'ham Forest,Premier League,22,2002,5.5,0,8,3,37.5,1.45,0.54,0.00,0.00,19.1,1,0,0,0.6,0.6,0.08,-0.6,-0.6
635,Mikael Ellertsson,is,MF,,Venezia,Serie A,22,2002,5.3,0,8,0,0.0,1.52,0.00,0.00,,20.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6
636,Harvey Elliott,eng,FW,,Liverpool,Premier League,21,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
637,Elif Elmas,mk,MF,,RB Leipzig,Bundesliga,25,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
638,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,30,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,4.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2
639,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,28,1996,5.5,1,5,3,60.0,0.91,0.55,0.20,0.33,7.6,0,0,0,1.2,1.2,0.27,-0.2,-0.2
640,Adri Embarba,es,FW,MF,Rayo Vallecano,La Liga,32,1992,6.0,0,11,2,18.2,1.83,0.33,0.00,0.00,23.8,1,0,0,0.4,0.4,0.03,-0.4,-0.4
641,Breel Embolo,ch,FW,,Monaco,Ligue 1,27,1997,4.0,0,12,2,16.7,3.00,0.50,0.00,0.00,10.1,0,0,0,2.5,2.5,0.21,-2.5,-2.5
642,Emanuel Emegha,nl,FW,,Strasbourg,Ligue 1,21,2003,7.1,3,17,13,76.5,2.40,1.84,0.18,0.23,13.6,0,0,0,4.0,4.0,0.23,-1.0,-1.0
643,Emerson,br,DF,,Milan,Serie A,25,1999,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
644,Yunus Emre Konak,tr,MF,FW,Brentford,Premier League,18,2006,0.2,0,1,0,0.0,4.74,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2
645,Julio Enciso,py,MF,FW,Brighton,Premier League,20,2004,1.0,0,5,3,60.0,5.06,3.03,0.00,0.00,26.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2
646,Wataru Endo,jp,MF,,Liverpool,Premier League,31,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
647,Endrick,br,FW,,Real Madrid,La Liga,18,2006,0.5,1,9,3,33.3,17.61,5.87,0.11,0.33,19.0,0,0,0,0.6,0.6,0.07,+0.4,+0.4
648,Yannik Engelhardt,de,MF,,Como,Serie A,23,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
649,Arne Engels,be,MF,FW,Augsburg,Bundesliga,21,2003,0.9,0,3,1,33.3,3.42,1.14,0.00,0.00,13.1,0,0,0,0.4,0.4,0.14,-0.4,-0.4
650,Christian Eriksen,dk,MF,,Manchester Utd,Premier League,32,1992,3.9,0,1,0,0.0,0.26,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
651,Martin Erlic,hr,DF,,Bologna,Serie A,26,1998,2.5,0,4,0,0.0,1.63,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
652,Patrick Erras,de,DF,,Holstein Kiel,Bundesliga,29,1995,4.2,0,2,0,0.0,0.47,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
653,Alfonso Espino,uy,DF,,Rayo Vallecano,La Liga,32,1992,3.4,0,3,1,33.3,0.89,0.30,0.00,0.00,29.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
654,Sebastiano Esposito,it,FW,MF,Empoli,Serie A,22,2002,6.0,2,17,8,47.1,2.82,1.33,0.12,0.25,17.8,2,0,0,1.1,1.1,0.07,+0.9,+0.9
655,Samuel Essende,cd,FW,,Augsburg,Bundesliga,26,1998,4.2,2,12,4,33.3,2.83,0.94,0.17,0.50,14.9,0,0,0,1.5,1.5,0.13,+0.5,+0.5
656,Dario Essugo,pt,MF,,Las Palmas,La Liga,19,2005,4.6,0,7,2,28.6,1.53,0.44,0.00,0.00,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
657,Nahuel Estévez,ar,MF,,Parma,Serie A,28,1995,1.8,0,2,1,50.0,1.10,0.55,0.00,0.00,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0
658,Pervis Estupiñán,ec,DF,,Brighton,Premier League,26,1998,2.8,0,3,0,0.0,1.06,0.00,0.00,,32.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
659,Evanilson,br,FW,,Bournemouth,Premier League,25,1999,5.7,1,14,4,28.6,2.45,0.70,0.07,0.25,16.6,0,0,1,2.5,1.7,0.12,-1.5,-0.7
660,Jonny Evans,nir,DF,,Manchester Utd,Premier League,36,1988,2.2,0,1,0,0.0,0.45,0.00,0.00,,8.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1
661,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,26,1998,8.0,1,33,11,33.3,4.13,1.38,0.03,0.09,20.5,4,0,0,2.8,2.8,0.08,-1.8,-1.8
662,Abde Ezzalzouli,ma,FW,,Betis,La Liga,22,2001,7.4,1,23,9,39.1,3.10,1.21,0.04,0.11,14.2,0,0,1,3.9,3.1,0.14,-2.9,-2.1
663,Giovanni Fabbian,it,MF,,Bologna,Serie A,21,2003,3.5,1,8,2,25.0,2.29,0.57,0.13,0.50,10.9,0,0,0,0.8,0.8,0.10,+0.2,+0.2
664,Łukasz Fabiański,pl,GK,,West Ham,Premier League,39,1985,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
665,Alieu Fadera,gm,FW,,Como,Serie A,22,2001,5.3,1,8,2,25.0,1.52,0.38,0.13,0.50,17.3,0,0,0,0.8,0.8,0.10,+0.2,+0.2
666,Wout Faes,be,DF,,Leicester City,Premier League,26,1998,9.0,1,5,1,20.0,0.56,0.11,0.20,1.00,8.8,0,0,0,0.8,0.8,0.17,+0.2,+0.2
667,Nicolò Fagioli,it,MF,,Juventus,Serie A,23,2001,4.2,0,8,1,12.5,1.91,0.24,0.00,0.00,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
668,Romain Faivre,fr,MF,FW,Brest,Ligue 1,26,1998,3.0,1,5,1,20.0,1.64,0.33,0.20,1.00,15.1,0,0,0,0.6,0.6,0.12,+0.4,+0.4
669,Wladimiro Falcone,it,GK,,Lecce,Serie A,29,1995,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
670,Davide Faraoni,it,DF,MF,Hellas Verona,Serie A,33,1991,0.4,0,1,0,0.0,2.37,0.00,0.00,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
671,Abdul Fatawu Issahaku,gh,FW,,Leicester City,Premier League,20,2004,4.4,0,10,3,30.0,2.26,0.68,0.00,0.00,30.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3
672,Ansu Fati,es,FW,,Barcelona,La Liga,21,2002,1.1,0,4,3,75.0,3.64,2.73,0.00,0.00,13.8,0,0,0,0.6,0.6,0.14,-0.6,-0.6
673,Khalil Fayad,fr,MF,FW,Montpellier,Ligue 1,20,2004,2.8,0,3,1,33.3,1.06,0.35,0.00,0.00,23.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
674,Jacopo Fazzini,it,MF,,Empoli,Serie A,21,2003,4.2,0,5,1,20.0,1.19,0.24,0.00,0.00,16.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
675,Peter Federico,do,MF,FW,Getafe,La Liga,22,2002,1.8,0,4,1,25.0,2.24,0.56,0.00,0.00,15.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
676,Nabil Fekir,fr,MF,,Betis,La Liga,31,1993,2.0,0,7,1,14.3,3.50,0.50,0.00,0.00,23.5,0,0,0,0.7,0.7,0.10,-0.7,-0.7
677,Mattia Felici,it,DF,,Cagliari,Serie A,23,2001,0.3,0,1,0,0.0,3.91,0.00,0.00,,19.6,0,0,0,0.0,0.0,0.02,0.0,0.0
678,João Félix,pt,MF,FW,Chelsea,Premier League,24,1999,1.4,1,7,2,28.6,5.16,1.48,0.14,0.50,18.4,0,0,0,0.7,0.7,0.10,+0.3,+0.3
679,Kiko Femenía,es,DF,,Villarreal,La Liga,33,1991,10.0,0,2,0,0.0,0.20,0.00,0.00,,29.8,0,0,0,0.0,0.0,0.02,0.0,0.0
680,Evan Ferguson,ie,FW,,Brighton,Premier League,20,2004,0.9,0,2,0,0.0,2.14,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
681,Zinedine Ferhat,dz,FW,MF,Angers,Ligue 1,31,1993,2.3,1,5,3,60.0,2.18,1.31,0.20,0.33,20.2,1,0,0,0.3,0.3,0.06,+0.7,+0.7
682,Bruno Fernandes,pt,MF,FW,Manchester Utd,Premier League,30,1994,7.3,0,23,5,21.7,3.14,0.68,0.00,0.00,19.3,1,0,0,2.0,2.0,0.09,-2.0,-2.0
683,Edimilson Fernandes,ch,MF,,Brest,Ligue 1,28,1996,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
684,Mateus Fernandes,pt,MF,,Southampton,Premier League,20,2004,4.9,0,4,1,25.0,0.82,0.21,0.00,0.00,9.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4
685,Álvaro Fernández,es,GK,,Sevilla,La Liga,26,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
686,Enzo Fernández,ar,MF,,Chelsea,Premier League,23,2001,6.1,0,4,2,50.0,0.66,0.33,0.00,0.00,13.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
687,Valery Fernández,es,MF,FW,Mallorca,La Liga,24,1999,1.4,2,3,3,100.0,2.13,2.13,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,+1.2,+1.2
688,Matias Fernandez-Pardo,be,FW,,Lille,Ligue 1,19,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
689,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,32,1992,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,31.8,0,0,0,0.0,0.0,0.02,0.0,0.0
690,Karol Fila,pl,MF,,Strasbourg,Ligue 1,26,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
691,Kilian Fischer,de,DF,,Wolfsburg,Bundesliga,24,2000,5.5,0,2,0,0.0,0.37,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
692,Mark Flekken,nl,GK,,Brentford,Premier League,31,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
693,Mateo Flores,es,MF,,Betis,La Liga,20,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
694,Phil Foden,eng,MF,FW,Manchester City,Premier League,24,2000,2.1,0,6,1,16.7,2.81,0.47,0.00,0.00,21.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
695,Malick Fofana,be,FW,DF,Lyon,Ligue 1,19,2005,3.7,2,7,3,42.9,1.87,0.80,0.29,0.67,13.3,0,0,0,1.4,1.4,0.20,+0.6,+0.6
696,Wesley Fofana,fr,DF,,Chelsea,Premier League,23,2000,6.6,0,1,0,0.0,0.15,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.04,0.0,0.0
697,Yahia Fofana,ci,GK,,Angers,Ligue 1,24,2000,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
698,Youssouf Fofana,fr,MF,,Milan,Serie A,25,1999,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,19.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9
699,Jonas Föhrenbach,de,DF,FW,Heidenheim,Bundesliga,28,1996,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,17.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
700,Michael Folorunsho,it,FW,,Napoli,Serie A,26,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
701,Lamine Fomba,fr,MF,,Saint-Étienne,Ligue 1,26,1998,0.8,0,1,0,0.0,1.32,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0
702,Carlos Forbs,pt,MF,FW,Wolves,Premier League,20,2004,1.5,0,1,0,0.0,0.67,0.00,0.00,,15.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
703,Pablo Fornals,es,FW,MF,Betis,La Liga,28,1996,7.8,0,11,1,9.1,1.42,0.13,0.00,0.00,24.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9
704,Omari Forson,eng,MF,FW,Monza,Serie A,20,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
705,Héctor Fort,es,DF,,Barcelona,La Liga,18,2006,1.3,0,1,0,0.0,0.78,0.00,0.00,,31.6,0,0,0,0.0,0.0,0.02,0.0,0.0
706,Dimitri Foulquier,fr,DF,,Valencia,La Liga,31,1993,4.9,0,5,1,20.0,1.01,0.20,0.00,0.00,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
707,Alejandro Francés,es,DF,,Girona,La Liga,22,2002,5.7,0,5,0,0.0,0.88,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
708,Przemysław Frankowski,pl,DF,,Lens,Ligue 1,29,1995,5.0,2,4,1,25.0,0.80,0.20,0.25,1.00,25.6,0,1,1,0.9,0.2,0.04,+1.1,+0.8
709,Enric Franquesa,es,FW,DF,Leganés,La Liga,27,1997,4.1,1,3,1,33.3,0.73,0.24,0.33,1.00,16.8,0,0,0,0.3,0.3,0.10,+0.7,+0.7
710,Ryan Fraser,sct,FW,,Southampton,Premier League,30,1994,1.6,0,1,1,100.0,0.64,0.64,0.00,0.00,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
711,Davide Frattesi,it,MF,,Inter,Serie A,25,1999,4.7,1,10,1,10.0,2.11,0.21,0.10,1.00,14.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3
712,Morten Frendrup,dk,MF,,Genoa,Serie A,23,2001,6.7,0,2,1,50.0,0.30,0.15,0.00,0.00,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
713,Martin Frese,dk,DF,,Hellas Verona,Serie A,26,1998,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
714,Remo Freuler,ch,MF,,Bologna,Serie A,32,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
715,Marco Friedl,at,DF,,Werder Bremen,Bundesliga,26,1998,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
716,Marvin Friedrich,de,DF,,Gladbach,Bundesliga,28,1995,2.5,0,1,0,0.0,0.40,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1
717,Jeremie Frimpong,nl,DF,,Leverkusen,Bundesliga,23,2000,5.4,1,4,2,50.0,0.73,0.37,0.25,0.50,13.6,0,0,0,0.5,0.5,0.13,+0.5,+0.5
718,Jorge de Frutos,es,MF,FW,Rayo Vallecano,La Liga,27,1997,7.7,3,15,7,46.7,1.94,0.90,0.20,0.43,16.8,0,0,0,1.4,1.4,0.10,+1.6,+1.6
719,Chris Führich,de,FW,MF,Stuttgart,Bundesliga,26,1998,2.4,0,4,1,25.0,1.69,0.42,0.00,0.00,14.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3
720,Angelo Fulgini,fr,MF,FW,Lens,Ligue 1,28,1996,3.5,0,8,1,12.5,2.29,0.29,0.00,0.00,19.7,2,0,0,0.4,0.4,0.05,-0.4,-0.4
721,Niclas Füllkrug,de,FW,,West Ham,Premier League,31,1993,0.7,0,2,1,50.0,2.73,1.36,0.00,0.00,12.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3
722,Manuel Fuster,es,MF,FW,Las Palmas,La Liga,27,1997,1.6,0,3,0,0.0,1.89,0.00,0.00,,24.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
723,Matteo Gabbia,it,DF,,Milan,Serie A,25,1999,4.0,1,5,1,20.0,1.25,0.25,0.20,1.00,9.8,0,0,0,0.4,0.4,0.08,+0.6,+0.6
724,Alessandro Gabrielloni,it,FW,MF,Como,Serie A,30,1994,0.7,0,2,0,0.0,2.81,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
725,Gianluca Gaetano,it,MF,FW,Cagliari,Serie A,24,2000,2.3,0,8,0,0.0,3.55,0.00,0.00,,15.1,0,0,0,1.8,1.8,0.22,-1.8,-1.8
726,Roberto Gagliardini,it,MF,DF,Monza,Serie A,30,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
727,Cody Gakpo,nl,FW,,Liverpool,Premier League,25,1999,3.1,0,7,0,0.0,2.26,0.00,0.00,,17.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
728,Javi Galán,es,DF,,Atlético Madrid,La Liga,29,1994,2.1,0,1,0,0.0,0.48,0.00,0.00,,24.3,0,0,0,0.0,0.0,0.03,0.0,0.0
729,Iñigo Ruiz de Galarreta,es,MF,,Athletic Club,La Liga,31,1993,3.3,0,1,0,0.0,0.30,0.00,0.00,,21.7,0,0,0,0.0,0.0,0.04,0.0,0.0
730,Conor Gallagher,eng,MF,,Atlético Madrid,La Liga,24,2000,5.6,2,5,2,40.0,0.89,0.36,0.40,1.00,21.6,0,0,0,0.9,0.9,0.18,+1.1,+1.1
731,Antonino Gallo,it,DF,,Lecce,Serie A,24,2000,7.4,0,4,1,25.0,0.54,0.13,0.00,0.00,25.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1
732,Cristian Gamboa,cr,DF,,Bochum,Bundesliga,35,1989,0.3,1,1,1,100.0,3.60,3.60,1.00,1.00,17.5,0,0,0,0.0,0.0,0.05,+1.0,+1.0
733,Idrissa Gana Gueye,sn,MF,,Everton,Premier League,35,1989,5.2,0,6,1,16.7,1.16,0.19,0.00,0.00,21.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
734,Ignatius Ganago,cm,FW,,Nantes,Ligue 1,25,1999,0.6,0,3,0,0.0,4.91,0.00,0.00,,7.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
735,Aleix García,es,MF,,Leverkusen,Bundesliga,27,1997,2.6,0,2,0,0.0,0.76,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.01,0.0,0.0
736,Álvaro García,es,MF,FW,Rayo Vallecano,La Liga,31,1992,5.1,1,9,2,22.2,1.76,0.39,0.11,0.50,22.4,0,0,0,1.3,1.3,0.14,-0.3,-0.3
737,Eric García,es,MF,,Barcelona,La Liga,23,2001,4.9,0,5,2,40.0,1.02,0.41,0.00,0.00,9.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6
738,Fran Garcia,es,DF,,Real Madrid,La Liga,25,1999,3.6,0,4,2,50.0,1.12,0.56,0.00,0.00,24.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
739,Joan García,es,GK,,Espanyol,La Liga,23,2001,11.0,0,1,1,100.0,0.09,0.09,0.00,0.00,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
740,Rubén García,es,FW,MF,Osasuna,La Liga,31,1993,6.7,1,9,3,33.3,1.35,0.45,0.11,0.33,15.4,0,0,0,0.9,0.9,0.09,+0.1,+0.1
741,Ulisses Garcia,ch,DF,,Marseille,Ligue 1,28,1996,2.2,1,4,1,25.0,1.80,0.45,0.25,1.00,17.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7
742,Alejandro Garnacho,ar,FW,,Manchester Utd,Premier League,20,2004,5.6,2,22,9,40.9,3.95,1.62,0.09,0.22,17.2,0,0,0,2.8,2.8,0.13,-0.8,-0.8
