Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1418,Adam Lallana,eng,MF,FW,Brighton,Premier League,35,1988,9.4,0,11,2,18.2,1.16,0.21,0.00,0.00,17.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8
1419,Mathis Lambourde,fr,FW,,Rennes,Ligue 1,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1420,Érik Lamela,ar,FW,MF,Sevilla,La Liga,31,1992,5.1,2,9,4,44.4,1.75,0.78,0.22,0.50,14.2,0,0,0,1.0,1.0,0.11,+1.0,+1.0
1421,Mohamed Lamine Bayo,gn,FW,,Le Havre,Ligue 1,25,1998,15.4,5,43,15,34.9,2.79,0.97,0.07,0.20,13.2,0,2,2,7.2,5.7,0.13,-2.2,-2.7
1422,Didier Lamkel Zé,cm,FW,MF,Metz,Ligue 1,26,1996,6.1,1,11,3,27.3,1.80,0.49,0.09,0.33,16.4,0,0,0,1.6,1.6,0.14,-0.6,-0.6
1423,Tariq Lamptey,gh,DF,FW,Brighton,Premier League,22,2000,10.2,0,6,0,0.0,0.59,0.00,0.00,,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1424,Bruno Langa,mz,DF,,Almería,La Liga,25,1997,9.1,1,8,2,25.0,0.88,0.22,0.13,0.50,24.6,0,0,0,0.2,0.2,0.02,+0.8,+0.8
1425,Gianluca Lapadula,pe,FW,,Cagliari,it Serie A,33,1990,13.4,3,34,10,29.4,2.54,0.75,0.06,0.20,14.2,2,1,1,4.8,4.1,0.12,-1.8,-2.1
1426,Aymeric Laporte,es,DF,,Manchester City,Premier League,29,1994,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0
1427,Julien Laporte,fr,DF,,Lorient,Ligue 1,29,1993,20.2,0,13,1,7.7,0.64,0.05,0.00,0.00,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1428,Cyle Larin,ca,FW,,Mallorca,La Liga,28,1995,20.3,3,69,25,36.2,3.41,1.23,0.04,0.12,12.7,0,0,0,9.0,9.0,0.13,-6.0,-6.0
1429,Yasser Larouci,dz,DF,,Sheffield Utd,Premier League,22,2001,5.9,0,6,1,16.7,1.02,0.17,0.00,0.00,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1430,Hugo Larsson,se,MF,,Eint Frankfurt,Bundesliga,19,2004,21.0,2,10,4,40.0,0.48,0.19,0.20,0.50,19.9,0,0,0,1.3,1.3,0.13,+0.7,+0.7
1431,Jamaal Lascelles,eng,DF,,Newcastle Utd,Premier League,29,1993,12.0,1,6,1,16.7,0.50,0.08,0.17,1.00,9.3,0,0,0,0.7,0.7,0.12,+0.3,+0.3
1432,Juanmi Latasa,es,FW,,Getafe,La Liga,22,2001,17.3,2,44,15,34.1,2.55,0.87,0.05,0.13,12.7,0,0,0,3.6,3.5,0.08,-1.6,-1.5
1433,Toni Lato,es,DF,,Mallorca,La Liga,25,1997,17.2,0,5,1,20.0,0.29,0.06,0.00,0.00,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1434,Armand Lauriente,fr,FW,,Sassuolo,it Serie A,24,1998,32.3,5,84,30,35.7,2.60,0.93,0.06,0.17,21.6,11,0,0,5.7,5.7,0.07,-0.7,-0.7
1435,Roméo Lavia,be,MF,,Chelsea,Premier League,19,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1436,Lázaro,br,FW,MF,Almería,La Liga,21,2002,3.2,0,8,4,50.0,2.53,1.26,0.00,0.00,18.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9
1437,Valentino Lazaro,at,DF,MF,Torino,it Serie A,27,1996,22.2,0,17,4,23.5,0.77,0.18,0.00,0.00,16.2,3,0,0,1.7,1.7,0.10,-1.7,-1.7
1438,Darko Lazović,rs,FW,MF,Hellas Verona,it Serie A,32,1990,21.4,3,33,13,39.4,1.54,0.61,0.06,0.15,20.7,2,1,1,2.8,2.0,0.06,+0.2,0.0
1439,Manuel Lazzari,it,DF,,Lazio,it Serie A,29,1993,18.6,0,8,2,25.0,0.43,0.11,0.00,0.00,22.1,0,0,0,1.0,1.0,0.13,-1.0,-1.0
1440,Théo Le Bris,fr,DF,MF,Lorient,Ligue 1,20,2002,16.8,0,13,2,15.4,0.77,0.12,0.00,0.00,17.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2
1441,Julien Le Cardinal,fr,DF,,Brest,Ligue 1,25,1997,5.3,0,4,2,50.0,0.76,0.38,0.00,0.00,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1442,Julien Le Cardinal,fr,DF,,Lens,Ligue 1,25,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1443,Jérémy Le Douaron,fr,FW,,Brest,Ligue 1,25,1998,18.0,4,50,19,38.0,2.78,1.06,0.08,0.21,13.2,0,0,0,6.2,6.2,0.12,-2.2,-2.2
1444,Enzo Le Fée,fr,MF,,Rennes,Ligue 1,23,2000,17.0,0,12,0,0.0,0.71,0.00,0.00,,22.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5
1445,Vincent Le Goff,fr,DF,MF,Lorient,Ligue 1,33,1989,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,16.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9
1446,Robin Le Normand,es,DF,,Real Sociedad,La Liga,26,1996,27.4,2,8,5,62.5,0.29,0.18,0.25,0.40,12.2,0,0,0,1.0,1.0,0.13,+1.0,+1.0
1447,Nicola Leali,it,GK,,Genoa,it Serie A,30,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1448,Rafael Leão,pt,FW,,Milan,it Serie A,24,1999,27.9,9,70,24,34.3,2.51,0.86,0.13,0.38,17.1,0,0,0,10.0,10.0,0.14,-1.0,-1.0
1449,Adrien Lebeau,fr,MF,FW,Brest,Ligue 1,24,1999,0.6,0,2,0,0.0,3.33,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1450,Jean-Louis Leca,fr,GK,,Lens,Ligue 1,37,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1451,Benjamin Lecomte,fr,GK,,Montpellier,Ligue 1,32,1991,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1452,Jeremías Ledesma,ar,GK,,Cádiz,La Liga,30,1993,33.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1453,Pierre Lees-Melou,fr,MF,,Brest,Ligue 1,30,1993,28.0,4,52,13,25.0,1.86,0.46,0.08,0.31,22.8,0,0,0,2.4,2.4,0.05,+1.6,+1.6
1454,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,24,1999,30.0,0,13,4,30.8,0.43,0.13,0.00,0.00,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1455,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,25,1998,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1456,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,32,1991,37.0,3,67,21,31.3,1.81,0.57,0.04,0.14,27.9,32,0,0,3.3,3.3,0.05,-0.3,-0.3
1457,Stefan Lekovic,rs,DF,,Villarreal,La Liga,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1458,Iñigo Lekue,es,DF,,Athletic Club,La Liga,30,1993,22.2,0,5,0,0.0,0.22,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1459,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,27,1995,1.8,0,2,0,0.0,1.10,0.00,0.00,,23.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1460,Mario Lemina,ga,MF,,Wolves,Premier League,29,1993,33.0,4,48,18,37.5,1.46,0.55,0.08,0.22,16.6,0,0,0,4.6,4.6,0.10,-0.6,-0.6
1461,Álvaro Lemos,es,DF,,Las Palmas,La Liga,30,1993,2.8,0,1,0,0.0,0.36,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0
1462,Ruben Lendinez,es,DF,,Valencia,La Liga,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1463,Clément Lenglet,fr,DF,,Aston Villa,Premier League,28,1995,12.8,0,8,2,25.0,0.62,0.16,0.00,0.00,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9
1464,Bernd Leno,de,GK,,Fulham,Premier League,31,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1465,Christopher Lenz,de,DF,MF,RB Leipzig,Bundesliga,28,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1466,Christopher Lenz,de,DF,,Eint Frankfurt,Bundesliga,28,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1467,Johann Lepenant,fr,MF,,Lyon,Ligue 1,20,2002,2.8,0,4,2,50.0,1.42,0.71,0.00,0.00,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1468,Jefferson Lerma,co,MF,DF,Crystal Palace,Premier League,28,1994,26.7,1,34,9,26.5,1.27,0.34,0.03,0.11,19.7,0,0,0,2.7,2.7,0.08,-1.7,-1.7
1469,Léo Leroy,fr,MF,,Montpellier,Ligue 1,23,2000,5.5,0,7,1,14.3,1.26,0.18,0.00,0.00,21.3,0,0,0,0.8,0.8,0.12,-0.8,-0.8
1470,Robert Lewandowski,pl,FW,,Barcelona,La Liga,34,1988,30.6,19,90,37,41.1,2.95,1.21,0.17,0.41,13.9,3,4,4,18.1,15.0,0.17,+0.9,0.0
1471,Jamie Leweling,de,FW,MF,Stuttgart,Bundesliga,22,2001,16.9,4,44,22,50.0,2.60,1.30,0.09,0.18,15.9,0,0,0,6.1,6.1,0.14,-2.1,-2.1
1472,Rico Lewis,eng,DF,MF,Manchester City,Premier League,18,2004,9.0,2,5,4,80.0,0.56,0.44,0.40,0.50,15.5,0,0,0,0.6,0.6,0.13,+1.4,+1.4
1473,Keane Lewis-Potter,eng,FW,DF,Brentford,Premier League,22,2001,16.0,3,43,20,46.5,2.69,1.25,0.07,0.15,12.8,0,0,0,6.3,6.3,0.15,-3.3,-3.3
1474,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,27,1996,14.1,1,7,3,42.9,0.50,0.21,0.14,0.33,9.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1
1475,Matthijs de Ligt,nl,DF,,Bayern Munich,Bundesliga,23,1999,15.4,2,14,6,42.9,0.91,0.39,0.14,0.33,9.7,0,0,0,1.7,1.7,0.12,+0.3,+0.3
1476,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,29,1994,14.8,1,6,4,66.7,0.41,0.27,0.17,0.25,10.4,0,0,0,0.8,0.8,0.13,+0.2,+0.2
1477,Jesper Lindstrøm,dk,FW,MF,Napoli,it Serie A,23,2000,4.8,0,14,2,14.3,2.93,0.42,0.00,0.00,21.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7
1478,Jesper Lindstrøm,dk,FW,,Eint Frankfurt,Bundesliga,23,2000,0.9,0,1,0,0.0,1.08,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.19,-0.2,-0.2
1479,Karol Linetty,pl,MF,,Torino,it Serie A,28,1995,20.6,0,16,1,6.3,0.78,0.05,0.00,0.00,25.4,0,0,0,0.5,0.5,0.03,-0.5,-0.5
1480,Samuel Lino,br,DF,MF,Atlético Madrid,La Liga,23,1999,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,16.6,0,0,0,5.6,5.6,0.10,-1.6,-1.6
1481,Luca Lipani,it,MF,,Sassuolo,it Serie A,18,2005,4.3,0,3,1,33.3,0.70,0.23,0.00,0.00,13.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1482,Pol Lirola,es,DF,,Frosinone,it Serie A,25,1997,17.1,2,9,3,33.3,0.53,0.18,0.22,0.67,19.0,0,0,0,1.3,1.3,0.15,+0.7,+0.7
1483,Marcin Listkowski,pl,FW,,Lecce,it Serie A,25,1998,0.1,0,1,0,0.0,11.25,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0
1484,Valentino Livramento,eng,DF,,Newcastle Utd,Premier League,20,2002,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,12.9,0,0,0,0.4,0.4,0.09,+0.6,+0.6
1485,Dejan Ljubicic,at,MF,FW,Köln,Bundesliga,25,1997,22.8,0,38,9,23.7,1.67,0.40,0.00,0.00,21.8,0,0,0,1.9,1.9,0.05,-1.9,-1.9
1486,Javier Llabrés,es,MF,FW,Mallorca,La Liga,20,2002,2.7,1,9,4,44.4,3.28,1.46,0.11,0.25,19.9,0,0,0,0.7,0.7,0.08,+0.3,+0.3
1487,Diego Llorente,es,DF,,Roma,it Serie A,29,1993,24.1,1,9,4,44.4,0.37,0.17,0.11,0.25,19.8,1,0,0,0.3,0.3,0.04,+0.7,+0.7
1488,Marcos Llorente,es,MF,DF,Atlético Madrid,La Liga,28,1995,28.5,6,30,19,63.3,1.05,0.67,0.20,0.32,15.4,0,0,0,4.1,4.1,0.14,+1.9,+1.9
1489,Gautier Lloris,fr,DF,,Le Havre,Ligue 1,28,1995,30.9,2,16,4,25.0,0.52,0.13,0.13,0.50,8.4,0,0,0,2.1,2.1,0.13,-0.1,-0.1
1490,Abou Lô,sn,MF,DF,Metz,Ligue 1,23,2000,2.2,0,1,0,0.0,0.46,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1
1491,Giovani Lo Celso,ar,MF,,Tottenham,Premier League,27,1996,5.6,2,13,6,46.2,2.31,1.07,0.15,0.33,21.7,0,0,0,0.6,0.6,0.04,+1.4,+1.4
1492,Stanislav Lobotka,sk,MF,,Napoli,it Serie A,28,1994,36.5,0,14,4,28.6,0.38,0.11,0.00,0.00,26.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
1493,Manuel Locatelli,it,MF,,Juventus,it Serie A,25,1998,33.4,1,24,3,12.5,0.72,0.09,0.04,0.33,22.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3
1494,Bradley Locko,fr,DF,,Brest,Ligue 1,21,2002,32.9,0,12,2,16.7,0.36,0.06,0.00,0.00,26.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3
1495,Tom Lockyer,wls,DF,,Luton Town,Premier League,28,1994,13.0,1,7,1,14.3,0.54,0.08,0.14,1.00,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1
1496,Renan Lodi,br,DF,,Marseille,Ligue 1,25,1998,13.7,0,6,2,33.3,0.44,0.15,0.00,0.00,22.5,3,0,0,0.3,0.3,0.05,-0.3,-0.3
1497,Ruben Loftus-Cheek,eng,MF,,Milan,it Serie A,27,1996,23.0,6,40,14,35.0,1.74,0.61,0.15,0.43,16.6,0,0,0,3.7,3.7,0.09,+2.3,+2.3
1498,Andy Logbo,fr,FW,,Le Havre,Ligue 1,19,2004,2.8,0,4,0,0.0,1.45,0.00,0.00,,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
1499,Enzo Loiodice,fr,MF,,Las Palmas,La Liga,22,2000,19.9,0,16,6,37.5,0.80,0.30,0.00,0.00,23.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
1500,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,25,1997,30.5,6,41,15,36.6,1.34,0.49,0.15,0.40,14.5,0,0,0,6.6,6.6,0.16,-0.6,-0.6
1501,Ademola Lookman,ng,FW,MF,Atalanta,it Serie A,25,1997,21.0,11,67,24,35.8,3.18,1.14,0.16,0.46,14.3,0,0,0,9.1,9.1,0.14,+1.9,+1.9
1502,Noah Loosli,ch,DF,,Bochum,Bundesliga,26,1997,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1503,Anthony Lopes,pt,GK,,Lyon,Ligue 1,32,1990,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1504,David López,es,DF,,Girona,La Liga,33,1989,21.8,3,16,5,31.3,0.73,0.23,0.19,0.60,15.0,0,0,0,2.1,1.9,0.12,+0.9,+1.1
1505,Diego López,es,MF,FW,Valencia,La Liga,21,2002,29.5,3,41,15,36.6,1.39,0.51,0.07,0.20,15.4,0,0,0,3.7,3.7,0.09,-0.7,-0.7
1506,Fermin López,es,MF,FW,Barcelona,La Liga,20,2003,16.1,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0,0,0,7.5,7.5,0.15,+0.5,+0.5
1507,Javi López,es,DF,,Alavés,La Liga,21,2002,26.5,1,18,3,16.7,0.68,0.11,0.06,0.33,17.4,0,0,0,0.9,0.9,0.05,+0.1,+0.1
1508,Maxime Lopez,fr,MF,,Fiorentina,it Serie A,25,1997,8.9,0,4,2,50.0,0.45,0.23,0.00,0.00,20.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1509,Maxime Lopez,fr,MF,,Sassuolo,it Serie A,25,1997,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1510,Pau López,es,GK,,Marseille,Ligue 1,28,1994,32.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1511,Unai López,es,MF,,Rayo Vallecano,La Liga,27,1995,23.4,1,32,5,15.6,1.37,0.21,0.03,0.20,28.0,3,0,0,1.1,1.1,0.04,-0.1,-0.1
1512,Dion Lopy,sn,MF,,Almería,La Liga,21,2002,21.3,0,23,8,34.8,1.08,0.38,0.00,0.00,26.2,0,0,0,1.3,1.3,0.06,-1.3,-1.3
1513,Anthony Losilla,fr,MF,,Bochum,Bundesliga,37,1986,28.6,1,28,6,21.4,0.98,0.21,0.04,0.17,18.0,0,0,0,2.3,2.3,0.08,-1.3,-1.3
1514,Jordan Lotomba,ch,DF,,Nice,Ligue 1,24,1998,20.0,1,11,2,18.2,0.55,0.10,0.09,0.50,15.5,0,0,0,0.9,0.9,0.08,+0.1,+0.1
1515,Tom Louchet,fr,MF,DF,Nice,Ligue 1,20,2003,4.5,1,2,1,50.0,0.44,0.22,0.50,1.00,11.4,0,0,0,1.0,1.0,0.51,0.0,0.0
1516,Imran Louza,ma,MF,,Lorient,Ligue 1,24,1999,9.6,1,22,5,22.7,2.29,0.52,0.05,0.20,23.2,2,0,0,1.1,1.1,0.05,-0.1,-0.1
1517,Matteo Lovato,it,DF,,Torino,it Serie A,23,2000,6.0,0,1,0,0.0,0.17,0.00,0.00,,12.4,0,0,0,0.0,0.0,0.03,0.0,0.0
1518,Matteo Lovato,it,DF,,Salernitana,it Serie A,23,2000,10.5,0,1,0,0.0,0.10,0.00,0.00,,10.9,0,0,0,0.0,0.0,0.03,0.0,0.0
1519,Dejan Lovren,hr,DF,,Lyon,Ligue 1,34,1989,8.0,0,6,4,66.7,0.75,0.50,0.00,0.00,12.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1520,Sandi Lovrić,si,MF,,Udinese,it Serie A,25,1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,3.5,3.5,0.08,-2.5,-2.5
1521,Max Lowe,eng,DF,MF,Sheffield Utd,Premier League,26,1997,5.6,0,2,0,0.0,0.36,0.00,0.00,,10.4,0,0,0,0.6,0.6,0.29,-0.6,-0.6
1522,Anthony Lozano,hn,MF,FW,Getafe,La Liga,30,1993,1.0,0,4,0,0.0,3.91,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1523,Anthony Lozano,hn,FW,,Almería,La Liga,30,1993,8.6,3,23,9,39.1,2.68,1.05,0.13,0.33,13.3,0,0,0,3.3,3.3,0.14,-0.3,-0.3
1524,Lucas,br,DF,,Cádiz,La Liga,22,2001,17.1,1,11,4,36.4,0.64,0.23,0.09,0.25,21.5,3,0,0,0.8,0.8,0.07,+0.2,+0.2
1525,Lorenzo Lucca,it,FW,,Udinese,it Serie A,22,2000,28.8,8,61,25,41.0,2.12,0.87,0.13,0.32,12.9,1,0,0,7.8,7.8,0.13,+0.2,+0.2
1526,Jhon Lucumí,co,DF,,Bologna,it Serie A,25,1998,24.6,0,11,2,18.2,0.45,0.08,0.00,0.00,16.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
1527,José Luis Gayà,es,DF,,Valencia,La Liga,28,1995,19.9,1,10,1,10.0,0.50,0.05,0.10,1.00,20.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5
1528,José Luis Morales,es,FW,MF,Villarreal,La Liga,36,1987,11.6,7,26,12,46.2,2.23,1.03,0.27,0.58,13.3,0,0,0,5.6,5.6,0.21,+1.4,+1.4
1529,José Luis Palomino,ar,DF,,Atalanta,it Serie A,33,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1530,Douglas Luiz,br,MF,,Aston Villa,Premier League,25,1998,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,+2.1,+1.2
1531,Romelu Lukaku,be,FW,,Roma,it Serie A,30,1993,29.3,13,64,27,42.2,2.18,0.92,0.20,0.48,14.1,0,0,1,9.8,9.0,0.14,+3.2,+4.0
1532,Castello Lukeba,fr,DF,,RB Leipzig,Bundesliga,20,2002,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,10.6,0,0,0,0.8,0.8,0.11,+0.2,+0.2
1533,Dodi Lukebakio,be,FW,MF,Sevilla,La Liga,25,1997,12.5,5,42,17,40.5,3.36,1.36,0.12,0.29,14.4,1,0,0,5.6,5.6,0.13,-0.6,-0.6
1534,Saša Lukić,rs,MF,,Fulham,Premier League,26,1996,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6
1535,Karlo Lulić,hr,MF,,Frosinone,it Serie A,27,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1536,Andriy Lunin,ua,GK,,Real Madrid,La Liga,24,1999,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1537,Sebastiano Luperto,it,DF,,Empoli,it Serie A,26,1996,37.8,1,19,3,15.8,0.50,0.08,0.05,0.33,15.1,0,0,0,1.7,1.7,0.09,-0.7,-0.7
1538,Mateus Lusuardi,br,DF,,Frosinone,it Serie A,19,2004,2.4,0,1,0,0.0,0.41,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1539,Andreas Luthe,de,GK,,Bochum,Bundesliga,36,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1540,Zito Luvumbo,ao,FW,MF,Cagliari,it Serie A,21,2002,21.6,4,51,16,31.4,2.36,0.74,0.08,0.25,17.3,0,0,0,4.0,4.0,0.08,0.0,0.0
1541,Charalambos Lykogiannis,gr,DF,,Bologna,it Serie A,29,1993,10.0,2,15,4,26.7,1.49,0.40,0.13,0.50,21.9,4,0,0,1.3,1.3,0.08,+0.7,+0.7
1542,Senne Lynen,be,MF,,Werder Bremen,Bundesliga,24,1999,20.0,0,12,2,16.7,0.60,0.10,0.00,0.00,25.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4
1543,Joshua M'Bahia,ci,MF,,Clermont Foot,Ligue 1,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1544,Othmane Maamma,fr,FW,,Montpellier,Ligue 1,17,2005,1.0,1,3,1,33.3,3.07,1.02,0.33,1.00,14.6,0,0,0,0.3,0.3,0.09,+0.7,+0.7
1545,Ian Maatsen,nl,FW,MF,Chelsea,Premier League,21,2002,2.3,0,5,0,0.0,2.15,0.00,0.00,,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8
1546,Ian Maatsen,nl,DF,,Dortmund,Bundesliga,21,2002,14.0,2,11,4,36.4,0.78,0.28,0.18,0.50,19.5,0,0,0,0.9,0.9,0.08,+1.1,+1.1
1547,Alexis Mac Allister,ar,MF,,Liverpool,Premier League,24,1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.50,23.3,2,1,1,3.7,2.9,0.07,+1.3,+1.1
1548,Deiver Machado,co,DF,,Lens,Ligue 1,29,1993,12.5,4,16,8,50.0,1.28,0.64,0.25,0.50,18.2,1,0,0,1.7,1.7,0.10,+2.3,+2.3
1549,Darwin Machís,ve,MF,,Cádiz,La Liga,30,1993,8.7,4,20,9,45.0,2.29,1.03,0.15,0.33,24.2,1,1,1,1.4,0.6,0.03,+2.6,+2.4
1550,James Maddison,eng,MF,,Tottenham,Premier League,26,1996,23.7,4,58,23,39.7,2.44,0.97,0.07,0.17,19.2,3,0,0,6.4,6.4,0.11,-2.4,-2.4
1551,Noni Madueke,eng,FW,,Chelsea,Premier League,21,2002,11.7,5,31,12,38.7,2.65,1.03,0.13,0.33,19.0,0,1,1,2.5,1.7,0.05,+2.5,+2.3
1552,Pablo Maffeo,es,DF,,Mallorca,La Liga,26,1997,16.2,1,11,4,36.4,0.68,0.25,0.09,0.25,23.3,0,0,0,0.8,0.8,0.07,+0.2,+0.2
1553,Gabriel Magalhães,br,DF,,Arsenal,Premier League,25,1997,33.8,4,31,10,32.3,0.92,0.30,0.13,0.40,7.9,0,0,0,4.3,4.3,0.14,-0.3,-0.3
1554,Soungoutou Magassa,fr,DF,MF,Monaco,Ligue 1,19,2003,15.0,0,8,2,25.0,0.53,0.13,0.00,0.00,19.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
1555,Giulio Maggiore,it,MF,,Salernitana,it Serie A,25,1998,20.0,4,23,10,43.5,1.15,0.50,0.17,0.40,14.2,0,0,0,2.3,2.3,0.10,+1.7,+1.7
1556,Matej Maglica,hr,DF,,Darmstadt 98,Bundesliga,24,1998,18.9,1,10,2,20.0,0.53,0.11,0.10,0.50,20.8,1,0,0,0.6,0.6,0.06,+0.4,+0.4
1557,Giangiacomo Magnani,it,DF,,Hellas Verona,it Serie A,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.00,0.00,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1558,Hugo Magnetti,fr,MF,,Brest,Ligue 1,25,1998,26.0,2,36,10,27.8,1.38,0.38,0.06,0.20,23.9,0,0,0,2.4,2.4,0.07,-0.4,-0.4
1559,Yohann Magnin,fr,MF,,Clermont Foot,Ligue 1,26,1997,18.7,1,14,5,35.7,0.75,0.27,0.07,0.20,14.2,0,0,0,1.6,1.6,0.12,-0.6,-0.6
1560,Frank Magri,cm,FW,MF,Toulouse,Ligue 1,23,1999,16.0,5,41,14,34.1,2.57,0.88,0.12,0.36,16.3,0,0,0,3.1,3.1,0.07,+1.9,+1.9
1561,Harry Maguire,eng,DF,,Manchester Utd,Premier League,30,1993,18.4,2,20,3,15.0,1.09,0.16,0.10,0.67,11.5,0,0,0,2.0,2.0,0.10,0.0,0.0
1562,Jon Magunacelaya,es,FW,MF,Real Sociedad,La Liga,23,2000,1.3,0,4,0,0.0,2.98,0.00,0.00,,15.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1563,Adel Mahamoud,km,FW,,Nantes,Ligue 1,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
