Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
146,Kristjan Asllani,al,MF,,Inter,it Serie A,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1,0,0,0.6,0.6,0.04,+0.4,+0.4
147,Joel Asoro,se,FW,MF,Metz,Ligue 1,24,1999,9.4,2,6,3,50.0,0.64,0.32,0.33,0.67,15.4,0,0,0,0.6,0.6,0.10,+1.4,+1.4
148,Jonathan Asp Jensen,dk,FW,,Bayern Munich,Bundesliga,17,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
149,Iago Aspas,es,FW,,Celta Vigo,La Liga,35,1987,30.1,9,74,23,31.1,2.46,0.76,0.08,0.26,20.0,6,3,5,11.5,7.5,0.10,-2.5,-1.5
150,Lorenz Assignon,tg,DF,,Burnley,Premier League,23,2000,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,22.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6
151,Lorenz Assignon,tg,DF,,Rennes,Ligue 1,23,2000,11.2,1,11,4,36.4,0.98,0.36,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6
152,Youcef Atal,dz,DF,,Nice,Ligue 1,27,1996,4.0,1,4,1,25.0,1.00,0.25,0.25,1.00,22.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9
153,Valentin Atangana Edoa,fr,MF,,Reims,Ligue 1,17,2005,6.2,0,9,2,22.2,1.46,0.32,0.00,0.00,19.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
154,Arthur Atta,fr,MF,FW,Metz,Ligue 1,20,2003,10.3,1,9,4,44.4,0.88,0.39,0.11,0.25,16.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4
155,Noah Atubolu,de,GK,,Freiburg,Bundesliga,21,2002,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
156,Pierre-Emerick Aubameyang,ga,FW,,Marseille,Ligue 1,34,1989,29.1,17,112,47,42.0,3.84,1.61,0.12,0.28,15.8,5,4,4,20.5,17.3,0.16,-3.5,-4.3
157,Emil Audero,it,GK,,Inter,it Serie A,26,1997,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
158,Tommaso Augello,it,DF,,Cagliari,it Serie A,28,1994,26.9,1,10,3,30.0,0.37,0.11,0.10,0.33,24.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5
159,Carlos Augusto,br,DF,,Inter,it Serie A,24,1999,19.2,0,22,6,27.3,1.15,0.31,0.00,0.00,17.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0
160,Yann Aurel Bisseck,de,DF,,Inter,it Serie A,22,2000,10.0,2,12,4,33.3,1.19,0.40,0.17,0.50,12.7,0,0,0,0.9,0.9,0.07,+1.1,+1.1
161,Serge Aurier,ci,DF,MF,Nott'ham Forest,Premier League,30,1992,9.3,0,6,1,16.7,0.65,0.11,0.00,0.00,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
162,Ezequiel Ávila,ar,FW,MF,Osasuna,La Liga,29,1994,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0
163,Ezequiel Ávila,ar,FW,,Betis,La Liga,29,1994,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,21.9,0,0,0,0.7,0.7,0.08,+0.3,+0.3
164,Taiwo Awoniyi,ng,FW,,Nott'ham Forest,Premier League,25,1997,11.6,6,22,11,50.0,1.90,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,+1.3,+1.3
165,André Ayew,gh,FW,,Le Havre,Ligue 1,33,1989,12.3,5,32,12,37.5,2.61,0.98,0.16,0.42,15.1,1,0,0,3.1,3.1,0.10,+1.9,+1.9
166,Jordan Ayew,gh,FW,MF,Crystal Palace,Premier League,31,1991,28.3,4,48,19,39.6,1.70,0.67,0.08,0.21,18.2,0,0,0,3.9,3.9,0.08,+0.1,+0.1
167,Neil El Aynaoui,fr,MF,,Lens,Ligue 1,22,2001,17.4,1,22,8,36.4,1.26,0.46,0.05,0.13,16.0,0,0,0,2.4,2.4,0.11,-1.4,-1.4
168,Sardar Azmoun,ir,FW,MF,Roma,it Serie A,28,1995,6.5,3,16,7,43.8,2.46,1.08,0.19,0.43,13.1,0,0,0,2.9,2.9,0.20,+0.1,+0.1
169,César Azpilicueta,es,DF,,Atlético Madrid,La Liga,33,1989,15.8,0,2,2,100.0,0.13,0.13,0.00,0.00,20.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6
170,Paulo Azzi,br,DF,MF,Cagliari,it Serie A,29,1994,10.6,0,21,2,9.5,1.99,0.19,0.00,0.00,20.0,0,0,0,1.2,1.2,0.06,-1.2,-1.2
171,Oussama El Azzouzi,ma,MF,,Bologna,it Serie A,22,2001,6.1,2,2,2,100.0,0.33,0.33,1.00,1.00,9.5,0,0,0,0.5,0.5,0.24,+1.5,+1.5
172,Abdellah Baallal,ma,MF,,Clermont Foot,Ligue 1,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
173,Iddrisu Baba,gh,MF,,Almería,La Liga,27,1996,15.9,0,8,2,25.0,0.50,0.13,0.00,0.00,25.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7
174,Srđan Babić,rs,DF,,Almería,La Liga,27,1996,1.0,0,1,0,0.0,1.00,0.00,0.00,,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0
175,Shavy Babicka,ga,FW,MF,Toulouse,Ligue 1,23,2000,4.1,1,8,4,50.0,1.93,0.97,0.13,0.25,18.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4
176,Aliou Badara Baldé,gn,FW,DF,Nice,Ligue 1,20,2002,0.8,0,3,2,66.7,3.91,2.61,0.00,0.00,19.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
177,Loïc Bade,fr,DF,,Sevilla,La Liga,23,2000,25.3,0,14,3,21.4,0.55,0.12,0.00,0.00,12.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
178,Milan Badelj,hr,MF,,Genoa,it Serie A,34,1989,28.2,1,21,4,19.0,0.75,0.14,0.05,0.25,19.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4
179,Matthias Bader,de,DF,MF,Darmstadt 98,Bundesliga,26,1997,20.0,1,17,1,5.9,0.85,0.05,0.06,1.00,22.3,0,0,0,0.7,0.7,0.04,+0.3,+0.3
180,Benoît Badiashile,fr,DF,,Chelsea,Premier League,22,2001,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,14.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
181,Alex Baena,es,MF,FW,Villarreal,La Liga,22,2001,28.7,2,72,25,34.7,2.51,0.87,0.03,0.08,20.8,5,0,1,7.9,7.1,0.10,-5.9,-5.1
182,Jaime Báez,uy,FW,MF,Frosinone,it Serie A,28,1995,5.6,1,9,2,22.2,1.62,0.36,0.11,0.50,23.5,1,0,0,0.5,0.5,0.05,+0.5,+0.5
183,Nicola Bagnolini,it,GK,,Bologna,it Serie A,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
184,Leon Bailey,jm,MF,FW,Aston Villa,Premier League,25,1997,23.0,10,53,18,34.0,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,+3.7,+3.7
185,Eric Bailly,ci,DF,,Villarreal,La Liga,29,1994,9.3,0,2,0,0.0,0.21,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2
186,Stefan Bajcetic,es,MF,,Liverpool,Premier League,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
187,Nedim Bajrami,al,MF,FW,Sassuolo,it Serie A,24,1999,14.6,2,32,9,28.1,2.20,0.62,0.06,0.22,21.8,3,0,0,2.5,2.5,0.08,-0.5,-0.5
188,Cédric Bakambu,cd,FW,,Betis,La Liga,32,1991,2.2,0,4,1,25.0,1.86,0.46,0.00,0.00,15.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4
189,Tiemoué Bakayoko,fr,MF,,Lorient,Ligue 1,28,1994,14.6,2,12,7,58.3,0.82,0.48,0.17,0.29,15.8,0,0,0,1.7,1.7,0.15,+0.3,+0.3
190,Mitchel Bakker,nl,DF,,Atalanta,it Serie A,23,2000,4.2,1,5,1,20.0,1.18,0.24,0.20,1.00,14.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8
191,Ridle Baku,de,DF,MF,Wolfsburg,Bundesliga,25,1998,22.4,1,27,9,33.3,1.21,0.40,0.04,0.11,15.9,1,0,0,1.8,1.8,0.07,-0.8,-0.8
192,Dilane Bakwa,fr,FW,MF,Strasbourg,Ligue 1,20,2002,24.2,3,44,12,27.3,1.82,0.50,0.07,0.25,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2
193,Tommaso Baldanzi,it,MF,FW,Empoli,it Serie A,20,2003,8.3,2,14,6,42.9,1.69,0.72,0.14,0.33,20.0,0,0,0,2.1,2.1,0.15,-0.1,-0.1
194,Tommaso Baldanzi,it,FW,MF,Roma,it Serie A,20,2003,5.8,0,15,3,20.0,2.61,0.52,0.00,0.00,18.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9
195,Alejandro Balde,es,DF,,Barcelona,La Liga,19,2003,15.3,0,5,1,20.0,0.33,0.07,0.00,0.00,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
196,George Baldock,gr,DF,,Sheffield Utd,Premier League,30,1993,10.8,0,1,0,0.0,0.09,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0
197,Carlos Baleba,cm,MF,,Brighton,Premier League,19,2004,14.7,0,21,5,23.8,1.43,0.34,0.00,0.00,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8
198,Carlos Baleba,cm,MF,,Lille,Ligue 1,19,2004,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0
199,Leonardo Balerdi,ar,DF,,Marseille,Ligue 1,24,1999,25.2,2,14,4,28.6,0.55,0.16,0.14,0.50,17.4,0,0,0,0.9,0.9,0.06,+1.1,+1.1
200,Iván Balliu,al,DF,,Rayo Vallecano,La Liga,31,1992,31.9,0,11,4,36.4,0.34,0.13,0.00,0.00,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7
201,Fodé Ballo-Touré,sn,DF,MF,Fulham,Premier League,26,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
202,Folarin Balogun,us,FW,,Monaco,Ligue 1,22,2001,18.8,7,63,26,41.3,3.35,1.38,0.11,0.27,14.0,0,0,3,11.0,8.5,0.14,-4.0,-1.5
203,Jonathan Bamba,ci,MF,FW,Celta Vigo,La Liga,27,1996,22.0,3,41,14,34.1,1.86,0.64,0.07,0.21,19.2,0,0,0,3.0,3.0,0.07,0.0,0.0
204,Mohamed Bamba,ci,FW,,Lorient,Ligue 1,21,2001,12.6,8,37,17,45.9,2.93,1.34,0.19,0.41,12.1,0,1,1,6.4,5.6,0.16,+1.6,+1.4
205,Samuel Bamba,de,FW,,Dortmund,Bundesliga,19,2004,0.5,0,2,0,0.0,3.83,0.00,0.00,,12.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3
206,Lameck Banda,zm,FW,,Lecce,it Serie A,22,2001,15.0,2,50,23,46.0,3.33,1.53,0.04,0.09,19.8,1,0,0,3.6,3.6,0.07,-1.6,-1.6
207,Daniel Bandeira,pt,MF,,Hellas Verona,it Serie A,23,2000,5.0,0,3,0,0.0,0.61,0.00,0.00,,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
208,Mamady Bangré,bf,FW,MF,Toulouse,Ligue 1,22,2001,1.1,0,3,0,0.0,2.67,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
209,Mattia Bani,it,DF,,Genoa,it Serie A,29,1993,25.6,2,9,5,55.6,0.35,0.20,0.22,0.40,9.1,0,0,0,1.2,1.2,0.14,+0.8,+0.8
210,Léo Baptistão,br,FW,,Almería,La Liga,30,1992,20.4,6,48,18,37.5,2.35,0.88,0.13,0.33,16.7,0,0,0,5.3,5.3,0.11,+0.7,+0.7
211,Shandon Baptiste,gd,MF,,Brentford,Premier League,25,1998,2.5,1,2,2,100.0,0.79,0.79,0.50,0.50,6.6,0,0,0,0.9,0.9,0.45,+0.1,+0.1
212,Antonín Barák,cz,MF,FW,Fiorentina,it Serie A,28,1994,9.0,2,20,8,40.0,2.23,0.89,0.10,0.25,16.9,1,0,0,1.5,1.5,0.08,+0.5,+0.5
213,Valentín Barco,ar,DF,FW,Brighton,Premier League,19,2004,3.4,0,4,2,50.0,1.17,0.59,0.00,0.00,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
214,Bradley Barcola,fr,FW,,Lyon,Ligue 1,20,2002,3.0,0,2,0,0.0,0.67,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
215,Bradley Barcola,fr,FW,MF,Paris S-G,Ligue 1,20,2002,15.2,4,31,11,35.5,2.04,0.72,0.13,0.36,13.8,0,0,0,4.5,4.5,0.15,-0.5,-0.5
216,Melvin Bard,fr,DF,,Nice,Ligue 1,22,2000,29.5,1,15,5,33.3,0.51,0.17,0.07,0.20,24.6,2,0,0,0.5,0.5,0.04,+0.5,+0.5
217,Nicolò Barella,it,MF,,Inter,it Serie A,26,1997,31.6,2,40,12,30.0,1.26,0.38,0.05,0.17,18.2,0,0,0,5.1,5.1,0.13,-3.1,-3.1
218,Kike Barja,es,FW,MF,Osasuna,La Liga,26,1997,3.4,0,4,2,50.0,1.19,0.59,0.00,0.00,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
219,Ross Barkley,eng,MF,,Luton Town,Premier League,29,1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,+0.9,+0.9
220,Aymen Barkok,ma,MF,FW,Mainz 05,Bundesliga,25,1998,3.6,1,11,6,54.5,3.08,1.68,0.09,0.17,17.2,0,0,1,1.7,0.9,0.08,-0.7,+0.1
221,Harvey Barnes,eng,FW,MF,Newcastle Utd,Premier League,25,1997,8.9,5,27,12,44.4,3.03,1.35,0.19,0.42,16.0,0,0,0,3.6,3.6,0.13,+1.4,+1.4
222,Leandro Barreiro Martins,lu,MF,,Mainz 05,Bundesliga,23,2000,29.0,4,38,13,34.2,1.31,0.45,0.11,0.31,16.4,0,0,0,4.5,4.5,0.12,-0.5,-0.5
223,Enzo Barrenechea,ar,MF,,Frosinone,it Serie A,22,2001,31.2,0,20,3,15.0,0.64,0.10,0.00,0.00,22.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6
224,Ander Barrenetxea,es,FW,MF,Real Sociedad,La Liga,21,2001,15.9,4,37,12,32.4,2.33,0.76,0.11,0.33,17.7,1,0,0,3.5,3.5,0.10,+0.5,+0.5
225,Pablo Barrios,es,MF,,Atlético Madrid,La Liga,20,2003,17.3,0,17,7,41.2,0.98,0.41,0.00,0.00,21.8,0,0,0,0.9,0.9,0.05,-0.9,-0.9
226,Davide Bartesaghi,it,DF,MF,Milan,it Serie A,17,2005,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
227,Marc Bartra,es,DF,,Betis,La Liga,32,1991,2.5,0,3,0,0.0,1.20,0.00,0.00,,11.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
228,Federico Baschirotto,it,DF,,Lecce,it Serie A,26,1996,36.6,0,17,6,35.3,0.46,0.16,0.00,0.00,10.8,0,0,0,1.7,1.5,0.09,-1.7,-1.5
229,Steven Baseya,fr,DF,,Strasbourg,Ligue 1,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
230,Chris Basham,eng,DF,MF,Sheffield Utd,Premier League,35,1988,3.6,0,2,0,0.0,0.56,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
231,Toma Bašić,hr,MF,,Salernitana,it Serie A,26,1996,12.9,0,12,1,8.3,0.93,0.08,0.00,0.00,27.0,1,0,0,0.6,0.6,0.05,-0.6,-0.6
232,Calvin Bassey,ng,DF,,Fulham,Premier League,23,1999,25.6,1,5,1,20.0,0.20,0.04,0.20,1.00,10.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7
233,Alessandro Bastoni,it,DF,,Inter,it Serie A,24,1999,25.2,1,15,6,40.0,0.60,0.24,0.07,0.17,13.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2
234,Simone Bastoni,it,MF,DF,Empoli,it Serie A,26,1996,8.3,1,7,1,14.3,0.85,0.12,0.14,1.00,21.9,2,0,0,0.4,0.4,0.06,+0.6,+0.6
235,Augusto Batalla,ar,GK,,Granada,La Liga,27,1996,17.0,0,1,0,0.0,0.06,0.00,0.00,,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0
236,Daniel Batz,de,GK,,Mainz 05,Bundesliga,32,1991,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
237,Maximilian Bauer,de,DF,,Augsburg,Bundesliga,23,2000,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,5.2,0,0,0,1.4,1.4,0.34,-0.4,-0.4
238,Elias Baum,de,DF,MF,Eint Frankfurt,Bundesliga,17,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
239,Oliver Baumann,de,GK,,Hoffenheim,Bundesliga,33,1990,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
240,Christoph Baumgartner,at,MF,FW,RB Leipzig,Bundesliga,23,1999,12.9,5,31,11,35.5,2.41,0.85,0.16,0.45,14.7,0,0,0,3.7,3.7,0.12,+1.3,+1.3
241,Bebé,cv,MF,FW,Rayo Vallecano,La Liga,33,1990,2.4,2,15,4,26.7,6.37,1.70,0.07,0.25,30.2,3,1,1,1.4,0.7,0.04,+0.6,+0.3
242,Ihlas Bebou,tg,FW,DF,Hoffenheim,Bundesliga,29,1994,18.2,7,38,14,36.8,2.09,0.77,0.18,0.50,17.1,0,0,0,4.9,4.9,0.13,+2.1,+2.1
243,Mohamed Bechikh,fr,FW,MF,Strasbourg,Ligue 1,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
244,Adrian Beck,de,MF,FW,Heidenheim,Bundesliga,26,1997,10.8,1,12,3,25.0,1.11,0.28,0.08,0.33,13.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7
245,Owen Beck,wls,DF,,Liverpool,Premier League,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
246,Sheraldo Becker,sr,FW,MF,Real Sociedad,La Liga,28,1995,8.6,2,21,9,42.9,2.45,1.05,0.10,0.22,17.1,0,0,0,1.4,1.4,0.07,+0.6,+0.6
247,Sheraldo Becker,sr,FW,MF,Union Berlin,Bundesliga,28,1995,7.2,0,16,4,25.0,2.23,0.56,0.00,0.00,20.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8
248,Chris Bedia,ci,FW,MF,Union Berlin,Bundesliga,27,1996,1.6,1,3,1,33.3,1.86,0.62,0.33,1.00,16.9,0,0,0,0.2,0.2,0.07,+0.8,+0.8
249,Donny van de Beek,nl,DF,,Manchester Utd,Premier League,26,1997,0.0,0,1,0,0.0,30.00,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0
250,Donny van de Beek,nl,MF,FW,Eint Frankfurt,Bundesliga,26,1997,4.0,0,1,0,0.0,0.25,0.00,0.00,,11.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
251,Yanis Begraoui,ma,FW,MF,Toulouse,Ligue 1,22,2001,3.3,0,8,4,50.0,2.40,1.20,0.00,0.00,17.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
252,Kevin Behrens,de,FW,,Wolfsburg,Bundesliga,32,1991,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,11.6,0,0,0,1.6,1.6,0.15,-0.6,-0.6
253,Kevin Behrens,de,FW,,Union Berlin,Bundesliga,32,1991,14.0,4,41,13,31.7,2.92,0.93,0.10,0.31,10.8,0,0,0,6.0,6.0,0.15,-2.0,-2.0
254,Maximilian Beier,de,FW,MF,Hoffenheim,Bundesliga,20,2002,26.9,16,82,39,47.6,3.05,1.45,0.20,0.41,15.4,0,0,0,11.4,11.4,0.14,+4.6,+4.6
255,Jérémie Bela,ao,MF,FW,Clermont Foot,Ligue 1,30,1993,2.3,0,6,2,33.3,2.66,0.89,0.00,0.00,22.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2
256,Reda Belahyane,ma,MF,,Hellas Verona,it Serie A,19,2004,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0
257,Reda Belahyane,ma,MF,,Nice,Ligue 1,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
258,Amari'i Bell,jm,DF,,Luton Town,Premier League,29,1994,19.1,0,2,2,100.0,0.10,0.10,0.00,0.00,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3
259,Stefan Bell,de,DF,,Mainz 05,Bundesliga,31,1991,7.4,0,4,2,50.0,0.54,0.27,0.00,0.00,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
260,Alaa Bellaarouch,ma,GK,,Strasbourg,Ligue 1,21,2002,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
261,Raoul Bellanova,it,DF,,Torino,it Serie A,23,2000,33.8,1,32,3,9.4,0.95,0.09,0.03,0.33,16.6,0,0,0,2.0,2.0,0.06,-1.0,-1.0
262,Jean-Ricner Bellegarde,fr,MF,FW,Wolves,Premier League,25,1998,10.6,2,15,5,33.3,1.41,0.47,0.13,0.40,16.5,0,0,0,1.6,1.6,0.10,+0.4,+0.4
263,Jean-Ricner Bellegarde,fr,MF,FW,Strasbourg,Ligue 1,25,1998,3.0,2,5,3,60.0,1.67,1.00,0.40,0.67,22.5,2,0,0,0.6,0.6,0.11,+1.4,+1.4
264,Héctor Bellerín,es,DF,,Betis,La Liga,28,1995,19.0,0,2,0,0.0,0.11,0.00,0.00,,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
265,Jude Bellingham,eng,MF,,Real Madrid,La Liga,20,2003,25.7,19,62,34,54.8,2.41,1.32,0.29,0.53,14.8,0,1,1,11.1,10.3,0.17,+7.9,+7.7
266,Jeanuël Belocian,fr,DF,,Rennes,Ligue 1,18,2005,16.1,0,3,0,0.0,0.19,0.00,0.00,,11.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5
267,Andrea Belotti,it,FW,,Fiorentina,it Serie A,29,1993,10.5,3,33,9,27.3,3.13,0.85,0.09,0.33,13.9,0,0,0,3.7,3.7,0.11,-0.7,-0.7
268,Andrea Belotti,it,FW,,Roma,it Serie A,29,1993,7.5,3,15,8,53.3,1.99,1.06,0.20,0.38,13.9,0,0,0,2.4,2.4,0.16,+0.6,+0.6
269,Fran Beltrán,es,MF,,Celta Vigo,La Liga,24,1999,27.0,0,21,3,14.3,0.78,0.11,0.00,0.00,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7
270,Lucas Beltrán,ar,FW,MF,Fiorentina,it Serie A,22,2001,18.8,6,30,7,23.3,1.60,0.37,0.17,0.71,15.5,0,1,1,3.8,3.0,0.10,+2.2,+2.0
271,Eliesse Ben Seghir,ma,MF,FW,Monaco,Ligue 1,18,2005,4.8,2,14,4,28.6,2.94,0.84,0.14,0.50,19.8,1,0,0,0.8,0.8,0.06,+1.2,+1.2
272,Anis Ben Slimane,tn,MF,,Sheffield Utd,Premier League,22,2001,4.7,0,8,3,37.5,1.72,0.64,0.00,0.00,18.2,0,0,0,0.8,0.8,0.10,-0.8,-0.8
273,Wissam Ben Yedder,fr,FW,,Monaco,Ligue 1,32,1990,25.7,16,63,29,46.0,2.45,1.13,0.24,0.52,11.5,0,1,1,12.4,11.6,0.18,+3.6,+3.4
274,Carlos Benavídez,uy,MF,,Alavés,La Liga,25,1998,12.6,3,14,7,50.0,1.11,0.55,0.21,0.43,19.8,0,0,0,1.0,1.0,0.07,+2.0,+2.0
275,Ismaël Bennacer,dz,MF,,Milan,it Serie A,25,1997,12.8,2,11,1,9.1,0.86,0.08,0.09,1.00,21.6,1,1,1,1.7,0.9,0.08,+0.3,+0.1
276,Saïd Benrahma,dz,FW,MF,West Ham,Premier League,27,1995,6.9,0,18,5,27.8,2.61,0.73,0.00,0.00,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0
277,Saïd Benrahma,dz,FW,MF,Lyon,Ligue 1,27,1995,8.6,3,25,9,36.0,2.92,1.05,0.12,0.33,21.5,2,0,0,1.6,1.6,0.06,+1.4,+1.4
278,Ramy Bensebaini,dz,DF,,Dortmund,Bundesliga,28,1995,11.5,0,16,0,0.0,1.39,0.00,0.00,,17.1,0,0,0,1.7,1.7,0.11,-1.7,-1.7
279,Nabil Bentaleb,dz,MF,,Lille,Ligue 1,28,1994,21.9,0,10,2,20.0,0.46,0.09,0.00,0.00,29.3,1,0,0,0.4,0.4,0.04,-0.4,-0.4
280,Rodrigo Bentancur,uy,MF,,Tottenham,Premier League,26,1997,11.2,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9
281,Daniel Bentley,eng,GK,,Wolves,Premier League,30,1993,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
282,Lucas Beraldo,br,DF,,Paris S-G,Ligue 1,19,2003,11.2,1,5,2,40.0,0.45,0.18,0.20,0.50,10.8,0,0,0,1.0,1.0,0.20,0.0,0.0
283,Domenico Berardi,it,FW,,Sassuolo,it Serie A,28,1994,15.9,9,46,19,41.3,2.89,1.19,0.09,0.21,23.3,2,5,5,6.5,2.6,0.06,+2.5,+1.4
284,Yuri Berchiche,es,DF,,Athletic Club,La Liga,33,1990,21.4,3,18,6,33.3,0.84,0.28,0.17,0.50,19.1,0,0,0,0.9,0.7,0.04,+2.1,+2.3
285,Álex Berenguer,es,FW,,Athletic Club,La Liga,28,1995,17.7,7,31,11,35.5,1.75,0.62,0.19,0.55,16.4,3,1,1,5.2,4.4,0.14,+1.8,+1.6
286,Bartosz Bereszyński,pl,DF,,Empoli,it Serie A,31,1992,19.6,0,3,1,33.3,0.15,0.05,0.00,0.00,27.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
287,Jóhann Berg Guðmundsson,is,MF,FW,Burnley,Premier League,32,1990,13.2,1,15,6,40.0,1.13,0.45,0.07,0.17,15.6,1,0,0,1.9,1.9,0.12,-0.9,-0.9
288,Sander Berge,no,MF,,Burnley,Premier League,25,1998,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9
289,Etrit Berisha,al,GK,,Empoli,it Serie A,34,1989,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
290,Medon Berisha,al,FW,MF,Lecce,it Serie A,19,2003,2.3,0,2,0,0.0,0.88,0.00,0.00,,17.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
