Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2418,André Silva,pt,FW,Eint Frankfurt,Bundesliga,24,1995,30.7,1114,20,49,452,622,191,1107,57,26,45.6,31,54.4,571,2991,1179,46,31,30,87,48,838,255
2419,Bernardo Silva,pt,MF,Manchester City,Premier League,25,1994,22.9,1621,13,175,734,733,83,1621,65,41,63.1,24,36.9,1116,7262,4002,123,104,28,33,23,1304,173
2420,Caio Henrique Oliveira Silva,br,DF,Monaco,Ligue 1,23,1997,26.3,1676,37,389,764,545,40,1676,27,17,63.0,10,37.0,926,5210,3177,85,61,12,38,7,1033,185
2421,David Silva,es,MF,Real Sociedad,La Liga,34,1986,15.5,1009,10,77,546,401,53,1009,47,31,66.0,16,34.0,614,3802,1780,52,45,12,17,16,761,76
2422,Fábio Silva,pt,FW,Wolves,Premier League,18,2002,15.2,507,9,43,232,233,78,506,21,7,33.3,14,66.7,266,1199,522,14,8,5,45,21,363,74
2423,Florent da Silva,fr,FW,Lyon,Ligue 1,17,2003,0.0,1,0,0,0,1,0,1,0,0,,0,,1,6,4,0,1,0,0,0,1,0
2424,Gabriel Silva,br,DF,Saint-Étienne,Ligue 1,29,1991,3.9,262,9,73,149,40,1,262,5,2,40.0,3,60.0,148,529,233,4,2,0,2,1,154,17
2425,Gastón Silva,uy,DF,Huesca,La Liga,26,1994,6.7,403,34,180,210,15,2,403,0,0,,0,,227,1318,912,13,2,0,2,2,261,1
2426,Rui Silva,pt,GK,Granada,La Liga,26,1994,32.0,1141,935,1135,6,0,0,1141,0,0,,0,,520,3229,1999,0,0,0,3,0,399,0
2427,Thiago Silva,br,DF,Chelsea,Premier League,35,1984,21.5,2136,243,934,1151,53,19,2136,3,2,66.7,1,33.3,1374,7624,4757,6,13,0,8,2,1634,1
2428,Marco Silvestri,it,GK,Hellas Verona,it Serie A,29,1991,34.0,1045,899,1043,2,0,0,1045,0,0,,0,,482,2964,2033,0,0,0,0,0,382,0
2429,Mohamed Simakan,fr,DF,Strasbourg,Ligue 1,20,2000,17.9,1017,86,419,517,102,25,1017,13,10,76.9,3,23.1,640,3563,2043,18,13,4,12,10,625,21
2430,Giovanni Simeone,ar,FW,Cagliari,it Serie A,25,1995,19.3,574,23,61,272,250,77,574,23,15,65.2,8,34.8,285,1474,537,25,17,10,57,22,352,81
2431,Moses Simon,ng,FW,Nantes,Ligue 1,25,1995,25.8,1005,18,119,329,568,109,1004,95,47,49.5,48,50.5,641,4425,2328,117,47,50,65,47,679,223
2432,Unai Simón,es,GK,Athletic Club,La Liga,23,1997,37.0,1111,942,1104,8,0,0,1111,1,1,100.0,0,0.0,553,2913,1921,0,0,0,2,0,419,0
2433,Xavi Simons,nl,MF,Paris S-G,Ligue 1,17,2003,0.0,10,0,0,1,9,0,10,0,0,,0,,7,27,14,0,1,0,0,0,7,0
2434,Jóan Símun Edmundsson,fo,FW,Arminia,Bundesliga,29,1991,0.6,19,0,2,9,8,3,19,0,0,,0,,15,63,25,2,0,1,1,1,19,6
2435,Wilfried Singo,ci,DF,Torino,it Serie A,19,2000,20.6,1205,62,303,548,382,29,1205,90,52,57.8,38,42.2,658,4527,2781,73,48,12,41,14,686,100
2436,Daley Sinkgraven,nl,DF,Leverkusen,Bundesliga,25,1995,17.4,1459,39,349,865,265,14,1459,37,28,75.7,9,24.3,830,4785,2419,56,37,5,30,19,930,66
2437,Dimitris Siovas,gr,DF,Huesca,La Liga,31,1988,34.1,2216,248,1261,868,99,61,2216,10,9,90.0,1,10.0,1219,6343,3725,22,15,0,13,2,1406,7
2438,Tobias Sippel,de,GK,Gladbach,Bundesliga,32,1988,3.8,164,150,164,0,0,0,164,0,0,,0,,82,359,190,0,0,0,2,1,64,0
2439,Salvatore Sirigu,it,GK,Torino,it Serie A,33,1987,32.0,1073,884,1066,8,0,0,1073,0,0,,0,,515,2477,1672,0,0,0,2,0,420,0
2440,Issouf Sissokho,ml,MF,Bordeaux,Ligue 1,18,2002,0.9,59,2,15,37,8,0,59,2,1,50.0,1,50.0,33,207,97,3,2,0,1,1,39,1
2441,Ibrahima Sissoko,ml,MF,Strasbourg,Ligue 1,22,1997,28.7,1408,64,339,865,235,26,1408,41,29,70.7,12,29.3,750,3831,1897,28,30,3,45,23,865,51
2442,Moussa Sissoko,fr,MF,Tottenham,Premier League,30,1989,17.6,954,52,270,528,171,11,954,27,18,66.7,9,33.3,523,2805,1404,32,30,5,18,14,593,34
2443,Nelson Sissoko,fr,DF,Saint-Étienne,Ligue 1,23,1997,5.3,340,15,124,160,59,0,340,5,3,60.0,2,40.0,157,895,388,10,5,0,4,5,170,14
2444,Antonio Sivera,es,GK,Alavés,La Liga,23,1996,0.8,22,20,22,0,0,0,22,0,0,,0,,12,77,45,0,0,0,0,0,7,0
2445,Jacques Siwe,fr,FW,Dijon,Ligue 1,19,2001,1.9,58,1,7,25,27,6,58,1,1,100.0,0,0.0,38,183,97,2,2,0,6,5,45,11
2446,Ellyes Skhiri,tn,MF,Köln,Bundesliga,25,1995,30.9,1882,115,712,971,211,27,1882,22,15,68.2,7,31.8,921,4338,1983,19,19,2,32,17,1072,28
2447,Łukasz Skorupski,pl,GK,Bologna,it Serie A,29,1991,28.0,1047,954,1045,2,0,0,1047,0,0,,0,,570,2861,1759,0,0,0,2,0,434,1
2448,Andreas Skov Olsen,dk,FW,Bologna,it Serie A,20,1999,13.1,710,21,122,243,351,57,710,39,17,43.6,22,56.4,405,2493,1349,61,26,24,30,9,499,119
2449,Robert Skov,dk,FW,Hoffenheim,Bundesliga,24,1996,12.9,674,18,106,280,297,32,674,30,12,40.0,18,60.0,380,2001,920,25,18,8,40,7,421,98
2450,Milan Škriniar,sk,DF,Inter,it Serie A,25,1995,30.9,2452,246,1048,1214,198,27,2452,9,6,66.7,3,33.3,1428,6820,3819,46,30,1,18,13,1862,42
2451,Steven Skrzybski,de,FW,Schalke 04,Bundesliga,27,1992,4.7,180,3,26,82,78,9,179,6,3,50.0,3,50.0,101,412,208,6,6,1,15,8,110,23
2452,Petar Škuletić,rs,FW,Montpellier,Ligue 1,30,1990,2.6,114,6,12,52,51,23,114,2,1,50.0,1,50.0,59,266,85,3,3,2,10,6,87,18
2453,Islam Slimani,dz,FW,Leicester City,Premier League,32,1988,0.2,12,0,0,6,6,2,12,0,0,,0,,5,25,1,0,1,0,1,0,10,4
2454,Islam Slimani,dz,FW,Lyon,Ligue 1,32,1988,6.4,311,8,18,135,159,46,311,9,4,44.4,5,55.6,168,671,262,8,8,1,12,7,256,58
2455,William Smallbone,ie,MF,Southampton,Premier League,20,2000,1.9,95,1,12,54,30,1,95,0,0,,0,,58,281,146,5,6,1,2,2,62,10
2456,Chris Smalling,eng,DF,Roma,it Serie A,30,1989,12.3,806,98,424,361,24,15,806,4,4,100.0,0,0.0,412,1944,816,0,2,0,8,4,521,2
2457,Emile Smith Rowe,eng,MF,Arsenal,Premier League,20,2000,16.0,890,15,143,397,360,44,890,30,10,33.3,20,66.7,551,2941,1559,51,20,13,38,7,705,113
2458,Robert Snodgrass,sct,MF,West Brom,Premier League,32,1987,5.8,217,18,60,91,68,10,217,8,4,50.0,4,50.0,88,372,139,6,1,3,8,4,107,25
2459,Robert Snodgrass,sct,FW,West Ham,Premier League,32,1987,0.1,4,0,1,0,3,0,4,0,0,,0,,4,14,3,0,0,0,0,0,4,2
2460,Cédric Soares,pt,DF,Arsenal,Premier League,28,1991,8.3,542,21,142,238,168,12,542,11,5,45.5,6,54.5,274,1421,728,21,10,6,10,9,336,40
2461,Rafa Soares,pt,DF,Eibar,La Liga,25,1995,12.6,835,36,213,390,239,12,835,8,4,50.0,4,50.0,337,1541,818,17,14,1,9,6,389,41
2462,Rubén Sobrino,es,MF,Valencia,La Liga,28,1992,0.5,27,0,4,15,10,1,27,1,0,0.0,1,100.0,18,104,88,2,1,0,2,1,19,1
2463,Rubén Sobrino,es,FW,Cádiz,La Liga,28,1992,12.4,416,13,98,174,155,21,416,33,17,51.5,16,48.5,234,1551,886,21,20,5,43,9,263,39
2464,Simon Sohm,ch,MF,Parma,it Serie A,19,2001,10.0,502,12,127,298,81,5,502,11,7,63.6,4,36.4,287,1248,695,13,11,2,12,14,374,18
2465,Augusto Solari,ar,MF,Celta Vigo,La Liga,28,1992,5.4,286,8,56,125,109,17,286,12,7,58.3,5,41.7,143,648,310,6,6,1,11,8,168,29
2466,Roberto Soldado,es,FW,Granada,La Liga,35,1985,16.0,476,17,36,195,246,72,474,8,4,50.0,4,50.0,211,848,304,12,8,8,30,10,306,82
2467,Carlos Soler,es,MF,Valencia,La Liga,23,1997,30.4,1833,81,361,1041,452,33,1824,39,25,64.1,14,35.9,1013,6107,3424,46,50,2,29,13,1186,30
2468,Yann Sommer,ch,GK,Gladbach,Bundesliga,31,1988,30.1,1307,984,1297,11,0,0,1307,0,0,,0,,790,3683,2012,0,0,0,2,0,751,0
2469,Son,es,DF,Levante,La Liga,26,1994,12.3,761,40,169,323,274,26,761,18,12,66.7,6,33.3,374,1773,904,23,20,3,17,9,426,104
2470,Brandon Soppy,fr,DF,Rennes,Ligue 1,18,2002,6.2,483,22,141,250,97,6,483,18,9,50.0,9,50.0,280,1332,708,16,12,5,11,4,302,30
2471,David Soria,es,GK,Getafe,La Liga,27,1993,28.0,913,642,896,17,0,0,913,0,0,,0,,419,3086,2193,0,0,0,0,0,249,0
2472,Roberto Soriano,it,MF,Bologna,it Serie A,29,1991,36.1,1865,58,265,980,645,94,1865,56,36,64.3,20,35.7,1171,6624,3078,80,64,7,64,31,1431,157
2473,Alberto Soro,es,FW,Granada,La Liga,21,1999,4.4,166,3,23,70,76,11,166,5,2,40.0,3,60.0,94,498,225,6,6,2,6,11,94,24
2474,Borna Sosa,hr,DF,Stuttgart,Bundesliga,22,1998,22.7,1495,90,356,596,558,38,1495,41,27,65.9,14,34.1,807,5113,2891,88,60,12,28,15,928,200
2475,Hugo Sotelo,es,MF,Celta Vigo,La Liga,16,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
2476,Florian Sotoca,fr,FW,Lens,Ligue 1,29,1990,26.8,1221,26,87,570,574,134,1219,36,19,52.8,17,47.2,686,3356,1362,43,42,14,59,36,944,231
2477,Riccardo Sottil,it,FW,Cagliari,it Serie A,21,1999,13.2,515,3,50,204,285,49,515,59,40,67.8,19,32.2,374,3993,2185,77,53,21,29,22,380,83
2478,Cheick Souaré,fr,MF,Marseille,Ligue 1,17,2002,0.1,6,0,2,2,2,0,6,0,0,,0,,2,1,1,0,0,0,0,0,2,0
2479,Tomáš Souček,cz,MF,West Ham,Premier League,25,1995,38.0,2083,157,577,1134,388,102,2083,29,16,55.2,13,44.8,886,4201,1719,27,34,4,42,21,1166,47
2480,Rayan Souici,fr,DF,Saint-Étienne,Ligue 1,22,1998,0.1,9,1,3,7,0,0,9,0,0,,0,,6,24,15,0,0,0,0,0,5,0
2481,Cebio Soukou,bj,FW,Arminia,Bundesliga,27,1992,5.1,180,7,31,91,61,5,180,16,7,43.8,9,56.3,111,700,164,5,3,2,14,15,119,29
2482,Adama Soumaoro,fr,DF,Bologna,it Serie A,28,1992,19.5,1114,152,570,521,30,11,1114,6,6,100.0,0,0.0,531,2644,1435,12,6,0,7,2,625,1
2483,Adama Soumaoro,fr,DF,Lille,Ligue 1,28,1992,1.6,126,4,54,67,5,1,126,0,0,,0,,89,407,150,2,0,0,0,0,100,0
2484,Boubakary Soumaré,fr,MF,Lille,Ligue 1,21,1999,21.3,1726,41,265,1276,198,5,1726,34,29,85.3,5,14.7,1124,5572,2643,29,27,0,21,22,1330,38
2485,Yaya Soumaré,fr,FW,Lyon,Ligue 1,20,2000,0.0,4,0,2,2,0,0,4,0,0,,0,,2,1,0,0,0,0,0,0,1,0
2486,Arnaud Souquet,fr,DF,Montpellier,Ligue 1,28,1992,13.6,829,52,283,326,228,12,829,20,11,55.0,9,45.0,362,2186,1119,34,22,4,23,14,416,61
2487,Ansou Sow,sn,MF,Lens,Ligue 1,20,2000,0.1,3,0,1,2,0,0,3,0,0,,0,,1,10,0,0,0,0,0,0,2,0
2488,Djibril Sow,ch,MF,Eint Frankfurt,Bundesliga,23,1997,24.2,1481,42,292,951,255,16,1481,28,16,57.1,12,42.9,846,4333,2031,41,42,3,37,22,976,45
2489,Saidou Sow,gn,DF,Saint-Étienne,Ligue 1,18,2002,11.1,700,62,388,302,12,4,700,4,3,75.0,1,25.0,380,1600,775,2,2,0,5,3,424,1
2490,Çağlar Söyüncü,tr,DF,Leicester City,Premier League,24,1996,20.2,1609,137,701,847,67,25,1609,6,4,66.7,2,33.3,990,5904,3440,27,18,0,8,4,1138,2
2491,Leonardo Spinazzola,it,DF,Roma,it Serie A,27,1993,23.6,1473,52,308,609,583,70,1473,120,53,44.2,67,55.8,872,7802,4473,147,86,33,30,8,967,174
2492,Marco Sportiello,it,GK,Atalanta,it Serie A,28,1992,14.0,403,319,402,1,0,0,403,0,0,,0,,248,883,520,0,0,0,0,0,190,0
2493,Mattia Sprocati,it,MF,Parma,it Serie A,27,1993,0.2,6,0,1,4,1,0,6,0,0,,0,,2,5,2,0,0,0,0,0,4,1
2494,Jerry St. Juste,nl,DF,Mainz 05,Bundesliga,23,1996,32.0,1715,172,823,781,131,30,1715,33,24,72.7,9,27.3,908,5428,3288,36,28,3,28,6,933,13
2495,Benjamin Stambouli,fr,DF,Schalke 04,Bundesliga,29,1990,21.7,1305,132,553,651,109,3,1305,23,17,73.9,6,26.1,647,3124,1606,16,19,1,17,14,709,9
2496,Josip Stanišić,hr,DF,Bayern Munich,Bundesliga,20,2000,1.0,75,3,17,42,16,2,75,0,0,,0,,44,178,82,0,0,0,1,0,48,5
2497,Niklas Stark,de,DF,Hertha BSC,Bundesliga,25,1995,31.0,1867,154,850,936,92,28,1867,4,2,50.0,2,50.0,1052,6100,3344,23,12,2,20,4,1183,15
2498,Renato Steffen,ch,FW,Wolfsburg,Bundesliga,28,1991,17.4,827,19,108,431,299,53,827,18,8,44.4,10,55.6,451,2132,1053,39,31,11,41,20,547,113
2499,Zack Steffen,us,GK,Manchester City,Premier League,25,1995,1.0,30,26,30,0,0,0,30,0,0,,0,,18,45,23,0,0,0,0,0,18,0
2500,Pascal Stenzel,de,DF,Stuttgart,Bundesliga,24,1996,14.2,1279,83,521,668,101,5,1279,9,6,66.7,3,33.3,643,2987,1546,10,10,0,12,3,749,13
2501,Dale Stephens,eng,MF,Burnley,Premier League,31,1989,2.9,156,2,22,104,30,4,156,2,1,50.0,1,50.0,67,246,106,2,3,0,3,5,79,1
2502,Jack Stephens,eng,DF,Southampton,Premier League,26,1994,17.1,1244,114,538,645,69,11,1244,5,2,40.0,3,60.0,646,3572,2166,17,10,0,12,5,801,3
2503,Raheem Sterling,eng,FW,Manchester City,Premier League,25,1994,28.2,1449,4,65,568,831,213,1448,122,66,54.1,56,45.9,1037,6339,3294,129,73,81,62,83,1237,351
2504,Enda Stevens,ie,DF,Sheffield Utd,Premier League,30,1990,30.0,1785,112,527,788,485,45,1785,35,20,57.1,16,45.7,815,4012,2041,44,20,6,45,29,993,99
2505,Lars Stindl,de,MF,Gladbach,Bundesliga,31,1988,21.8,1272,17,134,731,415,54,1265,16,10,62.5,6,37.5,630,2144,997,22,17,2,41,31,944,111
2506,Kevin Stöger,at,MF,Mainz 05,Bundesliga,26,1993,6.0,452,5,59,245,151,9,452,5,5,100.0,0,0.0,241,1418,841,22,15,1,9,5,283,36
2507,John Stones,eng,DF,Manchester City,Premier League,26,1994,21.5,1886,137,677,1099,119,17,1886,11,10,90.9,1,9.1,1370,8437,4920,38,40,0,4,2,1520,3
2508,Thomas Strakosha,al,GK,Lazio,it Serie A,25,1995,9.0,368,302,364,4,0,0,368,0,0,,0,,255,1332,803,0,0,0,0,0,203,0
2509,Tobias Strobl,de,MF,Augsburg,Bundesliga,30,1990,20.5,995,49,304,566,131,15,995,12,9,75.0,3,25.0,543,2274,982,9,12,1,29,17,630,34
2510,Kevin Strootman,nl,MF,Genoa,it Serie A,30,1990,14.6,1003,24,199,618,196,13,1003,14,9,64.3,5,35.7,590,2118,1036,15,15,3,16,10,675,28
2511,Kevin Strootman,nl,MF,Marseille,Ligue 1,30,1990,2.6,224,13,52,143,31,5,224,1,0,0.0,1,100.0,130,614,265,4,3,1,4,4,152,1
2512,Pascal Struijk,nl,DF,Leeds United,Premier League,20,1999,23.1,1580,200,892,615,78,20,1580,5,4,80.0,1,20.0,871,4704,2834,4,8,0,10,9,1012,5
2513,Jens Stryger Larsen,dk,DF,Udinese,it Serie A,29,1991,29.3,1548,103,463,682,408,31,1548,23,14,60.9,9,39.1,873,3924,1950,43,25,2,32,19,975,113
2514,Stefano Sturaro,it,MF,Hellas Verona,it Serie A,27,1993,4.7,224,10,57,125,44,4,224,3,1,33.3,2,66.7,118,418,190,3,3,0,4,6,135,11
2515,Stefano Sturaro,it,MF,Genoa,it Serie A,27,1993,4.9,295,3,45,172,79,4,295,8,5,62.5,3,37.5,131,532,196,2,6,0,16,8,175,12
2516,Damián Suárez,uy,DF,Getafe,La Liga,32,1988,27.0,1578,44,383,784,437,9,1578,39,22,56.4,17,43.6,571,2358,1349,28,27,3,30,14,654,53
2517,Denis Suárez,es,MF,Celta Vigo,La Liga,26,1994,31.7,2317,34,337,1410,592,16,2317,58,36,62.1,22,37.9,1410,7856,3874,82,80,4,56,25,1674,87
2518,Luis Suárez,uy,FW,Atlético Madrid,La Liga,33,1987,27.9,855,16,44,340,474,173,852,33,13,39.4,20,60.6,429,1733,798,30,15,20,61,27,683,171
2519,Marek Suchý,cz,DF,Augsburg,Bundesliga,32,1988,3.4,165,22,107,56,3,0,165,0,0,,0,,75,346,181,0,0,0,0,0,109,0
2520,Niklas Süle,de,DF,Bayern Munich,Bundesliga,24,1995,16.7,1490,101,552,772,175,24,1490,16,11,68.8,5,31.3,848,4648,3008,36,30,2,8,4,1073,29
2521,Suso,es,FW,Sevilla,La Liga,26,1993,24.6,1404,8,132,538,744,50,1404,69,58,84.1,11,15.9,986,5632,2517,69,64,16,50,38,1175,196
2522,Bosko Sutalo,hr,DF,Atalanta,it Serie A,20,2000,2.6,194,7,69,91,37,4,194,3,2,66.7,1,33.3,86,497,325,6,3,0,3,1,119,9
2523,Mattias Svanberg,se,MF,Bologna,it Serie A,21,1999,20.6,903,43,213,467,243,24,903,30,21,70.0,9,30.0,494,2553,1331,32,26,3,24,18,562,35
2524,Abdoulaye Sylla,gn,DF,Nantes,Ligue 1,20,2000,0.1,8,1,3,3,2,0,8,0,0,,0,,1,4,3,0,0,0,0,0,1,1
2525,Issiaga Sylla,gn,DF,Lens,Ligue 1,26,1994,12.4,832,27,160,421,260,20,832,28,16,57.1,12,42.9,395,2220,1195,32,26,3,19,13,468,84
2526,Eddy Sylvestre,fr,FW,Nice,Ligue 1,20,1999,1.1,45,0,3,28,14,1,45,3,1,33.3,2,66.7,23,95,28,0,1,0,1,1,38,5
2527,Ádám Szalai,hu,FW,Mainz 05,Bundesliga,32,1987,8.1,308,6,27,133,150,38,308,13,6,46.2,7,53.8,169,567,198,5,2,2,42,19,229,52
2528,Wojciech Szczęsny,pl,GK,Juventus,it Serie A,30,1990,29.7,1076,881,1067,9,0,0,1076,1,1,100.0,0,0.0,618,2957,1820,0,1,1,0,0,595,0
2529,Frederik Sørensen,dk,DF,Köln,Bundesliga,28,1992,1.1,59,4,22,32,5,1,59,1,1,100.0,0,0.0,26,141,58,1,0,0,0,1,34,2
2530,Alexander Sørloth,no,FW,RB Leipzig,Bundesliga,24,1995,16.0,653,15,39,265,354,112,652,38,24,63.2,14,36.8,329,2029,941,43,33,19,44,32,511,143
2531,Tachi,es,DF,Alavés,La Liga,22,1997,9.4,445,56,245,186,15,6,445,0,0,,0,,223,968,542,0,1,0,3,0,249,0
2532,Jonathan Tah,de,DF,Leverkusen,Bundesliga,24,1996,24.7,2222,162,861,1273,93,21,2222,8,7,87.5,1,12.5,1403,7066,3631,13,12,2,13,14,1567,12
2533,Waniss Taibi,fr,MF,Angers,Ligue 1,18,2002,0.4,32,0,3,22,7,2,32,0,0,,0,,25,129,61,1,1,0,1,0,31,4
2534,Flavien Tait,fr,MF,Rennes,Ligue 1,27,1993,15.2,977,12,137,522,332,43,977,47,23,48.9,24,51.1,612,3729,1841,46,32,10,27,14,743,92
2535,Adrien Tameze,cm,MF,Hellas Verona,it Serie A,26,1994,25.6,1277,53,279,748,272,17,1277,45,34,75.6,11,24.4,639,3350,1719,33,19,1,39,28,721,58
2536,Japhet Tanganga,eng,DF,Tottenham,Premier League,21,1999,5.4,282,25,104,128,55,4,282,13,9,69.2,4,30.8,120,603,313,8,4,0,2,5,154,11
2537,Renato Tapia,pe,MF,Celta Vigo,La Liga,25,1995,30.0,1969,106,663,1142,188,16,1969,38,28,73.7,10,26.3,1092,4674,2412,26,26,0,26,24,1205,10
2538,Edmond Tapsoba,bf,DF,Leverkusen,Bundesliga,21,1999,29.5,3143,253,1407,1648,108,23,3143,31,20,64.5,11,35.5,2073,10726,6263,25,23,1,22,9,2278,8
2539,Matt Targett,eng,DF,Aston Villa,Premier League,24,1995,37.8,2534,160,775,1098,679,35,2534,25,15,60.0,10,40.0,1151,4040,1960,26,30,2,24,6,1348,156
2540,James Tarkowski,eng,DF,Burnley,Premier League,27,1992,36.0,1676,245,814,737,131,65,1676,14,12,85.7,2,14.3,692,3133,1498,4,7,0,17,4,793,13
2541,Ciprian Tătărușanu,ro,GK,Milan,it Serie A,34,1986,1.0,30,26,30,0,0,0,30,0,0,,0,,16,110,69,0,0,0,0,0,13,0
2542,Percy Tau,za,FW,Brighton,Premier League,26,1994,1.1,43,1,5,20,19,2,43,3,3,100.0,0,0.0,29,224,106,4,1,1,5,1,30,11
2543,Niklas Tauer,de,MF,Mainz 05,Bundesliga,19,2001,0.8,39,3,12,19,8,1,39,1,1,100.0,0,0.0,9,42,23,1,0,0,1,0,10,1
2544,Heriberto Tavares,pt,FW,Brest,Ligue 1,23,1997,0.5,25,1,3,12,10,3,25,0,0,,0,,13,24,5,0,0,0,2,0,13,2
2545,Sidnei Tavares,pt,MF,Leicester City,Premier League,18,2001,0.9,33,0,6,20,8,0,33,1,1,100.0,0,0.0,25,156,34,1,1,1,2,3,27,6
2546,Tomás Tavares,pt,MF,Alavés,La Liga,19,2001,0.7,24,1,6,7,11,1,24,0,0,,0,,11,54,36,1,1,0,0,0,14,3
2547,Charlie Taylor,eng,DF,Burnley,Premier League,26,1993,27.0,1624,126,521,752,363,10,1624,47,25,53.2,22,46.8,765,5336,2392,62,53,4,21,9,846,68
2548,Neil Taylor,wls,DF,Aston Villa,Premier League,31,1989,0.2,13,1,7,4,2,0,13,0,0,,0,,9,20,10,0,0,0,0,0,8,0
2549,Allan Tchaptchet,fr,DF,Southampton,Premier League,18,2001,0.1,2,1,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0
2550,Warren Tchimbembé,cg,MF,Metz,Ligue 1,22,1998,5.5,302,8,76,185,42,7,302,4,4,100.0,0,0.0,184,808,405,4,3,0,8,5,211,12
2551,Aurélien Tchouaméni,fr,MF,Monaco,Ligue 1,20,2000,34.0,2307,67,454,1500,382,55,2307,35,22,62.9,13,37.1,1220,6457,2768,42,33,4,50,31,1493,52
2552,Álvaro Tejero,es,DF,Eibar,La Liga,24,1996,1.2,116,4,26,50,40,0,116,2,1,50.0,1,50.0,47,167,87,2,1,0,1,0,64,15
2553,Nathan Tella,ng,FW,Southampton,Premier League,21,1999,8.3,262,0,29,111,128,21,262,25,11,44.0,14,56.0,170,1328,565,19,18,8,35,23,180,36
2554,Alex Telles,br,DF,Manchester Utd,Premier League,27,1992,7.7,667,28,171,315,186,3,667,7,3,42.9,4,57.1,355,1803,1110,27,15,0,5,5,417,40
2555,Andrés Tello,co,DF,Benevento,it Serie A,23,1996,4.6,255,17,76,103,79,12,255,10,5,50.0,5,50.0,107,546,304,12,4,2,9,3,140,17
2556,Cristian Tello,es,FW,Betis,La Liga,28,1991,14.3,649,5,84,257,315,49,649,35,23,65.7,12,34.3,371,2389,1402,51,26,20,24,8,458,98
2557,Lino Tempelmann,de,MF,Freiburg,Bundesliga,21,1999,3.0,185,9,47,96,42,3,185,1,1,100.0,0,0.0,81,444,105,3,1,2,0,3,102,4
2558,Hidde ter Avest,nl,DF,Udinese,it Serie A,23,1997,3.9,233,5,55,97,81,3,233,4,3,75.0,1,25.0,129,472,230,7,4,1,7,0,151,32
2559,Marc-André ter Stegen,de,GK,Barcelona,La Liga,28,1992,31.0,1093,957,1084,8,2,1,1093,0,0,,0,,618,2842,1890,0,0,0,0,0,633,0
2560,Pietro Terracciano,it,GK,Fiorentina,it Serie A,30,1990,3.0,96,80,95,1,0,0,96,0,0,,0,,36,235,127,0,0,0,0,0,20,0
2561,Martin Terrier,fr,FW,Rennes,Ligue 1,23,1997,27.1,1070,8,68,441,570,121,1069,43,26,60.5,17,39.5,606,3319,1508,57,32,17,78,23,791,188
2562,Claudio Terzi,it,DF,Spezia,it Serie A,36,1984,20.8,1515,119,700,765,61,10,1515,4,3,75.0,1,25.0,943,5850,3287,20,18,0,5,3,1007,1
2563,Kenny Tete,nl,DF,Fulham,Premier League,24,1995,16.5,1076,64,360,444,279,19,1076,19,10,52.6,9,47.4,548,2973,1439,38,23,3,19,8,602,73
2564,Kenny Tete,nl,DF,Lyon,Ligue 1,24,1995,0.2,25,1,8,11,6,1,25,0,0,,0,,14,77,28,1,0,0,0,0,17,4
2565,Cedric Teuchert,de,FW,Union Berlin,Bundesliga,23,1997,8.4,320,6,43,149,133,32,320,19,7,36.8,12,63.2,170,1231,661,23,19,11,25,16,202,32
2566,Florian Thauvin,fr,FW,Marseille,Ligue 1,27,1993,30.4,1769,20,163,811,829,118,1767,109,58,53.2,51,46.8,1147,6840,3500,112,77,32,79,51,1362,281
2567,Malick Thiaw,de,DF,Schalke 04,Bundesliga,18,2001,16.1,967,155,555,370,45,14,967,4,2,50.0,2,50.0,519,2150,956,4,8,2,13,3,582,10
2568,Jan Thielmann,de,FW,Köln,Bundesliga,18,2002,11.4,464,2,52,216,200,19,464,8,2,25.0,6,75.0,263,1392,592,18,15,3,34,13,311,70
2569,Sada Thioub,sn,FW,Angers,Ligue 1,25,1995,14.0,780,12,123,348,322,47,780,65,35,53.8,30,46.2,555,3778,1884,52,42,12,43,40,626,115
2570,Luke Thomas,eng,DF,Leicester City,Premier League,19,2001,10.8,635,27,162,282,195,16,635,18,6,33.3,12,66.7,288,1437,559,15,8,3,15,12,363,45
2571,Romain Thomas,fr,DF,Angers,Ligue 1,32,1988,33.6,1993,242,1101,877,30,22,1993,3,2,66.7,1,33.3,1132,4758,1971,4,1,0,13,5,1209,5
2572,Adrien Thomasson,fr,MF,Strasbourg,Ligue 1,26,1993,29.2,1441,5,134,723,598,116,1441,47,24,51.1,23,48.9,785,3653,1315,37,24,9,73,47,991,159
2573,Erik Thommy,de,MF,Stuttgart,Bundesliga,25,1994,3.5,189,3,28,82,82,15,189,4,3,75.0,1,25.0,126,946,490,25,11,8,14,7,148,30
2574,Morten Thorsby,no,MF,Sampdoria,it Serie A,24,1996,29.4,1313,68,317,721,288,63,1313,20,14,70.0,6,30.0,520,2163,1058,19,16,4,39,16,745,55
2575,Khéphren Thuram,fr,MF,Nice,Ligue 1,19,2001,16.6,1114,45,267,733,132,13,1114,28,22,78.6,6,21.4,692,3821,2088,32,19,3,16,8,838,17
