Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2221,Rodrigo Ribeiro,pt,MF,FW,Nott'ham Forest,Premier League,18,2005,0.2,12,0,1,4,7,2,12,1,0,0.0,1,100.0,7,59,43,2,1,0,0,1,8,1
2222,Samuele Ricci,it,MF,,Torino,Serie A,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73
2223,Declan Rice,eng,MF,,Arsenal,Premier League,24,1999,35.8,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64
2224,Chris Richards,us,DF,MF,Crystal Palace,Premier League,23,2000,23.3,1195,157,557,568,77,21,1195,1,1,100.0,0,0.0,574,2313,890,1,6,0,7,4,678,1
2225,Amir Richardson,ma,MF,,Reims,Ligue 1,21,2002,15.0,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40
2226,Richarlison,br,FW,,Tottenham,Premier League,26,1997,16.6,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106
2227,Marco Richter,de,MF,FW,Mainz 05,Bundesliga,25,1997,8.0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53
2228,Diego Rico,es,DF,,Getafe,La Liga,30,1993,28.2,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79
2229,Clemens Riedel,de,DF,,Darmstadt 98,Bundesliga,20,2003,8.4,667,49,261,339,73,6,667,8,4,50.0,4,50.0,424,2084,1146,4,10,0,3,2,460,27
2230,Fabian Rieder,ch,MF,,Rennes,Ligue 1,21,2002,4.1,255,6,25,159,76,7,255,5,2,40.0,3,60.0,191,989,396,10,6,1,8,3,172,18
2231,Jaïro Riedewald,nl,MF,FW,Crystal Palace,Premier League,26,1996,2.6,138,3,23,79,37,6,138,3,1,33.3,2,66.7,63,243,79,3,0,2,4,2,84,3
2232,Manuel Riemann,de,GK,,Bochum,Bundesliga,34,1988,33.0,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0
2233,Luis Rioja,es,FW,MF,Alavés,La Liga,29,1993,27.8,1123,24,150,382,619,62,1119,71,41,57.7,23,32.4,611,4030,2161,70,51,18,56,20,720,173
2234,Rémy Riou,fr,GK,,Lyon,Ligue 1,35,1987,3.0,107,95,106,1,0,0,107,0,0,,0,,71,371,214,0,0,0,0,0,45,0
2235,Rodrigo Riquelme,es,DF,MF,Atlético Madrid,La Liga,23,2000,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166
2236,Alberto Risco,es,MF,,Getafe,La Liga,17,2005,1.5,65,1,5,26,34,5,65,4,2,50.0,1,25.0,37,158,84,3,2,0,6,2,51,14
2237,Mihailo Ristić,rs,DF,MF,Celta Vigo,La Liga,27,1995,9.0,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42
2238,Matt Ritchie,sct,FW,MF,Newcastle Utd,Premier League,33,1989,1.4,125,6,26,42,57,9,125,2,0,0.0,1,50.0,58,293,160,5,5,2,3,1,85,13
2239,Gorka Rivera Alonso,es,DF,,Getafe,La Liga,18,2004,0.0,6,0,3,2,1,0,6,0,0,,0,,3,6,1,0,0,0,0,0,4,0
2240,Sergi Roberto,es,MF,DF,Barcelona,La Liga,31,1992,9.6,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33
2241,Lucas Robertone,ar,MF,,Almería,La Liga,26,1997,26.5,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37
2242,Connor Roberts,wls,DF,,Burnley,Premier League,27,1995,9.1,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13
2243,Andrew Robertson,sct,DF,,Liverpool,Premier League,29,1994,18.8,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130
2244,Antonee Robinson,us,DF,,Fulham,Premier League,25,1997,36.3,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194
2245,Jack Robinson,eng,DF,,Sheffield Utd,Premier League,29,1993,32.1,1567,235,793,606,177,31,1567,11,5,45.5,3,27.3,685,2943,1429,8,6,1,18,5,785,14
2246,Marc Roca,es,MF,,Betis,La Liga,26,1996,22.0,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20
2247,Sebastian Rode,de,MF,,Eint Frankfurt,Bundesliga,32,1990,0.7,65,1,6,43,18,1,65,0,0,,0,,31,139,85,3,2,0,2,0,40,4
2248,Sergio Rodelas,es,FW,DF,Granada,La Liga,18,2004,1.4,53,0,10,19,24,6,53,6,2,33.3,3,50.0,25,201,74,3,3,1,8,1,28,5
2249,Rodri,es,MF,,Manchester City,Premier League,27,1996,32.6,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55
2250,Rodri,es,FW,MF,Betis,La Liga,23,2000,11.7,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116
2251,Álvaro Rodríguez,uy,FW,,Real Madrid,La Liga,19,2004,0.0,3,1,2,1,0,0,3,2,2,100.0,0,0.0,1,28,0,0,1,0,1,1,2,0
2252,Óscar Rodríguez Arnaiz,es,MF,FW,Getafe,La Liga,25,1998,10.7,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48
2253,Damián Rodríguez,es,MF,,Celta Vigo,La Liga,20,2003,2.9,227,6,42,132,54,1,227,0,0,,0,,145,548,239,2,4,1,1,2,174,4
2254,Dani Rodríguez,es,MF,,Mallorca,La Liga,35,1988,29.1,1316,29,178,636,524,44,1316,79,33,41.8,40,50.6,690,4223,1991,54,47,9,55,60,787,110
2255,Guido Rodríguez,ar,MF,,Betis,La Liga,29,1994,20.5,1259,70,360,747,156,19,1259,14,10,71.4,3,21.4,672,2647,1129,8,13,1,20,17,779,18
2256,Jay Rodriguez,eng,FW,,Burnley,Premier League,34,1989,9.1,314,11,48,165,101,24,313,9,6,66.7,3,33.3,152,441,137,2,3,1,20,5,225,28
2257,Kirian Rodríguez,es,MF,,Las Palmas,La Liga,27,1996,35.7,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78
2258,Miguel Rodríguez,es,MF,,Celta Vigo,La Liga,20,2003,3.3,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35
2259,Ricardo Rodríguez,ch,DF,,Torino,Serie A,30,1992,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40
2260,Rodrygo,br,FW,,Real Madrid,La Liga,22,2001,26.4,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301
2261,Mads Roerslev,dk,DF,,Brentford,Premier League,24,1999,22.1,966,99,362,342,268,23,966,28,11,39.3,15,53.6,448,1985,864,18,12,6,23,15,520,90
2262,Rogério,br,DF,,Wolfsburg,Bundesliga,25,1998,10.1,659,25,168,337,163,10,659,18,4,22.2,13,72.2,364,2102,1019,27,16,4,12,8,369,42
2263,Morgan Rogers,eng,MF,FW,Aston Villa,Premier League,21,2002,7.1,289,10,66,131,98,23,289,33,17,51.5,12,36.4,150,1084,563,22,11,6,17,11,185,30
2264,Merlin Röhl,de,MF,FW,Freiburg,Bundesliga,21,2002,16.4,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87
2265,Alessio Romagnoli,it,DF,,Lazio,Serie A,28,1995,26.8,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2
2266,Simone Romagnoli,it,DF,,Frosinone,Serie A,33,1990,30.2,1733,393,1076,620,42,23,1733,0,0,,0,,706,3315,1598,2,2,0,4,0,934,2
2267,Carlos Romero,es,DF,,Villarreal,La Liga,21,2001,2.9,203,16,78,70,55,7,203,6,3,50.0,3,50.0,83,524,257,6,3,1,5,2,102,21
2268,Cristian Romero,ar,DF,,Tottenham,Premier League,25,1998,31.0,2923,357,1254,1494,198,33,2923,8,5,62.5,1,12.5,1957,9359,6026,32,42,0,12,4,2071,8
2269,Isaac Romero,es,FW,,Sevilla,La Liga,23,2000,11.5,370,9,35,143,202,63,370,31,13,41.9,16,51.6,195,1216,657,31,12,14,42,9,248,64
2270,Luka Romero,ar,FW,MF,Milan,Serie A,18,2004,1.0,48,1,8,23,19,2,48,3,1,33.3,2,66.7,37,261,103,4,2,0,3,2,35,7
2271,Luka Romero,ar,FW,,Almería,La Liga,18,2004,4.9,226,5,39,118,71,5,226,16,7,43.8,8,50.0,143,750,341,11,12,1,20,9,155,20
2272,Oriol Romeu,es,MF,,Barcelona,La Liga,31,1991,10.4,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4
2273,Valentin Rongier,fr,MF,,Marseille,Ligue 1,28,1994,9.5,685,27,135,413,143,10,685,10,5,50.0,5,50.0,511,2879,1333,19,14,1,14,8,465,10
2274,Frank Ronstadt,de,DF,MF,Darmstadt 98,Bundesliga,26,1997,0.8,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4
2275,Marten de Roon,nl,MF,DF,Atalanta,Serie A,32,1991,28.9,1981,99,589,1110,294,4,1981,9,3,33.3,5,55.6,1040,4998,2569,28,22,0,19,8,1307,22
2276,Unai Ropero,es,MF,,Alavés,La Liga,21,2001,0.1,7,0,1,1,5,1,7,2,0,0.0,2,100.0,3,9,6,0,0,0,0,0,3,0
2277,Vitor Roque,br,FW,,Barcelona,La Liga,18,2005,3.6,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26
2278,Pablo Rosario,nl,MF,DF,Nice,Ligue 1,26,1997,22.3,1398,80,425,814,164,22,1398,20,11,55.0,8,40.0,1031,4765,2214,20,19,2,26,15,987,27
2279,Valentin Rosier,fr,DF,MF,Nice,Ligue 1,26,1996,0.6,47,3,13,20,15,3,47,1,0,0.0,1,100.0,24,196,102,3,3,1,2,1,21,2
2280,Francesco Rossi,it,GK,,Atalanta,Serie A,32,1991,0.1,2,2,2,0,0,0,2,0,0,,0,,1,12,12,0,0,0,0,0,0,0
2281,Joe Rothwell,eng,MF,,Bournemouth,Premier League,28,1995,4.3,251,8,49,147,56,1,251,13,7,53.8,4,30.8,140,862,437,6,4,0,5,2,155,3
2282,Anthony Rouault,fr,DF,,Stuttgart,Bundesliga,22,2001,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10
2283,Jérôme Roussillon,fr,DF,,Union Berlin,Bundesliga,30,1993,8.4,462,28,141,210,121,6,462,11,5,45.5,5,45.5,217,931,516,10,9,2,16,8,213,29
2284,Nicolò Rovella,it,MF,,Lazio,Serie A,21,2001,14.6,1157,49,316,723,131,3,1157,18,10,55.6,7,38.9,575,3079,1311,21,11,1,18,11,787,11
2285,Amir Rrahmani,xk,DF,,Napoli,Serie A,29,1994,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4
2286,Ruan,br,DF,,Sassuolo,Serie A,24,1999,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6
2287,Pelly Ruddock Mpanzu,cd,MF,,Luton Town,Premier League,30,1993,12.2,481,30,114,240,130,15,481,16,9,56.3,6,37.5,235,961,378,10,7,5,12,16,270,15
2288,Antonio Rüdiger,de,DF,,Real Madrid,La Liga,30,1993,30.1,2022,275,1000,964,65,25,2022,3,1,33.3,2,66.7,1337,6743,4149,17,10,1,4,2,1525,1
2289,Fabian Rüdlin,de,MF,,Freiburg,Bundesliga,26,1997,0.1,6,0,0,2,4,0,6,0,0,,0,,3,6,0,0,0,0,0,0,3,0
2290,Javier Rueda Garcia,es,MF,DF,Celta Vigo,La Liga,21,2002,0.2,17,0,6,8,3,0,17,0,0,,0,,8,22,4,0,1,0,1,0,10,2
2291,Daniele Rugani,it,DF,,Juventus,Serie A,29,1994,13.2,738,69,329,373,40,12,738,0,0,,0,,451,2006,899,2,4,0,3,2,501,2
2292,Matteo Ruggeri,it,DF,,Atalanta,Serie A,21,2002,27.2,1799,57,488,787,539,25,1799,41,21,51.2,16,39.0,862,4276,2186,55,40,5,29,10,1116,132
2293,Mário Rui,pt,DF,,Napoli,Serie A,32,1991,13.4,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59
2294,Aitor Ruibal,es,DF,FW,Betis,La Liga,27,1996,11.3,744,36,232,318,209,25,744,45,27,60.0,14,31.1,380,1932,1016,22,15,9,19,9,409,50
2295,Fabián Ruiz Peña,es,MF,,Paris S-G,Ligue 1,27,1996,13.3,987,47,226,558,220,20,987,20,16,80.0,2,10.0,812,3729,1523,16,25,1,12,3,761,40
2296,Sergio Ruiz,es,MF,,Granada,La Liga,28,1994,27.7,1578,81,486,927,199,26,1578,54,23,42.6,17,31.5,931,5100,2665,34,24,6,37,15,1046,23
2297,Julian Ryerson,no,DF,,Dortmund,Bundesliga,25,1997,19.6,1346,60,430,588,343,32,1346,40,16,40.0,18,45.0,813,4244,2096,41,41,6,29,26,867,118
2298,Frederik Rønnow,dk,GK,,Union Berlin,Bundesliga,30,1992,33.0,1401,1071,1384,16,3,3,1401,0,0,,0,,806,4273,2894,0,1,1,1,0,705,0
2299,José Sá,pt,GK,,Wolves,Premier League,30,1993,33.7,1198,1049,1189,8,1,0,1198,3,3,100.0,0,0.0,677,4662,3131,0,1,1,1,1,481,0
2300,Youssouf Sabaly,sn,DF,,Betis,La Liga,30,1993,11.6,761,37,250,340,178,14,761,23,12,52.2,8,34.8,437,2179,1089,31,22,2,18,13,488,43
2301,Emmanuel Sabbi,us,FW,MF,Le Havre,Ligue 1,25,1997,17.6,630,17,106,260,272,61,628,60,20,33.3,37,61.7,438,2526,1057,38,16,16,44,22,402,101
2302,Stefano Sabelli,it,DF,,Genoa,Serie A,30,1993,27.0,1230,56,303,499,440,16,1230,33,8,24.2,20,60.6,616,3388,1772,69,44,4,39,11,684,101
2303,Marcel Sabitzer,at,MF,,Dortmund,Bundesliga,29,1994,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50.0,711,3258,1767,39,21,7,23,14,883,69
2304,Falaye Sacko,ml,DF,,Montpellier,Ligue 1,28,1995,15.4,922,54,288,425,220,11,922,19,11,57.9,8,42.1,548,3276,1612,38,28,5,14,7,472,42
2305,Dominic Sadi,eng,FW,,Bournemouth,Premier League,19,2003,0.0,2,0,0,2,0,0,2,0,0,,0,,1,6,0,0,0,0,0,0,1,0
2306,Umar Sadiq,ng,FW,,Real Sociedad,La Liga,26,1997,12.0,363,8,17,147,206,60,363,49,31,63.3,17,34.7,226,1327,427,18,11,10,49,39,272,74
2307,Alexis Saelemaekers,be,FW,MF,Bologna,Serie A,24,1999,21.0,1271,7,177,555,558,47,1271,106,40,37.7,58,54.7,818,4996,2370,65,49,17,49,25,945,180
2308,Pablo Saenz,es,MF,,Granada,La Liga,22,2001,0.2,8,1,3,2,3,1,8,0,0,,0,,3,12,11,0,0,0,0,0,2,0
2309,Modibo Sagnan,ml,DF,,Montpellier,Ligue 1,24,1999,11.7,676,107,342,306,31,13,676,2,2,100.0,0,0.0,447,2290,1211,7,3,0,6,3,408,5
2310,Wesley Saïd,fr,FW,MF,Lens,Ligue 1,28,1995,11.3,386,2,27,158,209,77,386,21,13,61.9,7,33.3,298,1747,741,18,15,7,27,11,285,95
2311,Théo Sainte-Luce,fr,DF,,Montpellier,Ligue 1,24,1998,3.8,229,20,80,109,43,4,229,9,3,33.3,5,55.6,120,639,326,8,6,1,5,1,110,6
2312,Bukayo Saka,eng,FW,,Arsenal,Premier League,21,2001,32.4,1952,37,182,474,1310,271,1946,122,49,40.2,54,44.3,1223,7180,3728,155,68,72,56,53,1393,508
2313,Mamadou Sakho,fr,DF,,Montpellier,Ligue 1,33,1990,0.1,18,1,11,7,0,0,18,0,0,,0,,15,50,36,0,0,0,0,0,15,0
2314,Ibrahim Salah,ma,FW,MF,Rennes,Ligue 1,21,2001,5.8,341,14,59,128,159,18,341,29,11,37.9,18,62.1,268,1775,700,15,17,2,18,15,237,61
2315,Mohamed Salah,eg,FW,,Liverpool,Premier League,31,1992,28.2,1359,4,47,460,866,241,1352,77,27,35.1,49,63.6,977,5309,2614,98,54,66,77,59,1116,341
2316,Amine Salama,fr,FW,,Reims,Ligue 1,23,2000,3.5,110,0,10,48,56,10,110,14,10,71.4,3,21.4,85,723,311,10,4,3,15,5,79,33
2317,Kike Salas,es,DF,,Sevilla,La Liga,21,2002,17.8,1237,106,554,570,122,33,1237,8,0,0.0,7,87.5,584,2361,1105,11,3,1,10,8,751,16
2318,William Saliba,fr,DF,,Arsenal,Premier League,22,2001,38.0,3093,223,1239,1720,142,15,3093,15,10,66.7,4,26.7,1992,9002,5201,16,22,1,22,13,2297,6
2319,Mohammed Salisu,gh,DF,,Monaco,Ligue 1,24,1999,11.5,905,90,337,540,38,7,905,6,4,66.7,2,33.3,639,3462,1671,7,13,0,5,1,588,6
2320,Roland Sallai,hu,MF,FW,Freiburg,Bundesliga,26,1997,20.4,826,28,110,352,372,74,825,57,21,36.8,28,49.1,511,2882,1311,47,38,15,43,15,615,139
2321,Yoann Salmier,gf,DF,,Le Havre,Ligue 1,30,1992,17.4,926,101,413,432,88,19,926,8,5,62.5,3,37.5,575,3006,1489,8,16,0,10,4,511,8
2322,Salvi,es,MF,,Rayo Vallecano,La Liga,32,1991,0.3,14,0,1,9,4,0,14,1,1,100.0,0,0.0,14,102,47,2,2,0,0,2,13,2
2323,Lazar Samardzic,rs,MF,,Udinese,Serie A,21,2002,26.4,1284,39,216,616,487,32,1283,101,47,46.5,49,48.5,656,4109,2253,65,39,8,53,20,735,91
2324,Diadie Samassékou,ml,MF,,Cádiz,La Liga,27,1996,1.0,60,1,16,37,9,0,60,2,2,100.0,0,0.0,33,215,110,2,4,0,2,0,32,1
2325,Diadie Samassékou,ml,MF,,Hoffenheim,Bundesliga,27,1996,0.0,4,1,2,2,0,0,4,0,0,,0,,3,10,3,0,0,0,0,0,2,0
2326,Mama Samba Baldé,gw,FW,MF,Lyon,Ligue 1,27,1995,6.1,234,2,21,87,133,43,234,28,12,42.9,16,57.1,176,1287,586,23,9,15,28,11,174,73
2327,Brice Samba,fr,GK,,Lens,Ligue 1,29,1994,33.0,1194,917,1173,22,0,0,1194,0,0,,0,,861,4654,2662,0,0,0,2,0,600,0
2328,Albert Sambi Lokonga,be,MF,,Luton Town,Premier League,23,1999,14.5,899,54,223,513,170,11,899,22,11,50.0,7,31.8,529,3027,1707,29,19,2,12,11,597,13
2329,Junior Sambia,fr,DF,MF,Salernitana,Serie A,26,1996,11.5,634,40,183,287,170,18,634,24,5,20.8,12,50.0,308,1573,868,23,20,9,16,12,393,37
2330,Fede San Emeterio,es,MF,,Cádiz,La Liga,26,1997,1.7,67,5,20,41,6,1,67,1,0,0.0,0,0.0,28,108,68,0,0,0,1,0,37,0
2331,Antonio Sanabria,py,FW,MF,Torino,Serie A,27,1996,23.7,856,14,78,467,322,82,854,32,14,43.8,17,53.1,504,2382,721,19,16,4,55,23,665,109
2332,Oihan Sancet,es,MF,,Athletic Club,La Liga,23,2000,21.9,1058,6,67,497,516,83,1057,56,26,46.4,23,41.1,694,4286,2121,76,68,14,78,43,839,157
2333,Renato Sanches,pt,MF,,Roma,Serie A,25,1997,1.6,94,1,23,46,26,3,94,5,4,80.0,1,20.0,64,342,184,5,5,1,3,5,73,5
2334,Ricard Sánchez,es,DF,,Granada,La Liga,23,2000,25.5,1338,78,395,534,417,39,1338,34,19,55.9,13,38.2,641,3601,1929,49,35,4,37,15,703,103
2335,Alexis Sánchez,cl,FW,MF,Inter,Serie A,34,1988,8.5,453,0,28,189,240,37,452,22,12,54.5,8,36.4,294,1426,584,16,16,4,22,15,356,58
2336,Antonio Sánchez,es,MF,,Mallorca,La Liga,26,1997,16.1,730,18,159,356,231,31,730,26,14,53.8,12,46.2,416,2521,1014,35,26,5,41,27,448,61
2337,Davinson Sánchez,co,DF,,Tottenham,Premier League,27,1996,0.9,83,8,24,45,14,1,83,0,0,,0,,68,238,80,0,2,0,1,0,66,0
2338,Juanlu Sánchez,es,DF,,Sevilla,La Liga,19,2003,13.1,943,63,281,357,317,20,943,51,25,49.0,24,47.1,446,2381,1373,42,21,7,21,4,529,112
2339,Manu Sánchez,es,DF,MF,Celta Vigo,La Liga,22,2000,19.7,1104,63,332,473,310,23,1104,28,11,39.3,16,57.1,508,2954,1490,41,25,5,32,11,527,67
2340,Robert Sánchez,es,GK,,Chelsea,Premier League,25,1997,15.9,649,561,644,5,0,0,649,0,0,,0,,392,1890,1130,0,0,0,1,0,360,0
2341,Jadon Sancho,eng,FW,MF,Manchester Utd,Premier League,23,2000,0.9,51,4,12,18,26,6,51,7,3,42.9,3,42.9,38,298,192,10,5,5,0,2,34,5
2342,Jadon Sancho,eng,FW,MF,Dortmund,Bundesliga,23,2000,10.5,622,11,72,215,344,56,622,70,36,51.4,30,42.9,445,3182,1821,61,37,29,21,9,484,114
2343,Alex Sandro,br,DF,,Juventus,Serie A,32,1991,8.0,638,59,217,338,85,8,638,10,3,30.0,3,30.0,343,1804,1068,16,9,0,7,4,408,9
2344,Ibou Sané,sn,MF,FW,Metz,Ligue 1,18,2005,1.4,77,2,13,28,38,3,77,7,3,42.9,4,57.1,48,330,167,6,2,3,8,4,38,8
2345,Leroy Sané,de,FW,,Bayern Munich,Bundesliga,27,1996,23.7,1398,6,99,448,880,143,1398,167,93,55.7,65,38.9,936,7599,4060,121,85,44,63,42,1085,274
2346,Sadibou Sané,sn,DF,,Metz,Ligue 1,19,2004,9.4,441,79,239,171,34,9,441,3,3,100.0,0,0.0,248,1652,829,8,3,1,4,0,224,8
2347,Arouna Sangante,sn,DF,,Le Havre,Ligue 1,21,2002,29.9,1827,193,760,863,224,35,1827,17,11,64.7,4,23.5,1163,6282,2969,20,23,2,19,15,1045,27
2348,Ibrahim Sangaré,ci,MF,,Nott'ham Forest,Premier League,25,1997,11.5,554,36,176,289,92,12,554,12,6,50.0,6,50.0,279,1219,532,5,4,0,10,8,327,7
2349,Morgan Sanson,fr,MF,,Nice,Ligue 1,28,1994,21.8,1093,33,170,505,436,46,1093,50,25,50.0,22,44.0,799,5075,2036,57,51,12,61,41,726,98
2350,Nicola Sansone,it,FW,MF,Lecce,Serie A,31,1991,8.5,372,4,48,170,159,26,372,24,11,45.8,11,45.8,220,1519,683,15,10,6,7,18,261,75
2351,Baptiste Santamaria,fr,MF,,Rennes,Ligue 1,28,1995,21.4,1444,67,333,906,212,18,1444,25,14,56.0,9,36.0,1076,5551,2275,13,28,0,27,19,1005,36
2352,Jesús Santiago,es,MF,,Getafe,La Liga,19,2004,7.3,244,10,47,148,51,8,244,8,3,37.5,5,62.5,131,727,311,5,4,1,9,4,141,12
2353,Andrey Santos,br,MF,,Nott'ham Forest,Premier League,19,2004,0.1,10,1,3,3,4,0,10,1,0,0.0,1,100.0,2,15,13,0,0,0,0,0,4,0
2354,Andrey Santos,br,MF,,Strasbourg,Ligue 1,19,2004,9.2,614,15,135,398,86,7,614,19,8,42.1,9,47.4,476,2609,1018,5,19,0,12,10,437,15
2355,Tiago Santos,pt,DF,,Lille,Ligue 1,21,2002,26.3,1715,50,371,876,494,53,1715,105,54,51.4,36,34.3,1167,7938,3810,89,55,22,44,26,1080,137
2356,Paco Sanz,es,DF,,Almería,La Liga,18,2004,0.3,15,3,11,4,0,0,15,0,0,,0,,5,12,11,0,0,0,1,0,8,0
2357,Riccardo Saponara,it,FW,MF,Hellas Verona,Serie A,31,1991,3.8,164,4,21,80,65,11,164,9,4,44.4,4,44.4,115,753,346,12,9,3,15,3,120,32
2358,Pablo Sarabia,es,MF,FW,Wolves,Premier League,31,1992,19.4,1172,13,137,552,495,55,1170,43,17,39.5,22,51.2,687,3304,1501,41,52,9,41,23,822,137
2359,Amin Sarr,se,FW,MF,Lyon,Ligue 1,22,2001,1.1,35,2,3,14,18,7,35,3,2,66.7,1,33.3,21,116,50,3,1,2,4,0,21,8
2360,Amin Sarr,se,FW,MF,Wolfsburg,Bundesliga,22,2001,4.3,181,3,13,89,80,10,181,11,2,18.2,8,72.7,112,466,175,3,5,0,13,9,134,26
2361,Bouna Sarr,sn,DF,,Bayern Munich,Bundesliga,31,1992,1.2,116,2,19,80,17,2,116,4,1,25.0,2,50.0,58,256,136,3,2,1,2,0,80,4
2362,Ismaila Sarr,sn,FW,MF,Marseille,Ligue 1,25,1998,16.1,675,24,72,252,357,89,675,45,14,31.1,25,55.6,508,3343,1556,49,33,21,32,25,486,152
2363,Mamadou Sarr,fr,DF,,Lyon,Ligue 1,17,2005,0.1,5,0,1,4,0,0,5,0,0,,0,,4,13,5,0,0,0,0,0,4,0
2364,Martin Satriano,uy,FW,,Brest,Ligue 1,22,2001,20.7,714,32,79,297,347,99,714,45,21,46.7,24,53.3,490,2665,889,28,22,12,67,16,507,121
2365,Téji Savanier,fr,MF,,Montpellier,Ligue 1,31,1991,30.7,2283,58,434,1212,682,52,2276,108,55,50.9,42,38.9,1525,8329,3398,39,59,8,59,38,1409,108
2366,Stefan Savić,me,DF,,Atlético Madrid,La Liga,32,1991,18.1,1162,140,595,533,38,10,1162,8,8,100.0,0,0.0,675,3586,2334,14,6,0,5,0,760,2
2367,Sávio,br,FW,MF,Girona,La Liga,19,2004,33.1,1490,17,169,486,878,158,1490,236,104,44.1,90,38.1,1096,9821,5124,181,93,80,98,49,1136,372
2368,Zanos Savva,cy,DF,MF,Torino,Serie A,17,2005,0.3,15,0,7,4,4,1,15,0,0,,0,,9,30,5,0,0,0,0,1,10,1
2369,Saba Sazonov,ge,DF,,Torino,Serie A,21,2002,4.0,242,27,147,91,5,1,242,0,0,,0,,136,710,290,0,0,0,3,0,143,0
2370,Joe Scally,us,DF,,Gladbach,Bundesliga,20,2002,24.8,1581,111,612,707,273,20,1581,33,11,33.3,20,60.6,911,4302,1921,39,33,6,22,21,997,75
2371,Giorgio Scalvini,it,DF,,Atalanta,Serie A,19,2003,28.3,1864,129,790,879,209,41,1864,19,15,78.9,4,21.1,951,4341,2433,30,22,6,22,12,1174,33
2372,Gianluca Scamacca,it,FW,,Atalanta,Serie A,24,1999,16.1,655,15,35,283,340,93,655,31,15,48.4,11,35.5,448,2109,629,22,21,5,72,48,565,167
2373,Dane Scarlett,eng,FW,,Tottenham,Premier League,19,2004,0.2,11,0,0,5,6,2,11,3,0,0.0,2,66.7,10,32,2,0,0,1,5,0,11,4
2374,Kevin Schade,de,FW,MF,Brentford,Premier League,21,2001,3.7,148,3,17,59,73,19,148,14,2,14.3,10,71.4,84,631,283,8,3,5,14,6,98,23
2375,András Schäfer,hu,MF,,Union Berlin,Bundesliga,24,1999,13.5,776,24,187,333,269,36,776,50,21,42.0,26,52.0,378,2213,994,37,25,12,34,20,451,71
