Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1339,Christoph Klarer,at,DF,,Darmstadt 98,Bundesliga,23,2000,26.2,1440,183,768,590,88,32,1440,7,6,85.7,1,14.3,786,3453,1776,9,7,2,6,6,988,11
1340,Tim Kleindienst,de,FW,,Heidenheim,Bundesliga,27,1995,31.9,1325,66,130,632,577,142,1323,63,19,30.2,41,65.1,629,2725,1096,40,37,16,110,56,932,178
1341,Lukas Klostermann,de,DF,,RB Leipzig,Bundesliga,27,1996,16.0,1305,101,456,778,74,7,1305,1,0,0.0,1,100.0,822,3655,2038,14,9,0,4,0,936,13
1342,Justin Kluivert,nl,MF,FW,Bournemouth,Premier League,24,1999,21.3,694,13,86,224,397,108,694,67,24,35.8,41,61.2,414,2930,1644,65,37,35,50,30,442,114
1343,Ansgar Knauff,de,MF,DF,Eint Frankfurt,Bundesliga,21,2002,23.4,1039,20,180,453,424,101,1039,64,25,39.1,33,51.6,540,3559,1891,77,34,38,44,26,611,164
1344,Robin Knoche,de,DF,,Union Berlin,Bundesliga,31,1992,21.3,1342,135,719,601,32,14,1341,5,3,60.0,1,20.0,713,3532,1931,2,4,0,16,0,787,2
1345,Gregor Kobel,ch,GK,,Dortmund,Bundesliga,25,1997,26.3,1239,945,1232,8,0,0,1239,1,1,100.0,0,0.0,746,3692,1728,0,0,0,0,0,731,0
1346,Robin Koch,de,DF,,Eint Frankfurt,Bundesliga,27,1996,30.4,2469,353,1222,1189,68,32,2469,4,2,50.0,2,50.0,1520,7109,4101,14,15,0,9,2,1745,3
1347,Philipp Köhn,ch,GK,,Monaco,Ligue 1,25,1998,22.0,706,602,704,2,0,0,706,1,1,100.0,0,0.0,493,2730,1432,0,0,0,0,0,303,0
1348,Dominik Kohr,de,DF,MF,Mainz 05,Bundesliga,29,1994,24.3,1414,81,541,726,156,28,1414,11,5,45.5,6,54.5,632,2818,1235,19,10,2,22,4,811,26
1349,Koke,es,MF,,Atlético Madrid,La Liga,31,1992,27.7,2482,82,594,1570,334,12,2482,11,5,45.5,6,54.5,1474,6016,2872,26,32,1,21,20,1899,26
1350,Sead Kolašinac,ba,DF,,Atalanta,Serie A,30,1993,24.2,1472,75,607,716,161,27,1472,9,7,77.8,0,0.0,749,3441,1917,32,24,5,19,9,926,30
1351,Luca Koleosho,it,MF,FW,Burnley,Premier League,18,2004,10.8,416,5,33,149,240,52,416,78,33,42.3,39,50.0,299,2603,1383,53,37,29,22,14,313,82
1352,Randal Kolo Muani,fr,FW,MF,Paris S-G,Ligue 1,24,1998,14.1,545,15,56,205,293,73,545,72,28,38.9,40,55.6,432,2710,1105,36,18,16,52,21,422,125
1353,Randal Kolo Muani,fr,FW,,Eint Frankfurt,Bundesliga,24,1998,1.7,56,1,1,30,27,10,56,15,4,26.7,10,66.7,42,336,180,6,4,2,3,8,46,9
1354,Mert Kömür,de,MF,DF,Augsburg,Bundesliga,18,2005,1.3,51,1,10,17,27,3,51,4,0,0.0,3,75.0,29,208,135,7,5,1,2,2,33,9
1355,Cheick Konaté,ml,DF,,Clermont Foot,Ligue 1,19,2004,11.9,631,34,128,310,202,20,631,43,22,51.2,20,46.5,412,2487,1113,22,19,8,19,13,375,86
1356,Ibrahima Konaté,fr,DF,,Liverpool,Premier League,24,1999,17.5,1622,86,533,1018,80,16,1622,10,6,60.0,1,10.0,1081,5747,3590,24,17,0,8,5,1162,3
1357,Geoffrey Kondogbia,cf,MF,,Marseille,Ligue 1,30,1993,16.3,1119,45,229,744,153,13,1119,13,9,69.2,2,15.4,859,3975,1544,7,13,0,20,14,792,25
1358,Abdoul Koné,fr,DF,,Reims,Ligue 1,18,2005,2.1,115,12,55,54,9,1,115,3,2,66.7,1,33.3,65,359,116,3,1,1,4,0,52,1
1359,Amadou Koné,ml,MF,,Reims,Ligue 1,18,2005,5.3,322,23,97,199,32,2,322,3,2,66.7,1,33.3,224,1213,443,2,5,0,9,4,197,2
1360,Ibrahima Koné,ml,FW,,Almería,La Liga,24,1999,3.1,83,5,7,41,37,10,83,4,1,25.0,2,50.0,44,208,112,5,1,4,7,1,58,18
1361,Ibrahima Koné,ml,FW,,Lorient,Ligue 1,24,1999,0.4,7,0,0,7,0,0,7,0,0,,0,,5,33,17,0,0,0,2,1,7,1
1362,Manu Koné,fr,MF,,Gladbach,Bundesliga,22,2001,17.3,925,23,181,525,238,31,925,69,37,53.6,26,37.7,579,3369,1764,42,33,6,41,41,643,56
1363,Ezri Konsa,eng,DF,,Aston Villa,Premier League,25,1997,34.1,2359,239,971,1146,258,36,2359,34,19,55.9,6,17.6,1535,6930,3700,37,20,3,26,17,1669,33
1364,Teun Koopmeiners,nl,MF,,Atalanta,Serie A,25,1998,29.2,1742,52,266,838,659,85,1740,50,19,38.0,29,58.0,942,5359,2942,79,54,21,60,43,1224,190
1365,Odilon Kossounou,ci,DF,,Leverkusen,Bundesliga,22,2001,20.1,1600,67,404,976,237,9,1600,40,23,57.5,17,42.5,953,5398,2880,48,35,4,12,15,1154,23
1366,Filip Kostić,rs,DF,,Juventus,Serie A,30,1992,20.2,1221,57,257,520,454,32,1221,27,6,22.2,15,55.6,614,3619,2012,64,52,11,30,16,720,95
1367,N'Guessan Kouadio,ci,MF,FW,Metz,Ligue 1,20,2003,1.2,59,1,4,42,15,1,59,4,3,75.0,0,0.0,42,232,88,1,2,0,1,2,36,2
1368,Christian Kouamé,ci,FW,,Fiorentina,Serie A,25,1997,12.1,616,12,57,244,322,50,616,29,9,31.0,18,62.1,361,1469,455,12,12,5,48,29,471,110
1369,Rominigue Kouamé,ml,MF,,Cádiz,La Liga,26,1996,9.1,501,14,121,328,58,2,501,10,7,70.0,1,10.0,249,1684,703,16,7,1,8,1,286,5
1370,Koffi Kouao,ci,DF,,Metz,Ligue 1,25,1998,9.6,511,52,188,231,100,8,511,10,8,80.0,2,20.0,293,1742,705,10,11,3,17,3,252,29
1371,Tomáš Koubek,cz,GK,,Augsburg,Bundesliga,30,1992,3.0,114,105,114,0,0,0,114,0,0,,0,,56,247,120,0,0,0,0,0,52,0
1372,Therence Koudou,fr,DF,,Reims,Ligue 1,18,2004,3.5,204,15,52,91,64,1,204,3,3,100.0,0,0.0,122,645,309,8,3,1,3,4,107,21
1373,Jules Koundé,fr,DF,,Barcelona,La Liga,24,1998,32.2,3041,157,903,1701,462,44,3041,38,16,42.1,17,44.7,1910,9350,5961,67,67,2,25,12,2187,64
1374,Boubakar Kouyaté,ml,DF,,Montpellier,Ligue 1,26,1997,21.4,1155,170,630,490,36,21,1155,3,3,100.0,0,0.0,704,3753,1773,4,3,1,15,2,622,3
1375,Cheikhou Kouyaté,sn,MF,,Nott'ham Forest,Premier League,33,1989,2.4,108,10,30,49,29,5,108,2,1,50.0,1,50.0,37,112,46,0,1,0,3,3,48,5
1376,Mateo Kovačić,hr,MF,,Manchester City,Premier League,29,1994,17.2,1689,33,226,1079,395,16,1689,32,20,62.5,7,21.9,1141,6091,2733,37,51,1,16,24,1431,38
1377,Viktor Kovalenko,ua,MF,,Empoli,Serie A,27,1996,6.8,313,8,54,165,94,13,313,9,2,22.2,7,77.8,165,539,201,4,0,1,9,6,210,24
1378,Matej Kovar,cz,GK,,Leverkusen,Bundesliga,23,2000,1.0,19,17,19,0,0,0,19,0,0,,0,,8,45,38,0,0,0,0,0,9,0
1379,Dawid Kownacki,pl,FW,,Werder Bremen,Bundesliga,26,1997,4.2,159,2,10,66,83,31,159,3,2,66.7,1,33.3,77,346,88,5,1,3,18,5,125,26
1380,Emil Krafth,se,DF,,Newcastle Utd,Premier League,28,1994,10.1,661,48,279,241,145,10,661,6,3,50.0,2,33.3,358,1588,720,12,9,1,8,3,423,33
1381,Alex Král,cz,MF,,Union Berlin,Bundesliga,25,1998,15.2,618,37,164,311,151,17,618,12,5,41.7,5,41.7,287,1688,837,15,16,1,15,12,338,41
1382,Andrej Kramarić,hr,MF,FW,Hoffenheim,Bundesliga,32,1991,24.4,1366,29,149,589,640,102,1361,51,25,49.0,22,43.1,812,4823,2426,71,49,24,47,27,956,175
1383,Christoph Kramer,de,MF,,Gladbach,Bundesliga,32,1991,2.8,227,6,58,109,60,8,227,10,4,40.0,5,50.0,128,575,280,10,3,4,3,4,140,8
1384,Frans Krätzig,de,DF,,Bayern Munich,Bundesliga,20,2003,0.6,60,4,20,23,17,1,60,1,0,0.0,1,100.0,38,220,108,0,1,0,1,2,42,7
1385,Tom Krauß,de,MF,,Mainz 05,Bundesliga,22,2001,15.0,867,40,202,496,181,14,867,12,3,25.0,8,66.7,348,1746,798,12,13,4,27,13,418,29
1386,Rasmus Kristensen,dk,DF,,Roma,Serie A,26,1997,19.4,1213,74,407,516,296,38,1213,17,7,41.2,10,58.8,571,2020,914,16,9,6,14,5,760,115
1387,Thomas Kristensen,dk,DF,,Udinese,Serie A,21,2002,23.3,1124,164,583,499,57,22,1124,10,10,100.0,0,0.0,474,2640,1233,20,10,1,17,5,536,3
1388,Toni Kroos,de,MF,,Real Madrid,La Liga,33,1990,23.6,2656,58,546,1641,492,13,2656,8,5,62.5,3,37.5,1758,8020,4189,32,51,1,8,6,2128,29
1389,Nikola Krstović,me,FW,,Lecce,Serie A,23,2000,26.4,864,30,60,429,386,127,861,61,29,47.5,26,42.6,485,2134,849,32,21,17,102,39,641,126
1390,Rade Krunić,ba,MF,,Milan,Serie A,29,1993,7.6,497,28,125,318,58,5,497,2,2,100.0,0,0.0,284,1278,556,5,7,0,8,3,334,3
1391,Lukas Kübler,de,DF,,Freiburg,Bundesliga,30,1992,20.5,1254,106,446,623,193,14,1254,10,3,30.0,3,30.0,554,2385,981,13,14,0,7,6,615,32
1392,Takefusa Kubo,jp,FW,MF,Real Sociedad,La Liga,22,2001,23.9,1161,11,94,404,683,122,1161,117,55,47.0,44,37.6,745,6334,3378,136,57,63,60,27,831,231
1393,Mahmut Kücüksahin,,MF,,Augsburg,Bundesliga,19,2004,0.0,4,0,2,2,0,0,4,0,0,,0,,2,1,0,0,0,0,0,0,4,0
1394,Mohammed Kudus,gh,FW,MF,West Ham,Premier League,22,2000,27.6,1311,20,193,582,590,102,1311,221,124,56.1,77,34.8,904,6874,3225,117,62,40,80,93,936,216
1395,Christian Kühlwetter,de,MF,,Heidenheim,Bundesliga,27,1996,0.1,3,0,1,0,2,2,3,0,0,,0,,3,33,28,1,0,1,1,0,2,0
1396,Dejan Kulusevski,se,FW,MF,Tottenham,Premier League,23,2000,30.7,1623,12,167,503,984,226,1623,129,54,41.9,66,51.2,1169,7680,3856,151,61,82,86,65,1229,388
1397,Sael Kumbedi,fr,DF,,Lyon,Ligue 1,18,2005,10.3,727,24,183,356,196,16,727,20,7,35.0,13,65.0,500,2673,1384,19,22,4,20,7,451,75
1398,Marash Kumbulla,al,DF,,Sassuolo,Serie A,23,2000,4.0,144,38,95,49,0,0,144,0,0,,0,,63,348,224,2,0,0,0,0,74,0
1399,Justin Kumi,it,FW,,Sassuolo,Serie A,19,2004,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,2,0
1400,Layvin Kurzawa,fr,DF,,Paris S-G,Ligue 1,30,1992,0.1,14,0,6,6,2,0,14,1,0,0.0,1,100.0,10,51,27,0,0,0,0,0,10,1
1401,Berkan Kutlu,tr,MF,,Genoa,Serie A,25,1998,2.2,97,5,27,38,33,5,97,2,0,0.0,1,50.0,46,235,96,4,0,2,0,3,52,9
1402,Daler Kuzyaev,ru,MF,,Le Havre,Ligue 1,30,1993,23.2,1246,43,252,602,398,51,1246,23,12,52.2,8,34.8,925,4289,1656,23,32,6,31,15,853,97
1403,Khvicha Kvaratskhelia,ge,FW,,Napoli,Serie A,22,2001,30.4,1642,10,108,641,926,196,1642,220,101,45.9,98,44.5,1119,9260,4776,184,108,81,58,48,1296,266
1404,Giorgi Kvernadze,ge,FW,DF,Frosinone,Serie A,20,2003,0.7,49,0,8,22,19,1,49,5,3,60.0,2,40.0,29,206,49,0,1,0,4,3,37,6
1405,Moritz-Broni Kwarteng,gh,FW,,Bochum,Bundesliga,25,1998,3.1,153,0,14,65,76,15,153,18,7,38.9,8,44.4,95,637,250,8,6,3,15,5,99,24
1406,Grejohn Kyei,fr,FW,,Clermont Foot,Ligue 1,27,1995,11.4,406,12,18,204,185,57,405,30,10,33.3,20,66.7,284,1478,493,12,11,3,38,19,312,85
1407,Giorgos Kyriakopoulos,gr,DF,,Monza,Serie A,27,1996,19.0,1241,44,343,523,383,36,1241,32,18,56.3,11,34.4,765,4410,2611,64,37,13,16,10,845,94
1408,Luca de la Torre,us,MF,,Celta Vigo,La Liga,25,1998,21.7,971,21,141,465,381,63,971,32,11,34.4,19,59.4,606,3777,2012,58,40,12,38,28,679,88
1409,Gaëtan Laborde,fr,FW,MF,Nice,Ligue 1,29,1994,21.2,780,9,77,333,377,101,778,50,17,34.0,33,66.0,559,2788,1068,33,24,16,27,26,548,161
1410,Alexandre Lacazette,fr,FW,,Lyon,Ligue 1,32,1991,25.5,809,14,89,358,372,127,807,42,22,52.4,17,40.5,576,2746,910,22,20,10,55,37,567,144
1411,Maxence Lacroix,fr,DF,,Wolfsburg,Bundesliga,23,2000,26.2,1732,193,903,781,59,22,1732,15,7,46.7,8,53.3,925,4290,2119,5,9,0,20,1,1077,5
1412,Alban Lafont,fr,GK,,Nantes,Ligue 1,24,1999,27.7,1081,914,1075,6,0,0,1081,1,0,0.0,0,0.0,768,3646,1792,0,0,0,1,0,561,0
1413,Yoel Lago,es,DF,,Celta Vigo,La Liga,19,2004,1.0,93,14,66,26,1,1,93,0,0,,0,,76,324,137,0,0,0,0,0,77,0
1414,Aïssa Laïdouni,tn,MF,,Union Berlin,Bundesliga,26,1996,11.9,666,19,142,340,197,24,666,27,10,37.0,16,59.3,366,2025,895,24,17,5,16,20,438,41
1415,Konrad Laimer,at,DF,MF,Bayern Munich,Bundesliga,26,1997,19.7,1671,37,315,893,482,49,1671,48,23,47.9,22,45.8,1008,5264,2893,62,56,17,27,17,1196,98
1416,Stefan Lainer,at,DF,MF,Gladbach,Bundesliga,30,1992,8.3,581,36,195,263,127,13,581,8,2,25.0,6,75.0,295,1315,606,15,14,3,10,4,352,31
1417,Kenny Lala,mg,DF,,Brest,Ligue 1,31,1991,33.0,2471,130,687,1276,545,14,2471,38,19,50.0,18,47.4,1617,9146,3750,45,51,3,21,12,1461,98
1418,Adam Lallana,eng,MF,FW,Brighton,Premier League,35,1988,9.4,574,5,80,268,229,44,574,13,3,23.1,9,69.2,354,1310,483,9,12,4,14,18,491,55
1419,Mathis Lambourde,fr,FW,,Rennes,Ligue 1,17,2006,0.1,9,1,3,3,3,0,9,0,0,,0,,6,33,10,1,0,0,1,0,4,2
1420,Érik Lamela,ar,FW,MF,Sevilla,La Liga,31,1992,5.1,266,2,34,101,138,26,266,16,7,43.8,9,56.3,159,843,400,11,13,4,20,13,176,28
1421,Mohamed Lamine Bayo,gn,FW,,Le Havre,Ligue 1,25,1998,15.4,479,11,31,205,245,77,477,39,17,43.6,20,51.3,325,1611,585,18,16,14,35,24,346,115
1422,Didier Lamkel Zé,cm,FW,MF,Metz,Ligue 1,26,1996,6.1,262,15,45,134,89,15,262,17,6,35.3,11,64.7,192,1239,542,15,19,4,11,7,190,23
1423,Tariq Lamptey,gh,DF,FW,Brighton,Premier League,22,2000,10.2,545,21,130,221,197,21,545,19,6,31.6,8,42.1,354,2092,1218,39,17,12,22,2,382,64
1424,Bruno Langa,mz,DF,,Almería,La Liga,25,1997,9.1,504,45,210,209,88,6,504,21,13,61.9,5,23.8,243,1250,720,14,10,2,5,3,265,30
1425,Gianluca Lapadula,pe,FW,,Cagliari,Serie A,33,1990,13.4,262,7,23,97,145,67,261,9,4,44.4,3,33.3,143,651,237,8,6,7,21,8,189,63
1426,Aymeric Laporte,es,DF,,Manchester City,Premier League,29,1994,0.1,14,2,7,6,1,1,14,0,0,,0,,10,23,1,0,0,0,0,0,10,0
1427,Julien Laporte,fr,DF,,Lorient,Ligue 1,29,1993,20.2,1234,238,656,550,32,16,1234,2,1,50.0,1,50.0,876,4611,2433,5,3,1,1,2,819,3
1428,Cyle Larin,ca,FW,,Mallorca,La Liga,28,1995,20.3,548,26,51,209,297,111,548,39,14,35.9,23,59.0,310,1608,571,20,13,17,58,34,406,103
1429,Yasser Larouci,dz,DF,,Sheffield Utd,Premier League,22,2001,5.9,262,29,101,112,56,7,262,17,10,58.8,7,41.2,137,1225,741,18,13,4,1,5,134,12
1430,Hugo Larsson,se,MF,,Eint Frankfurt,Bundesliga,19,2004,21.0,1175,52,339,641,206,16,1175,19,7,36.8,11,57.9,654,2937,1185,26,19,4,25,7,770,42
1431,Jamaal Lascelles,eng,DF,,Newcastle Utd,Premier League,29,1993,12.0,872,101,397,437,41,20,872,3,1,33.3,1,33.3,519,2493,1461,8,6,0,2,4,634,3
1432,Juanmi Latasa,es,FW,,Getafe,La Liga,22,2001,17.3,578,21,32,255,295,104,578,13,6,46.2,5,38.5,278,968,262,7,10,3,66,21,447,82
1433,Toni Lato,es,DF,,Mallorca,La Liga,25,1997,17.2,942,40,249,399,305,17,942,18,10,55.6,5,27.8,432,1860,911,30,23,8,17,7,494,110
1434,Armand Lauriente,fr,FW,,Sassuolo,Serie A,24,1998,32.3,1292,9,130,453,740,118,1292,135,63,46.7,54,40.0,817,6280,3470,125,84,48,80,55,880,268
1435,Roméo Lavia,be,MF,,Chelsea,Premier League,19,2004,0.4,30,1,2,26,2,0,30,0,0,,0,,22,83,40,0,0,0,0,0,26,0
1436,Lázaro,br,FW,MF,Almería,La Liga,21,2002,3.2,152,2,19,64,69,14,152,16,5,31.3,10,62.5,89,547,224,5,3,2,11,5,100,34
1437,Valentino Lazaro,at,DF,MF,Torino,Serie A,27,1996,22.2,1268,39,250,552,487,33,1268,43,20,46.5,12,27.9,713,3505,1736,53,29,10,35,8,792,106
1438,Darko Lazović,rs,FW,MF,Hellas Verona,Serie A,32,1990,21.4,834,22,133,345,363,63,833,27,5,18.5,19,70.4,443,2469,1210,43,21,14,22,16,525,139
1439,Manuel Lazzari,it,DF,,Lazio,Serie A,29,1993,18.6,1138,30,325,541,283,18,1138,24,11,45.8,10,41.7,609,4072,2553,73,53,6,19,5,727,104
1440,Théo Le Bris,fr,DF,MF,Lorient,Ligue 1,20,2002,16.8,876,49,248,320,317,34,876,35,16,45.7,17,48.6,597,3700,1724,56,38,8,30,7,551,117
1441,Julien Le Cardinal,fr,DF,,Brest,Ligue 1,25,1997,5.3,343,39,160,157,28,7,343,5,3,60.0,2,40.0,201,1334,646,3,4,0,5,1,180,4
1442,Julien Le Cardinal,fr,DF,,Lens,Ligue 1,25,1997,0.6,40,3,16,20,5,0,40,1,1,100.0,0,0.0,23,142,43,1,0,0,0,0,18,2
1443,Jérémy Le Douaron,fr,FW,,Brest,Ligue 1,25,1998,18.0,626,14,72,227,334,83,626,60,16,26.7,35,58.3,453,3288,1227,48,31,15,53,24,460,130
1444,Enzo Le Fée,fr,MF,,Rennes,Ligue 1,23,2000,17.0,1239,48,227,691,344,19,1239,53,29,54.7,22,41.5,966,5512,2446,45,48,7,33,24,893,58
1445,Vincent Le Goff,fr,DF,MF,Lorient,Ligue 1,33,1989,6.0,372,19,130,128,118,9,372,4,4,100.0,0,0.0,261,1333,720,9,10,1,4,2,234,51
1446,Robin Le Normand,es,DF,,Real Sociedad,La Liga,26,1996,27.4,1996,171,899,1057,45,17,1996,1,1,100.0,0,0.0,1242,7060,4021,21,16,0,16,6,1359,1
1447,Nicola Leali,it,GK,,Genoa,Serie A,30,1993,2.0,76,54,76,0,0,0,76,0,0,,0,,38,238,152,0,0,0,0,0,40,0
1448,Rafael Leão,pt,FW,,Milan,Serie A,24,1999,27.9,1351,20,75,575,725,179,1351,154,77,50.0,61,39.6,937,7403,4060,160,99,82,66,41,1127,293
1449,Adrien Lebeau,fr,MF,FW,Brest,Ligue 1,24,1999,0.6,42,1,8,19,16,2,42,1,0,0.0,1,100.0,30,138,54,1,2,1,2,1,28,5
1450,Jean-Louis Leca,fr,GK,,Lens,Ligue 1,37,1985,1.0,28,24,28,0,0,0,28,0,0,,0,,20,100,46,0,0,0,0,0,16,0
1451,Benjamin Lecomte,fr,GK,,Montpellier,Ligue 1,32,1991,30.0,1082,846,1067,16,0,0,1082,0,0,,0,,699,4248,2923,0,0,0,0,0,467,0
1452,Jeremías Ledesma,ar,GK,,Cádiz,La Liga,30,1993,33.9,1261,992,1248,17,0,0,1261,2,2,100.0,0,0.0,652,4356,3096,0,0,0,1,0,421,0
1453,Pierre Lees-Melou,fr,MF,,Brest,Ligue 1,30,1993,28.0,2091,125,606,1158,368,43,2091,44,29,65.9,14,31.8,1529,9024,3989,51,56,13,43,12,1328,43
1454,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,24,1999,30.0,1979,243,981,886,126,22,1979,11,6,54.5,5,45.5,982,4458,2495,14,9,2,24,7,1128,4
1455,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,25,1998,4.2,205,26,126,73,6,0,205,2,0,0.0,2,100.0,98,388,170,1,0,0,1,0,101,0
1456,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,32,1991,37.0,2386,341,1317,953,131,36,2386,5,4,80.0,0,0.0,1250,5730,2951,15,6,0,13,4,1494,4
1457,Stefan Lekovic,rs,DF,,Villarreal,La Liga,19,2004,0.3,16,5,14,2,0,0,16,0,0,,0,,4,6,1,0,0,0,0,0,11,0
1458,Iñigo Lekue,es,DF,,Athletic Club,La Liga,30,1993,22.2,1476,82,427,779,285,9,1476,44,18,40.9,25,56.8,706,3819,1993,44,30,1,17,9,825,35
1459,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,27,1995,1.8,99,0,8,58,34,4,99,2,1,50.0,1,50.0,78,447,217,5,4,0,3,2,83,9
1460,Mario Lemina,ga,MF,,Wolves,Premier League,29,1993,33.0,1817,130,557,980,308,51,1817,46,25,54.3,19,41.3,933,4903,2281,32,31,3,33,22,1203,49
1461,Álvaro Lemos,es,DF,,Las Palmas,La Liga,30,1993,2.8,207,8,35,133,42,0,207,2,0,0.0,2,100.0,118,536,241,6,7,0,4,0,127,8
1462,Ruben Lendinez,es,DF,,Valencia,La Liga,20,2003,0.1,11,1,3,6,2,1,11,0,0,,0,,1,2,0,0,0,0,0,0,5,3
1463,Clément Lenglet,fr,DF,,Aston Villa,Premier League,28,1995,12.8,1017,165,514,449,59,12,1017,8,3,37.5,2,25.0,727,4422,2819,26,18,0,3,3,786,1
1464,Bernd Leno,de,GK,,Fulham,Premier League,31,1992,38.0,1657,1275,1645,12,0,0,1657,0,0,,0,,1031,4482,2432,0,0,0,1,0,942,0
1465,Christopher Lenz,de,DF,MF,RB Leipzig,Bundesliga,28,1994,0.5,55,3,19,19,18,1,55,0,0,,0,,19,78,32,1,0,0,1,0,34,7
1466,Christopher Lenz,de,DF,,Eint Frankfurt,Bundesliga,28,1994,0.1,13,2,4,8,1,0,13,0,0,,0,,5,22,18,0,1,0,1,1,6,0
1467,Johann Lepenant,fr,MF,,Lyon,Ligue 1,20,2002,2.8,210,5,39,129,43,4,210,4,3,75.0,1,25.0,171,882,372,5,7,3,5,0,155,6
1468,Jefferson Lerma,co,MF,DF,Crystal Palace,Premier League,28,1994,26.7,1513,99,413,822,290,40,1513,20,11,55.0,6,30.0,735,3033,1410,14,17,2,26,14,893,51
1469,Léo Leroy,fr,MF,,Montpellier,Ligue 1,23,2000,5.5,270,18,98,130,48,6,270,14,5,35.7,9,64.3,168,944,408,8,5,1,8,5,145,9
1470,Robert Lewandowski,pl,FW,,Barcelona,La Liga,34,1988,30.6,900,24,47,361,502,165,896,54,23,42.6,30,55.6,529,2549,1019,43,28,20,86,28,736,168
1471,Jamie Leweling,de,FW,MF,Stuttgart,Bundesliga,22,2001,16.9,829,18,97,330,419,89,829,58,26,44.8,27,46.6,534,3571,1860,65,38,28,46,39,622,172
1472,Rico Lewis,eng,DF,MF,Manchester City,Premier League,18,2004,9.0,620,8,119,287,220,30,620,9,4,44.4,4,44.4,380,1758,964,21,20,5,2,12,486,46
1473,Keane Lewis-Potter,eng,FW,DF,Brentford,Premier League,22,2001,16.0,604,32,107,173,330,84,604,58,21,36.2,33,56.9,370,2822,1632,56,32,24,30,18,417,135
1474,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,27,1996,14.1,1114,110,564,520,39,9,1114,3,0,0.0,3,100.0,730,4866,2716,14,12,0,7,0,738,3
1475,Matthijs de Ligt,nl,DF,,Bayern Munich,Bundesliga,23,1999,15.4,1330,118,490,768,75,21,1330,2,2,100.0,0,0.0,851,4373,2423,16,15,2,9,2,1022,6
1476,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,29,1994,14.8,1037,102,466,463,114,15,1037,1,1,100.0,0,0.0,620,3077,1621,17,14,0,5,3,706,17
1477,Jesper Lindstrøm,dk,FW,MF,Napoli,Serie A,23,2000,4.8,306,2,27,129,154,20,306,25,11,44.0,14,56.0,184,1195,512,16,10,5,18,8,233,34
1478,Jesper Lindstrøm,dk,FW,,Eint Frankfurt,Bundesliga,23,2000,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9
1479,Karol Linetty,pl,MF,,Torino,Serie A,28,1995,20.6,1068,42,192,703,182,13,1068,17,8,47.1,7,41.2,580,2736,1441,31,24,5,22,11,686,25
1480,Samuel Lino,br,DF,MF,Atlético Madrid,La Liga,23,1999,23.1,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215
1481,Luca Lipani,it,MF,,Sassuolo,Serie A,18,2005,4.3,202,11,55,106,42,7,202,4,2,50.0,2,50.0,89,365,163,6,1,1,2,4,103,3
1482,Pol Lirola,es,DF,,Frosinone,Serie A,25,1997,17.1,874,45,294,403,184,13,874,13,6,46.2,7,53.8,393,2267,1306,30,20,1,11,9,486,59
1483,Marcin Listkowski,pl,FW,,Lecce,Serie A,25,1998,0.1,5,0,1,3,1,0,5,0,0,,0,,4,15,4,0,0,0,1,0,4,0
1484,Valentino Livramento,eng,DF,,Newcastle Utd,Premier League,20,2002,14.6,957,63,309,428,232,27,957,30,17,56.7,8,26.7,521,2952,1463,44,17,8,17,18,583,76
1485,Dejan Ljubicic,at,MF,FW,Köln,Bundesliga,25,1997,22.8,1046,20,205,537,319,37,1046,33,15,45.5,16,48.5,634,3423,1746,41,47,5,37,18,734,73
1486,Javier Llabrés,es,MF,FW,Mallorca,La Liga,20,2002,2.7,143,3,17,53,75,11,143,8,5,62.5,3,37.5,65,468,224,9,6,2,11,7,90,30
1487,Diego Llorente,es,DF,,Roma,Serie A,29,1993,24.1,1865,233,945,869,56,12,1865,7,3,42.9,3,42.9,1208,6166,2944,20,10,0,10,3,1370,5
1488,Marcos Llorente,es,MF,DF,Atlético Madrid,La Liga,28,1995,28.5,1465,44,322,615,537,82,1465,27,11,40.7,11,40.7,839,4122,2119,71,40,20,28,18,1033,179
1489,Gautier Lloris,fr,DF,,Le Havre,Ligue 1,28,1995,30.9,1733,266,915,752,75,34,1733,10,4,40.0,5,50.0,1187,5795,2971,13,14,0,9,2,1077,5
1490,Abou Lô,sn,MF,DF,Metz,Ligue 1,23,2000,2.2,99,15,49,42,8,2,99,3,2,66.7,1,33.3,66,377,79,0,2,0,2,0,58,2
1491,Giovani Lo Celso,ar,MF,,Tottenham,Premier League,27,1996,5.6,570,13,85,292,201,19,570,14,8,57.1,3,21.4,361,1891,946,25,20,0,12,7,456,29
