Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
27,Yacine Adli,fr,MF,Bordeaux,Ligue 1,20,2000,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
28,Andrea Adorante,it,FW,Parma,it Serie A,20,2000,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
29,Adrián,es,GK,Liverpool,Premier League,33,1987,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
30,Martin Agirregabiria,es,DF,Alavés,La Liga,24,1996,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
31,Giuseppe Agostino,it,GK,Genoa,it Serie A,17,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
32,Lucien Agoume,fr,MF,Spezia,it Serie A,18,2002,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
33,Felix Agu,de,DF,Werder Bremen,Bundesliga,20,1999,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
34,Kevin Agudelo,co,FW,Spezia,it Serie A,21,1998,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
35,Nayef Aguerd,ma,DF,Rennes,Ligue 1,24,1996,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
36,Sergio Agüero,ar,FW,Manchester City,Premier League,32,1988,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
37,Ruben Aguilar,fr,DF,Monaco,Ligue 1,27,1993,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
38,Naouirou Ahamada,fr,MF,Stuttgart,Bundesliga,18,2002,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
39,Sören Ahlers,de,GK,Schalke 04,Bundesliga,22,1997,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
40,Matteo Ahlinvi,bj,MF,Nîmes,Ligue 1,21,1999,0,0,0,0,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
41,Jean-Eudes Aholou,ci,MF,Strasbourg,Ligue 1,26,1994,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
42,Jean-Eudes Aholou,ci,MF,Monaco,Ligue 1,26,1994,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
43,Antonis Aidonis,de,DF,Stuttgart,Bundesliga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
44,Joseph Aidoo,gh,DF,Celta Vigo,La Liga,24,1995,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
45,Ola Aina,ng,DF,Fulham,Premier League,23,1996,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
46,Rayan Aït-Nouri,dz,DF,Wolves,Premier League,19,2001,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
47,Rayan Aït-Nouri,dz,DF,Angers,Ligue 1,19,2001,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
48,Semi Ajayi,ng,DF,West Brom,Premier League,26,1993,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
49,Ludovic Ajorque,fr,FW,Strasbourg,Ligue 1,26,1994,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
50,Manuel Akanji,ch,DF,Dortmund,Bundesliga,25,1995,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
51,Carlos Akapo,gq,DF,Cádiz,La Liga,27,1993,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
52,Marley Aké,fr,MF,Juventus,it Serie A,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
53,Marley Aké,fr,FW,Marseille,Ligue 1,19,2001,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
54,Nathan Aké,nl,DF,Manchester City,Premier League,25,1995,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
55,Paul Akouokou,ci,MF,Betis,La Liga,22,1997,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
56,Jean-Daniel Akpa-Akpro,ci,MF,Lazio,it Serie A,27,1992,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
57,Kevin Akpoguma,ng,DF,Hoffenheim,Bundesliga,25,1995,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
58,David Alaba,at,DF,Bayern Munich,Bundesliga,28,1992,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
59,Sofiane Alakouch,ma,DF,Nîmes,Ligue 1,22,1998,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
60,Jony Álamo,es,MF,Elche,La Liga,18,2001,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
61,Lucas Alario,ar,FW,Leverkusen,Bundesliga,27,1992,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
62,Fabrizio Alastra,it,GK,Parma,it Serie A,22,1997,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
63,David Alba,es,MF,Getafe,La Liga,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
64,Jordi Alba,es,DF,Barcelona,La Liga,31,1989,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
65,Luis Alberto,es,MF,Lazio,it Serie A,27,1992,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
66,Raúl Albiol,es,DF,Villarreal,La Liga,34,1985,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
67,Julian Albrecht,de,MF,Hertha BSC,Bundesliga,18,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
68,Marc Albrighton,eng,DF,Leicester City,Premier League,30,1989,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
69,Paco Alcácer,es,FW,Villarreal,La Liga,26,1993,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
70,Pedro Alcalá,es,DF,Cádiz,La Liga,31,1989,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
71,Thiago Alcántara,es,MF,Liverpool,Premier League,29,1991,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
72,Rubén Alcaraz,es,MF,Valladolid,La Liga,29,1991,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
73,Omar Alderete,py,DF,Hertha BSC,Bundesliga,23,1996,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
74,Toby Alderweireld,be,DF,Tottenham,Premier League,31,1989,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
75,Iván Alejo,es,MF,Cádiz,La Liga,25,1995,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
76,Carles Aleñá,es,MF,Barcelona,La Liga,22,1998,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
77,Carles Aleñá,es,MF,Getafe,La Liga,22,1998,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
78,Kyle Alex John,eng,DF,Everton,Premier League,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
79,Rúnar Alex Rúnarsson,is,GK,Arsenal,Premier League,25,1995,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
80,Rúnar Alex Rúnarsson,is,GK,Dijon,Ligue 1,25,1995,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
81,Trent Alexander-Arnold,eng,DF,Liverpool,Premier League,21,1998,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
82,Alfon,es,MF,Celta Vigo,La Liga,21,1999,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
83,Alfonso,mz,DF,Hoffenheim,Bundesliga,20,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
84,Mohamed Ali Cho,fr,FW,Angers,Ligue 1,16,2004,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
85,Marco Alia,al,GK,Lazio,it Serie A,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
86,Ezgjan Alioski,mk,DF,Leeds United,Premier League,28,1992,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
87,Rachid Alioui,ma,FW,Angers,Ligue 1,28,1992,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
88,Alisson,br,GK,Liverpool,Premier League,27,1992,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
89,Saturnin Allagbé,bj,GK,Dijon,Ligue 1,26,1993,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
90,Allan,br,MF,Everton,Premier League,29,1991,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
91,Dele Alli,eng,MF,Tottenham,Premier League,24,1996,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
92,Miguel Almirón,py,MF,Newcastle Utd,Premier League,26,1994,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
93,Gael Alonso,es,DF,Celta Vigo,La Liga,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
94,Marcos Alonso,es,DF,Chelsea,Premier League,29,1990,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
95,Altube,es,GK,Real Madrid,La Liga,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
96,Fran Álvarez,es,MF,Valladolid,La Liga,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
97,Iker Álvarez,ad,GK,Villarreal,La Liga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
98,Sergio Álvarez,es,MF,Eibar,La Liga,28,1992,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
99,Yeray Álvarez,es,DF,Athletic Club,La Liga,25,1995,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
100,Bruno Alves,pt,DF,Parma,it Serie A,38,1981,0,0,0,0,19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
101,Steven Alzate,co,MF,Brighton,Premier League,21,1998,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
102,Ibrahim Amadou,fr,MF,Angers,Ligue 1,27,1993,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
103,Romain Amalfitano,fr,FW,Dijon,Ligue 1,30,1989,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
104,Emmanuel Amankwaa Akurugu,gh,DF,Getafe,La Liga,18,2001,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
105,Daniel Amartey,gh,DF,Leicester City,Premier League,25,1994,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
106,Jordan Amavi,fr,DF,Marseille,Ligue 1,26,1994,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
107,Thierry Ambrose,gp,FW,Metz,Ligue 1,23,1997,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
108,Wisdom Amey,it,DF,Bologna,it Serie A,14,2005,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
109,Bruno Amione,ar,DF,Hellas Verona,it Serie A,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
110,Nadiem Amiri,de,MF,Leverkusen,Bundesliga,23,1996,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
111,Yanis Ammour,fr,FW,Montpellier,Ligue 1,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
112,Ethan Ampadu,wls,DF,Sheffield Utd,Premier League,19,2000,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
113,Sofyan Amrabat,ma,MF,Fiorentina,it Serie A,23,1996,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
114,Jon Ander Garrido,es,MF,Cádiz,La Liga,30,1989,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
115,Joachim Andersen,dk,DF,Fulham,Premier League,24,1996,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
116,Joachim Andersen,dk,DF,Lyon,Ligue 1,24,1996,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
117,Djavan Anderson,nl,DF,Lazio,it Serie A,25,1995,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
118,Elliot Anderson,eng,MF,Newcastle Utd,Premier League,17,2002,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
119,Felipe Anderson,br,FW,West Ham,Premier League,27,1993,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
120,Sebastian Andersson,se,FW,Köln,Bundesliga,29,1991,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
121,Florin Andone,ro,FW,Brighton,Premier League,27,1993,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
122,Nícolas Andrade,br,GK,Udinese,it Serie A,32,1988,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
123,Benjamin André,fr,MF,Lille,Ligue 1,29,1990,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
124,Marcos André,br,FW,Valladolid,La Liga,23,1996,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
125,Lluis Andreu,es,GK,Elche,La Liga,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
126,Robert Andrich,de,MF,Union Berlin,Bundesliga,25,1994,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
127,Victorien Angban,ci,MF,Metz,Ligue 1,23,1996,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
128,Ángel,es,GK,Granada,La Liga,18,2002,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
129,José Ángel,es,DF,Eibar,La Liga,30,1989,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
130,Miguel Ángel Moyá,es,GK,Real Sociedad,La Liga,36,1984,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
131,Miguel Ángel Rubio,es,DF,Valladolid,La Liga,22,1998,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
132,Angeliño,es,DF,RB Leipzig,Bundesliga,23,1997,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
133,Davide Angelo Ghislandi,it,DF,Atalanta,it Serie A,19,2001,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
134,Faustino Anjorin,eng,MF,Chelsea,Premier League,18,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
135,Peter Ankersen,dk,DF,Genoa,it Serie A,29,1990,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
136,Philip Ankhrah,gh,MF,Hellas Verona,it Serie A,17,2002,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
137,Ebenezer Annan,gh,DF,Bologna,it Serie A,17,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
138,Cristian Ansaldi,ar,DF,Torino,it Serie A,33,1986,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
139,Waldemar Anton,de,DF,Stuttgart,Bundesliga,24,1996,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
140,Michail Antonio,jm,FW,West Ham,Premier League,30,1990,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
141,José Antonio Miranda,gq,MF,Getafe,La Liga,22,1998,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
142,Mirko Antonucci,it,FW,Roma,it Serie A,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
143,Valentin Antov,bg,DF,Bologna,it Serie A,19,2000,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
144,Houssem Aouar,dz,MF,Lyon,Ligue 1,22,1998,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
145,Adil Aouchiche,fr,MF,Saint-Étienne,Ligue 1,18,2002,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
146,Dennis Appiah,fr,DF,Nantes,Ligue 1,28,1992,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
147,Aritz Arambarri,es,DF,Real Sociedad,La Liga,22,1998,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
148,Mauro Arambarri,uy,MF,Getafe,La Liga,24,1995,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
149,Aranda,es,MF,Granada,La Liga,19,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
