Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
2022,Rabbi Matondo,wls,FW,Schalke 04,Bundesliga,19,2000,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2023,Ryder Matos,br,MF,Udinese,it Serie A,27,1993,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2024,Henning Matriciani,de,DF,Schalke 04,Bundesliga,20,2000,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2025,Chrislain Matsima,fr,DF,Monaco,Ligue 1,18,2002,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2026,Federico Mattiello,it,DF,Spezia,it Serie A,25,1995,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2027,Neal Maupay,fr,FW,Brighton,Premier League,23,1996,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2028,Tony Mauricio,fr,MF,Lens,Ligue 1,26,1994,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2029,Stephy Mavididi,eng,FW,Montpellier,Ligue 1,22,1998,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2030,Konstantinos Mavropanos,gr,DF,Stuttgart,Bundesliga,22,1997,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2031,Eric Maxim Choupo-Moting,cm,FW,Bayern Munich,Bundesliga,31,1989,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2032,Borja Mayoral,es,FW,Roma,it Serie A,23,1997,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2033,Borja Mayoral,es,FW,Real Madrid,La Liga,23,1997,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2034,Youssef Maziz,fr,MF,Metz,Ligue 1,22,1998,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2035,Antonio Mazzotta,it,DF,Crotone,it Serie A,30,1989,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2036,Kevin Mbabu,ch,DF,Wolfsburg,Bundesliga,25,1995,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2037,Kylian Mbappé,fr,FW,Paris S-G,Ligue 1,21,1998,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2038,Ibrahima Mbaye,sn,DF,Bologna,it Serie A,25,1994,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2039,Mamadou Mbaye,sn,DF,Cádiz,La Liga,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2040,Luke Mbete-Tatu,eng,DF,Manchester City,Premier League,16,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2041,Jean-Manuel Mbom,de,MF,Werder Bremen,Bundesliga,20,2000,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2042,Moustapha Mbow,sn,DF,Reims,Ligue 1,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2043,Nathanael Mbuku,cd,MF,Reims,Ligue 1,18,2002,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2044,James McArthur,sct,MF,Crystal Palace,Premier League,32,1987,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2045,Oliver McBurnie,sct,FW,Sheffield Utd,Premier League,24,1996,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2046,Alex McCarthy,eng,GK,Southampton,Premier League,30,1989,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2047,James McCarthy,ie,MF,Crystal Palace,Premier League,29,1990,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2048,Thomas Mcgill,eng,GK,Brighton,Premier League,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2049,John McGinn,sct,MF,Aston Villa,Premier League,25,1994,0,0,0,0,37,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2050,David McGoldrick,ie,FW,Sheffield Utd,Premier League,32,1987,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2051,Weston McKennie,us,MF,Juventus,it Serie A,21,1998,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2052,Dwight McNeil,eng,MF,Burnley,Premier League,20,1999,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2053,Scott McTominay,sct,MF,Manchester Utd,Premier League,23,1996,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2054,Gary Medel,cl,DF,Bologna,it Serie A,32,1987,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2055,Claudio Medina,es,FW,Elche,La Liga,26,1993,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2056,Facundo Medina,ar,DF,Lens,Ligue 1,21,1999,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2057,Nathan de Medina,be,DF,Arminia,Bundesliga,22,1997,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2058,Ben Mee,eng,DF,Burnley,Premier League,30,1989,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2059,Joshua Mees,de,FW,Union Berlin,Bundesliga,24,1996,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2060,Admir Mehmedi,ch,MF,Wolfsburg,Bundesliga,29,1991,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2061,Soualiho Meïté,fr,MF,Torino,it Serie A,26,1994,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2062,Soualiho Meïté,fr,MF,Milan,it Serie A,26,1994,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2063,Hannibal Mejbri,tn,MF,Manchester Utd,Premier League,17,2003,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2064,Farid El Melali,dz,FW,Angers,Ligue 1,23,1997,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2065,Filippo Melegoni,it,MF,Genoa,it Serie A,21,1999,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2066,Gonzalo Melero,es,MF,Levante,La Liga,26,1994,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2067,Birger Meling,no,DF,Nîmes,Ligue 1,25,1994,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2068,Arthur Melo,br,MF,Juventus,it Serie A,23,1996,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2069,Memphis,nl,FW,Lyon,Ligue 1,26,1994,0,0,0,0,37,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2070,Houboulang Mendes,gw,DF,Lorient,Ligue 1,22,1998,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2071,Pedro Mendes,pt,DF,Montpellier,Ligue 1,29,1990,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2072,Thiago Mendes,br,MF,Lyon,Ligue 1,28,1992,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2073,Brais Méndez,es,MF,Celta Vigo,La Liga,23,1997,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2074,Édgar Méndez,es,MF,Alavés,La Liga,30,1990,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2075,Eñaut Mendía,es,FW,Eibar,La Liga,21,1999,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2076,Alexandre Mendy,gw,FW,Bordeaux,Ligue 1,26,1994,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2077,Antoine Mendy,fr,DF,Nice,Ligue 1,16,2004,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2078,Batista Mendy,fr,MF,Nantes,Ligue 1,20,2000,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2079,Benjamin Mendy,fr,DF,Manchester City,Premier League,26,1994,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2080,Edouard Mendy,sn,GK,Chelsea,Premier League,28,1992,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2081,Edouard Mendy,sn,GK,Rennes,Ligue 1,28,1992,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2082,Ferland Mendy,fr,DF,Real Madrid,La Liga,25,1995,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2083,Nampalys Mendy,sn,MF,Leicester City,Premier League,28,1992,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2084,Oucasse Mendy,fr,FW,Montpellier,Ligue 1,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2085,Hamza Mendyl,ma,FW,Schalke 04,Bundesliga,22,1997,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2086,Levent Mercan,de,FW,Schalke 04,Bundesliga,19,2000,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2087,Alessandro Mercati,it,MF,Sassuolo,it Serie A,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2088,Jorge Meré,es,DF,Köln,Bundesliga,23,1997,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2089,Alex Meret,it,GK,Napoli,it Serie A,23,1997,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2090,Mikel Merino,es,MF,Real Sociedad,La Liga,24,1996,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2091,Quentin Merlin,fr,DF,Nantes,Ligue 1,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2092,Martín Merquelanz,es,MF,Real Sociedad,La Liga,25,1995,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2093,Yıldırım Mert Çetin,tr,DF,Hellas Verona,it Serie A,23,1997,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2094,Dries Mertens,be,FW,Napoli,it Serie A,33,1987,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2095,Roque Mesa,es,MF,Valladolid,La Liga,31,1989,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2096,Illan Meslier,fr,GK,Leeds United,Premier League,20,2000,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2097,Lionel Messi,ar,FW,Barcelona,La Liga,33,1987,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2098,Junior Messias,br,MF,Crotone,it Serie A,29,1991,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2099,Thomas Meunier,be,DF,Dortmund,Bundesliga,28,1991,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2100,Mexer,mz,DF,Bordeaux,Ligue 1,31,1988,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2101,Max Meyer,de,FW,Crystal Palace,Premier League,24,1995,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2102,Max Meyer,de,MF,Köln,Bundesliga,24,1995,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2103,Omenuke Mfulu,cd,MF,Elche,La Liga,26,1994,0,0,0,0,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2104,Kingsley Michael,ng,MF,Bologna,it Serie A,20,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2105,Míchel,es,MF,Valladolid,La Liga,32,1988,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2106,Jonas Michelbrink,de,MF,Hertha BSC,Bundesliga,19,2001,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2107,Clément Michelin,fr,DF,Lens,Ligue 1,23,1997,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2108,Nikolaos Michelis,gr,DF,Milan,it Serie A,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2109,Edouard Michut,fr,MF,Paris S-G,Ligue 1,17,2003,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2110,Petar Mićin,rs,MF,Udinese,it Serie A,21,1998,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2111,Claudiu Micovschi,ro,MF,Genoa,it Serie A,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2112,Massimiliano Mignogna,it,DF,Crotone,it Serie A,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2113,Florian Miguel,fr,DF,Nîmes,Ligue 1,23,1996,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2114,Valentin Mihaila,ro,FW,Parma,it Serie A,20,2000,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2115,Jon Mikel Magunagoitia,es,GK,Eibar,La Liga,19,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2116,William Mikelbrencis,fr,DF,Metz,Ligue 1,16,2004,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2117,Tommaso Milanese,it,MF,Roma,it Serie A,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2118,Nikola Milenković,rs,DF,Fiorentina,it Serie A,22,1997,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2119,Arkadiusz Milik,pl,FW,Marseille,Ligue 1,26,1994,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2120,Sergej Milinković-Savić,rs,MF,Lazio,it Serie A,25,1995,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2121,Vanja Milinković-Savić,rs,GK,Torino,it Serie A,23,1997,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2122,Éder Militão,br,DF,Real Madrid,La Liga,22,1998,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2123,Luka Milivojević,rs,MF,Crystal Palace,Premier League,29,1991,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2124,Luis Milla,es,MF,Granada,La Liga,25,1994,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2125,Pere Milla,es,FW,Elche,La Liga,27,1992,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2126,Álex Millán,es,FW,Villarreal,La Liga,20,1999,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2127,Vincenzo Millico,it,FW,Torino,it Serie A,19,2000,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2128,Enzo Millot,fr,MF,Monaco,Ligue 1,18,2002,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2129,James Milner,eng,MF,Liverpool,Premier League,34,1986,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2130,Santi Mina,es,FW,Celta Vigo,La Liga,24,1995,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2131,Yerry Mina,co,DF,Everton,Premier League,25,1994,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2132,Takumi Minamino,jp,MF,Southampton,Premier League,25,1995,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2133,Takumi Minamino,jp,MF,Liverpool,Premier League,25,1995,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2134,Tyrone Mings,eng,DF,Aston Villa,Premier League,27,1993,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2135,Óscar Mingueza,es,DF,Barcelona,La Liga,21,1999,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2136,Antonio Mionić,hr,MF,Milan,it Serie A,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2137,Rafa Mir,es,FW,Huesca,La Liga,23,1997,0,0,0,0,38,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2138,Jorge Miramón,es,DF,Levante,La Liga,31,1989,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2139,Aleksei Miranchuk,ru,MF,Atalanta,it Serie A,24,1995,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2140,Juan Miranda,es,DF,Betis,La Liga,20,2000,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2141,Antonio Mirante,it,GK,Roma,it Serie A,37,1983,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2142,Tyrick Mitchell,eng,DF,Crystal Palace,Premier League,20,1999,0,0,0,0,19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2143,Aleksandar Mitrović,rs,FW,Fulham,Premier League,25,1994,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2144,Stefan Mitrović,rs,DF,Strasbourg,Ligue 1,30,1990,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2145,Maximilian Mittelstädt,de,DF,Hertha BSC,Bundesliga,23,1997,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2146,Henrikh Mkhitaryan,am,MF,Roma,it Serie A,31,1989,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2147,Jakub Moder,pl,DF,Brighton,Premier League,21,1999,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2148,Anthony Modeste,fr,FW,Saint-Étienne,Ligue 1,32,1988,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2149,Anthony Modeste,fr,FW,Köln,Bundesliga,32,1988,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2150,Luka Modrić,hr,MF,Real Madrid,La Liga,34,1985,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2151,Terem Moffi,ng,FW,Lorient,Ligue 1,21,1999,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2152,Kevin Möhwald,de,MF,Werder Bremen,Bundesliga,27,1993,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2153,Niklas Moisander,fi,DF,Werder Bremen,Bundesliga,34,1985,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2154,Dion Moise Sahi,ci,FW,Strasbourg,Ligue 1,18,2001,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2155,Johan Mojica,co,DF,Atalanta,it Serie A,27,1992,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2156,Johan Mojica,co,DF,Elche,La Liga,27,1992,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2157,Clinton Mola,eng,DF,Stuttgart,Bundesliga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2158,Leonardo Moleri,it,GK,Milan,it Serie A,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2159,Guillem Molina,es,DF,Valencia,La Liga,20,2000,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2160,Jorge Molina,es,FW,Granada,La Liga,38,1982,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2161,Nahuel Molina,ar,DF,Udinese,it Serie A,22,1998,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2162,Salvatore Molina,it,MF,Crotone,it Serie A,28,1992,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2163,Marco Molla,al,GK,Bologna,it Serie A,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2164,Victor Mollejo,es,MF,Getafe,La Liga,19,2001,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2165,Victor Mollejo,es,FW,Atlético Madrid,La Liga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2166,Florent Mollet,fr,MF,Montpellier,Ligue 1,28,1991,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2167,Jayson Molumby,ie,MF,Brighton,Premier League,20,1999,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2168,Alkhaly Momo Cissé,gn,FW,Stuttgart,Bundesliga,17,2002,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2169,Jon Moncayola,es,MF,Osasuna,La Liga,22,1998,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
2170,Gabriele Moncini,it,FW,Benevento,it Serie A,24,1996,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
