Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
650,Danilo D'Ambrosio,it,DF,,Monza,it Serie A,36,1988,9,214,24,14.9,2.4,1,85,0,8,16,5,0.78,2,2,0,0.00,+0.51,2.0,4.3,-2.3,-0.97,Matches
651,Lucas Da Cunha,fr,MF,FW,Como,it Serie A,23,2001,14,779,56,54.1,8.7,9,75,1,5,20,2,0.86,7,16,-9,-1.04,-0.90,9.0,8.8,+0.2,+0.02,Matches
652,Samuel Dahl,se,DF,MF,Roma,it Serie A,24,2000,2,43,22,3.0,0.5,0,,0,2,22,14,0.00,2,2,0,0.00,+0.32,0.3,0.8,-0.5,-1.04,Matches
653,Finn Dahmen,de,GK,,Augsburg,Bundesliga,26,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,Matches
654,Thomas Dähne,de,GK,,Holstein Kiel,Bundesliga,30,1994,0,,,,,0,,0,0,,14,,,,,,,,,,,Matches
655,Mahmoud Dahoud,de,MF,,Eint Frankfurt,Bundesliga,28,1996,7,320,46,25.4,3.6,3,71,1,4,27,5,1.57,13,8,+5,+1.41,+0.54,8.6,6.1,+2.6,+0.72,Matches
656,Patson Daka,zm,FW,MF,Leicester City,Premier League,26,1998,5,112,22,7.8,1.2,0,,0,5,22,0,0.80,5,2,+3,+2.41,+3.50,2.7,2.3,+0.4,+0.35,Matches
657,Ameen Al-Dakhil,be,DF,,Stuttgart,Bundesliga,22,2002,1,11,11,0.9,0.1,0,,0,1,11,2,1.00,0,0,0,0.00,-0.36,0.1,0.0,+0.1,+0.75,Matches
658,Marco Dalla Vecchia,it,MF,,Torino,it Serie A,19,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
659,Thijs Dallinga,nl,FW,MF,Bologna,it Serie A,24,2000,12,250,21,18.5,2.8,1,62,0,11,17,3,1.75,4,7,-3,-1.08,-1.57,3.8,2.0,+1.8,+0.63,Matches
660,Diogo Dalot,pt,DF,,Manchester Utd,Premier League,25,1999,16,"1,406",88,97.6,15.6,16,88,15,0,,0,1.38,20,19,+1,+0.06,-2.58,23.0,22.7,+0.4,+0.02,Matches
661,Mikkel Damsgaard,dk,MF,FW,Brentford,Premier League,24,2000,16,"1,100",69,76.4,12.2,13,80,3,3,20,0,1.44,26,19,+7,+0.57,+1.90,20.7,20.8,-0.1,-0.01,Matches
662,Flavius Daniliuc,at,DF,,Hellas Verona,it Serie A,23,2001,10,588,59,40.8,6.5,5,87,1,5,31,4,0.90,7,16,-9,-1.38,-0.43,5.6,11.3,-5.7,-0.87,Matches
663,Danilo,br,MF,,Nott'ham Forest,Premier League,23,2001,1,14,14,1.0,0.2,1,14,0,0,,0,1.00,0,0,0,0.00,-0.13,0.0,0.3,-0.3,-1.71,Matches
664,Danilo,br,DF,,Juventus,it Serie A,33,1991,12,581,48,40.3,6.5,6,87,4,6,10,4,1.83,13,12,+1,+0.15,-1.21,11.5,8.5,+3.0,+0.46,Matches
665,Arnaut Danjuma,nl,FW,,Villarreal,La Liga,27,1997,3,200,67,13.1,2.2,3,67,0,0,,0,2.33,4,5,-1,-0.45,-0.59,3.4,2.7,+0.7,+0.31,Matches
666,Arnaut Danjuma,nl,FW,MF,Girona,La Liga,27,1997,12,669,56,43.7,7.4,8,69,2,4,30,0,1.00,4,12,-8,-1.08,-1.70,6.4,11.2,-4.8,-0.64,Matches
667,Kévin Danois,fr,MF,,Auxerre,Ligue 1,20,2004,14,886,63,65.6,9.8,10,81,6,4,19,1,1.29,17,14,+3,+0.30,+0.89,13.4,19.1,-5.7,-0.58,Matches
668,Kevin Danso,at,DF,,Lens,Ligue 1,26,1998,10,900,90,66.7,10.0,10,90,10,0,,0,1.90,15,10,+5,+0.50,+0.50,17.3,11.8,+5.6,+0.56,Matches
669,Dante,br,DF,,Nice,Ligue 1,41,1983,9,743,83,55.0,8.3,8,87,7,1,45,1,1.67,18,8,+10,+1.21,+1.36,14.4,8.3,+6.1,+0.74,Matches
670,Pape Daouda Diongue,sn,MF,FW,Strasbourg,Ligue 1,,,5,71,14,5.3,0.8,1,45,0,4,7,10,1.40,2,1,+1,+1.27,+1.48,1.5,1.1,+0.4,+0.49,Matches
671,Mohammed Daramy,dk,FW,,Reims,Ligue 1,22,2002,2,16,8,1.2,0.2,0,,0,2,8,1,3.00,1,2,-1,-5.63,-5.83,1.0,0.7,+0.3,+1.60,Matches
672,Bence Dárdai,de,MF,,Wolfsburg,Bundesliga,18,2006,7,466,67,37.0,5.2,6,76,1,1,11,7,2.29,10,8,+2,+0.39,-0.07,6.1,7.2,-1.1,-0.21,Matches
673,Sergi Darder,es,MF,FW,Mallorca,La Liga,30,1993,18,"1,123",62,69.3,12.5,14,75,0,4,19,0,1.50,12,14,-2,-0.16,+0.02,13.3,13.7,-0.4,-0.03,Matches
674,Achraf Dari,ma,DF,,Brest,Ligue 1,25,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
675,Matteo Darmian,it,DF,,Inter,it Serie A,35,1989,15,815,54,60.4,9.1,9,76,4,6,21,1,2.27,26,7,+19,+2.10,+1.09,14.7,7.8,+6.9,+0.76,Matches
676,Noah Darvich,de,MF,,Barcelona,La Liga,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
677,Lukas Daschner,de,MF,FW,Bochum,Bundesliga,26,1998,11,375,34,29.8,4.2,3,61,0,8,24,2,0.18,5,10,-5,-1.20,+0.73,6.0,10.5,-4.5,-1.09,Matches
678,Juan David Cabal,co,DF,,Juventus,it Serie A,23,2001,7,460,66,31.9,5.1,6,75,3,1,11,5,2.14,13,6,+7,+1.37,+0.73,8.4,4.1,+4.3,+0.83,Matches
679,Jonathan David,ca,FW,,Lille,Ligue 1,24,2000,15,"1,179",79,87.3,13.1,12,90,9,3,35,0,1.80,23,11,+12,+0.92,+1.97,21.6,14.7,+6.9,+0.53,Matches
680,Alphonso Davies,ca,DF,,Bayern Munich,Bundesliga,24,2000,12,"1,005",84,79.8,11.2,11,89,9,1,27,1,2.50,34,10,+24,+2.15,+0.03,25.1,6.9,+18.2,+1.63,Matches
681,Ben Davies,wls,DF,,Tottenham,Premier League,31,1993,4,271,68,18.8,3.0,3,80,2,1,30,6,1.75,8,2,+6,+1.99,+1.15,5.5,5.2,+0.4,+0.13,Matches
682,Harvey Davies,eng,GK,,Liverpool,Premier League,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
683,Keinan Davis,eng,FW,,Udinese,it Serie A,26,1998,14,688,49,47.8,7.6,6,82,3,8,25,0,1.21,8,14,-6,-0.78,-0.78,7.2,10.6,-3.4,-0.45,Matches
684,Leif Davis,eng,DF,,Ipswich Town,Premier League,24,2000,16,"1,440",90,100.0,16.0,16,90,16,0,,0,0.75,16,28,-12,-0.75,,15.2,32.7,-17.5,-1.09,Matches
685,Zuriko Davitashvili,ge,MF,FW,Saint-Étienne,Ligue 1,23,2001,15,"1,276",85,94.5,14.2,15,85,10,0,,0,0.87,12,31,-19,-1.34,+2.31,14.5,26.6,-12.1,-0.85,Matches
686,Paweł Dawidowicz,pl,DF,,Hellas Verona,it Serie A,29,1995,8,605,76,42.0,6.7,8,76,6,0,,1,1.13,11,17,-6,-0.89,+0.40,8.6,11.7,-3.2,-0.47,Matches
687,Craig Dawson,eng,DF,,Wolves,Premier League,34,1990,12,886,74,61.5,9.8,9,90,9,3,25,2,0.50,14,23,-9,-0.91,+0.22,9.7,16.9,-7.2,-0.73,Matches
688,Kevin De Bruyne,be,MF,,Manchester City,Premier League,33,1991,10,627,63,43.5,7.0,7,83,2,3,15,1,1.60,17,8,+9,+1.29,+1.73,14.5,7.2,+7.3,+1.04,Matches
689,Charles De Ketelaere,be,MF,FW,Atalanta,it Serie A,23,2001,15,"1,002",67,69.6,11.1,13,73,3,2,24,0,2.27,25,10,+15,+1.35,-0.09,18.0,9.8,+8.1,+0.73,Matches
690,Jeffrey De Lange,nl,GK,,Marseille,Ligue 1,26,1998,0,,,,,0,,0,0,,15,,,,,,,,,,,Matches
691,Rodrigo De Paul,ar,MF,,Atlético Madrid,La Liga,30,1994,16,803,50,52.5,8.9,8,71,2,8,30,0,2.31,20,6,+14,+1.57,+0.83,19.0,6.2,+12.9,+1.44,Matches
692,Théo De Percin,mq,GK,,Auxerre,Ligue 1,23,2001,0,,,,,0,,0,0,,13,,,,,,,,,,,Matches
693,Mattia De Sciglio,it,DF,,Empoli,it Serie A,32,1992,5,174,35,12.1,1.9,1,90,1,4,21,6,1.40,1,5,-4,-2.07,-2.21,0.9,3.2,-2.3,-1.19,Matches
694,Lorenzo De Silvestri,it,DF,,Bologna,it Serie A,36,1988,8,512,64,37.9,5.7,7,72,1,1,9,7,2.38,6,4,+2,+0.35,+0.24,6.0,6.3,-0.3,-0.05,Matches
695,Thibault De Smet,be,DF,,Reims,Ligue 1,26,1998,3,98,33,7.3,1.1,1,90,1,2,4,12,1.67,1,1,0,0.00,-0.14,1.1,1.8,-0.7,-0.64,Matches
696,Koni De Winter,be,DF,,Genoa,it Serie A,22,2002,7,630,90,43.8,7.0,7,90,7,0,,0,0.71,5,15,-10,-1.43,-1.32,7.1,13.9,-6.8,-0.97,Matches
697,Alessandro Deiola,it,MF,,Cagliari,it Serie A,29,1995,12,643,54,44.7,7.1,7,77,4,5,20,4,0.67,6,11,-5,-0.70,-0.02,10.7,12.8,-2.2,-0.30,Matches
698,Romain Del Castillo,fr,FW,,Brest,Ligue 1,28,1996,13,789,61,58.4,8.8,9,76,2,4,27,0,1.00,12,18,-6,-0.68,-1.17,11.0,14.9,-3.9,-0.44,Matches
699,Tommaso Del Lungo,it,DF,,Atalanta,it Serie A,21,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
700,Enrico Del Prato,it,DF,,Parma,it Serie A,25,1999,15,"1,274",85,88.5,14.2,13,90,13,2,52,0,0.93,21,26,-5,-0.35,-0.35,18.3,25.0,-6.7,-0.47,Matches
701,Liam Delap,eng,FW,,Ipswich Town,Premier League,21,2003,16,"1,186",74,82.4,13.2,15,78,1,1,18,0,0.75,12,21,-9,-0.68,+0.38,12.0,24.0,-11.9,-0.91,Matches
702,Fisayo Dele-Bashiru,ng,MF,FW,Lazio,it Serie A,23,2001,8,345,43,24.0,3.8,4,71,2,4,15,8,1.63,5,6,-1,-0.26,-0.92,4.4,3.6,+0.8,+0.21,Matches
703,Alessandro Dellavalle,it,DF,,Torino,it Serie A,20,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
704,Adam Delplace,fr,GK,,Lens,Ligue 1,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
705,Olivier Deman,be,DF,,Werder Bremen,Bundesliga,24,2000,8,64,8,5.1,0.7,0,,0,8,8,6,1.88,1,0,+1,+1.41,+1.63,2.2,0.9,+1.3,+1.87,Matches
706,Ali Dembélé,fr,DF,,Torino,it Serie A,20,2004,7,75,11,5.2,0.8,0,,0,7,11,9,2.29,1,3,-2,-2.40,-2.33,1.0,2.1,-1.0,-1.26,Matches
707,Ousmane Dembélé,fr,FW,,Paris S-G,Ligue 1,27,1997,15,899,60,62.4,10.0,10,78,3,5,24,1,2.47,29,8,+21,+2.10,+0.61,26.6,10.0,+16.6,+1.66,Matches
708,Ermedin Demirović,ba,FW,,Stuttgart,Bundesliga,26,1998,14,879,63,69.8,9.8,10,79,3,4,22,0,1.64,19,18,+1,+0.10,-0.84,18.1,13.4,+4.7,+0.48,Matches
709,Sepp van den Berg,nl,DF,,Brentford,Premier League,22,2001,14,"1,174",84,81.5,13.0,13,89,11,1,16,1,1.43,27,27,0,0.00,-0.68,20.5,22.8,-2.3,-0.18,Matches
710,Will Dennis,eng,GK,,Bournemouth,Premier League,24,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
711,Rémy Descamps,fr,GK,,Lyon,Ligue 1,28,1996,0,,,,,0,,0,0,,13,,,,,,,,,,,Matches
712,Arthur Desmas,fr,GK,,Le Havre,Ligue 1,30,1994,15,"1,350",90,100.0,15.0,15,90,15,0,,0,0.80,11,29,-18,-1.20,,15.1,25.4,-10.3,-0.68,Matches
713,Justin Devenny,nir,MF,,Crystal Palace,Premier League,21,2003,6,207,35,14.4,2.3,2,73,0,4,15,2,1.50,3,2,+1,+0.43,+0.80,3.2,4.5,-1.3,-0.55,Matches
714,Alfie Devine,eng,MF,,Tottenham,Premier League,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
715,Kiernan Dewsbury-Hall,eng,MF,,Chelsea,Premier League,26,1998,5,59,12,4.1,0.7,0,,0,5,12,4,2.40,2,2,0,0.00,-1.17,0.9,1.2,-0.3,-0.46,Matches
716,Gianluca Di Chiara,it,DF,MF,Parma,it Serie A,30,1993,0,,,,,0,,0,0,,11,,,,,,,,,,,Matches
717,Raffaele Di Gennaro,it,GK,,Inter,it Serie A,31,1993,0,,,,,0,,0,0,,13,,,,,,,,,,,Matches
718,Michele Di Gregorio,it,GK,,Juventus,it Serie A,27,1997,11,990,90,68.8,11.0,11,90,11,0,,5,1.73,18,9,+9,+0.82,-0.18,15.2,8.0,+7.2,+0.66,Matches
719,Giovanni Di Lorenzo,it,DF,,Napoli,it Serie A,31,1993,16,"1,440",90,100.0,16.0,16,90,16,0,,0,2.19,24,11,+13,+0.81,,23.4,13.4,+10.0,+0.63,Matches
720,Alessandro Di Pardo,it,DF,MF,Cagliari,it Serie A,25,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
721,Boulaye Dia,sn,MF,FW,Lazio,it Serie A,28,1996,13,792,61,55.0,8.8,10,69,1,3,36,2,2.15,20,8,+12,+1.36,+2.06,14.4,6.9,+7.5,+0.86,Matches
722,Mamadou Diakhon,fr,FW,MF,Reims,Ligue 1,19,2005,11,152,14,11.3,1.7,0,,0,11,14,4,1.09,3,3,0,0.00,-0.15,3.5,2.6,+0.9,+0.51,Matches
723,Bafodé Diakité,fr,DF,,Lille,Ligue 1,23,2001,15,"1,350",90,100.0,15.0,15,90,15,0,,0,1.80,25,15,+10,+0.67,,24.9,18.3,+6.6,+0.44,Matches
724,Oumar Diakité,ci,FW,,Reims,Ligue 1,20,2003,14,"1,061",76,78.6,11.8,14,76,0,0,,0,1.43,16,12,+4,+0.34,+0.96,14.6,16.3,-1.8,-0.15,Matches
725,Amad Diallo,ci,FW,DF,Manchester Utd,Premier League,22,2002,14,886,63,61.5,9.8,9,85,5,5,25,2,1.29,17,11,+6,+0.61,+1.26,15.3,13.9,+1.4,+0.14,Matches
726,Tidiane Diallo,fr,FW,,Strasbourg,Ligue 1,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
727,Assane Diao,es,FW,,Betis,La Liga,19,2005,9,252,28,16.5,2.8,2,62,0,7,18,8,1.67,3,4,-1,-0.36,-0.36,3.8,6.0,-2.2,-0.78,Matches
728,Habib Diarra,sn,MF,FW,Strasbourg,Ligue 1,20,2004,14,"1,190",85,88.1,13.2,14,85,8,0,,0,1.21,22,23,-1,-0.08,+0.49,19.2,24.8,-5.6,-0.42,Matches
729,Moussa Diarra,ml,DF,,Alavés,La Liga,24,2000,12,849,71,55.5,9.4,9,87,8,3,22,5,0.58,10,18,-8,-0.85,-0.72,9.3,14.4,-5.1,-0.54,Matches
730,Rúben Dias,pt,DF,,Manchester City,Premier League,27,1997,13,"1,087",84,75.5,12.1,12,90,12,1,7,0,2.08,24,14,+10,+0.83,+2.10,21.8,15.7,+6.1,+0.50,Matches
731,Alassane Diatta,sn,MF,,Villarreal,La Liga,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
732,Krépin Diatta,sn,DF,,Monaco,Ligue 1,25,1999,6,196,33,13.6,2.2,1,90,1,5,21,2,1.67,0,2,-2,-0.92,-1.79,2.0,2.1,-0.1,-0.06,Matches
733,Kandet Diawara,gn,FW,,Le Havre,Ligue 1,24,2000,1,4,4,0.3,0.0,0,,0,1,4,0,0.00,0,1,-1,-22.50,-21.36,0.0,0.8,-0.8,-17.74,Matches
734,Mahamadou Diawara,fr,MF,,Lyon,Ligue 1,19,2005,2,16,8,1.2,0.2,0,,0,2,8,3,0.00,0,1,-1,-5.63,-6.16,0.1,0.4,-0.2,-1.28,Matches
735,Brahim Díaz,ma,FW,MF,Real Madrid,La Liga,25,1999,12,496,41,32.4,5.5,5,62,2,7,26,0,2.00,18,6,+12,+2.18,+1.39,13.7,4.0,+9.6,+1.75,Matches
736,Luis Díaz,co,FW,,Liverpool,Premier League,27,1997,15,880,59,65.2,9.8,10,76,3,5,24,0,2.40,25,6,+19,+1.94,+2.13,23.0,8.4,+14.5,+1.49,Matches
737,Pedro Díaz,es,MF,,Rayo Vallecano,La Liga,26,1998,8,194,24,12.7,2.2,2,51,0,6,16,9,0.88,2,1,+1,+0.46,+0.60,1.8,3.1,-1.3,-0.58,Matches
738,Tyler Dibling,eng,MF,FW,Southampton,Premier League,18,2006,15,930,62,64.6,10.3,10,79,5,5,28,0,0.33,10,24,-14,-1.35,+0.59,11.9,23.0,-11.1,-1.07,Matches
739,Diego,es,FW,MF,Leganés,La Liga,24,2000,10,394,39,25.8,4.4,4,81,2,6,12,5,1.10,3,6,-3,-0.69,-0.29,3.0,6.5,-3.5,-0.80,Matches
740,Justin Diehl,de,FW,DF,Stuttgart,Bundesliga,20,2004,5,83,17,6.6,0.9,0,,0,5,17,2,1.40,4,1,+3,+3.25,+3.10,3.0,1.0,+2.1,+2.24,Matches
741,Bamba Dieng,sn,FW,,Angers,Ligue 1,24,2000,11,391,36,29.0,4.3,4,73,1,7,14,0,1.09,7,8,-1,-0.23,+0.80,6.1,7.5,-1.3,-0.30,Matches
742,Eric Dier,eng,DF,,Bayern Munich,Bundesliga,30,1994,5,109,22,8.7,1.2,1,63,0,4,12,9,2.00,1,3,-2,-1.65,-4.15,2.5,1.6,+0.9,+0.73,Matches
743,Lucas Digne,fr,DF,,Aston Villa,Premier League,31,1993,16,"1,165",73,80.9,12.9,14,79,5,2,28,0,1.56,16,19,-3,-0.23,-0.89,18.1,15.2,+2.9,+0.23,Matches
744,Kembo Diliwidi,fr,FW,,Lens,Ligue 1,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
745,Federico Dimarco,it,DF,,Inter,it Serie A,27,1997,14,"1,105",79,81.9,12.3,14,79,5,0,,1,2.07,31,11,+20,+1.63,-0.21,21.8,11.6,+10.2,+0.83,Matches
746,Stole Dimitrievski,mk,GK,,Valencia,La Liga,30,1993,2,180,90,12.5,2.0,2,90,2,0,,14,0.50,1,2,-1,-0.50,+0.14,2.9,2.4,+0.5,+0.24,Matches
747,Junior Dina Ebimbe,fr,MF,FW,Eint Frankfurt,Bundesliga,24,2000,6,281,47,22.3,3.1,3,61,0,3,33,2,1.83,7,4,+3,+0.96,-0.05,5.1,6.1,-1.0,-0.34,Matches
748,Eren Dinkçi,de,MF,,Freiburg,Bundesliga,23,2001,11,621,56,49.3,6.9,7,72,2,4,30,0,1.64,8,10,-2,-0.29,-0.71,11.2,7.2,+3.9,+0.57,Matches
749,Sinaly Diomande,ci,DF,,Auxerre,Ligue 1,23,2001,9,700,78,51.9,7.8,8,84,7,1,25,3,1.11,14,15,-1,-0.13,-0.27,12.1,16.1,-4.0,-0.51,Matches
750,Lois Diony,fr,FW,,Angers,Ligue 1,31,1992,1,21,21,1.6,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+0.81,0.1,0.3,-0.2,-0.86,Matches
751,Edan Diop,fr,MF,,Monaco,Ligue 1,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
752,Issa Diop,fr,DF,,Fulham,Premier League,27,1997,11,753,68,52.3,8.4,8,90,8,3,11,5,1.55,12,10,+2,+0.24,+0.24,9.0,10.9,-1.8,-0.22,Matches
753,Sérigné Diop,sn,FW,,Brest,Ligue 1,19,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
754,Sofiane Diop,fr,MF,FW,Nice,Ligue 1,24,2000,12,473,39,35.0,5.3,4,83,1,8,18,0,1.67,12,9,+3,+0.57,-0.04,11.0,7.3,+3.7,+0.71,Matches
755,Andy Diouf,fr,MF,,Lens,Ligue 1,21,2003,15,"1,024",68,75.9,11.4,12,79,4,3,25,0,1.60,12,10,+2,+0.18,-0.65,16.7,14.0,+2.7,+0.23,Matches
756,Yehvann Diouf,fr,GK,,Reims,Ligue 1,25,1999,15,"1,350",90,100.0,15.0,15,90,15,0,,0,1.33,20,18,+2,+0.13,,19.0,22.7,-3.7,-0.25,Matches
757,Assane Dioussé,sn,MF,,Auxerre,Ligue 1,27,1997,4,26,7,1.9,0.3,0,,0,4,7,11,1.75,1,1,0,0.00,0.00,1.1,0.8,+0.3,+1.06,Matches
758,Axel Disasi,fr,DF,,Chelsea,Premier League,26,1998,3,184,61,12.8,2.0,2,75,1,1,34,6,3.00,5,1,+4,+1.96,+0.95,6.4,3.4,+3.0,+1.46,Matches
759,Roman Dixon,eng,DF,,Everton,Premier League,19,2004,1,90,90,6.7,1.0,1,90,1,0,,5,0.00,0,4,-4,-4.00,-3.79,1.0,2.4,-1.5,-1.45,Matches
760,Álvaro djaló,es,FW,,Athletic Club,La Liga,25,1999,12,445,37,27.5,4.9,4,59,0,8,26,4,1.83,6,5,+1,+0.20,-0.56,6.5,5.0,+1.6,+0.31,Matches
761,Djené,tg,DF,,Getafe,La Liga,32,1991,15,"1,217",81,79.5,13.5,15,81,11,0,,0,1.07,10,9,+1,+0.07,+1.22,12.2,13.2,-1.0,-0.08,Matches
762,Berat Djimsiti,al,DF,,Atalanta,it Serie A,31,1993,14,"1,052",75,73.1,11.7,12,83,10,2,27,0,2.21,27,14,+13,+1.11,-0.98,20.6,12.0,+8.6,+0.74,Matches
763,Marko Dmitrović,rs,GK,,Leganés,La Liga,32,1992,11,990,90,64.7,11.0,11,90,11,0,,6,1.18,12,16,-4,-0.36,+0.30,7.7,18.2,-10.5,-0.95,Matches
764,Alan Do Marcolino,ga,FW,,Rennes,Ligue 1,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
765,Ritsu Doan,jp,FW,MF,Freiburg,Bundesliga,26,1998,14,"1,179",84,93.6,13.1,14,84,6,0,,0,1.71,20,18,+2,+0.15,+1.26,19.6,14.5,+5.1,+0.39,Matches
766,Dodô,br,DF,,Fiorentina,it Serie A,26,1998,15,"1,340",89,99.3,14.9,15,89,14,0,,0,1.94,28,11,+17,+1.14,+1.14,20.9,14.2,+6.7,+0.45,Matches
767,Danilho Doekhi,nl,DF,,Union Berlin,Bundesliga,26,1998,14,"1,260",90,100.0,14.0,14,90,14,0,,0,1.21,13,15,-2,-0.14,,14.4,16.4,-2.0,-0.14,Matches
768,Matt Doherty,ie,DF,,Wolves,Premier League,32,1992,9,444,49,30.8,4.9,5,82,3,4,9,7,0.78,5,16,-11,-2.23,-1.78,5.5,6.5,-1.0,-0.20,Matches
769,Jeremy Doku,be,FW,MF,Manchester City,Premier League,22,2002,12,618,52,42.9,6.9,7,75,1,5,18,1,1.75,14,7,+7,+1.02,+1.24,13.3,6.6,+6.7,+0.97,Matches
770,Jaume Doménech,es,GK,,Valencia,La Liga,34,1990,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
771,Marc Domenech,es,FW,,Mallorca,La Liga,18,2006,3,115,38,7.1,1.3,2,53,0,1,9,9,1.33,1,1,0,0.00,+0.18,1.1,0.8,+0.3,+0.23,Matches
772,Álex Domínguez,es,GK,,Toulouse,Ligue 1,26,1998,1,19,19,1.4,0.2,0,,0,1,19,14,3.00,0,0,0,0.00,0.00,0.5,0.1,+0.4,+1.74,Matches
773,Benjamín Domínguez,ar,FW,,Bologna,it Serie A,21,2003,4,234,59,17.3,2.6,3,75,0,1,8,8,2.00,5,1,+4,+1.54,+1.62,2.8,2.1,+0.7,+0.27,Matches
774,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,23,2001,6,344,57,22.5,3.8,4,79,3,2,15,10,1.67,7,6,+1,+0.26,+0.57,4.1,4.2,-0.1,-0.04,Matches
775,Israel Domínguez,es,FW,,Sevilla,La Liga,21,2003,1,18,18,1.2,0.2,0,,0,1,18,1,0.00,0,0,0,0.00,+0.30,0.8,0.0,+0.8,+4.19,Matches
776,Nicolás Domínguez,ar,MF,FW,Nott'ham Forest,Premier League,26,1998,14,780,56,54.2,8.7,9,76,4,5,20,2,1.86,8,11,-3,-0.35,-1.03,9.3,10.8,-1.6,-0.18,Matches
777,Sergi Dominguez,es,DF,,Barcelona,La Liga,19,2005,3,172,57,10.6,1.9,2,71,0,1,30,14,2.00,8,4,+4,+2.09,+0.48,4.3,4.3,0.0,+0.01,Matches
778,Antonio Donnarumma,it,GK,,Torino,it Serie A,34,1990,0,,,,,0,,0,0,,16,,,,,,,,,,,Matches
779,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,25,1999,12,"1,011",84,70.2,11.2,12,84,11,0,,2,2.50,32,10,+22,+1.96,+0.28,31.7,9.7,+22.0,+1.96,Matches
780,Ifenna Dorgu,dk,FW,,Genoa,it Serie A,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
781,Patrick Dorgu,dk,FW,DF,Lecce,it Serie A,20,2004,15,"1,300",87,90.3,14.4,15,87,13,0,,0,1.00,10,27,-17,-1.18,-1.18,15.1,22.2,-7.1,-0.49,Matches
782,Alfie Dorrington,eng,DF,,Tottenham,Premier League,19,2005,1,14,14,1.0,0.2,0,,0,1,14,0,3.00,0,0,0,0.00,-1.07,0.4,0.0,+0.4,+2.56,Matches
783,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,26,1998,1,32,32,2.5,0.4,0,,0,1,32,0,1.00,0,0,0,0.00,+0.81,0.1,0.7,-0.6,-1.79,Matches
784,Niklas Dorsch,de,MF,,Heidenheim,Bundesliga,26,1998,10,558,56,44.3,6.2,7,71,0,3,21,0,0.40,6,14,-8,-1.29,-0.65,6.5,8.1,-1.6,-0.25,Matches
785,Alberto Dossena,it,DF,,Como,it Serie A,26,1998,12,"1,047",87,72.7,11.6,12,87,8,0,,3,0.83,13,20,-7,-0.60,+0.09,13.3,14.0,-0.6,-0.05,Matches
786,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,31,1993,13,983,76,72.8,10.9,12,81,6,1,8,1,1.15,9,14,-5,-0.46,+0.03,9.2,15.2,-6.0,-0.55,Matches
787,Cheick Doucouré,ml,MF,,Crystal Palace,Premier League,24,2000,8,247,31,17.2,2.7,3,51,0,5,19,3,1.25,3,4,-1,-0.36,-0.14,4.2,5.4,-1.2,-0.43,Matches
788,Sékou Doucoure,fr,DF,,Nantes,Ligue 1,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
789,Désiré Doué,fr,FW,,Paris S-G,Ligue 1,19,2005,13,588,45,40.8,6.5,5,75,1,8,27,1,2.54,13,9,+4,+0.61,-2.13,15.0,7.4,+7.6,+1.16,Matches
790,Guela Doué,ci,DF,,Strasbourg,Ligue 1,22,2002,14,"1,260",90,93.3,14.0,14,90,14,0,,0,1.21,23,23,0,0.00,+2.00,18.4,24.2,-5.8,-0.41,Matches
791,Douglas,br,MF,,Nantes,Ligue 1,27,1997,13,"1,116",86,82.7,12.4,13,86,8,0,,1,0.77,13,21,-8,-0.65,-1.03,14.0,19.8,-5.8,-0.47,Matches
792,Ismaël Doukouré,fr,MF,DF,Strasbourg,Ligue 1,21,2003,13,"1,059",81,78.4,11.8,13,81,8,0,,0,1.31,21,17,+4,+0.34,+2.20,16.7,19.1,-2.4,-0.20,Matches
