Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
11,Pape Abou Cissé,sn,DF,,Saint-Étienne,Ligue 1,24,1995,14,"1,260",90,36.8,14.0,14,90,14,0,,1,1.64,21,18,+3,+0.21,+0.84,20.0,19.6,+0.4,+0.03,Matches
12,Abdel Abqar,ma,DF,,Alavés,La Liga,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
13,David Abraham,ar,DF,,Eint Frankfurt,Bundesliga,34,1986,14,"1,222",87,39.9,13.6,14,87,12,0,,0,1.64,25,17,+8,+0.59,+0.20,24.9,15.8,+9.1,+0.67,Matches
14,Tammy Abraham,eng,FW,,Chelsea,Premier League,22,1997,22,"1,040",47,30.4,11.6,12,74,7,10,15,8,1.77,23,12,+11,+0.95,+0.54,20.0,8.2,+11.8,+1.02,Matches
15,Amir Abrashi,al,MF,DF,Freiburg,Bundesliga,30,1990,5,60,12,2.0,0.7,0,,0,5,12,7,2.40,1,1,0,0.00,0.00,1.0,1.3,-0.3,-0.44,Matches
16,Gennaro Acampora,it,MF,FW,Spezia,Serie A,26,1994,14,441,32,12.9,4.9,2,90,1,12,22,9,0.86,8,12,-4,-0.82,-0.33,6.1,9.3,-3.2,-0.64,Matches
17,Francesco Acerbi,it,DF,,Lazio,Serie A,32,1988,32,"2,813",88,82.3,31.3,32,88,30,0,,0,1.88,51,44,+7,+0.22,+0.37,48.6,39.2,+9.3,+0.30,Matches
18,Ragnar Ache,de,FW,DF,Eint Frankfurt,Bundesliga,22,1998,7,100,14,3.3,1.1,0,,0,7,14,3,2.29,4,1,+3,+2.70,+2.30,1.9,2.2,-0.2,-0.22,Matches
19,Marcos Acuña,ar,DF,,Sevilla,La Liga,28,1991,30,"2,330",78,68.1,25.9,26,83,22,4,46,1,1.97,37,28,+9,+0.35,-0.56,41.1,23.8,+17.3,+0.67,Matches
20,Che Adams,sct,FW,,Southampton,Premier League,24,1996,36,"2,667",74,78.0,29.6,30,84,16,6,25,0,1.11,39,51,-12,-0.40,+0.67,32.1,37.4,-5.3,-0.18,Matches
21,Tyler Adams,us,MF,DF,RB Leipzig,Bundesliga,21,1999,27,"1,850",69,60.5,20.6,21,83,13,6,20,1,2.11,35,19,+16,+0.78,-0.11,37.0,18.7,+18.2,+0.89,Matches
22,Sargis Adamyan,am,FW,MF,Hoffenheim,Bundesliga,27,1993,18,479,27,15.7,5.3,3,77,1,15,16,6,1.50,13,6,+7,+1.32,+1.63,11.1,10.4,+0.7,+0.13,Matches
23,Tosin Adarabioyo,eng,DF,,Fulham,Premier League,22,1997,33,"2,953",89,86.3,32.8,33,89,32,0,,1,0.85,24,41,-17,-0.52,+1.22,35.8,46.2,-10.4,-0.32,Matches
24,Enzo Adeagbo,ch,DF,,Lazio,Serie A,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
25,Bobby Adekanye,nl,FW,MF,Lazio,Serie A,21,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
26,Bobby Adekanye,nl,FW,MF,Cádiz,La Liga,21,1999,3,36,12,1.1,0.4,0,,0,3,12,6,2.33,0,0,0,0.00,+0.59,0.9,0.5,+0.4,+0.91,Matches
27,Yacine Adli,fr,MF,,Bordeaux,Ligue 1,20,2000,35,"2,418",69,70.7,26.9,25,84,16,10,32,0,1.17,28,47,-19,-0.71,-1.16,30.4,40.4,-9.9,-0.37,Matches
28,Andrea Adorante,it,FW,,Parma,Serie A,20,2000,1,10,10,0.3,0.1,0,,0,1,10,5,0.00,0,1,-1,-9.00,-7.87,0.0,0.9,-0.8,-7.55,Matches
29,Adrián,es,GK,,Liverpool,Premier League,33,1987,3,270,90,7.9,3.0,3,90,3,0,,27,1.33,6,9,-3,-1.00,-1.83,7.1,4.6,+2.4,+0.81,Matches
30,Martin Agirregabiria,es,DF,MF,Alavés,La Liga,24,1996,26,"1,558",60,45.6,17.3,16,83,11,10,24,12,1.12,19,31,-12,-0.69,-0.26,16.7,26.0,-9.3,-0.54,Matches
31,Giuseppe Agostino,it,GK,,Genoa,Serie A,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
32,Lucien Agoume,fr,MF,,Spezia,Serie A,18,2002,12,800,67,23.4,8.9,9,84,6,3,13,22,1.08,14,14,0,0.00,+0.69,12.6,16.1,-3.5,-0.39,Matches
33,Felix Agu,de,DF,,Werder Bremen,Bundesliga,20,1999,15,701,47,22.9,7.8,8,76,5,7,13,16,1.00,12,15,-3,-0.39,+0.30,8.7,14.8,-6.1,-0.78,Matches
34,Kevin Agudelo,co,FW,,Spezia,Serie A,21,1998,29,"1,356",47,39.6,15.1,14,72,4,15,23,8,1.03,26,26,0,0.00,+0.87,19.7,22.7,-3.0,-0.20,Matches
35,Nayef Aguerd,ma,DF,,Rennes,Ligue 1,24,1996,35,"3,147",90,92.0,35.0,35,90,34,0,,0,1.54,46,36,+10,+0.29,-0.37,41.7,35.0,+6.7,+0.19,Matches
36,Sergio Agüero,ar,FW,,Manchester City,Premier League,32,1988,12,559,47,16.3,6.2,7,69,2,5,16,7,2.42,11,4,+7,+1.13,-0.26,10.9,4.5,+6.4,+1.03,Matches
37,Ruben Aguilar,fr,DF,MF,Monaco,Ligue 1,27,1993,33,"2,225",67,65.1,24.7,27,79,15,6,14,2,1.97,37,30,+7,+0.28,-1.75,38.2,24.8,+13.4,+0.54,Matches
38,Naouirou Ahamada,fr,MF,,Stuttgart,Bundesliga,18,2002,6,252,42,8.2,2.8,3,43,0,3,41,6,0.50,3,12,-9,-3.21,-3.53,4.9,7.0,-2.1,-0.75,Matches
39,Sören Ahlers,de,GK,,Schalke 04,Bundesliga,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
40,Matteo Ahlinvi,bj,MF,,Nîmes,Ligue 1,21,1999,20,899,45,26.3,10.0,10,77,5,10,13,14,0.75,5,21,-16,-1.60,-1.07,9.2,21.8,-12.6,-1.26,Matches
41,Jean-Eudes Aholou,ci,MF,,Strasbourg,Ligue 1,26,1994,27,"2,146",79,62.7,23.8,26,82,14,1,17,0,1.19,34,38,-4,-0.17,+0.19,34.0,35.3,-1.2,-0.05,Matches
42,Jean-Eudes Aholou,ci,MF,,Monaco,Ligue 1,26,1994,2,36,18,1.1,0.4,0,,0,2,18,1,2.00,0,0,0,0.00,-0.90,0.2,0.5,-0.4,-0.93,Matches
43,Antonis Aidonis,de,DF,,Stuttgart,Bundesliga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
44,Joseph Aidoo,gh,DF,,Celta Vigo,La Liga,24,1995,25,"1,289",52,37.7,14.3,14,80,11,11,15,10,1.76,26,22,+4,+0.28,+0.53,20.1,19.1,+1.0,+0.07,Matches
45,Ola Aina,ng,DF,,Fulham,Premier League,23,1996,31,"2,664",86,77.9,29.6,31,86,24,0,,4,0.84,22,36,-14,-0.47,+0.96,30.4,42.0,-11.6,-0.39,Matches
46,Rayan Aït-Nouri,dz,DF,,Wolves,Premier League,19,2001,21,"1,404",67,41.1,15.6,16,83,10,5,15,8,1.00,16,23,-7,-0.45,-0.05,15.1,18.5,-3.5,-0.22,Matches
47,Rayan Aït-Nouri,dz,DF,,Angers,Ligue 1,19,2001,3,187,62,5.5,2.1,2,80,0,1,28,0,1.00,3,8,-5,-2.41,-2.04,2.0,5.7,-3.7,-1.79,Matches
48,Semi Ajayi,ng,DF,,West Brom,Premier League,26,1993,33,"2,780",84,81.3,30.9,31,88,30,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.1,58.7,-32.6,-1.06,Matches
49,Ludovic Ajorque,fr,FW,,Strasbourg,Ligue 1,26,1994,35,"2,967",85,86.8,33.0,34,87,28,1,25,1,1.20,46,49,-3,-0.09,+1.10,48.7,45.0,+3.7,+0.11,Matches
50,Manuel Akanji,ch,DF,,Dortmund,Bundesliga,25,1995,28,"2,350",84,76.8,26.1,26,89,23,2,25,0,1.82,60,37,+23,+0.88,+0.12,53.4,30.9,+22.5,+0.86,Matches
51,Carlos Akapo,gq,DF,,Cádiz,La Liga,27,1993,13,865,67,25.3,9.6,10,74,7,3,41,14,1.46,10,8,+2,+0.21,+1.05,8.7,10.2,-1.5,-0.15,Matches
52,Marley Aké,fr,MF,,Juventus,Serie A,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
53,Marley Aké,fr,FW,,Marseille,Ligue 1,19,2001,9,146,16,4.3,1.6,0,,0,9,16,11,1.56,3,3,0,0.00,-0.19,3.1,3.4,-0.4,-0.23,Matches
54,Nathan Aké,nl,DF,,Manchester City,Premier League,25,1995,10,797,80,23.3,8.9,9,86,8,1,20,7,1.70,16,13,+3,+0.34,-1.31,15.6,9.4,+6.2,+0.70,Matches
55,Paul Akouokou,ci,MF,,Betis,La Liga,22,1997,10,378,38,11.1,4.2,4,75,1,6,13,21,1.50,6,3,+3,+0.71,+0.80,7.3,4.3,+3.0,+0.71,Matches
56,Jean-Daniel Akpa-Akpro,ci,MF,,Lazio,Serie A,27,1992,32,"1,056",33,30.9,11.7,6,83,2,26,22,4,2.00,18,15,+3,+0.26,+0.14,15.0,13.8,+1.2,+0.11,Matches
57,Kevin Akpoguma,ng,DF,,Hoffenheim,Bundesliga,25,1995,16,"1,184",74,38.7,13.2,14,83,10,2,14,2,1.06,21,22,-1,-0.08,-0.03,20.0,22.7,-2.7,-0.20,Matches
58,David Alaba,at,DF,MF,Bayern Munich,Bundesliga,28,1992,32,"2,675",84,87.4,29.7,30,88,27,2,23,0,2.25,82,43,+39,+1.31,-2.43,62.7,37.5,+25.2,+0.85,Matches
59,Sofiane Alakouch,ma,DF,,Nîmes,Ligue 1,22,1998,22,"1,505",68,44.0,16.7,17,84,9,5,17,9,0.77,22,34,-12,-0.72,+0.18,19.8,28.4,-8.6,-0.51,Matches
60,Jony Álamo,es,MF,,Elche,La Liga,18,2001,1,73,73,2.1,0.8,1,73,0,0,,15,1.00,2,1,+1,+1.23,+1.82,0.6,0.8,-0.2,-0.29,Matches
61,Lucas Alario,ar,FW,,Leverkusen,Bundesliga,27,1992,25,"1,245",50,40.7,13.8,12,75,3,13,27,4,1.56,21,15,+6,+0.43,+0.04,17.6,15.3,+2.4,+0.17,Matches
62,Fabrizio Alastra,it,GK,,Parma,Serie A,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
63,David Alba,es,MF,,Getafe,La Liga,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
64,Jordi Alba,es,DF,FW,Barcelona,La Liga,31,1989,35,"3,025",86,88.5,33.6,34,88,28,1,45,1,2.14,79,34,+45,+1.34,+0.88,66.4,35.4,+31.1,+0.92,Matches
65,Luis Alberto,es,MF,,Lazio,Serie A,27,1992,34,"2,618",77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,45.6,34.2,+11.4,+0.39,Matches
66,Raúl Albiol,es,DF,,Villarreal,La Liga,34,1985,35,"3,115",89,91.1,34.6,35,89,31,0,,2,1.40,51,42,+9,+0.26,-1.81,51.1,38.8,+12.3,+0.35,Matches
67,Julian Albrecht,de,MF,,Hertha BSC,Bundesliga,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
68,Marc Albrighton,eng,DF,FW,Leicester City,Premier League,30,1989,31,"1,746",56,51.1,19.4,17,80,9,14,27,7,1.90,36,22,+14,+0.72,+0.51,30.5,24.1,+6.4,+0.33,Matches
69,Paco Alcácer,es,FW,,Villarreal,La Liga,26,1993,27,"1,544",57,45.1,17.2,19,71,1,8,24,2,1.44,25,22,+3,+0.17,-0.45,23.5,19.1,+4.5,+0.26,Matches
70,Pedro Alcalá,es,DF,,Cádiz,La Liga,31,1989,13,909,70,26.6,10.1,8,87,7,5,42,20,0.77,12,25,-13,-1.29,-0.96,10.7,17.5,-6.8,-0.67,Matches
71,Thiago Alcántara,es,MF,,Liverpool,Premier League,29,1991,24,"1,854",77,54.2,20.6,20,85,13,4,40,1,1.71,34,18,+16,+0.78,+0.20,38.5,22.2,+16.4,+0.79,Matches
72,Rubén Alcaraz,es,MF,,Valladolid,La Liga,29,1991,30,"2,165",72,63.3,24.1,25,82,15,5,22,1,0.90,24,39,-15,-0.62,-0.05,27.6,30.9,-3.3,-0.14,Matches
73,Omar Alderete,py,DF,,Hertha BSC,Bundesliga,23,1996,17,"1,299",76,42.5,14.4,14,89,13,3,18,12,1.18,17,19,-2,-0.14,+0.32,18.7,17.9,+0.8,+0.06,Matches
74,Toby Alderweireld,be,DF,,Tottenham,Premier League,31,1989,25,"2,240",90,65.5,24.9,25,90,24,0,,10,1.80,44,25,+19,+0.76,+0.46,33.9,29.4,+4.5,+0.18,Matches
75,Iván Alejo,es,MF,FW,Cádiz,La Liga,25,1995,22,827,38,24.2,9.2,6,69,0,16,26,12,1.36,10,13,-3,-0.33,+0.33,9.4,13.7,-4.2,-0.46,Matches
76,Carles Aleñá,es,MF,,Barcelona,La Liga,22,1998,2,48,24,1.4,0.5,0,,0,2,24,14,3.00,1,0,+1,+1.87,+0.65,0.5,2.0,-1.4,-2.66,Matches
77,Carles Aleñá,es,MF,FW,Getafe,La Liga,22,1998,22,"1,366",62,39.9,15.2,15,83,6,7,18,0,0.95,10,21,-11,-0.72,-0.55,16.5,15.3,+1.3,+0.08,Matches
78,Kyle Alex John,eng,DF,,Everton,Premier League,19,2001,0,,,,,0,,,0,,6,,,,,,,,,,,Matches
79,Rúnar Alex Rúnarsson,is,GK,,Arsenal,Premier League,25,1995,1,16,16,0.5,0.2,0,,0,1,16,21,0.00,0,0,0,0.00,-0.42,0.2,0.4,-0.3,-1.36,Matches
80,Rúnar Alex Rúnarsson,is,GK,,Dijon,Ligue 1,25,1995,0,,,,,0,,,0,,3,,,,,,,,,,,Matches
81,Trent Alexander-Arnold,eng,DF,,Liverpool,Premier League,21,1998,36,"3,031",84,88.6,33.7,34,88,30,2,19,0,1.81,60,40,+20,+0.59,-0.79,61.2,37.5,+23.8,+0.71,Matches
82,Alfon,es,MF,,Celta Vigo,La Liga,21,1999,2,34,17,1.0,0.4,0,,0,2,17,3,0.50,0,0,0,0.00,+0.05,0.2,0.2,0.0,+0.07,Matches
83,Alfonso,mz,DF,MF,Hoffenheim,Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
84,Mohamed Ali Cho,fr,FW,MF,Angers,Ligue 1,16,2004,21,348,17,10.2,3.9,1,65,0,20,14,10,0.67,5,8,-3,-0.78,-0.34,5.6,5.8,-0.2,-0.05,Matches
85,Marco Alia,al,GK,,Lazio,Serie A,20,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,Matches
86,Ezgjan Alioski,mk,DF,MF,Leeds United,Premier League,28,1992,36,"2,461",68,72.0,27.3,29,79,19,7,22,2,1.64,47,35,+12,+0.44,+0.81,45.0,41.3,+3.7,+0.13,Matches
87,Rachid Alioui,ma,FW,,Angers,Ligue 1,28,1992,1,15,15,0.4,0.2,0,,0,1,15,0,1.00,0,0,0,0.00,+0.48,0.0,0.0,0.0,+0.05,Matches
88,Alisson,br,GK,,Liverpool,Premier League,27,1992,33,"2,970",90,86.8,33.0,33,90,33,0,,0,1.88,58,32,+26,+0.79,+0.79,58.3,36.7,+21.6,+0.66,Matches
89,Saturnin Allagbé,bj,GK,,Dijon,Ligue 1,26,1993,12,"1,080",90,31.6,12.0,12,90,12,0,,20,0.67,6,30,-24,-2.00,-1.08,10.8,23.1,-12.3,-1.03,Matches
90,Allan,br,MF,,Everton,Premier League,29,1991,24,"2,051",85,60.0,22.8,23,88,21,1,33,2,1.54,27,30,-3,-0.13,-0.26,29.5,30.1,-0.6,-0.03,Matches
91,Dele Alli,eng,MF,,Tottenham,Premier League,24,1996,15,620,41,18.1,6.9,7,70,1,8,16,8,1.33,11,9,+2,+0.29,-0.38,11.0,8.8,+2.1,+0.31,Matches
92,Miguel Almirón,py,MF,FW,Newcastle Utd,Premier League,26,1994,34,"2,429",71,71.0,27.0,28,82,12,6,20,2,1.18,30,48,-18,-0.67,-0.85,29.1,40.8,-11.7,-0.43,Matches
93,Gael Alonso,es,DF,,Celta Vigo,La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
94,Marcos Alonso,es,DF,,Chelsea,Premier League,29,1990,13,960,74,28.1,10.7,11,84,9,2,20,9,2.08,15,13,+2,+0.19,-0.54,15.5,9.8,+5.7,+0.53,Matches
95,Altube,es,GK,,Real Madrid,La Liga,20,2000,0,,,,,0,,0,0,,35,,,,,,,,,,,Matches
96,Fran Álvarez,es,MF,,Valladolid,La Liga,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
97,Iker Álvarez,ad,GK,,Villarreal,La Liga,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
98,Sergio Álvarez,es,MF,DF,Eibar,La Liga,28,1992,27,"1,568",58,45.8,17.4,17,84,12,10,15,11,0.89,10,28,-18,-1.03,-0.79,14.0,24.6,-10.6,-0.61,Matches
99,Yeray Álvarez,es,DF,,Athletic Club,La Liga,25,1995,23,"1,948",85,57.0,21.6,22,87,21,1,45,3,1.22,29,26,+3,+0.14,+0.08,26.0,24.3,+1.7,+0.08,Matches
100,Bruno Alves,pt,DF,,Parma,Serie A,38,1981,19,"1,632",86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,13.9,29.6,-15.6,-0.86,Matches
101,Steven Alzate,co,MF,,Brighton,Premier League,21,1998,15,896,60,26.2,10.0,10,76,4,5,28,20,0.93,10,17,-7,-0.70,-0.74,11.3,11.2,+0.1,+0.01,Matches
102,Ibrahim Amadou,fr,MF,,Angers,Ligue 1,27,1993,24,"1,504",63,44.0,16.7,20,72,7,4,15,0,1.25,13,19,-6,-0.36,+0.20,17.9,20.9,-3.0,-0.18,Matches
103,Romain Amalfitano,fr,FW,DF,Dijon,Ligue 1,30,1989,2,116,58,3.4,1.3,1,70,0,1,46,0,0.00,1,4,-3,-2.33,-1.10,0.3,5.3,-5.0,-3.91,Matches
104,Emmanuel Amankwaa Akurugu,gh,DF,,Getafe,La Liga,18,2001,1,45,45,1.3,0.5,0,,0,1,45,9,0.00,1,2,-1,-2.00,-1.63,0.9,1.1,-0.2,-0.40,Matches
105,Daniel Amartey,gh,DF,,Leicester City,Premier League,25,1994,12,722,60,21.1,8.0,8,80,6,4,21,14,1.54,13,14,-1,-0.12,-0.76,9.9,9.1,+0.7,+0.09,Matches
106,Jordan Amavi,fr,DF,,Marseille,Ligue 1,26,1994,13,813,63,23.8,9.0,10,80,7,3,3,2,2.31,16,6,+10,+1.11,+1.21,11.3,12.6,-1.3,-0.15,Matches
107,Thierry Ambrose,gp,FW,,Metz,Ligue 1,23,1997,23,753,33,22.0,8.4,5,62,0,18,25,10,1.22,13,12,+1,+0.12,+0.29,9.6,11.5,-1.9,-0.23,Matches
108,Wisdom Amey,it,DF,,Bologna,Serie A,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,+1.11,Matches
109,Bruno Amione,ar,DF,,Hellas Verona,Serie A,18,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,Matches
110,Nadiem Amiri,de,MF,,Leverkusen,Bundesliga,23,1996,29,"1,890",65,61.8,21.0,20,85,14,9,21,0,1.62,39,24,+15,+0.71,+0.79,27.6,23.7,+3.9,+0.19,Matches
111,Yanis Ammour,fr,FW,,Montpellier,Ligue 1,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,Matches
112,Ethan Ampadu,wls,DF,MF,Sheffield Utd,Premier League,19,2000,25,"2,089",84,61.1,23.2,23,86,19,2,53,4,0.52,12,41,-29,-1.25,-0.30,20.1,39.1,-19.0,-0.82,Matches
113,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,23,1996,31,"2,441",79,71.4,27.1,28,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,33.4,44.0,-10.6,-0.39,Matches
114,Jon Ander Garrido,es,MF,,Cádiz,La Liga,30,1989,23,800,35,23.4,8.9,7,73,2,16,18,13,1.17,6,18,-12,-1.35,-1.01,8.6,18.9,-10.4,-1.17,Matches
115,Joachim Andersen,dk,DF,,Fulham,Premier League,24,1996,31,"2,730",88,79.8,30.3,30,89,29,1,59,0,0.87,22,35,-13,-0.43,+1.27,33.4,39.9,-6.5,-0.21,Matches
116,Joachim Andersen,dk,DF,,Lyon,Ligue 1,24,1996,3,192,64,5.6,2.1,2,90,2,1,12,3,1.33,1,2,-1,-0.47,-1.56,4.4,2.0,+2.3,+1.09,Matches
117,Djavan Anderson,nl,DF,,Lazio,Serie A,25,1995,3,72,24,2.1,0.8,1,45,0,2,14,13,1.00,0,2,-2,-2.50,-2.72,0.4,0.7,-0.3,-0.37,Matches
118,Elliot Anderson,eng,MF,,Newcastle Utd,Premier League,17,2002,1,4,4,0.1,0.0,0,,0,1,4,8,0.00,0,0,0,0.00,+0.42,0.0,0.2,-0.2,-3.66,Matches
119,Felipe Anderson,br,FW,MF,West Ham,Premier League,27,1993,2,3,2,0.1,0.0,0,,0,2,2,2,0.00,0,0,0,0.00,-0.40,0.0,0.2,-0.1,-4.35,Matches
120,Sebastian Andersson,se,FW,,Köln,Bundesliga,29,1991,16,"1,126",70,36.8,12.5,14,79,4,2,10,1,0.69,14,23,-9,-0.72,+0.07,19.2,18.4,+0.8,+0.07,Matches
121,Florin Andone,ro,FW,,Brighton,Premier League,27,1993,0,,,,,0,,,0,,1,,,,,,,,,,,Matches
122,Nícolas Andrade,br,GK,,Udinese,Serie A,32,1988,2,180,90,5.3,2.0,2,90,2,0,,3,1.50,5,5,0,0.00,+0.44,3.9,2.1,+1.8,+0.91,Matches
123,Benjamin André,fr,MF,,Lille,Ligue 1,29,1990,35,"2,885",82,84.4,32.1,35,82,17,0,,0,2.20,47,17,+30,+0.94,-0.91,36.1,23.1,+13.0,+0.41,Matches
124,Marcos André,br,FW,,Valladolid,La Liga,23,1996,23,"1,177",51,34.4,13.1,11,78,6,12,27,0,0.74,16,21,-5,-0.38,+0.34,18.8,20.5,-1.7,-0.13,Matches
125,Lluis Andreu,es,GK,,Elche,La Liga,21,1999,0,,,,,0,,0,0,,11,,,,,,,,,,,Matches
126,Robert Andrich,de,MF,,Union Berlin,Bundesliga,25,1994,29,"2,526",87,82.5,28.1,29,87,26,0,,0,1.45,43,32,+11,+0.39,+1.07,42.0,33.4,+8.6,+0.31,Matches
127,Victorien Angban,ci,MF,,Metz,Ligue 1,23,1996,26,"1,672",64,48.9,18.6,21,76,7,5,15,8,1.50,21,23,-2,-0.11,0.00,19.9,21.1,-1.2,-0.06,Matches
128,Ángel,es,GK,,Granada,La Liga,18,2002,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.57,0.8,3.4,-2.5,-2.54,Matches
129,José Ángel,es,DF,,Eibar,La Liga,30,1989,14,901,64,26.3,10.0,11,76,5,3,23,5,0.64,5,18,-13,-1.30,-0.94,12.6,9.6,+3.0,+0.30,Matches
130,Miguel Ángel Moyá,es,GK,,Real Sociedad,La Liga,36,1984,0,,,,,0,,0,0,,17,,,,,,,,,,,Matches
131,Miguel Ángel Rubio,es,DF,,Valladolid,La Liga,22,1998,2,135,68,3.9,1.5,1,90,1,1,45,9,0.50,1,3,-2,-1.33,-0.76,1.3,3.8,-2.5,-1.65,Matches
132,Angeliño,es,DF,FW,RB Leipzig,Bundesliga,23,1997,26,"2,161",83,70.6,24.0,24,87,18,2,38,2,1.88,43,20,+23,+0.96,+0.46,46.2,19.6,+26.5,+1.11,Matches
133,Davide Angelo Ghislandi,it,DF,,Atalanta,Serie A,19,2001,1,5,5,0.1,0.1,0,,0,1,5,5,3.00,0,0,0,0.00,-1.13,0.1,0.0,+0.1,+1.20,Matches
134,Faustino Anjorin,eng,MF,,Chelsea,Premier League,18,2001,0,,,,,0,,,0,,3,,,,,,,,,,,Matches
135,Peter Ankersen,dk,DF,,Genoa,Serie A,29,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
136,Philip Ankhrah,gh,MF,,Hellas Verona,Serie A,17,2002,1,13,13,0.4,0.1,0,,0,1,13,3,1.00,0,0,0,0.00,+0.05,0.1,0.6,-0.5,-3.71,Matches
137,Ebenezer Annan,gh,DF,,Bologna,Serie A,17,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
138,Cristian Ansaldi,ar,DF,FW,Torino,Serie A,33,1986,31,"1,947",63,56.9,21.6,20,88,16,11,17,3,1.03,26,38,-12,-0.55,-0.13,30.7,36.9,-6.1,-0.28,Matches
139,Waldemar Anton,de,DF,,Stuttgart,Bundesliga,24,1996,31,"2,711",87,88.6,30.1,30,90,29,1,18,1,1.29,50,52,-2,-0.07,-0.84,45.8,45.2,+0.7,+0.02,Matches
140,Michail Antonio,jm,FW,,West Ham,Premier League,30,1990,26,"1,974",76,57.7,21.9,24,80,12,2,23,0,1.85,37,25,+12,+0.55,+0.36,38.5,23.2,+15.3,+0.70,Matches
141,José Antonio Miranda,gq,MF,DF,Getafe,La Liga,22,1998,4,26,7,0.8,0.3,0,,0,4,7,4,0.50,0,2,-2,-6.92,-6.58,0.4,1.2,-0.8,-2.88,Matches
142,Mirko Antonucci,it,FW,MF,Roma,Serie A,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
