Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1459,Qazim Laçi,al,MF,,Ajaccio,Ligue 1,26,1996,2.4,10,4.25,4,4,0,1,1,0,0,0.00,4,4,0,1,1,0
1460,Maxence Lacroix,fr,DF,,Wolfsburg,Bundesliga,22,2000,18.1,13,0.72,12,1,0,0,0,0,0,0.00,12,1,0,0,0,0
1461,Alban Lafont,fr,GK,,Nantes,Ligue 1,23,1999,37.0,7,0.19,6,1,0,0,0,0,0,0.00,6,1,0,0,0,0
1462,Aïssa Laïdouni,tn,MF,,Union Berlin,Bundesliga,25,1996,9.7,20,2.07,9,0,1,2,8,0,3,0.31,9,0,1,2,8,0
1463,Konrad Laimer,at,MF,,RB Leipzig,Bundesliga,25,1997,16.3,41,2.52,34,0,2,1,1,3,5,0.31,34,0,2,1,1,3
1464,Stefan Lainer,at,DF,,Gladbach,Bundesliga,29,1992,9.1,13,1.43,11,1,0,0,1,0,0,0.00,11,1,0,0,1,0
1465,Kenny Lala,mg,DF,,Brest,Ligue 1,30,1991,15.7,40,2.54,20,16,1,1,2,0,3,0.19,20,16,1,1,2,0
1466,Adam Lallana,eng,MF,FW,Brighton,Premier League,34,1988,8.0,22,2.75,22,0,0,0,0,0,2,0.25,22,0,0,0,0,0
1467,Vassilis Lambropoulos,gr,DF,,Bochum,Bundesliga,32,1990,7.0,5,0.72,4,0,0,1,0,0,0,0.00,4,0,0,1,0,0
1468,Érik Lamela,ar,FW,MF,Sevilla,La Liga,30,1992,20.5,74,3.61,50,6,5,8,5,0,6,0.29,50,6,5,8,5,0
1469,Mohamed Lamine Bayo,gn,FW,MF,Lille,Ligue 1,24,1998,7.2,26,3.60,13,0,5,5,2,1,3,0.42,13,0,5,5,2,1
1470,Sam Lammers,nl,FW,,Sampdoria,Serie A,25,1997,12.2,28,2.30,23,0,2,2,0,1,1,0.08,23,0,2,2,0,1
1471,Sam Lammers,nl,FW,,Empoli,Serie A,25,1997,9.8,25,2.55,18,1,3,1,2,0,1,0.10,18,1,3,1,2,0
1472,Tariq Lamptey,gh,DF,,Brighton,Premier League,21,2000,5.0,14,2.78,12,0,1,0,1,0,0,0.00,12,0,1,0,1,0
1473,Manuel Lanzini,ar,MF,FW,West Ham,Premier League,29,1993,2.8,4,1.43,3,0,0,1,0,0,0,0.00,3,0,0,1,0,0
1474,Aymeric Laporte,es,DF,,Manchester City,Premier League,28,1994,11.0,17,1.54,16,0,0,1,0,0,0,0.00,16,0,0,1,0,0
1475,Julien Laporte,fr,DF,,Lorient,Ligue 1,28,1993,18.4,9,0.49,8,1,0,0,0,0,0,0.00,8,1,0,0,0,0
1476,Cyle Larin,ca,FW,,Valladolid,La Liga,27,1995,16.3,33,2.02,21,0,5,5,2,0,7,0.43,21,0,5,5,2,0
1477,Juan Larios,es,DF,,Southampton,Premier League,18,2004,1.7,1,0.59,1,0,0,0,0,0,1,0.59,1,0,0,0,0,0
1478,Yasser Larouci,dz,DF,MF,Troyes,Ligue 1,21,2001,20.0,35,1.75,23,1,3,2,5,1,1,0.05,23,1,3,2,5,1
1479,Jordan Larsson,se,FW,MF,Schalke 04,Bundesliga,25,1997,5.1,11,2.13,9,1,1,0,0,0,0,0.00,9,1,1,0,0,0
1480,Kevin Lasagna,it,FW,MF,Hellas Verona,Serie A,29,1992,17.5,39,2.23,25,0,5,4,3,2,3,0.17,25,0,5,4,3,2
1481,Jamaal Lascelles,eng,DF,,Newcastle Utd,Premier League,28,1993,2.4,1,0.41,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0
1482,Juanmi Latasa,es,FW,,Getafe,La Liga,21,2001,5.0,12,2.41,11,0,0,1,0,0,0,0.00,11,0,0,1,0,0
1483,Toni Lato,es,DF,MF,Valencia,La Liga,24,1997,10.2,28,2.76,20,5,1,0,1,1,3,0.30,20,5,1,0,1,1
1484,Danny Latza,de,MF,,Schalke 04,Bundesliga,32,1989,9.5,15,1.58,6,4,0,3,2,0,0,0.00,6,4,0,3,2,0
1485,Armand Lauriente,fr,FW,,Sassuolo,Serie A,23,1998,24.2,113,4.68,78,10,15,3,4,3,12,0.50,78,10,15,3,4,3
1486,Armand Lauriente,fr,FW,,Lorient,Ligue 1,23,1998,3.0,19,6.43,13,0,2,2,2,0,2,0.68,13,0,2,2,2,0
1487,Roméo Lavia,be,MF,,Southampton,Premier League,18,2004,24.7,41,1.66,31,2,3,1,3,1,3,0.12,31,2,3,1,3,1
1488,Lázaro,br,FW,MF,Almería,La Liga,20,2002,8.0,23,2.89,15,1,2,2,3,0,2,0.25,15,1,2,2,3,0
1489,Valentino Lazaro,at,DF,,Torino,Serie A,26,1996,15.3,51,3.34,33,14,2,2,0,0,4,0.26,33,14,2,2,0,0
1490,Marko Lazetić,rs,FW,,Milan,Serie A,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1491,Darko Lazović,rs,MF,DF,Hellas Verona,Serie A,31,1990,24.9,67,2.69,46,11,5,2,0,3,5,0.20,46,11,5,2,0,3
1492,Manuel Lazzari,it,DF,,Lazio,Serie A,28,1993,20.9,29,1.39,24,1,1,0,2,1,4,0.19,24,1,1,0,2,1
1493,Théo Le Bris,fr,MF,DF,Lorient,Ligue 1,19,2002,16.1,25,1.55,21,1,2,1,0,0,6,0.37,21,1,2,1,0,0
1494,Julien Le Cardinal,fr,DF,,Lens,Ligue 1,24,1997,1.8,7,3.82,4,1,0,1,1,0,0,0.00,4,1,0,1,1,0
1495,Jérémy Le Douaron,fr,MF,FW,Brest,Ligue 1,24,1998,23.0,46,2.00,26,0,2,9,6,3,6,0.26,26,0,2,9,6,3
1496,Enzo Le Fée,fr,MF,,Lorient,Ligue 1,22,2000,33.6,120,3.57,79,27,5,4,4,1,11,0.33,79,27,5,4,4,1
1497,Vincent Le Goff,fr,DF,,Lorient,Ligue 1,32,1989,37.0,38,1.03,32,3,1,1,0,1,2,0.05,32,3,1,1,0,1
1498,Maxime Le Marchand,fr,DF,,Strasbourg,Ligue 1,32,1989,22.4,19,0.85,13,1,2,0,1,2,3,0.13,13,1,2,0,1,2
1499,Robin Le Normand,es,DF,,Real Sociedad,La Liga,25,1996,31.1,15,0.48,13,0,0,2,0,0,1,0.03,13,0,0,2,0,0
1500,Rafael Leão,pt,FW,MF,Milan,Serie A,23,1999,26.9,123,4.57,80,3,24,8,8,0,18,0.67,80,3,24,8,8,0
1501,Paolo Lebas,fr,MF,,Ajaccio,Ligue 1,19,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1502,Jean-Louis Leca,fr,GK,,Lens,Ligue 1,36,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1503,Benjamin Lecomte,fr,GK,,Espanyol,La Liga,31,1991,10.0,2,0.20,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0
1504,Benjamin Lecomte,fr,GK,,Montpellier,Ligue 1,31,1991,19.0,5,0.26,5,0,0,0,0,0,1,0.05,5,0,0,0,0,0
1505,Jeremías Ledesma,ar,GK,,Cádiz,La Liga,29,1993,34.0,10,0.29,6,3,0,0,1,0,1,0.03,6,3,0,0,1,0
1506,Pierre Lees-Melou,fr,MF,,Brest,Ligue 1,29,1993,30.7,56,1.82,42,2,2,6,1,3,7,0.23,42,2,2,6,1,3
1507,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,23,1999,25.0,20,0.80,15,0,0,1,3,1,4,0.16,15,0,0,1,3,1
1508,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,24,1998,7.4,5,0.68,5,0,0,0,0,0,1,0.14,5,0,0,0,0,0
1509,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,31,1991,28.5,20,0.70,17,0,1,2,0,0,1,0.04,17,0,1,2,0,0
1510,Iñigo Lekue,es,DF,,Athletic Club,La Liga,29,1993,14.7,30,2.04,24,4,1,0,1,0,3,0.20,24,4,1,0,1,0
1511,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,26,1995,13.9,45,3.23,33,5,3,1,1,2,7,0.50,33,5,3,1,1,2
1512,Félix Lemaréchal,fr,MF,,Brest,Ligue 1,18,2003,3.2,12,3.75,10,1,1,0,0,0,0,0.00,10,1,1,0,0,0
1513,Dexter Lembikisa,jm,DF,,Wolves,Premier League,18,2003,0.3,1,3.91,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1514,Mario Lemina,ga,MF,,Wolves,Premier League,28,1993,14.4,8,0.55,6,0,0,0,0,2,2,0.14,6,0,0,0,0,2
1515,Mario Lemina,ga,MF,DF,Nice,Ligue 1,28,1993,9.3,12,1.29,11,0,0,0,0,1,1,0.11,11,0,0,0,0,1
1516,Tim Lemperle,de,FW,MF,Köln,Bundesliga,20,2002,1.5,7,4.81,4,0,2,1,0,0,0,0.00,4,0,2,1,0,0
1517,Clément Lenglet,fr,DF,,Tottenham,Premier League,27,1995,22.4,23,1.03,20,1,0,0,1,1,5,0.22,20,1,0,0,1,1
1518,Bernd Leno,de,GK,,Fulham,Premier League,30,1992,36.0,2,0.06,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
1519,Christopher Lenz,de,DF,,Eint Frankfurt,Bundesliga,27,1994,14.3,41,2.86,25,14,1,1,0,0,5,0.35,25,14,1,1,0,0
1520,Donovan Léon,gf,GK,,Auxerre,Ligue 1,29,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1521,Sergio León,es,FW,,Valladolid,La Liga,33,1989,14.8,26,1.75,17,2,2,3,2,0,3,0.20,17,2,2,3,2,0
1522,Johann Lepenant,fr,MF,,Lyon,Ligue 1,19,2002,21.5,35,1.63,26,0,0,4,3,2,4,0.19,26,0,0,4,3,2
1523,Mehdi Léris,dz,MF,DF,Sampdoria,Serie A,24,1998,27.3,50,1.83,40,0,1,4,3,2,4,0.15,40,0,1,4,3,2
1524,Jefferson Lerma,co,MF,,Bournemouth,Premier League,27,1994,36.1,46,1.27,41,2,0,2,1,0,1,0.03,41,2,0,2,1,0
1525,Benjamin Leroy,fr,GK,,Ajaccio,Ligue 1,33,1989,31.1,5,0.16,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
1526,Léo Leroy,fr,MF,,Montpellier,Ligue 1,22,2000,13.2,31,2.34,24,0,1,4,1,1,7,0.53,24,0,1,4,1,1
1527,Alexandre Letellier,fr,GK,,Paris S-G,Ligue 1,31,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1528,Ruan Levine,br,MF,FW,Ajaccio,Ligue 1,23,1999,0.3,3,10.80,0,0,1,1,1,0,0,0.00,0,0,1,1,1,0
1529,Robert Lewandowski,pl,FW,,Barcelona,La Liga,33,1988,31.6,91,2.88,68,1,6,12,4,0,16,0.51,68,1,6,12,4,0
1530,Jamie Leweling,de,FW,MF,Union Berlin,Bundesliga,21,2001,2.9,10,3.42,5,0,2,2,1,0,2,0.68,5,0,2,2,1,0
1531,Jamal Lewis,nir,DF,FW,Newcastle Utd,Premier League,24,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1532,Rico Lewis,eng,DF,MF,Manchester City,Premier League,17,2004,10.0,27,2.69,24,1,0,1,1,0,0,0.00,24,1,0,1,1,0
1533,Keane Lewis-Potter,eng,FW,MF,Brentford,Premier League,21,2001,3.6,8,2.24,2,0,2,4,0,0,2,0.56,2,0,2,4,0,0
1534,Dimitri Liénard,fr,DF,MF,Strasbourg,Ligue 1,34,1988,17.1,56,3.26,30,23,0,1,0,2,1,0.06,30,23,0,1,0,2
1535,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,26,1996,27.8,20,0.72,16,0,1,3,0,0,2,0.07,16,0,1,3,0,0
1536,Matthijs de Ligt,nl,DF,,Bayern Munich,Bundesliga,22,1999,26.7,25,0.94,21,0,0,4,0,0,3,0.11,21,0,0,4,0,0
1537,Dimitris Limnios,gr,FW,,Köln,Bundesliga,24,1998,0.4,2,4.62,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0
1538,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,28,1994,15.2,6,0.40,6,0,0,0,0,0,0,0.00,6,0,0,0,0,0
1539,Jesper Lindstrøm,dk,MF,FW,Eint Frankfurt,Bundesliga,22,2000,18.7,55,2.94,25,7,8,10,4,1,10,0.54,25,7,8,10,4,1
1540,Karol Linetty,pl,MF,,Torino,Serie A,27,1995,21.0,41,1.96,32,4,1,1,2,1,1,0.05,32,4,1,1,2,1
1541,Jesse Lingard,eng,FW,MF,Nott'ham Forest,Premier League,29,1992,10.3,25,2.44,18,1,2,3,1,0,2,0.20,18,1,2,3,1,0
1542,Samuel Lino,br,FW,MF,Valencia,La Liga,22,1999,32.1,99,3.09,63,1,16,7,11,1,14,0.44,63,1,16,7,11,1
1543,Pol Lirola,es,DF,,Elche,La Liga,24,1997,7.0,19,2.72,18,0,1,0,0,0,0,0.00,18,0,1,0,0,0
1544,Mateusz Lis,pl,GK,,Troyes,Ligue 1,25,1997,8.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1545,Marcin Listkowski,pl,MF,FW,Lecce,Serie A,24,1998,0.9,1,1.15,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1546,Valentino Livramento,eng,DF,FW,Southampton,Premier League,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1547,Dejan Ljubicic,at,MF,FW,Köln,Bundesliga,24,1997,19.0,56,2.95,47,1,2,5,1,0,6,0.32,47,1,2,5,1,0
1548,Javier Llabrés,es,FW,,Mallorca,La Liga,19,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1549,Diego Llorente,es,DF,,Leeds United,Premier League,28,1993,7.2,6,0.83,5,0,0,1,0,0,1,0.14,5,0,0,1,0,0
1550,Diego Llorente,es,DF,,Roma,Serie A,28,1993,6.4,4,0.63,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
1551,Marcos Llorente,es,MF,DF,Atlético Madrid,La Liga,27,1995,18.9,60,3.17,54,1,0,2,1,2,3,0.16,54,1,0,2,1,2
1552,Hugo Lloris,fr,GK,,Tottenham,Premier League,35,1986,24.5,5,0.20,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
1553,Giovani Lo Celso,ar,MF,FW,Villarreal,La Liga,26,1996,12.5,60,4.79,45,4,2,4,5,0,3,0.24,45,4,2,4,5,0
1554,Stanislav Lobotka,sk,MF,,Napoli,Serie A,27,1994,34.5,70,2.03,58,1,1,2,5,3,8,0.23,58,1,1,2,5,3
1555,Manuel Locatelli,it,MF,,Juventus,Serie A,24,1998,27.2,56,2.06,46,3,2,3,1,1,7,0.26,46,3,2,3,1,1
1556,Luka Lochoshvili,ge,DF,,Cremonese,Serie A,24,1998,20.4,14,0.68,10,0,1,2,0,1,2,0.10,10,0,1,2,0,1
1557,Bradley Locko,fr,DF,,Reims,Ligue 1,20,2002,11.8,21,1.78,18,0,1,0,1,1,0,0.00,18,0,1,0,1,1
1558,Bradley Locko,fr,DF,,Brest,Ligue 1,20,2002,3.0,5,1.67,4,1,0,0,0,0,0,0.00,4,1,0,0,0,0
1559,Renan Lodi,br,DF,,Nott'ham Forest,Premier League,24,1998,24.6,30,1.22,22,6,0,1,1,0,4,0.16,22,6,0,1,1,0
1560,Ruben Loftus-Cheek,eng,MF,DF,Chelsea,Premier League,26,1996,17.1,36,2.11,31,0,3,1,1,0,4,0.23,31,0,3,1,1,0
1561,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,24,1997,28.0,62,2.22,46,1,2,7,6,0,6,0.21,46,1,2,7,6,0
1562,Ademola Lookman,ng,FW,MF,Atalanta,Serie A,24,1997,19.2,87,4.53,60,6,10,5,5,1,12,0.62,60,6,10,5,5,1
1563,Anthony Lopes,pt,GK,,Lyon,Ligue 1,31,1990,31.3,1,0.03,1,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1564,Rony Lopes,pt,MF,FW,Troyes,Ligue 1,26,1995,26.1,94,3.61,47,27,8,10,2,0,8,0.31,47,27,8,10,2,0
1565,David López,es,DF,,Girona,La Liga,32,1989,18.4,11,0.60,10,0,0,0,0,1,2,0.11,10,0,0,0,0,1
1566,Diego López,es,GK,,Rayo Vallecano,La Liga,40,1981,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1567,Diego López,es,FW,MF,Valencia,La Liga,20,2002,5.0,21,4.23,16,0,0,4,1,0,2,0.40,16,0,0,4,1,0
1568,Maxime Lopez,fr,MF,,Sassuolo,Serie A,24,1997,25.5,73,2.87,64,6,1,2,0,0,4,0.16,64,6,1,2,0,0
1569,Pau López,es,GK,,Marseille,Ligue 1,27,1994,32.5,6,0.18,4,2,0,0,0,0,2,0.06,4,2,0,0,0,0
1570,Unai López,es,MF,,Rayo Vallecano,La Liga,26,1995,13.9,48,3.44,35,9,0,1,2,1,3,0.22,35,9,0,1,2,1
1571,Dion Lopy,sn,MF,,Reims,Ligue 1,20,2002,15.3,36,2.35,26,2,1,3,4,0,4,0.26,26,2,1,3,4,0
1572,Anthony Losilla,fr,MF,,Bochum,Bundesliga,36,1986,30.2,41,1.36,32,0,0,4,2,3,6,0.20,32,0,0,4,2,3
1573,Jordan Lotomba,ch,DF,,Nice,Ligue 1,23,1998,27.3,55,2.02,44,4,1,2,2,2,5,0.18,44,4,1,2,2,2
1574,Matteo Lovato,it,DF,,Salernitana,Serie A,22,2000,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1575,Dejan Lovren,hr,DF,,Lyon,Ligue 1,33,1989,16.2,10,0.62,6,0,0,4,0,0,0,0.00,6,0,0,4,0,0
1576,Sandi Lovrić,si,MF,,Udinese,Serie A,24,1998,25.9,87,3.35,53,18,4,9,2,1,9,0.35,53,18,4,9,2,1
1577,Jamal Lowe,jm,MF,FW,Bournemouth,Premier League,28,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1578,Anthony Lozano,hn,FW,,Cádiz,La Liga,29,1993,16.0,34,2.12,20,0,7,5,2,0,5,0.31,20,0,7,5,2,0
1579,Hirving Lozano,mx,FW,,Napoli,Serie A,27,1995,17.8,68,3.82,52,0,7,4,2,3,8,0.45,52,0,7,4,2,3
1580,Pol Lozano,es,MF,,Espanyol,La Liga,22,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1581,Jean Lucas,br,MF,,Monaco,Ligue 1,24,1998,3.2,5,1.55,4,0,0,1,0,0,0,0.00,4,0,0,1,0,0
1582,Jhon Lucumí,co,DF,,Bologna,Serie A,24,1998,32.2,30,0.93,25,0,0,3,1,1,6,0.19,25,0,0,3,1,1
1583,José Luis Gayà,es,DF,,Valencia,La Liga,27,1995,30.1,94,3.12,70,13,4,3,4,0,7,0.23,70,13,4,3,4,0
1584,José Luis Morales,es,FW,MF,Villarreal,La Liga,35,1987,13.5,29,2.16,19,0,5,4,1,0,4,0.30,19,0,5,4,1,0
1585,José Luis Palomino,ar,DF,,Atalanta,Serie A,32,1990,8.4,9,1.07,7,0,1,1,0,0,2,0.24,7,0,1,1,0,0
1586,Douglas Luiz,br,MF,,Aston Villa,Premier League,24,1998,32.5,96,2.95,61,26,4,1,1,3,12,0.37,61,26,4,1,1,3
1587,Romelu Lukaku,be,FW,,Inter,Serie A,29,1993,18.4,73,3.96,59,0,6,5,3,0,11,0.60,59,0,6,5,3,0
1588,Castello Lukeba,fr,DF,,Lyon,Ligue 1,19,2002,33.2,17,0.51,17,0,0,0,0,0,3,0.09,17,0,0,0,0,0
1589,Dodi Lukebakio,be,FW,MF,Hertha BSC,Bundesliga,24,1997,26.6,85,3.19,48,10,16,2,7,2,9,0.34,48,10,16,2,7,2
1590,Saša Lukić,rs,MF,,Fulham,Premier League,25,1996,4.6,5,1.09,4,0,0,0,0,1,1,0.22,4,0,0,0,0,1
1591,Saša Lukić,rs,MF,,Torino,Serie A,25,1996,13.3,44,3.31,35,3,0,2,3,1,2,0.15,35,3,0,2,3,1
1592,Andriy Lunin,ua,GK,,Real Madrid,La Liga,23,1999,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1593,Andrey Lunyov,ru,GK,,Leverkusen,Bundesliga,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1594,Sebastiano Luperto,it,DF,,Empoli,Serie A,25,1996,34.8,12,0.34,10,1,0,1,0,0,2,0.06,10,1,0,1,0,0
1595,Lyanco,br,DF,,Southampton,Premier League,25,1997,13.1,9,0.69,6,1,1,1,0,0,0,0.00,6,1,1,1,0,0
1596,Charalambos Lykogiannis,gr,DF,,Bologna,Serie A,28,1993,12.3,29,2.36,19,6,1,2,1,0,2,0.16,19,6,1,2,1,0
1597,Youssouf M'Changama,km,MF,,Auxerre,Ligue 1,31,1990,12.0,29,2.42,19,5,0,0,5,0,2,0.17,19,5,0,0,5,0
1598,Awer Mabil,au,MF,FW,Cádiz,La Liga,26,1995,1.8,2,1.09,0,2,0,0,0,0,0,0.00,0,2,0,0,0,0
1599,Alexis Mac Allister,ar,MF,,Brighton,Premier League,23,1998,32.1,106,3.31,76,7,9,8,4,2,8,0.25,76,7,9,8,4,2
1600,Deiver Machado,co,DF,MF,Lens,Ligue 1,28,1993,24.3,42,1.73,26,4,2,0,8,2,6,0.25,26,4,2,0,8,2
1601,Darwin Machís,ve,FW,,Valladolid,La Liga,29,1993,6.7,20,3.02,13,0,2,2,3,0,1,0.15,13,0,2,2,3,0
1602,James Maddison,eng,MF,FW,Leicester City,Premier League,25,1996,27.6,138,5.01,76,29,12,7,12,2,13,0.47,76,29,12,7,12,2
1603,Noni Madueke,eng,FW,,Chelsea,Premier League,20,2002,7.1,24,3.36,19,0,4,1,0,0,1,0.14,19,0,4,1,0,0
1604,Pablo Maffeo,es,DF,,Mallorca,La Liga,25,1997,33.1,62,1.84,43,10,3,1,5,0,6,0.18,43,10,3,1,5,0
1605,Gabriel Magalhães,br,DF,,Arsenal,Premier League,24,1997,37.9,24,0.63,21,0,0,2,0,1,2,0.05,21,0,0,2,0,1
1606,Lisandro Magallán,ar,DF,,Elche,La Liga,28,1993,10.0,9,0.90,7,1,0,1,0,0,0,0.00,7,1,0,1,0,0
1607,Soungoutou Magassa,fr,MF,,Monaco,Ligue 1,18,2003,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1608,Giulio Maggiore,it,MF,,Salernitana,Serie A,24,1998,9.9,14,1.41,11,0,0,2,1,0,1,0.10,11,0,0,2,1,0
1609,Giangiacomo Magnani,it,DF,,Hellas Verona,Serie A,26,1995,17.0,13,0.76,11,0,1,1,0,0,2,0.12,11,0,1,1,0,0
1610,Hugo Magnetti,fr,MF,,Brest,Ligue 1,24,1998,18.8,34,1.81,29,0,2,2,0,1,5,0.27,29,0,2,2,0,1
1611,Yohann Magnin,fr,MF,,Clermont Foot,Ligue 1,25,1997,26.7,47,1.76,39,0,1,1,2,4,3,0.11,39,0,1,1,2,4
1612,Harry Maguire,eng,DF,,Manchester Utd,Premier League,29,1993,8.5,5,0.59,5,0,0,0,0,0,1,0.12,5,0,0,0,0,0
1613,Jon Magunacelaya,es,MF,FW,Real Sociedad,La Liga,22,2000,0.7,4,5.54,3,0,0,1,0,0,0,0.00,3,0,0,1,0,0
1614,Riyad Mahrez,dz,FW,MF,Manchester City,Premier League,31,1991,21.3,116,5.44,74,17,7,10,6,2,21,0.98,74,17,7,10,6,2
1615,Arne Maier,de,MF,,Augsburg,Bundesliga,23,1999,21.8,42,1.93,25,8,0,3,3,3,5,0.23,25,8,0,3,3,3
1616,Mike Maignan,fr,GK,,Milan,Serie A,27,1995,22.0,3,0.14,3,0,0,0,0,0,1,0.05,3,0,0,0,0,0
1617,Linton Maina,de,FW,MF,Köln,Bundesliga,23,1999,24.9,71,2.85,54,5,5,5,1,1,12,0.48,54,5,5,5,1,1
1618,Kobbie Mainoo,eng,MF,,Manchester Utd,Premier League,17,2005,0.1,2,16.36,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
1619,Ainsley Maitland-Niles,eng,DF,MF,Southampton,Premier League,24,1997,15.6,24,1.54,22,0,1,0,1,0,2,0.13,22,0,1,0,1,0
1620,Jordan Majchrzak,pl,FW,,Roma,Serie A,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1621,Lovro Majer,hr,MF,FW,Rennes,Ligue 1,24,1998,18.5,79,4.26,53,8,3,6,8,1,6,0.32,53,8,3,6,8,1
1622,Jean-Victor Makengo,fr,MF,,Udinese,Serie A,24,1998,8.9,13,1.45,11,0,1,0,1,0,1,0.11,11,0,1,0,1,0
1623,Jean-Victor Makengo,fr,MF,,Lorient,Ligue 1,24,1998,11.8,24,2.03,17,0,3,1,2,1,1,0.08,17,0,3,1,2,1
1624,Béni Makouana,cg,FW,MF,Montpellier,Ligue 1,19,2002,2.2,2,0.90,1,0,0,0,1,0,1,0.45,1,0,0,0,1,0
1625,Nemanja Maksimović,rs,MF,,Getafe,La Liga,27,1995,22.8,30,1.31,25,0,0,3,1,1,1,0.04,25,0,0,3,1,1
1626,Tyrell Malacia,nl,DF,,Manchester Utd,Premier League,22,1999,15.5,19,1.22,19,0,0,0,0,0,0,0.00,19,0,0,0,0,0
1627,Lorenzo Malagrida,it,MF,DF,Sampdoria,Serie A,18,2003,1.2,2,1.64,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
1628,Daniel Maldini,it,FW,MF,Spezia,Serie A,20,2001,7.0,22,3.16,10,1,5,2,4,0,0,0.00,10,1,5,2,4,0
1629,Youssef Maleh,ma,MF,,Fiorentina,Serie A,23,1998,3.3,7,2.12,7,0,0,0,0,0,0,0.00,7,0,0,0,0,0
1630,Youssef Maleh,ma,MF,,Lecce,Serie A,23,1998,7.5,11,1.47,8,1,0,1,1,0,1,0.13,8,1,0,1,1,0
1631,Donyell Malen,nl,FW,,Dortmund,Bundesliga,23,1999,19.0,80,4.22,50,9,12,4,5,0,14,0.74,50,9,12,4,5,0
1632,Ruslan Malinovskyi,ua,MF,FW,Atalanta,Serie A,29,1993,6.1,26,4.25,16,7,1,1,1,0,2,0.33,16,7,1,1,1,0
1633,Ruslan Malinovskyi,ua,MF,FW,Marseille,Ligue 1,29,1993,13.6,57,4.18,30,9,4,6,7,1,5,0.37,30,9,4,6,7,1
1634,Hugo Mallo,es,DF,,Celta Vigo,La Liga,31,1991,24.0,50,2.08,41,4,1,3,1,0,6,0.25,41,4,1,3,1,0
1635,Mickael Malsa,mq,MF,,Valladolid,La Liga,26,1995,0.8,1,1.30,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
1636,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,21,2000,38.0,4,0.11,1,3,0,0,0,0,1,0.03,1,3,0,0,0,0
1637,Hianga Mananga Mbock,fr,MF,,Brest,Ligue 1,22,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1638,Gianluca Mancini,it,DF,,Roma,Serie A,26,1996,31.8,37,1.17,30,1,0,4,1,1,3,0.09,30,1,0,4,1,1
1639,Steve Mandanda,fr,GK,,Rennes,Ligue 1,37,1985,33.5,5,0.15,5,0,0,0,0,0,2,0.06,5,0,0,0,0,0
1640,Reinildo Mandava,mz,DF,,Atlético Madrid,La Liga,28,1994,20.6,23,1.12,21,0,0,0,1,1,1,0.05,21,0,0,0,1,1
