Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
657,Thomas Delaney,dk,MF,,Sevilla,La Liga,29,1991,17.2,21,1.22,15,1,1,3,1,0,2,0.12,15,1,1,3,1,0,Matches
658,Thomas Delaney,dk,MF,,Dortmund,Bundesliga,29,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
659,Liam Delap,eng,FW,,Manchester City,Premier League,18,2003,0.1,1,10.00,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0,Matches
660,Sacha Delaye,fr,MF,FW,Montpellier,Ligue 1,19,2002,2.8,7,2.49,4,0,1,1,0,1,2,0.71,4,0,1,1,0,1,Matches
661,Filippo Delli Carri,it,DF,,Salernitana,Serie A,22,1999,3.7,4,1.07,2,0,0,2,0,0,0,0.00,2,0,0,2,0,0,Matches
662,Andy Delort,dz,FW,,Nice,Ligue 1,29,1991,27.2,65,2.39,50,1,4,5,4,1,9,0.33,50,1,4,5,4,1,Matches
663,Andy Delort,dz,FW,,Montpellier,Ligue 1,29,1991,3.0,12,4.01,11,0,0,1,0,0,1,0.33,11,0,0,1,0,0,Matches
664,Fabian Delph,eng,MF,,Everton,Premier League,31,1989,7.4,6,0.82,5,0,0,0,0,1,0,0.00,5,0,0,0,0,1,Matches
665,Moussa Dembélé,fr,FW,,Lyon,Ligue 1,25,1996,24.5,63,2.57,41,0,7,6,7,2,15,0.61,41,0,7,6,7,2,Matches
666,Ousmane Dembélé,fr,FW,,Barcelona,La Liga,24,1997,15.7,88,5.62,60,11,10,4,3,0,17,1.09,60,11,10,4,3,0,Matches
667,Yusuf Demir,at,FW,,Barcelona,La Liga,18,2003,2.1,5,2.34,1,2,0,0,2,0,0,0.00,1,2,0,0,2,0,Matches
668,Merih Demiral,tr,DF,,Atalanta,Serie A,23,1998,21.3,8,0.38,2,0,1,4,0,1,3,0.14,2,0,1,4,0,1,Matches
669,Kerem Demirbay,de,MF,,Leverkusen,Bundesliga,28,1993,22.8,71,3.12,30,33,2,2,3,1,10,0.44,30,33,2,2,3,1,Matches
670,Ermedin Demirović,ba,FW,,Freiburg,Bundesliga,23,1998,9.7,22,2.28,17,0,0,5,0,0,6,0.62,17,0,0,5,0,0,Matches
671,Diego Demme,de,MF,,Napoli,Serie A,29,1991,7.7,23,3.00,19,0,0,1,2,1,1,0.13,19,0,0,1,2,1,Matches
672,Jason Denayer,be,DF,,Lyon,Ligue 1,26,1995,11.1,4,0.36,4,0,0,0,0,0,1,0.09,4,0,0,0,0,0,Matches
673,Leander Dendoncker,be,MF,,Wolves,Premier League,26,1995,21.7,27,1.25,25,0,0,1,0,1,7,0.32,25,0,0,1,0,1,Matches
674,Emmanuel Dennis,ng,FW,MF,Watford,Premier League,23,1997,28.7,85,2.96,52,2,13,8,9,1,12,0.42,52,2,13,8,9,1,Matches
675,Fabio Depaoli,it,DF,,Hellas Verona,Serie A,24,1997,7.8,17,2.18,14,1,1,0,1,0,3,0.38,14,1,1,0,1,0,Matches
676,Fabio Depaoli,it,MF,DF,Sampdoria,Serie A,24,1997,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
677,Mike van der Hoorn,nl,DF,,Arminia,Bundesliga,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
678,Arthur Desmas,fr,GK,,Clermont Foot,Ligue 1,27,1994,14.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
679,Sergiño Dest,us,DF,FW,Barcelona,La Liga,20,2000,16.8,43,2.56,32,2,7,0,2,0,3,0.18,32,2,7,0,2,0,Matches
680,Mattia Destro,it,FW,,Genoa,Serie A,30,1991,19.4,31,1.60,20,0,4,4,3,0,4,0.21,20,0,4,4,3,0,Matches
681,Gerard Deulofeu,es,FW,MF,Udinese,Serie A,27,1994,29.1,149,5.13,85,39,10,8,7,0,11,0.38,85,39,10,8,7,0,Matches
682,Kiernan Dewsbury-Hall,eng,MF,,Leicester City,Premier League,22,1998,23.4,77,3.29,58,5,8,3,3,0,6,0.26,58,5,8,3,3,0,Matches
683,Jacopo Dezi,it,MF,,Venezia,Serie A,29,1992,0.2,2,10.59,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
684,Samuel Di Carmine,it,FW,,Hellas Verona,Serie A,32,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
685,Federico Di Francesco,it,FW,MF,Empoli,Serie A,27,1994,15.2,41,2.70,31,1,1,4,4,0,7,0.46,31,1,1,4,4,0,Matches
686,Giovanni Di Lorenzo,it,DF,,Napoli,Serie A,27,1993,31.9,68,2.13,58,2,2,4,1,1,7,0.22,58,2,2,4,1,1,Matches
687,Ángel Di María,ar,FW,,Paris S-G,Ligue 1,33,1988,18.3,104,5.69,76,16,6,4,2,0,12,0.66,76,16,6,4,2,0,Matches
688,Francesco Di Mariano,it,FW,,Venezia,Serie A,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
689,Francesco Di Tacchio,it,MF,,Salernitana,Serie A,31,1990,13.9,16,1.15,13,1,0,1,1,0,0,0.00,13,1,0,1,1,0,Matches
690,Boulaye Dia,sn,FW,,Villarreal,La Liga,24,1996,14.1,36,2.56,30,0,3,2,1,0,7,0.50,30,0,3,2,1,0,Matches
691,Moussa Diaby,fr,FW,MF,Leverkusen,Bundesliga,22,1999,30.7,115,3.75,90,8,11,3,2,1,24,0.78,90,8,11,3,2,1,Matches
692,Yadaly Diaby,gn,FW,MF,Clermont Foot,Ligue 1,20,2000,0.7,1,1.34,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
693,Mouctar Diakhaby,gn,DF,,Valencia,La Liga,24,1996,21.6,10,0.46,6,1,1,0,1,1,2,0.09,6,1,1,0,1,1,Matches
694,Ibrahim Diakité,gn,MF,,Reims,Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
695,Abdou Diallo,sn,DF,,Paris S-G,Ligue 1,25,1996,9.7,6,0.62,6,0,0,0,0,0,2,0.21,6,0,0,0,0,0,Matches
696,Habib Diallo,sn,FW,,Strasbourg,Ligue 1,26,1995,17.1,33,1.93,24,0,4,4,1,0,8,0.47,24,0,4,4,1,0,Matches
697,Ibrahima Diallo,fr,MF,,Southampton,Premier League,22,1999,11.4,30,2.64,24,0,4,0,1,1,3,0.26,24,0,4,0,1,1,Matches
698,Habib Diarra,sn,MF,,Strasbourg,Ligue 1,17,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
699,Stéphane Diarra,fr,MF,FW,Lorient,Ligue 1,22,1998,5.8,31,5.32,16,2,3,6,3,1,3,0.52,16,2,3,6,3,1,Matches
700,Rúben Dias,pt,DF,,Manchester City,Premier League,24,1997,26.7,36,1.35,31,0,0,4,0,1,7,0.26,31,0,0,4,0,1,Matches
701,Krépin Diatta,sn,MF,DF,Monaco,Ligue 1,22,1999,3.2,4,1.27,4,0,0,0,0,0,1,0.32,4,0,0,0,0,0,Matches
702,Amadou Diawara,gn,MF,,Roma,Serie A,24,1997,1.9,1,0.53,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
703,Brahim Díaz,ma,MF,,Milan,Serie A,21,1999,20.6,78,3.78,61,2,4,3,5,3,10,0.48,61,2,4,3,5,3,Matches
704,Javier Díaz,es,GK,,Sevilla,La Liga,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
705,Luis Díaz,co,FW,,Liverpool,Premier League,24,1997,10.6,60,5.64,41,0,11,6,1,1,4,0.38,41,0,11,6,1,1,Matches
706,Víctor Díaz,es,DF,,Granada,La Liga,33,1988,16.7,13,0.78,11,0,0,2,0,0,1,0.06,11,0,0,2,0,0,Matches
707,Daniel Didavi,de,MF,FW,Stuttgart,Bundesliga,31,1990,3.1,10,3.25,7,0,2,0,1,0,1,0.32,7,0,2,0,1,0,Matches
708,Bamba Dieng,sn,FW,,Marseille,Ligue 1,21,2000,10.8,20,1.85,11,0,1,4,2,2,5,0.46,11,0,1,4,2,2,Matches
709,Eric Dier,eng,DF,,Tottenham,Premier League,27,1994,34.1,30,0.88,25,0,0,4,0,1,5,0.15,25,0,0,4,0,1,Matches
710,Elhadji Dieye,sn,FW,MF,Saint-Étienne,Ligue 1,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
711,Lucas Digne,fr,DF,,Aston Villa,Premier League,28,1993,14.1,53,3.75,37,14,1,0,1,0,8,0.57,37,14,1,0,1,0,Matches
712,Lucas Digne,fr,DF,,Everton,Premier League,28,1993,13.0,35,2.69,23,9,2,0,1,0,0,0.00,23,9,2,0,1,0,Matches
713,Mitchell Dijks,nl,DF,FW,Bologna,Serie A,28,1993,7.7,12,1.56,8,3,0,0,1,0,0,0.00,8,3,0,0,1,0,Matches
714,Javairô Dilrosun,nl,MF,FW,Bordeaux,Ligue 1,23,1998,19.2,83,4.31,47,15,11,6,4,0,12,0.62,47,15,11,6,4,0,Matches
715,Javairô Dilrosun,nl,FW,,Hertha BSC,Bundesliga,23,1998,1.5,1,0.65,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
716,Federico Dimarco,it,DF,,Inter,Serie A,23,1997,15.9,88,5.53,42,30,4,10,1,1,8,0.50,42,30,4,10,1,1,Matches
717,Landry Dimata,be,FW,MF,Espanyol,La Liga,23,1997,6.0,19,3.15,13,0,2,1,3,0,1,0.17,13,0,2,1,3,0,Matches
718,Stole Dimitrievski,mk,GK,,Rayo Vallecano,La Liga,27,1993,30.8,7,0.23,4,3,0,0,0,0,0,0.00,4,3,0,0,0,0,Matches
719,Junior Dina Ebimbe,fr,MF,,Paris S-G,Ligue 1,20,2000,3.5,4,1.14,4,0,0,0,0,0,1,0.28,4,0,0,0,0,0,Matches
720,Tristan Dingomé,cm,MF,FW,Troyes,Ligue 1,30,1991,12.0,40,3.35,24,10,3,1,2,0,6,0.50,24,10,3,1,2,0,Matches
721,Sinaly Diomande,ci,DF,,Lyon,Ligue 1,20,2001,6.4,4,0.62,3,0,0,0,0,1,0,0.00,3,0,0,0,0,1,Matches
722,Issa Diop,fr,DF,,West Ham,Premier League,24,1997,10.7,2,0.19,2,0,0,0,0,0,1,0.09,2,0,0,0,0,0,Matches
723,Sofiane Diop,fr,MF,FW,Monaco,Ligue 1,21,2000,21.6,78,3.60,50,16,3,2,6,1,11,0.51,50,16,3,2,6,1,Matches
724,Andy Diouf,fr,MF,,Rennes,Ligue 1,18,2003,0.2,1,6.43,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
725,Assane Dioussé,sn,MF,,Saint-Étienne,Ligue 1,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
726,Axel Disasi,fr,DF,,Monaco,Ligue 1,23,1998,30.2,13,0.43,11,0,0,2,0,0,0,0.00,11,0,0,2,0,0,Matches
727,Filippo Distefano,it,FW,,Fiorentina,Serie A,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
728,Matías Dituro,ar,GK,,Celta Vigo,La Liga,34,1987,38.0,3,0.08,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
729,Tiago Djaló,pt,DF,,Lille,Ligue 1,21,2000,25.9,24,0.93,17,3,2,0,0,2,3,0.12,17,3,2,0,0,2,Matches
730,Djené,tg,DF,,Getafe,La Liga,29,1991,34.6,29,0.84,21,1,2,1,2,2,3,0.09,21,1,2,1,2,2,Matches
731,Moussa Djenepo,ml,MF,,Southampton,Premier League,23,1998,5.1,18,3.54,15,0,1,1,1,0,1,0.20,15,0,1,1,1,0,Matches
732,Koffi Djidji,ci,DF,,Torino,Serie A,28,1992,19.3,15,0.78,15,0,0,0,0,0,2,0.10,15,0,0,0,0,0,Matches
733,Alexander Djiku,gh,DF,,Strasbourg,Ligue 1,26,1994,29.9,34,1.14,31,1,0,2,0,0,5,0.17,31,1,0,2,0,0,Matches
734,Bryan Djile Nokoué,cm,DF,MF,Saint-Étienne,Ligue 1,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
735,Berat Djimsiti,al,DF,,Atalanta,Serie A,28,1993,25.1,23,0.92,16,0,1,5,0,1,2,0.08,16,0,1,5,0,1,Matches
736,Ouparine Djoco,gw,GK,,Clermont Foot,Ligue 1,23,1998,23.5,2,0.09,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
737,Naïs Djouahra,fr,FW,MF,Real Sociedad,La Liga,21,1999,2.4,9,3.82,7,0,1,1,0,0,0,0.00,7,0,1,1,0,0,Matches
738,Marko Dmitrović,rs,GK,,Sevilla,La Liga,29,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
739,Lewis Dobbin,eng,FW,MF,Everton,Premier League,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
740,Matt Doherty,ie,DF,,Tottenham,Premier League,29,1992,9.7,30,3.09,24,0,1,5,0,0,4,0.41,24,0,1,5,0,0,Matches
741,Jeremy Doku,be,FW,MF,Rennes,Ligue 1,19,2002,5.2,24,4.59,17,0,4,1,2,0,5,0.96,17,0,4,1,2,0,Matches
742,Kasper Dolberg,dk,FW,,Nice,Ligue 1,23,1997,16.6,31,1.87,24,0,0,5,2,0,3,0.18,24,0,0,5,2,0,Matches
743,Jaume Doménech,es,GK,,Valencia,La Liga,30,1990,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
744,Brandon Domingues,fr,MF,FW,Troyes,Ligue 1,21,2000,2.6,6,2.34,5,1,0,0,0,0,0,0.00,5,1,0,0,0,0,Matches
745,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,20,2001,3.8,2,0.52,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
746,Mario Dominguez,es,FW,,Valencia,La Liga,17,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
747,Nicolás Domínguez,ar,MF,,Bologna,Serie A,23,1998,22.4,61,2.72,52,1,0,5,1,2,4,0.18,52,1,0,5,1,2,Matches
748,John Donald,es,DF,,Elche,La Liga,20,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,1,0,0,0,0,1,Matches
749,Lee Dongjun,kr,MF,FW,Hertha BSC,Bundesliga,24,1997,1.3,2,1.51,1,0,0,1,0,0,1,0.76,1,0,0,1,0,0,Matches
750,Anastasios Donis,gr,FW,MF,Reims,Ligue 1,24,1996,4.1,5,1.22,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
751,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,22,1999,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
752,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,23,1998,25.8,40,1.55,26,8,0,1,2,3,3,0.12,26,8,0,1,2,3,Matches
753,Jodel Dossou,bj,FW,,Clermont Foot,Ligue 1,29,1992,22.3,66,2.96,42,0,14,5,5,0,6,0.27,42,0,14,5,5,0,Matches
754,Lohann Doucet,fr,MF,DF,Nantes,Ligue 1,18,2002,0.1,1,15.00,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
755,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,28,1993,28.2,57,2.02,50,0,3,3,0,1,7,0.25,50,0,3,3,0,1,Matches
756,Cheick Doucouré,ml,MF,,Lens,Ligue 1,21,2000,32.7,96,2.93,83,0,3,4,3,3,9,0.28,83,0,3,4,3,3,Matches
757,Fodé Doucouré,ml,DF,FW,Reims,Ligue 1,20,2001,1.7,4,2.34,3,0,1,0,0,0,0,0.00,3,0,1,0,0,0,Matches
758,Ismaël Doukouré,fr,DF,,Strasbourg,Ligue 1,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
759,Kamory Doumbia,ml,MF,FW,Reims,Ligue 1,18,2003,3.9,11,2.81,7,2,1,0,1,0,2,0.51,7,2,1,0,1,0,Matches
760,Moussa Doumbia,ml,FW,,Reims,Ligue 1,26,1994,1.0,3,3.14,2,0,0,1,0,0,2,2.09,2,0,0,1,0,0,Matches
761,Souleyman Doumbia,ci,DF,FW,Angers,Ligue 1,24,1996,24.7,42,1.70,32,2,4,1,3,0,1,0.04,32,2,4,1,3,0,Matches
762,Kieran Dowell,eng,FW,MF,Norwich City,Premier League,23,1997,10.1,26,2.57,19,7,0,0,0,0,1,0.10,19,7,0,0,0,0,Matches
763,Bartłomiej Drągowski,pl,GK,,Fiorentina,Serie A,23,1997,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
764,Radu Drăgușin,ro,DF,,Sampdoria,Serie A,19,2002,6.9,5,0.73,4,1,0,0,0,0,1,0.15,4,1,0,0,0,0,Matches
765,Radu Drăgușin,ro,DF,,Salernitana,Serie A,19,2002,5.4,3,0.55,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
766,Cody Drameh,eng,DF,MF,Leeds United,Premier League,19,2001,1.4,2,1.41,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
767,Julian Draxler,de,FW,MF,Paris S-G,Ligue 1,27,1993,6.1,15,2.46,12,1,1,0,0,1,2,0.33,12,1,1,0,0,1,Matches
768,Matthieu Dreyer,fr,GK,,Lorient,Ligue 1,32,1989,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
769,Domingos Duarte,pt,DF,,Granada,La Liga,26,1995,18.7,10,0.53,8,1,0,1,0,0,0,0.00,8,1,0,1,0,0,Matches
770,Óscar Duarte,cr,DF,,Levante,La Liga,32,1989,19.7,9,0.46,6,0,0,2,0,1,0,0.00,6,0,0,2,0,1,Matches
771,Rubén Duarte,es,DF,,Alavés,La Liga,25,1995,29.1,58,1.99,36,16,0,0,3,3,5,0.17,36,16,0,0,3,3,Matches
772,Leo Dubois,fr,DF,,Lyon,Ligue 1,26,1994,19.4,45,2.32,34,6,0,3,1,1,5,0.26,34,6,0,3,1,1,Matches
773,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,32,1989,26.0,3,0.12,1,2,0,0,0,0,0,0.00,1,2,0,0,0,0,Matches
774,Ondrej Duda,sk,MF,FW,Köln,Bundesliga,26,1994,17.9,61,3.41,37,6,9,3,5,1,2,0.11,37,6,9,3,5,1,Matches
775,Jeremy Dudziak,tn,MF,FW,Greuther Fürth,Bundesliga,25,1995,12.6,31,2.46,21,2,1,2,5,0,4,0.32,21,2,1,2,5,0,Matches
776,Shane Duffy,ie,DF,,Brighton,Premier League,29,1992,16.0,9,0.56,7,0,0,2,0,0,1,0.06,7,0,0,2,0,0,Matches
777,Unai Dufur,es,DF,,Osasuna,La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
778,Denzel Dumfries,nl,DF,,Inter,Serie A,25,1996,22.5,63,2.79,49,4,3,4,3,0,7,0.31,49,4,3,4,3,0,Matches
779,Paul Dummett,wls,DF,,Newcastle Utd,Premier League,29,1991,2.2,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches
780,Alfred Duncan,gh,MF,,Fiorentina,Serie A,28,1993,21.5,50,2.33,45,1,0,2,1,1,4,0.19,45,1,0,2,1,1,Matches
781,Lewis Dunk,eng,DF,,Brighton,Premier League,29,1991,28.6,20,0.70,16,1,0,3,0,0,3,0.10,16,1,0,3,0,0,Matches
782,Erik Durm,de,DF,,Eint Frankfurt,Bundesliga,29,1992,5.3,7,1.33,6,1,0,0,0,0,3,0.57,6,1,0,0,0,0,Matches
783,Hugo Duro,es,DF,MF,Getafe,La Liga,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
784,Hugo Duro,es,FW,MF,Valencia,La Liga,21,1999,20.4,34,1.67,21,1,3,1,7,1,7,0.34,21,1,3,1,7,1,Matches
785,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,24,1997,33.4,58,1.74,45,4,5,0,2,2,6,0.18,45,4,5,0,2,2,Matches
786,Paulo Dybala,ar,FW,MF,Juventus,Serie A,27,1993,22.9,113,4.93,73,12,10,7,8,3,13,0.57,73,12,10,7,8,3,Matches
787,Edin Džeko,ba,FW,,Inter,Serie A,35,1986,27.4,92,3.35,76,0,3,7,5,1,17,0.62,76,0,3,7,5,1,Matches
788,Enzo Ebosse,cm,DF,,Angers,Ligue 1,22,1999,21.0,26,1.24,18,0,1,0,6,1,1,0.05,18,0,1,0,6,1,Matches
789,Tyronne Ebuehi,ng,DF,,Venezia,Serie A,25,1995,12.6,19,1.50,18,1,0,0,0,0,0,0.00,18,1,0,0,0,0,Matches
790,Ederson,br,GK,,Manchester City,Premier League,27,1993,37.0,2,0.05,2,0,0,0,0,0,1,0.03,2,0,0,0,0,0,Matches
791,Éderson,br,MF,,Salernitana,Serie A,22,1999,12.7,31,2.43,21,0,0,2,7,1,2,0.16,21,0,0,2,7,1,Matches
792,Odsonne Édouard,fr,FW,,Crystal Palace,Premier League,23,1998,17.4,51,2.94,33,0,8,9,0,1,4,0.23,33,0,8,9,0,1,Matches
793,CJ Egan-Riley,eng,DF,,Manchester City,Premier League,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
794,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,24,1996,24.4,50,2.05,42,2,0,2,2,2,5,0.21,42,2,0,2,2,2,Matches
795,Lilian Egloff,de,MF,DF,Stuttgart,Bundesliga,18,2002,0.3,1,2.81,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
796,Kingsley Ehizibue,nl,DF,,Köln,Bundesliga,26,1995,7.6,17,2.25,15,1,1,0,0,0,2,0.27,15,1,1,0,0,0,Matches
797,Julian Eitschberger,de,DF,,Hertha BSC,Bundesliga,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
798,Albin Ekdal,se,MF,,Sampdoria,Serie A,32,1989,18.2,19,1.05,14,0,0,3,2,0,0,0.00,14,0,0,3,2,0,Matches
799,Hugo Ekitike,fr,FW,,Reims,Ligue 1,19,2002,14.1,40,2.83,23,0,10,3,4,0,9,0.64,23,0,10,3,4,0,Matches
800,Jurgen Ekkelenkamp,nl,MF,FW,Hertha BSC,Bundesliga,21,2000,8.0,16,2.01,12,0,0,2,1,1,0,0.00,12,0,0,2,1,1,Matches
801,Caleb Ekuban,gh,FW,MF,Genoa,Serie A,27,1994,19.1,38,1.99,28,0,3,3,4,0,5,0.26,28,0,3,3,4,0,Matches
802,Anthony Elanga,se,FW,,Manchester Utd,Premier League,19,2002,13.5,21,1.56,12,0,2,1,4,2,5,0.37,12,0,2,1,4,2,Matches
803,Alberth Elis,hn,FW,MF,Bordeaux,Ligue 1,25,1996,15.7,38,2.43,26,0,2,1,7,2,2,0.13,26,0,2,1,7,2,Matches
804,Harvey Elliott,eng,MF,,Liverpool,Premier League,18,2003,3.8,25,6.52,18,1,0,4,2,0,2,0.52,18,1,0,4,2,0,Matches
805,Elif Elmas,mk,FW,MF,Napoli,Serie A,21,1999,18.0,59,3.28,42,2,5,4,3,3,9,0.50,42,2,5,4,3,3,Matches
806,Mohamed Elneny,eg,MF,,Arsenal,Premier League,29,1992,9.0,17,1.90,15,1,0,1,0,0,3,0.33,15,1,0,1,0,0,Matches
807,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,27,1994,23.4,10,0.43,8,0,0,1,1,0,1,0.04,8,0,0,1,1,0,Matches
808,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,24,1996,27.0,15,0.56,12,0,1,1,0,1,2,0.07,12,0,1,1,0,1,Matches
809,Mohamed Elyounoussi,no,MF,FW,Southampton,Premier League,26,1994,22.7,57,2.51,42,0,5,6,3,1,6,0.26,42,0,5,6,3,1,Matches
810,Adri Embarba,es,FW,MF,Espanyol,La Liga,29,1992,22.1,92,4.17,44,26,9,5,6,2,6,0.27,44,26,9,5,6,2,Matches
811,Breel Embolo,ch,FW,,Gladbach,Bundesliga,24,1997,24.1,82,3.56,60,0,3,4,14,1,10,0.43,60,0,3,4,14,1,Matches
812,Emerson,br,DF,MF,Tottenham,Premier League,22,1999,25.4,50,1.97,42,0,4,2,2,0,4,0.16,42,0,4,2,2,0,Matches
813,Emerson,br,DF,,Barcelona,La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
814,Renaud Emond,be,FW,MF,Nantes,Ligue 1,29,1991,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
815,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,24,1997,14.2,11,0.77,9,0,0,1,1,0,3,0.21,9,0,0,1,1,0,Matches
816,Keita Endo,jp,MF,,Union Berlin,Bundesliga,23,1997,0.6,3,4.91,2,0,0,0,1,0,0,0.00,2,0,0,0,1,0,Matches
817,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,28,1993,32.2,63,1.96,52,0,2,4,3,2,3,0.09,52,0,2,4,3,2,Matches
818,Christian Eriksen,dk,MF,,Brentford,Premier League,29,1992,10.4,57,5.46,26,27,1,1,1,1,7,0.67,26,27,1,1,1,1,Matches
819,Martin Erlic,hr,DF,,Spezia,Serie A,23,1998,28.6,11,0.38,7,0,0,1,3,0,2,0.07,7,0,0,1,3,0,Matches
820,Gonzalo Escalante,ar,MF,,Lazio,Serie A,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
821,Gonzalo Escalante,ar,MF,,Alavés,La Liga,28,1993,14.4,18,1.25,13,0,0,4,1,0,3,0.21,13,0,0,4,1,0,Matches
822,Aarón Escandell,es,GK,,Granada,La Liga,25,1995,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
823,Sergio Escudero,es,DF,MF,Granada,La Liga,31,1989,15.9,47,2.95,28,7,1,7,2,2,5,0.31,28,7,1,7,2,2,Matches
824,Alfonso Espino,uy,DF,,Cádiz,La Liga,29,1992,37.0,75,2.03,58,10,1,2,1,3,3,0.08,58,10,1,2,1,3,Matches
825,Michael Esser,de,GK,,Bochum,Bundesliga,33,1987,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
826,Estanis,es,FW,,Barcelona,La Liga,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
827,Maxime Estève,fr,DF,,Montpellier,Ligue 1,19,2002,20.6,8,0.39,6,1,0,1,0,0,0,0.00,6,1,0,1,0,0,Matches
828,Pervis Estupiñán,ec,DF,,Villarreal,La Liga,23,1998,17.5,29,1.66,24,3,0,2,0,0,5,0.29,24,3,0,2,0,0,Matches
829,Oghenekaro Etebo,ng,MF,,Watford,Premier League,25,1995,4.5,5,1.12,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
830,Jonny Evans,nir,DF,,Leicester City,Premier League,33,1988,15.0,10,0.67,8,2,0,0,0,0,2,0.13,8,2,0,0,0,0,Matches
831,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,23,1998,6.7,24,3.57,12,8,1,1,1,1,2,0.30,12,8,1,1,1,1,Matches
