Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1348,Noah Katterbach,de,DF,,Köln,Bundesliga,20,2001,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1
1349,Eiji Kawashima,jp,GK,,Strasbourg,Ligue 1,38,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1350,Edo Kayembe,cd,MF,,Watford,Premier League,23,1998,8.9,21,13,11,9,1,8,16,50.0,8,6,1,5,9,30,13
1351,Moise Kean,it,FW,,Everton,Premier League,21,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1352,Moise Kean,it,FW,,Juventus,Serie A,21,2000,12.2,9,4,2,5,2,6,16,37.5,10,5,0,5,3,12,8
1353,Michael Keane,eng,DF,,Everton,Premier League,28,1993,31.0,46,25,32,13,1,28,45,62.2,17,33,28,5,62,108,128
1354,Ilan Kebbal,dz,MF,FW,Reims,Ligue 1,23,1998,19.7,31,15,13,10,8,12,44,27.3,32,16,0,16,13,44,3
1355,Wajdi Kechrida,tn,DF,MF,Salernitana,Serie A,25,1995,10.6,9,6,6,3,0,8,13,61.5,5,10,2,8,8,17,15
1356,Thilo Kehrer,de,DF,,Paris S-G,Ligue 1,24,1996,16.8,21,14,9,11,1,9,21,42.9,12,19,11,8,24,45,29
1357,Habib Keita,ml,MF,FW,Lyon,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1358,Naby Keïta,gn,MF,,Liverpool,Premier League,26,1995,13.0,46,23,17,19,10,26,42,61.9,16,33,2,31,14,60,8
1359,Yannik Keitel,de,MF,,Freiburg,Bundesliga,21,2000,5.6,11,4,5,4,2,5,15,33.3,10,7,1,6,1,12,8
1360,Caoimhín Kelleher,ie,GK,,Liverpool,Premier League,22,1998,2.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1
1361,Marc-Oliver Kempf,de,DF,,Hertha BSC,Bundesliga,26,1995,11.7,10,9,9,1,0,5,14,35.7,9,14,7,7,25,35,49
1362,Marc-Oliver Kempf,de,DF,,Stuttgart,Bundesliga,26,1995,9.3,13,8,7,4,2,3,10,30.0,7,16,14,2,16,29,26
1363,Kenedy,br,DF,,Chelsea,Premier League,25,1996,0.6,5,2,1,2,2,2,3,66.7,1,0,0,0,0,5,0
1364,Jonjoe Kenny,eng,DF,,Everton,Premier League,24,1997,11.3,17,7,11,6,0,13,21,61.9,8,8,1,7,20,37,31
1365,Dimitrios Keramitsis,gr,MF,,Roma,Serie A,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1366,Franck Kessié,ci,MF,,Milan,Serie A,24,1996,25.6,41,23,12,24,5,17,26,65.4,9,39,10,29,23,64,22
1367,Saîf-Eddine Khaoui,tn,MF,FW,Clermont Foot,Ligue 1,26,1995,10.3,19,10,5,10,4,9,18,50.0,9,9,0,9,14,33,5
1368,Wahbi Khazri,tn,FW,MF,Saint-Étienne,Ligue 1,30,1991,24.7,33,18,7,17,9,9,34,26.5,25,21,0,21,12,45,7
1369,Rani Khedira,de,MF,,Union Berlin,Bundesliga,27,1994,30.6,75,38,25,42,8,32,66,48.5,34,21,8,13,50,125,27
1370,Kiké,es,FW,,Osasuna,La Liga,31,1989,20.7,11,7,3,4,4,3,23,13.0,20,10,1,9,3,14,12
1371,Luca Kilian,de,FW,,Mainz 05,Bundesliga,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1372,Luca Kilian,de,DF,,Köln,Bundesliga,21,1999,25.3,42,24,30,9,3,21,41,51.2,20,31,13,18,46,88,109
1373,Max Kilman,eng,DF,,Wolves,Premier League,24,1997,29.9,50,26,38,10,2,24,37,64.9,13,36,21,15,45,95,113
1374,Joshua Kimmich,de,MF,,Bayern Munich,Bundesliga,26,1995,27.5,39,20,14,17,8,18,58,31.0,40,34,8,26,52,91,29
1375,Presnel Kimpembe,fr,DF,,Paris S-G,Ligue 1,25,1995,28.6,34,19,18,15,1,14,23,60.9,9,20,14,6,38,72,73
1376,Joshua King,no,FW,,Watford,Premier League,29,1992,25.0,19,15,7,6,6,4,17,23.5,13,15,4,11,8,27,31
1377,Jakub Kiwior,pl,MF,,Spezia,Serie A,21,2000,21.8,50,27,25,19,6,26,57,45.6,31,38,15,23,40,90,53
1378,Sofian Kiyine,ma,MF,FW,Venezia,Serie A,23,1997,13.8,24,14,9,11,4,12,32,37.5,20,15,1,14,10,34,9
1379,Simon Kjær,dk,DF,,Milan,Serie A,32,1989,8.9,20,12,9,8,3,6,12,50.0,6,17,13,4,9,29,39
1380,Kristoffer Klaesson,no,GK,,Leeds United,Premier League,20,2000,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1381,Philipp Klement,de,MF,,Stuttgart,Bundesliga,28,1992,3.8,7,3,1,4,2,3,3,100.0,0,6,1,5,1,8,0
1382,Mateusz Klich,pl,MF,,Leeds United,Premier League,31,1990,23.0,47,25,18,23,6,25,66,37.9,41,22,4,18,11,58,20
1383,Thibault Klidje,tg,MF,FW,Bordeaux,Ligue 1,20,2001,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0
1384,Mateo Klimowicz,de,MF,FW,Stuttgart,Bundesliga,21,2000,6.7,13,6,6,7,0,5,16,31.3,11,2,0,2,4,17,3
1385,Fabian Klos,de,FW,,Arminia,Bundesliga,33,1987,15.8,7,5,0,5,2,2,10,20.0,8,17,4,13,0,7,31
1386,Lukas Klostermann,de,DF,,RB Leipzig,Bundesliga,25,1996,18.3,29,16,11,15,3,13,19,68.4,6,16,3,13,26,55,58
1387,Justin Kluivert,nl,MF,,Nice,Ligue 1,22,1999,20.8,19,9,6,12,1,5,21,23.8,16,13,1,12,14,33,6
1388,Lukas Klünter,de,DF,,Hertha BSC,Bundesliga,25,1996,2.2,1,1,1,0,0,1,5,20.0,4,1,0,1,2,3,2
1389,Ansgar Knauff,de,FW,MF,Dortmund,Bundesliga,19,2002,1.3,3,1,1,1,1,0,4,0.0,4,2,0,2,0,3,4
1390,Ansgar Knauff,de,DF,MF,Eint Frankfurt,Bundesliga,19,2002,8.4,18,14,8,5,5,8,15,53.3,7,11,1,10,8,26,6
1391,Robin Knoche,de,DF,,Union Berlin,Bundesliga,29,1992,33.0,50,24,38,12,0,30,53,56.6,23,45,26,19,49,99,151
1392,Gregor Kobel,ch,GK,,Dortmund,Bundesliga,23,1997,28.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,20
1393,Robin Koch,de,MF,DF,Leeds United,Premier League,25,1996,17.5,21,13,9,10,2,9,34,26.5,25,26,10,16,20,41,44
1394,Samuel Koeberlé,fr,FW,,Reims,Ligue 1,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1395,Philippe Koffi,ci,FW,,Reims,Ligue 1,19,2002,4.2,4,0,0,3,1,0,2,0.0,2,2,1,1,3,7,3
1396,Dominik Kohr,de,MF,,Mainz 05,Bundesliga,27,1994,17.9,40,20,18,19,3,16,42,38.1,26,21,2,19,35,75,22
1397,Koba Koindredi,fr,MF,,Valencia,La Liga,19,2001,2.0,4,3,2,1,1,2,6,33.3,4,3,0,3,4,8,5
1398,Koke,es,MF,,Atlético Madrid,La Liga,29,1992,27.9,55,30,19,29,7,26,63,41.3,37,21,5,16,24,79,31
1399,Aleksandr Kokorin,ru,FW,MF,Fiorentina,Serie A,30,1991,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0
1400,Aleksandar Kolarov,rs,DF,,Inter,Serie A,35,1985,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2
1401,Sead Kolašinac,ba,DF,,Arsenal,Premier League,28,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,4,4,1
1402,Sead Kolašinac,ba,DF,,Marseille,Ligue 1,28,1993,4.9,7,6,2,3,2,5,8,62.5,3,4,0,4,0,7,7
1403,Luca Koleosho,it,FW,,Espanyol,La Liga,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1404,Randal Kolo Muani,fr,FW,MF,Nantes,Ligue 1,22,1998,32.8,28,14,7,10,11,10,25,40.0,15,14,3,11,6,34,31
1405,Timothée Kolodziejczak,fr,DF,,Saint-Étienne,Ligue 1,29,1991,28.5,43,24,22,14,7,20,36,55.6,16,29,7,22,60,103,72
1406,Ghislain Konan,ci,DF,,Reims,Ligue 1,25,1995,26.9,35,19,19,15,1,16,30,53.3,14,35,8,27,28,63,45
1407,Ibrahima Konaté,fr,DF,,Liverpool,Premier League,22,1999,11.0,16,10,9,6,1,7,10,70.0,3,13,9,4,16,32,37
1408,Geoffrey Kondogbia,cf,MF,DF,Atlético Madrid,La Liga,28,1993,20.9,74,44,25,40,9,21,49,42.9,28,16,5,11,44,118,24
1409,Ibrahima Koné,ml,FW,,Lorient,Ligue 1,22,1999,8.1,7,4,0,3,4,2,3,66.7,1,8,3,5,1,8,3
1410,Manu Koné,fr,MF,,Gladbach,Bundesliga,20,2001,24.3,60,37,29,28,3,25,42,59.5,17,27,4,23,34,94,12
1411,Youssouf Koné,ml,DF,,Troyes,Ligue 1,26,1995,10.9,30,18,21,8,1,19,30,63.3,11,8,3,5,10,40,25
1412,Ezri Konsa,eng,DF,,Aston Villa,Premier League,23,1997,27.5,25,15,13,11,1,10,13,76.9,3,31,22,9,15,40,86
1413,Teun Koopmeiners,nl,MF,,Atalanta,Serie A,23,1998,23.6,40,24,10,19,11,22,54,40.7,32,31,2,29,15,55,19
1414,Laurent Koscielny,fr,DF,,Bordeaux,Ligue 1,35,1985,10.4,14,9,10,3,1,8,13,61.5,5,17,12,5,12,26,39
1415,Odilon Kossounou,ci,DF,,Leverkusen,Bundesliga,20,2001,19.9,23,17,16,6,1,15,25,60.0,10,36,14,22,26,49,66
1416,Filip Kostić,rs,DF,FW,Eint Frankfurt,Bundesliga,28,1992,28.0,44,17,26,9,9,20,53,37.7,33,24,1,23,15,59,24
1417,Rominigue Kouamé,ml,MF,,Troyes,Ligue 1,24,1996,33.0,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22
1418,Kalidou Koulibaly,sn,DF,,Napoli,Serie A,30,1991,26.7,39,23,31,6,2,25,38,65.8,13,41,25,16,29,68,90
1419,Jules Koundé,fr,DF,,Sevilla,La Liga,22,1998,30.4,40,17,27,10,3,18,28,64.3,10,33,18,15,21,61,101
1420,Christos Kourfalidis,gr,MF,FW,Cagliari,Serie A,18,2002,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0
1421,Boubakar Kouyaté,ml,DF,,Metz,Ligue 1,24,1997,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217
1422,Cheikhou Kouyaté,sn,MF,,Crystal Palace,Premier League,31,1989,21.9,52,38,28,22,2,18,39,46.2,21,40,14,26,38,90,39
1423,Mateo Kovačić,hr,MF,,Chelsea,Premier League,27,1994,17.3,51,31,14,26,11,17,35,48.6,18,19,4,15,7,58,9
1424,Viktor Kovalenko,ua,MF,,Spezia,Serie A,25,1996,14.7,16,10,7,8,1,9,21,42.9,12,16,3,13,13,29,8
1425,Emil Krafth,se,DF,,Newcastle Utd,Premier League,26,1994,18.2,37,16,25,11,1,27,36,75.0,9,16,10,6,25,62,56
1426,Alex Král,cz,MF,,West Ham,Premier League,23,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1427,Andrej Kramarić,hr,FW,MF,Hoffenheim,Bundesliga,30,1991,30.1,8,4,1,5,2,7,17,41.2,10,10,0,10,9,17,7
1428,Christoph Kramer,de,MF,,Gladbach,Bundesliga,30,1991,8.3,28,11,15,10,3,12,28,42.9,16,18,5,13,12,40,9
1429,Jean-Philippe Krasso,ci,FW,,Saint-Étienne,Ligue 1,24,1997,5.0,7,5,0,5,2,2,10,20.0,8,7,1,6,0,7,1
1430,Julian Kristoffersen,no,FW,,Salernitana,Serie A,24,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1431,Toni Kroos,de,MF,,Real Madrid,La Liga,31,1990,23.4,34,26,13,17,4,14,36,38.9,22,16,3,13,12,46,13
1432,Florian Krüger,de,FW,MF,Arminia,Bundesliga,22,1999,12.5,3,1,0,3,0,2,10,20.0,8,12,1,11,2,5,13
1433,Tim Krul,nl,GK,,Norwich City,Premier League,33,1988,29.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,10
1434,Rade Krunić,ba,MF,FW,Milan,Serie A,27,1993,15.7,33,18,16,14,3,15,31,48.4,16,19,2,17,16,49,17
1435,Max Kruse,de,MF,FW,Wolfsburg,Bundesliga,33,1988,12.5,9,3,4,4,1,5,12,41.7,7,2,0,2,3,12,4
1436,Max Kruse,de,FW,MF,Union Berlin,Bundesliga,33,1988,14.1,4,1,0,3,1,2,16,12.5,14,12,0,12,3,7,2
1437,Lukas Kübler,de,DF,MF,Freiburg,Bundesliga,28,1992,25.9,62,35,38,16,8,28,49,57.1,21,24,8,16,44,106,70
1438,Takefusa Kubo,jp,FW,MF,Mallorca,La Liga,20,2001,17.8,31,19,12,14,5,10,24,41.7,14,24,3,21,8,39,4
1439,Juraj Kucka,sk,MF,,Watford,Premier League,34,1987,21.3,59,39,32,25,2,27,73,37.0,46,30,9,21,27,86,46
1440,Mykola Kukharevych,ua,FW,,Troyes,Ligue 1,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1441,Dejan Kulusevski,se,MF,FW,Tottenham,Premier League,21,2000,14.0,19,13,7,10,2,5,23,21.7,18,14,0,14,13,32,3
1442,Dejan Kulusevski,se,FW,MF,Juventus,Serie A,21,2000,8.6,15,12,9,6,0,8,21,38.1,13,14,0,14,5,20,5
1443,Marash Kumbulla,al,DF,,Roma,Serie A,21,2000,11.4,21,13,13,7,1,8,15,53.3,7,17,8,9,16,37,26
1444,Fabian Kunze,de,MF,,Arminia,Bundesliga,23,1998,14.0,35,21,14,20,1,15,32,46.9,17,17,2,15,19,54,27
1445,Enock Kwateng,fr,DF,,Bordeaux,Ligue 1,24,1997,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48
1446,Grejohn Kyei,fr,FW,,Clermont Foot,Ligue 1,25,1995,4.4,3,2,1,1,1,0,6,0.0,6,6,0,6,0,3,1
1447,Giorgos Kyriakopoulos,gr,DF,FW,Sassuolo,Serie A,25,1996,21.9,30,14,19,7,4,19,38,50.0,19,32,9,23,11,41,52
1448,Andrea La Mantia,it,FW,MF,Empoli,Serie A,30,1991,5.4,2,0,0,0,2,1,2,50.0,1,3,1,2,1,3,6
1449,Gaëtan Laborde,fr,FW,,Montpellier,Ligue 1,27,1994,3.8,2,2,1,1,0,2,4,50.0,2,3,0,3,5,7,5
1450,Gaëtan Laborde,fr,FW,,Rennes,Ligue 1,27,1994,30.3,19,7,5,8,6,3,22,13.6,19,29,3,26,8,27,16
1451,Alexandre Lacazette,fr,FW,,Arsenal,Premier League,30,1991,19.8,27,10,8,13,6,7,21,33.3,14,12,1,11,5,32,6
1452,Tom Lacoux,fr,DF,MF,Bordeaux,Ligue 1,19,2002,10.1,18,13,11,5,2,9,24,37.5,15,14,4,10,9,27,20
1453,Lenny Lacroix,fr,DF,,Metz,Ligue 1,18,2003,2.2,9,7,8,1,0,5,8,62.5,3,5,1,4,10,19,5
1454,Maxence Lacroix,fr,DF,,Wolfsburg,Bundesliga,21,2000,27.7,59,33,41,16,2,29,40,72.5,11,35,16,19,60,119,144
1455,Alban Lafont,fr,GK,,Nantes,Ligue 1,22,1999,38.0,3,3,3,0,0,3,8,37.5,5,1,0,1,1,4,25
1456,Víctor Laguardia,es,DF,,Alavés,La Liga,31,1989,33.8,29,16,21,8,0,19,30,63.3,11,36,24,12,27,56,151
1457,Konrad Laimer,at,MF,,RB Leipzig,Bundesliga,24,1997,13.8,38,24,11,22,5,24,53,45.3,29,29,3,26,4,42,9
1458,Stefan Lainer,at,DF,,Gladbach,Bundesliga,28,1992,16.3,19,11,9,7,3,12,28,42.9,16,24,5,19,14,33,31
1459,Diego Lainez,mx,FW,,Betis,La Liga,21,2000,1.6,1,1,0,1,0,0,3,0.0,3,3,0,3,1,2,0
1460,Adam Lallana,eng,MF,,Brighton,Premier League,33,1988,17.3,34,17,14,14,6,12,41,29.3,29,16,6,10,16,50,13
1461,Vassilis Lambropoulos,gr,DF,,Bochum,Bundesliga,31,1990,13.0,18,12,13,3,2,11,25,44.0,14,21,10,11,17,35,56
1462,Érik Lamela,ar,FW,MF,Sevilla,La Liga,29,1992,11.3,31,18,12,14,5,10,29,34.5,19,11,0,11,5,36,3
1463,Mohamed Lamine Bayo,gn,FW,,Clermont Foot,Ligue 1,23,1998,26.8,12,5,4,3,5,3,24,12.5,21,7,1,6,7,19,14
1464,Didier Lamkel Zé,cm,FW,,Metz,Ligue 1,24,1996,6.7,3,1,1,0,2,1,3,33.3,2,3,1,2,1,4,7
1465,Sam Lammers,nl,FW,MF,Atalanta,Serie A,24,1997,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0
1466,Sam Lammers,nl,FW,MF,Eint Frankfurt,Bundesliga,24,1997,5.7,4,4,0,2,2,2,6,33.3,4,9,2,7,2,6,4
1467,Tariq Lamptey,gh,DF,FW,Brighton,Premier League,20,2000,17.3,36,25,14,17,5,15,25,60.0,10,13,3,10,21,57,23
1468,Manuel Lanzini,ar,MF,FW,West Ham,Premier League,28,1993,19.8,28,15,10,11,7,10,35,28.6,25,16,0,16,19,47,10
1469,Aymeric Laporte,es,DF,,Manchester City,Premier League,27,1994,31.4,33,15,22,10,1,14,20,70.0,6,15,10,5,20,53,64
1470,Julien Laporte,fr,DF,,Lorient,Ligue 1,27,1993,32.1,63,45,35,26,2,32,64,50.0,32,37,22,15,54,117,174
1471,Yasser Larouci,dz,DF,,Troyes,Ligue 1,20,2001,3.8,6,5,2,4,0,3,3,100.0,0,1,0,1,7,13,5
1472,Kevin Lasagna,it,MF,FW,Hellas Verona,Serie A,28,1992,13.2,13,7,4,5,4,4,15,26.7,11,16,0,16,3,16,7
1473,Jamaal Lascelles,eng,DF,,Newcastle Utd,Premier League,27,1993,22.9,15,7,9,5,1,4,12,33.3,8,38,28,10,22,37,121
1474,Bryan Lasme,fr,FW,,Arminia,Bundesliga,22,1998,9.7,6,6,1,2,3,0,3,0.0,3,7,0,7,1,7,9
1475,Paul Lasne,fr,MF,,Brest,Ligue 1,32,1989,9.4,26,12,6,16,4,8,18,44.4,10,11,2,9,24,50,10
1476,Juanmi Latasa,es,FW,,Real Madrid,La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1477,Toni Lato,es,DF,,Valencia,La Liga,23,1997,6.6,17,12,12,3,2,9,16,56.3,7,6,0,6,8,25,14
1478,Armand Lauriente,fr,FW,MF,Lorient,Ligue 1,22,1998,27.5,33,18,9,16,8,11,30,36.7,19,27,2,25,15,48,3
1479,Darko Lazović,rs,DF,,Hellas Verona,Serie A,30,1990,30.7,36,23,20,8,8,21,39,53.8,18,28,4,24,19,55,49
1480,Manuel Lazzari,it,DF,,Lazio,Serie A,27,1993,18.5,28,14,13,15,0,16,26,61.5,10,10,2,8,12,40,16
1481,Théo Le Bris,fr,MF,,Lorient,Ligue 1,18,2002,0.7,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1
1482,Jérémy Le Douaron,fr,FW,MF,Brest,Ligue 1,23,1998,16.1,11,5,4,4,3,1,17,5.9,16,15,0,15,4,15,14
1483,Enzo Le Fée,fr,MF,FW,Lorient,Ligue 1,21,2000,24.4,70,44,25,36,9,41,90,45.6,49,25,1,24,29,99,18
1484,Vincent Le Goff,fr,DF,,Lorient,Ligue 1,31,1989,34.0,61,38,38,19,4,37,62,59.7,25,18,3,15,37,98,50
1485,Maxime Le Marchand,fr,DF,,Strasbourg,Ligue 1,31,1989,9.6,17,8,16,1,0,8,10,80.0,2,9,5,4,14,31,32
1486,Robin Le Normand,es,DF,,Real Sociedad,La Liga,24,1996,37.0,49,32,36,8,5,28,36,77.8,8,34,22,12,48,97,125
1487,Patrick Leal,us,FW,,Venezia,Serie A,18,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
1488,Rafael Leão,pt,FW,,Milan,Serie A,22,1999,28.9,17,7,3,9,5,10,20,50.0,10,12,1,11,12,29,8
1489,Jean-Louis Leca,fr,GK,,Lens,Ligue 1,35,1985,25.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,11
1490,Jeremías Ledesma,ar,GK,,Cádiz,La Liga,28,1993,38.0,3,1,3,0,0,3,4,75.0,1,0,0,0,1,4,21
1491,Pierre Lees-Melou,fr,MF,,Norwich City,Premier League,28,1993,25.2,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23
1492,Wu Lei,cn,FW,MF,Espanyol,La Liga,29,1991,5.3,3,2,1,2,0,3,8,37.5,5,4,0,4,4,7,3
1493,Maxim Leitsch,de,DF,,Bochum,Bundesliga,23,1998,17.1,18,10,9,7,2,10,15,66.7,5,31,19,12,31,49,74
1494,Lucas Leiva,br,MF,,Lazio,Serie A,34,1987,18.9,55,30,26,25,4,15,53,28.3,38,27,10,17,28,83,37
1495,Florian Lejeune,fr,DF,,Alavés,La Liga,30,1991,30.0,33,24,22,10,1,12,20,60.0,8,30,19,11,31,64,158
1496,Iñigo Lekue,es,DF,,Athletic Club,La Liga,28,1993,21.4,32,23,16,12,4,22,44,50.0,22,37,12,25,23,55,63
1497,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,25,1995,16.0,24,14,9,12,3,8,23,34.8,15,18,0,18,8,32,11
1498,Félix Lemaréchal,fr,MF,,Monaco,Ligue 1,17,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
1499,Mario Lemina,ga,MF,,Nice,Ligue 1,27,1993,21.9,62,35,25,33,4,28,38,73.7,10,32,9,23,48,110,37
1500,Fabien Lemoine,fr,MF,,Lorient,Ligue 1,34,1987,12.4,35,22,20,14,1,17,41,41.5,24,21,4,17,14,49,24
1501,Tim Lemperle,de,FW,MF,Köln,Bundesliga,19,2002,1.7,4,1,2,1,1,1,3,33.3,2,1,0,1,2,6,2
1502,Ruben Lendinez,es,DF,,Valencia,La Liga,18,2003,1.5,3,3,1,2,0,3,8,37.5,5,4,0,4,2,5,6
1503,Clément Lenglet,fr,DF,,Barcelona,La Liga,26,1995,9.2,20,11,11,7,2,8,13,61.5,5,7,3,4,13,33,21
1504,Aaron Lennon,eng,MF,FW,Burnley,Premier League,34,1987,17.2,33,17,10,13,10,10,34,29.4,24,26,4,22,9,42,14
1505,Bernd Leno,de,GK,,Arsenal,Premier League,29,1992,4.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1
1506,Christopher Lenz,de,DF,,Eint Frankfurt,Bundesliga,26,1994,7.4,29,15,22,6,1,12,21,57.1,9,9,4,5,7,36,21
1507,Léo Leroy,fr,MF,,Montpellier,Ligue 1,21,2000,7.0,31,21,17,11,3,12,34,35.3,22,20,4,16,8,39,8
1508,Alexandre Letellier,fr,GK,,Paris S-G,Ligue 1,30,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1509,Robert Lewandowski,pl,FW,,Bayern Munich,Bundesliga,32,1988,32.7,10,3,0,6,4,5,17,29.4,12,17,2,15,6,16,8
1510,Jamie Leweling,de,FW,MF,Greuther Fürth,Bundesliga,20,2001,21.8,13,8,3,7,3,3,16,18.8,13,9,0,9,13,26,5
1511,Jamal Lewis,nir,DF,,Newcastle Utd,Premier League,23,1998,2.9,8,6,6,1,1,3,4,75.0,1,3,2,1,3,11,8
1512,Luca Lezzerini,it,GK,,Venezia,Serie A,26,1995,5.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
1513,Ben Lhassine Kone,ci,MF,,Torino,Serie A,21,2000,0.9,3,3,1,2,0,1,2,50.0,1,0,0,0,1,4,1
1514,Yanis Lhery,fr,FW,MF,Saint-Étienne,Ligue 1,18,2003,0.8,0,0,0,0,0,0,0,,0,4,0,4,0,0,0
1515,Dimitri Liénard,fr,DF,MF,Strasbourg,Ligue 1,33,1988,22.7,71,43,40,21,10,46,77,59.7,31,12,0,12,21,92,28
1516,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,25,1996,31.9,24,13,17,6,1,13,24,54.2,11,33,23,10,50,74,158
1517,Matthijs de Ligt,nl,DF,,Juventus,Serie A,21,1999,29.7,34,19,21,13,0,15,18,83.3,3,31,21,10,26,60,103
1518,Isaac Lihadji,fr,MF,FW,Lille,Ligue 1,19,2002,2.6,3,3,1,1,1,1,5,20.0,4,1,0,1,2,5,0
1519,Anderson Lima,br,MF,,Lazio,Serie A,21,1999,0.7,2,0,1,1,0,0,2,0.0,2,1,0,1,2,4,1
1520,Andreas Linde,se,GK,,Greuther Fürth,Bundesliga,28,1993,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1
1521,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,27,1994,26.2,16,11,9,7,0,9,14,64.3,5,26,17,9,25,41,96
1522,Jesper Lindstrøm,dk,MF,FW,Eint Frankfurt,Bundesliga,21,2000,22.0,28,13,6,13,9,12,36,33.3,24,30,0,30,24,52,11
1523,Karol Linetty,pl,MF,FW,Torino,Serie A,26,1995,10.0,14,8,3,4,7,6,18,33.3,12,8,0,8,3,17,2
1524,Jesse Lingard,eng,FW,MF,Manchester Utd,Premier League,28,1992,4.1,9,7,4,3,2,2,6,33.3,4,4,0,4,0,9,1
1525,Pol Lirola,es,DF,FW,Marseille,Ligue 1,23,1997,19.7,28,16,15,9,4,13,28,46.4,15,15,0,15,13,41,22
1526,Valentino Livramento,eng,DF,,Southampton,Premier League,18,2002,24.5,54,28,30,18,6,27,45,60.0,18,23,9,14,47,101,50
1527,Dejan Ljubicic,at,MF,FW,Köln,Bundesliga,23,1997,21.9,33,19,12,13,8,13,49,26.5,36,19,1,18,15,48,11
1528,Javier Llabrés,es,FW,MF,Mallorca,La Liga,18,2002,1.5,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0
1529,Diego Llorente,es,DF,,Leeds United,Premier League,27,1993,26.0,53,31,32,19,2,33,47,70.2,14,35,17,18,40,93,77
1530,Marcos Llorente,es,MF,DF,Atlético Madrid,La Liga,26,1995,27.2,51,23,25,22,4,28,43,65.1,15,33,10,23,27,78,44
1531,Hugo Lloris,fr,GK,,Tottenham,Premier League,34,1986,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,24
1532,Giovani Lo Celso,ar,MF,FW,Tottenham,Premier League,25,1996,2.6,8,4,4,2,2,4,10,40.0,6,6,1,5,1,9,0
1533,Giovani Lo Celso,ar,FW,MF,Villarreal,La Liga,25,1996,11.0,22,12,8,10,4,9,22,40.9,13,4,0,4,5,27,3
1534,Julen Lobete,es,FW,MF,Real Sociedad,La Liga,20,2000,3.2,4,3,3,0,1,1,2,50.0,1,6,1,5,1,5,1
1535,Stanislav Lobotka,sk,MF,,Napoli,Serie A,26,1994,18.7,39,24,16,20,3,14,36,38.9,22,9,1,8,12,51,13
1536,Jürgen Locadia,cw,MF,FW,Brighton,Premier League,27,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1537,Jürgen Locadia,cw,FW,MF,Bochum,Bundesliga,27,1993,4.9,4,2,1,0,3,1,1,100.0,0,1,0,1,1,5,2
1538,Manuel Locatelli,it,MF,,Juventus,Serie A,23,1998,24.0,44,25,21,16,7,21,47,44.7,26,43,21,22,22,66,33
