Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
184,Botond Balogh,hu,DF,,Parma,it Serie A,18,2002,1.8,9,7,9,0,0,2,5,40.0,3,4,3,1,2,11,8,Matches
185,Abdoulaye Bamba,ci,DF,,Angers,Ligue 1,30,1990,15.0,27,17,19,7,1,19,28,67.9,9,7,1,6,19,46,34,Matches
186,Jonathan Bamba,ci,MF,,Lille,Ligue 1,24,1996,33.2,45,23,15,19,11,24,84,28.6,60,24,2,22,24,69,15,Matches
187,Robson Bambu,br,DF,,Nice,Ligue 1,22,1997,11.6,16,11,14,2,0,11,14,78.6,3,8,7,1,10,26,57,Matches
188,Patrick Bamford,eng,FW,,Leeds United,Premier League,26,1993,33.9,21,9,2,11,8,8,27,29.6,19,14,4,10,10,31,37,Matches
189,Mattia Bani,it,DF,,Genoa,it Serie A,26,1993,10.2,10,5,5,5,0,5,12,41.7,7,16,11,5,27,37,44,Matches
190,Mattia Bani,it,DF,,Parma,it Serie A,26,1993,12.7,20,11,15,4,1,4,8,50.0,4,10,6,4,33,53,50,Matches
191,Simon Banza,cd,FW,,Lens,Ligue 1,23,1996,15.2,13,6,0,4,9,1,14,7.1,13,16,1,15,7,20,15,Matches
192,Antonín Barák,cz,MF,,Hellas Verona,it Serie A,25,1994,30.7,30,19,8,16,6,14,47,29.8,33,26,7,19,12,42,38,Matches
193,Federico Barba,it,DF,,Benevento,it Serie A,26,1993,29.5,31,16,22,8,1,21,35,60.0,14,39,18,21,48,79,94,Matches
194,Danilo Barbosa,br,DF,,Nice,Ligue 1,24,1996,2.8,6,3,5,1,0,4,6,66.7,2,2,1,1,2,8,11,Matches
195,Barcia,es,DF,,Granada,La Liga,19,2000,1.0,1,1,1,0,0,0,0,,0,1,1,0,3,4,9,Matches
196,Melvin Bard,fr,DF,,Lyon,Ligue 1,19,2000,4.8,12,8,7,4,1,6,11,54.5,5,10,2,8,6,18,14,Matches
197,Enis Bardhi,mk,MF,,Levante,La Liga,25,1995,18.7,28,12,8,16,4,10,36,27.8,26,8,2,6,21,49,14,Matches
198,Phil Bardsley,sct,DF,,Burnley,Premier League,35,1985,3.0,6,5,4,2,0,3,6,50.0,3,3,1,2,6,12,12,Matches
199,Nicolò Barella,it,MF,,Inter,it Serie A,23,1997,32.2,58,31,23,29,6,23,72,31.9,49,29,4,25,26,84,14,Matches
200,Philipp Bargfrede,de,MF,,Werder Bremen,Bundesliga,31,1989,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,Matches
201,Kike Barja,es,MF,FW,Osasuna,La Liga,23,1997,15.9,10,5,6,1,3,5,24,20.8,19,10,1,9,16,26,8,Matches
202,Ross Barkley,eng,MF,,Aston Villa,Premier League,26,1993,17.0,6,2,2,4,0,3,15,20.0,12,9,1,8,5,11,6,Matches
203,Ross Barkley,eng,FW,MF,Chelsea,Premier League,26,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
204,Aymen Barkok,ma,MF,DF,Eint Frankfurt,Bundesliga,22,1998,10.9,29,15,11,9,9,10,31,32.3,21,15,1,14,10,39,9,Matches
205,Ashley Barnes,eng,FW,,Burnley,Premier League,30,1989,14.8,12,6,2,6,4,3,13,23.1,10,14,2,12,5,17,11,Matches
206,Harvey Barnes,eng,FW,MF,Leicester City,Premier League,22,1997,21.6,19,9,11,3,5,5,22,22.7,17,16,3,13,8,27,11,Matches
207,Marc Baró,es,DF,,Cádiz,La Liga,20,1999,1.0,2,1,2,0,0,0,2,0.0,2,1,0,1,2,4,2,Matches
208,Antonio Barragán,es,DF,,Elche,La Liga,33,1987,24.8,28,14,21,5,2,12,21,57.1,9,22,8,14,33,61,67,Matches
209,Antonio Barreca,it,DF,,Fiorentina,it Serie A,25,1995,0.9,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,Matches
210,Leandro Barreiro Martins,lu,MF,,Mainz 05,Bundesliga,20,2000,25.6,58,32,19,26,13,20,50,40.0,30,34,9,25,57,115,55,Matches
211,Ander Barrenetxea,es,MF,FW,Real Sociedad,La Liga,18,2001,14.5,29,19,5,18,6,9,24,37.5,15,20,0,20,6,35,8,Matches
212,Jacob Barrett Laursen,dk,DF,,Arminia,Bundesliga,25,1994,12.3,23,12,13,8,2,10,16,62.5,6,14,4,10,24,47,37,Matches
213,Musa Barrow,gm,FW,MF,Bologna,it Serie A,21,1998,32.5,26,10,8,10,8,10,25,40.0,15,37,2,35,11,37,15,Matches
214,Kyle Bartley,eng,DF,,West Brom,Premier League,29,1991,28.7,27,16,14,10,3,11,23,47.8,12,50,35,15,38,65,159,Matches
215,Paolo Bartolomei,it,MF,,Spezia,it Serie A,30,1989,3.6,6,2,3,1,2,4,7,57.1,3,1,0,1,1,7,2,Matches
216,Marc Bartra,es,DF,,Betis,La Liga,29,1991,18.8,27,16,18,8,1,12,22,54.5,10,19,5,14,40,67,74,Matches
217,Daniele Baselli,it,MF,,Torino,it Serie A,28,1992,4.4,12,7,3,6,3,6,10,60.0,4,2,0,2,9,21,5,Matches
218,Chris Basham,eng,DF,MF,Sheffield Utd,Premier League,32,1988,28.6,69,42,41,23,5,41,67,61.2,26,36,15,21,49,118,105,Matches
219,Toma Bašić,hr,MF,,Bordeaux,Ligue 1,23,1996,28.9,33,22,15,16,2,16,58,27.6,42,21,5,16,32,65,42,Matches
220,Álvaro Bastida,es,MF,,Cádiz,La Liga,16,2004,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
221,Alessandro Bastoni,it,DF,,Inter,it Serie A,21,1999,32.5,36,22,13,21,2,17,27,63.0,10,34,16,18,40,76,75,Matches
222,Simone Bastoni,it,DF,,Spezia,it Serie A,23,1996,16.9,50,29,26,22,2,27,52,51.9,25,19,1,18,16,66,31,Matches
223,Bastos,ao,DF,,Lazio,it Serie A,29,1991,0.7,3,1,2,0,1,3,5,60.0,2,1,0,1,0,3,3,Matches
224,Michy Batshuayi,be,FW,,Crystal Palace,Premier League,26,1993,8.1,5,3,1,2,2,1,9,11.1,8,5,1,4,4,9,5,Matches
225,Rodrigo Battaglia,ar,MF,,Alavés,La Liga,29,1991,27.7,38,16,21,14,3,16,50,32.0,34,30,14,16,29,67,40,Matches
226,Cristian Battocchio,it,MF,,Brest,Ligue 1,28,1992,3.9,5,2,1,4,0,2,9,22.2,7,0,0,0,4,9,5,Matches
227,Oliver Baumann,de,GK,,Hoffenheim,Bundesliga,30,1990,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,14,Matches
228,Julian Baumgartlinger,at,MF,,Leverkusen,Bundesliga,32,1988,11.9,43,20,14,26,3,16,31,51.6,15,12,0,12,12,55,10,Matches
229,Christoph Baumgartner,at,MF,FW,Hoffenheim,Bundesliga,20,1999,26.3,44,31,13,24,7,14,51,27.5,37,40,8,32,24,68,24,Matches
230,Jon Bautista,es,FW,,Real Sociedad,La Liga,25,1995,4.1,5,3,0,2,3,0,3,0.0,3,3,1,2,2,7,4,Matches
231,Paul Baysse,fr,DF,,Bordeaux,Ligue 1,32,1988,29.0,35,18,21,13,1,16,21,76.2,5,33,24,9,52,87,123,Matches
232,Noah Joel Sarenren Bazee,ng,FW,MF,Augsburg,Bundesliga,23,1996,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,Matches
233,Ihlas Bebou,tg,FW,MF,Hoffenheim,Bundesliga,26,1994,24.4,24,9,5,10,9,8,14,57.1,6,18,4,14,17,41,16,Matches
234,Rodrigo Becão,br,DF,,Udinese,it Serie A,24,1996,30.9,59,33,36,20,3,27,49,55.1,22,48,27,21,68,127,94,Matches
235,Sheraldo Becker,sr,FW,MF,Union Berlin,Bundesliga,25,1995,12.3,5,4,2,2,1,3,5,60.0,2,4,0,4,6,11,7,Matches
236,Timo Becker,de,DF,,Schalke 04,Bundesliga,23,1997,18.2,34,23,28,6,0,16,25,64.0,9,18,4,14,22,56,58,Matches
237,Jan Bednarek,pl,DF,,Southampton,Premier League,24,1996,34.4,37,19,25,11,1,25,49,51.0,24,44,27,17,84,121,132,Matches
238,Donny van de Beek,nl,MF,FW,Manchester Utd,Premier League,23,1997,5.8,15,10,2,11,2,7,15,46.7,8,10,1,9,6,21,7,Matches
239,Valon Behrami,ch,MF,,Genoa,it Serie A,35,1985,9.9,21,9,9,10,2,9,26,34.6,17,13,5,8,9,30,13,Matches
240,Brian Behrendt,de,DF,,Arminia,Bundesliga,28,1991,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Matches
241,Maximilian Beier,de,FW,DF,Hoffenheim,Bundesliga,17,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
242,Ishak Belfodil,dz,FW,MF,Hoffenheim,Bundesliga,28,1992,6.6,3,2,0,0,3,0,2,0.0,2,1,0,1,1,4,3,Matches
243,Erwan Belhadji,fr,MF,,Dijon,Ligue 1,19,2001,0.3,3,0,3,0,0,3,5,60.0,2,1,0,1,0,3,0,Matches
244,Haris Belkebla,dz,MF,,Brest,Ligue 1,26,1994,30.3,69,39,32,28,9,31,66,47.0,35,26,5,21,57,126,34,Matches
245,Stefan Bell,de,DF,,Mainz 05,Bundesliga,28,1991,14.1,24,18,15,9,0,14,23,60.9,9,19,11,8,27,51,76,Matches
246,Karim Bellarabi,de,FW,MF,Leverkusen,Bundesliga,30,1990,8.9,12,10,3,4,5,4,17,23.5,13,12,0,12,12,24,4,Matches
247,Jean-Ricner Bellegarde,fr,MF,FW,Strasbourg,Ligue 1,22,1998,23.2,56,39,22,25,9,14,23,60.9,9,20,2,18,19,75,16,Matches
248,Héctor Bellerín,es,DF,MF,Arsenal,Premier League,25,1995,23.2,29,19,14,12,3,12,41,29.3,29,26,8,18,33,62,33,Matches
249,Jude Bellingham,eng,MF,,Dortmund,Bundesliga,17,2003,18.9,49,31,11,29,9,19,46,41.3,27,37,5,32,24,73,13,Matches
250,Andrea Belotti,it,FW,,Torino,it Serie A,26,1993,32.1,30,18,4,16,10,11,35,31.4,24,27,4,23,12,42,21,Matches
251,Fran Beltrán,es,MF,FW,Celta Vigo,La Liga,21,1999,15.5,30,22,15,12,3,8,24,33.3,16,14,1,13,16,46,24,Matches
252,Sami Ben Amar,ma,MF,,Nîmes,Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
253,Hatem Ben Arfa,fr,MF,FW,Bordeaux,Ligue 1,33,1987,18.9,11,7,1,7,3,2,9,22.2,7,3,0,3,2,13,0,Matches
254,Salim Ben Seghir,fr,DF,,Nice,Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
255,Wissam Ben Yedder,fr,FW,,Monaco,Ligue 1,29,1990,29.0,18,9,2,10,6,3,13,23.1,10,16,0,16,13,31,3,Matches
256,Ahmad Benali,ly,MF,,Crotone,it Serie A,28,1992,13.5,19,11,10,9,0,11,38,28.9,27,15,2,13,6,25,15,Matches
257,Samy Benchamma,fr,DF,MF,Montpellier,Ligue 1,20,2000,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,Matches
258,Lars Bender,de,DF,,Leverkusen,Bundesliga,31,1989,10.4,19,13,12,6,1,9,21,42.9,12,19,5,14,16,35,19,Matches
259,Sven Bender,de,DF,,Leverkusen,Bundesliga,31,1989,13.0,17,9,8,8,1,7,20,35.0,13,20,9,11,21,38,41,Matches
260,Darío Benedetto,ar,FW,,Marseille,Ligue 1,30,1990,17.5,6,4,1,4,1,5,13,38.5,8,9,2,7,3,9,17,Matches
261,László Bénes,sk,MF,,Augsburg,Bundesliga,22,1997,7.3,8,6,4,4,0,2,8,25.0,6,6,2,4,7,15,1,Matches
262,László Bénes,sk,MF,,Gladbach,Bundesliga,22,1997,1.7,6,2,5,1,0,2,4,50.0,2,0,0,0,2,8,1,Matches
263,Walter Benítez,ar,GK,,Nice,Ligue 1,27,1993,38.0,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,7,Matches
264,Loris Benito,ch,DF,,Bordeaux,Ligue 1,28,1992,29.5,42,26,27,12,3,22,48,45.8,26,33,10,23,42,84,70,Matches
265,Sergio Benito,es,FW,,Valladolid,La Liga,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
266,Bilal Benkhedim,fr,FW,,Saint-Étienne,Ligue 1,19,2001,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,Matches
267,Djamel Benlamri,dz,DF,,Lyon,Ligue 1,30,1989,1.7,5,3,5,0,0,3,6,50.0,3,3,2,1,6,11,11,Matches
268,Ismaël Bennacer,dz,MF,,Milan,it Serie A,22,1997,14.7,39,18,17,21,1,15,32,46.9,17,10,1,9,20,59,12,Matches
269,Saïd Benrahma,dz,FW,MF,West Ham,Premier League,24,1995,15.5,24,15,8,11,5,8,28,28.6,20,10,0,10,8,32,8,Matches
270,Yassine Benrahou,fr,MF,,Nîmes,Ligue 1,21,1999,13.8,16,9,8,6,2,7,25,28.0,18,9,0,9,4,20,5,Matches
271,Ramy Bensebaini,dz,DF,,Gladbach,Bundesliga,25,1995,20.1,43,24,27,13,3,26,42,61.9,16,39,7,32,47,90,66,Matches
272,Josh Benson,eng,MF,,Burnley,Premier League,20,1999,2.9,5,1,3,0,2,1,6,16.7,5,3,0,3,3,8,2,Matches
273,Nabil Bentaleb,dz,MF,,Schalke 04,Bundesliga,25,1994,6.1,14,8,7,6,1,4,15,26.7,11,5,2,3,6,20,8,Matches
274,Rodrigo Bentancur,uy,MF,,Juventus,it Serie A,23,1997,25.8,63,33,21,37,5,20,59,33.9,39,35,12,23,47,110,46,Matches
275,Christian Benteke,be,FW,,Crystal Palace,Premier League,29,1990,20.2,15,7,1,7,7,2,9,22.2,7,17,6,11,4,19,39,Matches
276,Karim Benzema,fr,FW,,Real Madrid,La Liga,32,1987,32.2,8,6,4,2,2,5,15,33.3,10,9,2,7,8,16,24,Matches
277,Yassine Benzia,dz,MF,FW,Dijon,Ligue 1,25,1994,4.5,10,5,5,3,2,2,10,20.0,8,3,0,3,6,16,2,Matches
278,Alessandro Berardi,it,GK,,Hellas Verona,it Serie A,29,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
279,Domenico Berardi,it,FW,,Sassuolo,it Serie A,25,1994,27.5,42,22,17,11,14,21,62,33.9,41,23,1,22,26,68,34,Matches
280,Gaetano Berardi,ch,DF,,Leeds United,Premier League,31,1988,1.3,2,2,1,0,1,0,0,,0,2,1,1,1,3,2,Matches
281,Yuri Berchiche,es,DF,,Athletic Club,La Liga,30,1990,18.7,24,19,14,5,5,10,24,41.7,14,14,0,14,11,35,29,Matches
282,Álex Berenguer,es,MF,,Torino,it Serie A,25,1995,1.5,2,0,0,0,2,2,5,40.0,3,2,0,2,0,2,1,Matches
283,Álex Berenguer,es,MF,FW,Athletic Club,La Liga,25,1995,25.3,47,31,21,20,6,9,51,17.6,42,48,3,45,18,65,27,Matches
284,Bartosz Bereszyński,pl,DF,,Sampdoria,it Serie A,28,1992,29.0,66,44,37,22,7,41,73,56.2,32,40,20,20,42,108,88,Matches
285,Jóhann Berg Guðmundsson,is,MF,,Burnley,Premier League,29,1990,15.1,19,11,6,9,4,11,23,47.8,12,11,2,9,17,36,19,Matches
286,Sander Berge,no,MF,,Sheffield Utd,Premier League,22,1998,12.4,16,7,8,5,3,7,15,46.7,8,11,2,9,4,20,18,Matches
287,Steven Bergwijn,nl,FW,MF,Tottenham,Premier League,22,1997,13.4,15,7,8,3,4,7,20,35.0,13,7,1,6,5,20,9,Matches
288,Valon Berisha,xk,MF,,Reims,Ligue 1,27,1993,18.3,40,23,19,17,4,11,47,23.4,36,14,2,12,25,65,21,Matches
289,Bernard,br,MF,FW,Everton,Premier League,27,1992,5.1,8,3,3,3,2,7,15,46.7,8,5,0,5,8,16,6,Matches
290,Federico Bernardeschi,it,MF,DF,Juventus,it Serie A,26,1994,10.8,9,4,3,5,1,4,20,20.0,16,6,2,4,14,23,7,Matches
291,Bernardo,br,DF,MF,Brighton,Premier League,25,1995,2.3,10,8,8,1,1,4,6,66.7,2,2,0,2,1,11,1,Matches
292,Paul Bernardoni,fr,GK,,Angers,Ligue 1,23,1997,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,23,Matches
293,Juan Bernat,es,DF,,Paris S-G,Ligue 1,27,1993,2.2,5,3,0,4,1,3,5,60.0,2,4,0,4,1,6,6,Matches
294,Dimitry Bertaud,cd,GK,,Montpellier,Ligue 1,22,1998,8.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,Matches
295,Marco Bertini,it,MF,,Lazio,it Serie A,17,2002,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,Matches
296,Ryan Bertrand,eng,DF,,Southampton,Premier League,30,1989,28.9,60,32,26,27,7,30,48,62.5,18,19,1,18,30,90,41,Matches
297,Daniel Bessa,it,MF,,Hellas Verona,it Serie A,27,1993,6.8,15,8,3,11,1,6,14,42.9,8,5,1,4,2,17,0,Matches
298,Loïc Bessile,tg,DF,,Bordeaux,Ligue 1,21,1999,1.0,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,Matches
299,Jordan Beyer,de,DF,,Gladbach,Bundesliga,20,2000,2.1,2,1,2,0,0,1,2,50.0,1,5,4,1,5,7,5,Matches
300,Giulian Biancone,fr,DF,MF,Monaco,Ligue 1,20,2000,1.0,3,3,1,1,1,2,3,66.7,1,1,0,1,1,4,4,Matches
301,Bartosz Białek,pl,FW,MF,Wolfsburg,Bundesliga,18,2001,3.0,6,5,1,4,1,4,4,100.0,0,5,1,4,3,9,4,Matches
302,Ermin Bičakčić,ba,DF,,Hoffenheim,Bundesliga,30,1990,1.4,1,1,0,1,0,1,1,100.0,0,1,1,0,3,4,9,Matches
303,Pedro Bigas,es,DF,,Eibar,La Liga,29,1990,17.0,11,9,7,4,0,7,14,50.0,7,12,6,6,23,34,54,Matches
304,El Bilal Touré,ml,FW,,Reims,Ligue 1,18,2001,13.8,22,12,3,16,3,8,18,44.4,10,8,3,5,6,28,10,Matches
305,Cristiano Biraghi,it,DF,,Fiorentina,it Serie A,27,1992,31.1,42,23,19,15,8,27,45,60.0,18,23,9,14,27,69,56,Matches
306,Davide Biraschi,it,DF,,Genoa,it Serie A,26,1994,10.2,17,9,12,5,0,5,10,50.0,5,12,6,6,21,38,26,Matches
307,Yves Bissouma,ml,MF,,Brighton,Premier League,23,1996,34.6,104,68,50,48,6,33,67,49.3,34,42,6,36,64,168,67,Matches
308,Leonardo Bittencourt,de,MF,FW,Werder Bremen,Bundesliga,26,1993,16.8,58,32,24,28,6,16,51,31.4,35,29,2,27,13,71,10,Matches
309,Alejandro Blanco,es,MF,,Valencia,La Liga,21,1998,6.4,8,4,4,4,0,3,18,16.7,15,5,0,5,8,16,9,Matches
310,Antonio Blanco,es,MF,FW,Real Madrid,La Liga,20,2000,2.4,7,2,4,2,1,3,7,42.9,4,6,2,4,3,10,5,Matches
311,Rubén Blanco,es,GK,,Celta Vigo,La Liga,25,1995,18.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,Matches
312,Ludovic Blas,fr,MF,FW,Nantes,Ligue 1,22,1997,31.0,58,30,18,37,3,23,54,42.6,31,33,4,29,21,79,19,Matches
313,Alejandro Blesa,es,MF,,Levante,La Liga,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
314,Jérôme Boateng,de,DF,,Bayern Munich,Bundesliga,31,1988,26.3,26,16,17,8,1,14,32,43.8,18,24,17,7,40,66,63,Matches
315,Antonin Bobichon,fr,MF,FW,Angers,Ligue 1,24,1995,10.1,23,14,10,8,5,9,15,60.0,6,4,1,3,2,25,1,Matches
316,Yann Bodiger,fr,MF,,Cádiz,La Liga,25,1995,2.8,2,2,1,1,0,1,6,16.7,5,7,3,4,8,10,4,Matches
317,Jean-Paul Boëtius,nl,MF,FW,Mainz 05,Bundesliga,26,1994,22.9,42,28,13,15,14,17,47,36.2,30,37,3,34,33,75,14,Matches
318,Sacha Boey,fr,DF,,Dijon,Ligue 1,19,2000,20.7,54,40,30,23,1,27,55,49.1,28,25,5,20,41,95,62,Matches
319,Sacha Boey,fr,DF,,Rennes,Ligue 1,19,2000,1.4,3,3,2,1,0,3,4,75.0,1,0,0,0,2,5,2,Matches
320,Jeremie Boga,ci,FW,MF,Sassuolo,it Serie A,23,1997,19.8,11,9,5,0,6,3,11,27.3,8,10,0,10,8,19,7,Matches
321,Melayro Bogarde,nl,DF,MF,Hoffenheim,Bundesliga,18,2002,3.1,7,3,3,3,1,5,9,55.6,4,0,0,0,5,12,1,Matches
322,Jayden Bogle,eng,DF,MF,Sheffield Utd,Premier League,20,2000,12.3,33,23,21,10,2,20,39,51.3,19,14,4,10,14,47,22,Matches
323,Quentin Boisgard,fr,MF,FW,Lorient,Ligue 1,23,1997,14.6,24,17,3,15,6,11,24,45.8,13,17,2,15,15,39,1,Matches
324,Willy Boly,ci,DF,,Wolves,Premier League,29,1991,20.9,33,20,26,7,0,13,24,54.2,11,18,12,6,32,65,84,Matches
325,Giacomo Bonaventura,it,MF,,Fiorentina,it Serie A,30,1989,25.1,34,19,16,13,5,16,53,30.2,37,26,2,24,39,73,12,Matches
326,Federico Bonazzoli,it,FW,,Torino,it Serie A,23,1997,6.3,6,4,0,4,2,2,13,15.4,11,3,0,3,2,8,3,Matches
327,Federico Bonazzoli,it,FW,,Sampdoria,it Serie A,23,1997,1.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
328,Kevin Bonifazi,it,DF,,Udinese,it Serie A,24,1996,27.4,32,21,24,6,2,8,23,34.8,15,33,20,13,50,82,85,Matches
329,Leonardo Bonucci,it,DF,,Juventus,it Serie A,33,1987,22.5,19,14,10,8,1,6,14,42.9,8,24,13,11,33,52,67,Matches
330,Elias Bördner,de,GK,,Eint Frankfurt,Bundesliga,18,2002,1.0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,1,Matches
331,Dennis Borkowski,de,MF,FW,RB Leipzig,Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
332,Sebastiaan Bornauw,be,DF,,Köln,Bundesliga,21,1999,23.1,29,20,25,4,0,14,25,56.0,11,33,26,7,40,69,104,Matches
333,Sven Botman,nl,DF,,Lille,Ligue 1,20,2000,36.8,31,21,18,12,1,14,26,53.8,12,31,21,10,57,88,126,Matches
334,Denis Bouanga,ga,MF,FW,Saint-Étienne,Ligue 1,25,1994,30.2,52,28,22,24,6,16,58,27.6,42,32,3,29,20,72,36,Matches
335,Hicham Boudaoui,dz,MF,,Nice,Ligue 1,20,1999,19.3,52,35,20,24,8,26,68,38.2,42,14,4,10,23,75,26,Matches
336,Ryad Boudebouz,dz,MF,FW,Saint-Étienne,Ligue 1,30,1990,7.2,9,4,1,7,1,4,8,50.0,4,3,0,3,5,14,5,Matches
337,Sofiane Boufal,ma,FW,MF,Angers,Ligue 1,26,1993,8.1,17,11,8,6,3,8,28,28.6,20,8,0,8,3,20,1,Matches
338,Nassim Boujellab,ma,MF,FW,Schalke 04,Bundesliga,21,1999,6.7,13,9,2,10,1,2,12,16.7,10,10,3,7,7,20,9,Matches
339,Farid Boulaya,dz,MF,FW,Metz,Ligue 1,27,1993,31.3,24,16,4,17,3,13,51,25.5,38,19,3,16,12,36,7,Matches
340,Yassine Bounou,ma,GK,,Sevilla,La Liga,29,1991,33.0,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,12,Matches
341,Ismaël Boura,km,DF,,Lens,Ligue 1,19,2000,9.2,11,7,8,2,1,3,9,33.3,6,7,2,5,21,32,12,Matches
342,Mehdi Bourabia,ma,MF,,Sassuolo,it Serie A,28,1991,5.9,6,5,1,4,1,2,7,28.6,5,14,6,8,12,18,8,Matches
343,Benjamin Bourigeaud,fr,MF,FW,Rennes,Ligue 1,26,1994,28.4,40,23,17,16,7,21,71,29.6,50,37,1,36,19,59,25,Matches
344,Edoardo Bove,it,MF,,Roma,it Serie A,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
345,Jarrod Bowen,eng,FW,MF,West Ham,Premier League,23,1996,28.5,26,15,12,7,7,10,29,34.5,19,19,1,18,22,48,10,Matches
346,Dedryck Boyata,be,DF,,Hertha BSC,Bundesliga,29,1990,17.2,14,7,10,3,1,7,15,46.7,8,23,20,3,26,40,68,Matches
347,John Boye,gh,DF,,Metz,Ligue 1,33,1987,33.8,58,34,43,13,2,31,54,57.4,23,36,20,16,80,138,146,Matches
348,Lucas Boyé,ar,FW,,Elche,La Liga,24,1996,29.9,47,31,13,27,7,10,49,20.4,39,37,2,35,19,66,21,Matches
349,Can Bozdogan,de,MF,FW,Schalke 04,Bundesliga,19,2001,7.2,13,5,6,6,1,4,15,26.7,11,10,2,8,7,20,5,Matches
350,Umut Bozok,tr,MF,FW,Lorient,Ligue 1,23,1996,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,Matches
351,Jayden Braaf,nl,FW,,Udinese,it Serie A,17,2002,1.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
352,Domagoj Bradarić,hr,DF,,Lille,Ligue 1,20,1999,14.0,28,18,11,13,4,12,27,44.4,15,14,4,10,26,54,21,Matches
353,Robbie Brady,ie,MF,,Burnley,Premier League,28,1992,11.7,22,15,12,6,4,12,35,34.3,23,16,0,16,9,31,29,Matches
354,Martin Braithwaite,dk,FW,,Barcelona,La Liga,29,1991,13.1,8,4,2,3,3,1,6,16.7,5,2,0,2,6,14,7,Matches
355,Julian Brandt,de,FW,MF,Dortmund,Bundesliga,24,1996,16.6,27,14,13,9,5,12,43,27.9,31,25,1,24,17,44,7,Matches
356,Darko Brašanac,rs,MF,,Osasuna,La Liga,28,1992,10.1,10,6,6,4,0,5,16,31.3,11,8,1,7,7,17,10,Matches
357,Lilian Brassier,fr,DF,,Brest,Ligue 1,20,1999,10.7,19,10,12,4,3,7,11,63.6,4,13,6,7,23,42,38,Matches
358,Álvaro Bravo,es,MF,,Granada,La Liga,22,1998,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,Matches
359,Claudio Bravo,cl,GK,,Betis,La Liga,37,1983,20.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,Matches
360,Fabian Bredlow,de,GK,,Stuttgart,Bundesliga,25,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
361,Josip Brekalo,hr,FW,,Wolfsburg,Bundesliga,22,1998,20.2,22,10,10,7,5,8,29,27.6,21,18,0,18,17,39,3,Matches
362,Gleison Bremer,br,DF,,Torino,it Serie A,23,1997,32.6,51,34,36,14,1,21,36,58.3,15,54,21,33,70,121,142,Matches
363,Joshua Brenet,cw,DF,,Hoffenheim,Bundesliga,26,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
364,Rhian Brewster,eng,FW,MF,Sheffield Utd,Premier League,20,2000,12.5,8,5,1,4,3,1,13,7.7,12,15,2,13,5,13,5,Matches
365,Anthony Briançon,fr,DF,,Nîmes,Ligue 1,25,1994,13.6,12,7,9,3,0,9,19,47.4,10,19,12,7,33,45,57,Matches
366,Jimmy Briand,fr,FW,,Bordeaux,Ligue 1,34,1985,6.3,7,3,3,2,2,1,1,100.0,0,2,0,2,1,8,3,Matches
367,Yan Brice Eteki,cm,MF,,Granada,La Liga,22,1997,14.7,23,15,10,12,1,8,19,42.1,11,13,3,10,13,36,16,Matches
