Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
2372,Gianluca Scamacca,it,FW,,Atalanta,Serie A,24,1999,16.1,15,9,4,5,6,7,14,50.0,7,7,1,6,4,19,9
2373,Dane Scarlett,eng,FW,,Tottenham,Premier League,19,2004,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0
2374,Kevin Schade,de,FW,MF,Brentford,Premier League,21,2001,3.7,3,1,1,2,0,0,5,0.0,5,2,0,2,1,4,4
2375,András Schäfer,hu,MF,,Union Berlin,Bundesliga,24,1999,13.5,29,16,9,15,5,11,20,55.0,9,25,4,21,20,49,25
2376,Fabian Schär,ch,DF,,Newcastle Utd,Premier League,31,1991,33.9,42,24,27,13,2,18,40,45.0,22,50,38,12,36,78,133
2377,Patrik Schick,cz,FW,,Leverkusen,Bundesliga,27,1996,11.8,6,4,0,3,3,1,5,20.0,4,2,0,2,1,7,7
2378,Stefan Schimmer,de,MF,FW,Heidenheim,Bundesliga,29,1994,1.7,1,1,0,1,0,0,3,0.0,3,2,0,2,1,2,6
2379,Xaver Schlager,at,MF,,RB Leipzig,Bundesliga,25,1997,27.5,81,50,35,38,8,21,53,39.6,32,41,8,33,19,100,27
2380,Keven Schlotterbeck,de,DF,,Bochum,Bundesliga,26,1997,24.3,42,22,26,14,2,25,30,83.3,5,33,23,10,33,75,104
2381,Nico Schlotterbeck,de,DF,,Dortmund,Bundesliga,23,1999,31.8,70,50,36,27,7,41,65,63.1,24,52,25,27,45,115,101
2382,Jeffrey Schlupp,gh,FW,MF,Crystal Palace,Premier League,30,1992,15.0,38,24,14,16,8,9,18,50.0,9,13,2,11,8,46,24
2383,Romano Schmid,at,MF,FW,Werder Bremen,Bundesliga,23,2000,28.9,35,20,7,22,6,14,46,30.4,32,36,7,29,11,46,17
2384,Kenneth Schmidt,de,DF,,Freiburg,Bundesliga,21,2002,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2
2385,Niklas Schmidt,de,MF,,Toulouse,Ligue 1,25,1998,14.1,36,21,13,19,4,16,33,48.5,17,14,7,7,4,40,13
2386,Benno Schmitz,de,DF,,Köln,Bundesliga,28,1994,12.8,27,15,20,7,0,17,34,50.0,17,19,4,15,7,34,29
2387,Fabian Schnellhardt,de,MF,,Darmstadt 98,Bundesliga,29,1994,2.6,4,1,2,1,1,1,3,33.3,2,1,0,1,4,8,5
2388,Jan Schöppner,de,MF,,Heidenheim,Bundesliga,24,1999,22.2,48,26,26,20,2,21,42,50.0,21,37,7,30,26,74,57
2389,Marcel Schuhen,de,GK,,Darmstadt 98,Bundesliga,30,1993,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,11
2390,Perr Schuurs,nl,DF,,Torino,Serie A,23,1999,8.6,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23
2391,Marvin Schwäbe,de,GK,,Köln,Bundesliga,28,1995,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10
2392,Alexander Schwolow,de,GK,,Union Berlin,Bundesliga,31,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2393,Alex Scott,eng,MF,,Bournemouth,Premier League,19,2003,11.3,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18
2394,Simone Scuffet,it,GK,,Cagliari,Serie A,27,1996,31.0,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,9
2395,Jérémy Sebas,mq,FW,MF,Strasbourg,Ligue 1,20,2003,4.4,7,1,2,3,2,3,5,60.0,2,3,1,2,1,8,1
2396,Demba Seck,sn,MF,,Torino,Serie A,22,2001,4.7,5,3,1,4,0,3,4,75.0,1,1,0,1,1,6,0
2397,Demba Seck,sn,FW,MF,Frosinone,Serie A,22,2001,3.3,7,4,2,3,2,4,5,80.0,1,3,0,3,1,8,1
2398,Aleksandar Sedlar,rs,DF,,Alavés,La Liga,31,1991,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43
2399,Alidu Seidu,gh,DF,,Rennes,Ligue 1,23,2000,6.6,21,9,17,3,1,14,19,73.7,5,11,3,8,10,31,13
2400,Alidu Seidu,gh,DF,,Clermont Foot,Ligue 1,23,2000,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37
2401,Nicolas Seiwald,at,MF,,RB Leipzig,Bundesliga,22,2001,8.0,33,18,16,15,2,16,25,64.0,9,12,2,10,8,41,15
2402,Nikola Sekulov,it,FW,,Juventus,Serie A,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2403,Davie Selke,de,FW,,Köln,Bundesliga,28,1995,14.1,4,2,1,3,0,0,2,0.0,2,5,3,2,0,4,20
2404,Matz Sels,be,GK,,Nott'ham Forest,Premier League,31,1992,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11
2405,Matz Sels,be,GK,,Strasbourg,Ligue 1,31,1992,19.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,13
2406,Nélson Semedo,pt,DF,MF,Wolves,Premier League,29,1993,34.3,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85
2407,Vivaldo Semedo,pt,FW,,Udinese,Serie A,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2408,Antoine Semenyo,gh,FW,,Bournemouth,Premier League,23,2000,23.4,24,17,7,9,8,9,27,33.3,18,39,2,37,6,30,21
2409,Marvin Senaya,tg,DF,MF,Strasbourg,Ligue 1,22,2001,23.8,72,53,38,25,9,42,68,61.8,26,40,13,27,41,113,68
2410,Marcos Senesi,ar,DF,,Bournemouth,Premier League,26,1997,24.9,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109
2411,Stefano Sensi,it,MF,,Inter,Serie A,27,1995,0.5,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,0
2412,Suat Serdar,de,MF,,Hellas Verona,Serie A,26,1997,18.4,51,39,24,23,4,22,45,48.9,23,29,7,22,20,71,25
2413,Benjamin Šeško,si,FW,,RB Leipzig,Bundesliga,20,2003,17.0,13,5,2,7,4,2,9,22.2,7,23,2,21,3,16,27
2414,Kevin Sessa,de,MF,FW,Heidenheim,Bundesliga,23,2000,11.2,17,10,9,6,2,7,16,43.8,9,12,1,11,4,21,17
2415,Aaron Seydel,de,FW,,Darmstadt 98,Bundesliga,27,1996,6.9,3,2,0,2,1,0,3,0.0,3,8,2,6,1,4,9
2416,Andres Sfait,ro,DF,MF,Salernitana,Serie A,18,2004,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0
2417,Stephan El Shaarawy,it,FW,DF,Roma,Serie A,30,1992,19.3,21,13,14,4,3,6,15,40.0,9,11,4,7,13,34,15
2418,Luke Shaw,eng,DF,,Manchester Utd,Premier League,28,1995,10.7,11,8,7,3,1,9,15,60.0,6,18,11,7,6,17,39
2419,James Shea,eng,GK,,Luton Town,Premier League,32,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2420,Eldor Shomurodov,uz,FW,MF,Cagliari,Serie A,28,1995,10.4,11,4,2,6,3,6,10,60.0,4,5,0,5,4,15,4
2421,Steven Shpendi,al,FW,MF,Empoli,Serie A,20,2003,4.6,0,0,0,0,0,0,4,0.0,4,2,1,1,1,1,0
2422,Sofiane Sidi Ali,fr,MF,,Marseille,Ligue 1,28,1995,0.2,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0
2423,Vincent Sierro,ch,MF,,Toulouse,Ligue 1,27,1995,25.1,41,24,15,20,6,27,77,35.1,50,37,13,24,27,68,33
2424,Tim Siersleben,de,DF,,Heidenheim,Bundesliga,23,2000,10.1,27,11,21,6,0,8,20,40.0,12,16,10,6,21,48,29
2425,Kiliann Sildillia,fr,DF,,Freiburg,Bundesliga,21,2002,20.1,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64
2426,André Silva,pt,FW,,Real Sociedad,La Liga,27,1995,8.1,2,2,0,0,2,0,4,0.0,4,3,0,3,1,3,3
2427,Bernardo Silva,pt,MF,FW,Manchester City,Premier League,28,1994,28.6,51,23,13,25,13,25,57,43.9,32,32,4,28,17,68,15
2428,Caio Henrique Oliveira Silva,br,DF,,Monaco,Ligue 1,26,1997,6.9,13,7,3,7,3,6,9,66.7,3,8,2,6,6,19,9
2429,Fábio Silva,pt,FW,,Wolves,Premier League,21,2002,2.9,7,4,3,4,0,2,3,66.7,1,1,0,1,2,9,0
2430,Rui Silva,pt,GK,,Betis,La Liga,29,1994,27.5,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,13
2431,Thiago Silva,br,DF,,Chelsea,Premier League,38,1984,28.1,29,15,22,6,1,20,34,58.8,14,33,24,9,26,55,153
2432,Marco Silvestri,it,GK,,Udinese,Serie A,32,1991,17.0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,5
2433,Mohamed Simakan,fr,DF,,RB Leipzig,Bundesliga,23,2000,23.8,48,29,28,19,1,32,44,72.7,12,36,14,22,29,77,69
2434,Giovanni Simeone,ar,FW,,Napoli,Serie A,28,1995,8.9,12,4,1,3,8,3,12,25.0,9,11,0,11,1,13,7
2435,Giuliano Simeone,ar,FW,,Alavés,La Liga,20,2002,7.0,7,5,2,3,2,5,17,29.4,12,10,0,10,5,12,3
2436,Jan-Carlo Simic,rs,DF,,Milan,Serie A,18,2005,1.6,1,1,1,0,0,0,0,,0,5,4,1,0,1,3
2437,Moses Simon,ng,FW,MF,Nantes,Ligue 1,28,1995,19.9,7,5,2,5,0,2,8,25.0,6,9,1,8,3,10,5
2438,Unai Simón,es,GK,,Athletic Club,La Liga,26,1997,35.4,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9
2439,Xavi Simons,nl,MF,,RB Leipzig,Bundesliga,20,2003,29.5,30,17,10,11,9,15,31,48.4,16,23,0,23,16,46,4
2440,Wilfried Singo,ci,DF,,Monaco,Ligue 1,22,2000,24.3,34,25,18,14,2,17,26,65.4,9,27,14,13,51,85,81
2441,Luis Sinisterra,co,FW,MF,Bournemouth,Premier League,24,1999,7.8,23,12,9,10,4,9,16,56.3,7,18,0,18,8,31,4
2442,Daley Sinkgraven,nl,DF,,Las Palmas,La Liga,28,1995,4.2,11,5,6,5,0,2,8,25.0,6,5,3,2,6,17,9
2443,Jailson Siqueira,br,DF,MF,Celta Vigo,La Liga,27,1995,10.0,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32
2444,Ayanda Sishuba,be,MF,FW,Lens,Ligue 1,18,2005,0.7,3,1,0,2,1,1,2,50.0,1,1,0,1,0,3,0
2445,Ibrahima Sissoko,ml,MF,,Strasbourg,Ligue 1,25,1997,18.2,47,33,13,25,9,23,30,76.7,7,21,8,13,19,66,30
2446,Moussa Sissoko,fr,MF,,Nantes,Ligue 1,33,1989,20.2,27,16,13,8,6,12,25,48.0,13,8,2,6,12,39,31
2447,Antonio Sivera,es,GK,,Alavés,La Liga,26,1996,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17
2448,Tim Skarke,de,FW,DF,Darmstadt 98,Bundesliga,26,1996,26.7,26,16,12,10,4,10,28,35.7,18,25,2,23,6,32,20
2449,Ellyes Skhiri,tn,MF,,Eint Frankfurt,Bundesliga,28,1995,24.1,44,24,18,19,7,19,36,52.8,17,33,4,29,39,83,47
2450,Oliver Skipp,eng,MF,DF,Tottenham,Premier League,22,2000,7.9,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9
2451,Leo Skiri Østigård,no,DF,,Napoli,Serie A,23,1999,18.1,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65
2452,Łukasz Skorupski,pl,GK,,Bologna,Serie A,32,1991,32.0,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,11
2453,Robert Skov,dk,DF,FW,Hoffenheim,Bundesliga,27,1996,14.0,24,16,15,8,1,17,36,47.2,19,17,4,13,10,34,23
2454,Milan Škriniar,sk,DF,,Paris S-G,Ligue 1,28,1995,18.1,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51
2455,Naatan Skyttä,fi,MF,FW,Toulouse,Ligue 1,21,2002,1.3,4,4,2,1,1,1,1,100.0,0,0,0,0,0,4,0
2456,Chris Smalling,eng,DF,,Roma,Serie A,33,1989,4.3,1,1,1,0,0,1,4,25.0,3,6,5,1,5,6,8
2457,Adam Smith,eng,DF,,Bournemouth,Premier League,32,1991,23.9,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62
2458,Emile Smith Rowe,eng,MF,,Arsenal,Premier League,23,2000,3.9,4,1,2,2,0,2,4,50.0,2,3,1,2,3,7,1
2459,Hrvoje Smolčić,hr,DF,,Eint Frankfurt,Bundesliga,22,2000,3.9,7,3,7,0,0,4,5,80.0,1,3,1,2,6,13,23
2460,Cédric Soares,pt,DF,,Arsenal,Premier League,31,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2461,Danilo Soares,br,DF,,Bochum,Bundesliga,31,1991,3.9,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11
2462,Eduard Sobol,ua,DF,,Strasbourg,Ligue 1,28,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2463,Rubén Sobrino,es,MF,FW,Cádiz,La Liga,31,1992,18.3,52,28,18,26,8,22,51,43.1,29,26,2,24,16,68,18
2464,Andrea Sodero,it,MF,,Empoli,Serie A,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2465,Emran Soglo,eng,MF,DF,Marseille,Ligue 1,18,2005,1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3
2466,Alex Sola,es,FW,MF,Alavés,La Liga,24,1999,14.0,27,15,11,9,7,14,26,53.8,12,18,2,16,11,38,16
2467,Alex Sola,es,DF,MF,Real Sociedad,La Liga,24,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2
2468,Dominic Solanke,eng,FW,,Bournemouth,Premier League,25,1997,36.9,23,11,3,13,7,10,29,34.5,19,24,5,19,7,30,43
2469,Ola Solbakken,no,FW,,Roma,Serie A,24,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2470,Carlos Soler,es,MF,DF,Paris S-G,Ligue 1,26,1997,12.1,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11
2471,Jhon Solis,co,MF,,Girona,La Liga,18,2004,4.3,10,8,4,5,1,4,12,33.3,8,8,3,5,8,18,7
2472,Manor Solomon,il,FW,,Tottenham,Premier League,24,1999,2.2,3,3,1,1,1,1,2,50.0,1,4,0,4,3,6,2
2473,Daniele Sommariva,it,GK,,Genoa,Serie A,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2474,Yann Sommer,ch,GK,,Inter,Serie A,34,1988,34.0,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,7
2475,Brandon Soppy,fr,DF,,Torino,Serie A,21,2002,2.0,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3
2476,David Soria,es,GK,,Getafe,La Liga,30,1993,37.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,21
2477,Alberto Soro,es,MF,,Granada,La Liga,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2478,Alessandro Sorrentino,it,GK,,Monza,Serie A,21,2002,6.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2479,Borna Sosa,hr,FW,DF,Stuttgart,Bundesliga,25,1998,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
2480,Hugo Sotelo,es,MF,,Celta Vigo,La Liga,19,2003,8.0,19,17,3,13,3,8,20,40.0,12,7,1,6,2,21,5
2481,Florian Sotoca,fr,MF,FW,Lens,Ligue 1,32,1990,28.9,33,22,9,21,3,17,38,44.7,21,41,4,37,20,53,34
2482,Riccardo Sottil,it,FW,,Fiorentina,Serie A,24,1999,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2
2483,Tomáš Souček,cz,MF,,West Ham,Premier League,28,1995,31.9,53,35,24,26,3,21,47,44.7,26,55,28,27,37,90,109
2484,Matìas Soulé,ar,FW,MF,Frosinone,Serie A,20,2003,34.7,41,27,12,14,15,19,40,47.5,21,38,4,34,18,59,9
2485,Boubakary Soumaré,fr,MF,,Sevilla,La Liga,24,1999,25.4,39,28,24,14,1,14,26,53.8,12,25,7,18,26,65,20
2486,Issa Soumaré,sn,FW,MF,Le Havre,Ligue 1,22,2000,2.6,2,0,2,0,0,0,4,0.0,4,0,0,0,0,2,2
2487,Vinicius Souza,br,MF,,Sheffield Utd,Premier League,24,1999,29.6,125,76,59,51,15,41,74,55.4,33,57,17,40,32,157,75
2488,Djibril Sow,ch,MF,,Sevilla,La Liga,26,1997,16.2,28,21,15,8,5,9,25,36.0,16,20,3,17,17,45,8
2489,Saidou Sow,gn,DF,,Strasbourg,Ligue 1,21,2002,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36
2490,Çağlar Söyüncü,tr,DF,,Atlético Madrid,La Liga,27,1996,1.3,1,1,1,0,0,0,0,,0,1,0,1,1,2,7
2491,Djed Spence,eng,DF,,Genoa,Serie A,22,2000,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,24,28
2492,Stijn Spierings,nl,MF,,Toulouse,Ligue 1,27,1996,16.8,53,40,26,20,7,29,52,55.8,23,22,5,17,26,79,32
2493,Stijn Spierings,nl,MF,,Lens,Ligue 1,27,1996,1.3,1,0,0,1,0,1,1,100.0,0,2,1,1,2,3,1
2494,Leonardo Spinazzola,it,DF,,Roma,Serie A,30,1993,14.6,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15
2495,Marco Sportiello,it,GK,,Milan,Serie A,31,1992,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2496,Anton Stach,de,MF,,Hoffenheim,Bundesliga,24,1998,25.8,73,42,40,27,6,33,63,52.4,30,38,12,26,72,145,67
2497,Anton Stach,de,MF,,Mainz 05,Bundesliga,24,1998,1.9,3,0,2,0,1,2,4,50.0,2,5,0,5,2,5,5
2498,Jens Stage,dk,MF,,Werder Bremen,Bundesliga,26,1996,25.9,52,22,21,23,8,18,50,36.0,32,42,23,19,23,75,55
2499,Benjamin Stambouli,fr,MF,,Reims,Ligue 1,32,1990,3.2,9,7,3,5,1,6,11,54.5,5,3,1,2,2,11,8
2500,Josip Stanišić,hr,DF,,Leverkusen,Bundesliga,23,2000,14.0,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26
2501,Carl Starfelt,se,DF,,Celta Vigo,La Liga,28,1995,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159
2502,Niklas Stark,de,DF,,Werder Bremen,Bundesliga,28,1995,12.1,26,15,13,11,2,12,18,66.7,6,14,7,7,19,45,61
2503,Jason Steele,eng,GK,,Brighton,Premier League,32,1990,17.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,8
2504,Pascal Stenzel,de,DF,,Stuttgart,Bundesliga,27,1996,11.8,18,8,7,9,2,10,30,33.3,20,22,8,14,15,33,26
2505,Leonidas Stergiou,ch,DF,,Stuttgart,Bundesliga,21,2002,6.6,15,8,7,7,1,9,13,69.2,4,8,1,7,5,20,13
2506,Raheem Sterling,eng,FW,MF,Chelsea,Premier League,28,1994,22.0,21,10,7,8,6,12,26,46.2,14,13,0,13,13,34,9
2507,Trivante Stewart,jm,FW,MF,Salernitana,Serie A,23,2000,1.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
2508,Angelo Stiller,de,MF,,Hoffenheim,Bundesliga,22,2001,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3
2509,Angelo Stiller,de,MF,,Stuttgart,Bundesliga,22,2001,29.9,55,33,15,34,6,24,42,57.1,18,41,13,28,28,83,25
2510,Kevin Stöger,at,MF,,Bochum,Bundesliga,29,1993,29.6,49,30,21,21,7,25,63,39.7,38,46,4,42,19,68,18
2511,Filip Stojilković,ch,FW,MF,Darmstadt 98,Bundesliga,23,2000,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,1
2512,John Stones,eng,DF,MF,Manchester City,Premier League,29,1994,11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21
2513,Thomas Strakosha,al,GK,,Brentford,Premier League,28,1995,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2514,Jørgen Strand Larsen,no,FW,,Celta Vigo,La Liga,23,2000,31.8,21,11,1,15,5,8,38,21.1,30,15,1,14,5,26,17
2515,Gabriel Strefezza,br,FW,,Lecce,Serie A,26,1997,12.4,24,17,8,7,9,14,20,70.0,6,17,0,17,7,31,11
2516,Kevin Strootman,nl,MF,,Genoa,Serie A,33,1990,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,41,22
2517,Cristhian Stuani,uy,FW,,Girona,La Liga,36,1986,8.9,14,11,4,6,4,4,7,57.1,3,9,2,7,5,19,13
2518,Álex Suárez,es,DF,,Las Palmas,La Liga,30,1993,28.5,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84
2519,Damián Suárez,uy,DF,,Getafe,La Liga,35,1988,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31
2520,Denis Suárez,es,MF,FW,Villarreal,La Liga,29,1994,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,4
2521,Gabriel Suazo,cl,DF,,Toulouse,Ligue 1,25,1997,26.2,66,32,40,19,7,38,86,44.2,48,37,4,33,26,92,33
2522,Isaac Success,ng,FW,MF,Udinese,Serie A,27,1996,9.8,6,4,0,5,1,1,3,33.3,2,6,1,5,2,8,11
2523,Niklas Süle,de,DF,,Dortmund,Bundesliga,27,1995,16.8,18,10,14,3,1,11,16,68.8,5,25,14,11,25,43,58
2524,Ibrahim Sulemana,gh,MF,,Cagliari,Serie A,20,2003,14.9,36,14,15,15,6,17,27,63.0,10,24,5,19,7,43,23
2525,Tomáš Suslov,sk,MF,FW,Hellas Verona,Serie A,21,2002,23.2,42,30,11,22,9,15,47,31.9,32,15,0,15,6,48,8
2526,Suso,es,MF,FW,Sevilla,La Liga,29,1993,16.9,24,17,14,8,2,8,28,28.6,20,9,0,9,5,29,4
2527,Mattias Svanberg,se,MF,,Wolfsburg,Bundesliga,24,1999,19.1,37,17,8,19,10,12,38,31.6,26,25,5,20,21,58,28
2528,Max Svensson,es,FW,,Osasuna,La Liga,,,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0
2529,Mile Svilar,rs,GK,,Roma,Serie A,23,1999,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2530,Williot Swedberg,se,FW,MF,Celta Vigo,La Liga,19,2004,4.9,9,4,3,6,0,5,8,62.5,3,11,1,10,0,9,4
2531,Karol Świderski,pl,FW,MF,Hellas Verona,Serie A,26,1997,5.6,7,3,1,3,3,2,3,66.7,1,6,4,2,1,8,8
2532,Abakar Sylla,ci,DF,,Strasbourg,Ligue 1,20,2002,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70
2533,Dembo Sylla,gn,DF,,Lorient,Ligue 1,20,2002,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,2
2534,Issiaga Sylla,gn,DF,FW,Montpellier,Ligue 1,29,1994,16.2,28,17,20,6,2,16,34,47.1,18,21,7,14,23,51,53
2535,Mamadou Sylla,sn,FW,MF,Alavés,La Liga,29,1994,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,1
2536,Attila Szalai,hu,DF,,Hoffenheim,Bundesliga,25,1998,3.2,3,1,3,0,0,1,4,25.0,3,6,2,4,1,4,7
2537,Attila Szalai,hu,DF,,Freiburg,Bundesliga,25,1998,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11
2538,Wojciech Szczęsny,pl,GK,,Juventus,Serie A,33,1990,35.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11
2539,Dominik Szoboszlai,hu,MF,,Liverpool,Premier League,22,2000,23.4,32,19,12,12,8,16,50,32.0,34,37,2,35,15,47,16
2540,Przemysław Szymiński,pl,MF,,Frosinone,Serie A,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
2541,Alexander Sørloth,no,FW,,Villarreal,La Liga,27,1995,27.7,6,3,1,2,3,2,6,33.3,4,9,4,5,0,6,26
2542,Musa Al-Taamari,jo,FW,,Montpellier,Ligue 1,26,1997,21.4,20,16,10,5,5,9,21,42.9,12,18,2,16,4,24,5
2543,Nicolás Tagliafico,ar,DF,,Lyon,Ligue 1,30,1992,23.6,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43
2544,Jonathan Tah,de,DF,,Leverkusen,Bundesliga,27,1996,29.2,19,9,10,7,2,5,16,31.3,11,28,23,5,23,42,97
2545,Montassar Talbi,tn,DF,,Lorient,Ligue 1,25,1998,24.5,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114
2546,Yassin Tallal,es,FW,,Getafe,La Liga,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2547,Adrien Tameze,cm,DF,MF,Torino,Serie A,29,1994,23.8,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25
2548,Renato Tapia,pe,MF,DF,Celta Vigo,La Liga,28,1995,14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50
2549,Edmond Tapsoba,bf,DF,,Leverkusen,Bundesliga,24,1999,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52
2550,Matt Targett,eng,DF,,Newcastle Utd,Premier League,27,1995,0.9,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,2
2551,Oussama Targhalline,ma,MF,,Le Havre,Ligue 1,21,2002,11.4,23,11,16,7,0,15,25,60.0,10,9,3,6,20,43,14
2552,James Tarkowski,eng,DF,,Everton,Premier League,30,1992,38.0,61,42,46,14,1,27,48,56.3,21,82,56,26,56,117,191
2553,César Tárrega,es,DF,,Valencia,La Liga,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2554,Jimi Tauriainen,eng,FW,,Chelsea,Premier League,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2555,Nuno Tavares,pt,DF,,Nott'ham Forest,Premier League,23,2000,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21
2556,Marcus Tavernier,eng,FW,,Bournemouth,Premier League,24,1999,23.5,53,34,25,22,6,26,48,54.2,22,31,3,28,5,58,23
2557,Elayis Tavsan,nl,MF,FW,Hellas Verona,Serie A,22,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1
2558,Charlie Taylor,eng,DF,,Burnley,Premier League,29,1993,25.9,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78
2559,Marciano Tchami,gw,FW,MF,Almería,La Liga,19,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2560,Loum Tchaouna,fr,FW,MF,Salernitana,Serie A,19,2003,23.3,20,10,5,13,2,10,20,50.0,10,20,1,19,4,24,16
2561,Jackson Tchatchoua,cm,DF,,Hellas Verona,Serie A,21,2001,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49
2562,Enzo Tchato,cm,DF,,Montpellier,Ligue 1,20,2002,12.5,26,17,18,4,4,11,25,44.0,14,20,7,13,11,37,25
2563,Aurélien Tchouaméni,fr,MF,DF,Real Madrid,La Liga,23,2000,22.1,38,23,19,17,2,9,18,50.0,9,21,13,8,28,66,52
2564,Mathys Tel,fr,FW,MF,Bayern Munich,Bundesliga,18,2005,11.7,12,2,3,4,5,4,6,66.7,2,11,0,11,6,18,6
