Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
625,Ameen Al-Dakhil,be,DF,Burnley,Premier League,21,2002,11.7,637,590,45,11,2,2,3,34,0,0,0,0,537,2,6
626,Thijs Dallinga,nl,FW,Toulouse,Ligue 1,22,2000,27.9,621,591,28,1,0,7,14,2,0,0,0,0,416,2,24
627,Diogo Dalot,pt,DF,Manchester Utd,Premier League,24,1999,35.3,1830,1546,277,21,1,7,80,251,5,2,3,0,1486,7,39
628,Mikkel Damsgaard,dk,MF,Brentford,Premier League,23,2000,9.4,432,409,21,5,10,3,29,7,7,4,3,0,300,2,19
629,Flavius Daniliuc,at,DF,Salernitana,it Serie A,22,2001,8.3,411,368,41,11,1,4,1,30,0,0,0,0,350,2,8
630,Danilo,br,MF,Nott'ham Forest,Premier League,22,2001,19.9,758,717,35,7,4,9,26,1,19,19,0,0,589,6,15
631,Danilo,br,DF,Juventus,it Serie A,32,1991,27.2,1849,1635,205,49,2,23,18,89,0,0,0,0,1591,9,12
632,Arnaut Danjuma,nl,"MF,FW",Everton,Premier League,26,1997,6.6,152,147,5,0,1,1,10,2,1,1,0,0,102,0,8
633,Jayden Danns,eng,FW,Liverpool,Premier League,17,2006,0.1,7,7,0,0,1,0,0,0,0,0,0,0,5,0,0
634,Kevin Danso,at,DF,Lens,Ligue 1,24,1998,29.5,1719,1602,114,70,0,3,3,7,0,0,0,0,1508,3,7
635,Dante,br,DF,Nice,Ligue 1,39,1983,31.6,2803,2665,133,69,4,11,10,8,0,0,0,0,2540,5,11
636,Raimane Daou,km,"DF,MF",Marseille,Ligue 1,18,2004,0.3,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
637,Mohammed Daramy,dk,"FW,MF",Reims,Ligue 1,21,2002,18.3,527,499,26,0,7,4,15,12,1,0,0,0,401,2,23
638,Sergi Darder,es,MF,Mallorca,La Liga,29,1993,24.0,1002,841,150,55,10,19,149,13,63,23,36,2,725,11,25
639,Achraf Dari,ma,"DF,FW",Brest,Ligue 1,24,1999,1.3,85,83,2,2,0,0,0,0,0,0,0,0,73,0,0
640,Matteo Darmian,it,DF,Inter,it Serie A,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30
641,Lukas Daschner,de,"MF,FW",Bochum,Bundesliga,24,1998,6.0,179,164,14,4,2,2,20,2,8,6,0,0,107,1,9
642,Josh Dasilva,eng,"DF,FW",Brentford,Premier League,24,1998,0.3,19,17,2,0,0,0,6,0,2,2,0,0,10,0,1
643,David Datro Fofana,ci,FW,Burnley,Premier League,20,2002,9.8,173,167,4,0,1,0,3,0,0,0,0,0,117,2,8
644,David Datro Fofana,ci,"FW,MF",Union Berlin,Bundesliga,20,2002,7.6,152,147,4,0,0,0,11,1,0,0,0,0,106,1,6
645,Juan David Cabal,co,DF,Hellas Verona,it Serie A,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29
646,Jonathan David,ca,FW,Lille,Ligue 1,23,2000,29.2,655,610,40,2,0,0,2,0,0,0,0,0,537,5,18
647,Alphonso Davies,ca,DF,Bayern Munich,Bundesliga,22,2000,22.9,1642,1455,187,27,4,1,31,160,0,0,0,0,1440,0,31
648,Ben Davies,wls,DF,Tottenham,Premier League,30,1993,12.1,850,788,61,34,3,3,10,27,0,0,0,0,766,1,10
649,Tom Davies,eng,MF,Sheffield Utd,Premier League,25,1998,2.5,99,92,5,2,1,0,4,1,0,0,0,0,68,2,5
650,Keinan Davis,eng,"FW,MF",Udinese,it Serie A,25,1998,2.1,50,49,1,0,0,0,0,0,0,0,0,0,36,0,4
651,Paweł Dawidowicz,pl,DF,Hellas Verona,it Serie A,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12
652,Craig Dawson,eng,DF,Wolves,Premier League,33,1990,24.5,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9
653,Kevin De Bruyne,be,MF,Manchester City,Premier League,32,1991,13.6,971,840,124,23,11,6,136,24,69,29,16,5,732,7,27
654,Charles De Ketelaere,be,"FW,MF",Atalanta,it Serie A,22,2001,22.5,782,746,35,7,6,2,47,8,2,0,2,0,565,1,25
655,Rodrigo De Paul,ar,MF,Atlético Madrid,La Liga,29,1994,23.1,1553,1461,75,51,23,16,46,12,12,3,4,0,1291,17,23
656,Mattia De Sciglio,it,DF,Juventus,it Serie A,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0
657,Lorenzo De Silvestri,it,DF,Bologna,it Serie A,35,1988,7.5,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7
658,Thibault De Smet,be,DF,Reims,Ligue 1,25,1998,20.3,1046,878,163,12,0,2,31,149,2,2,0,0,837,5,29
659,Koni De Winter,be,DF,Genoa,it Serie A,21,2002,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14
660,Grégoire Defrel,mq,"FW,MF",Sassuolo,it Serie A,32,1991,8.4,221,209,10,1,0,0,2,3,2,0,0,0,187,2,6
661,Alessandro Deiola,it,MF,Cagliari,it Serie A,27,1995,17.9,524,511,11,4,2,11,15,7,0,0,0,0,364,2,10
662,Romain Del Castillo,fr,FW,Brest,Ligue 1,27,1996,27.7,1469,1255,209,52,9,11,251,45,104,57,45,0,989,5,67
663,Thomas Delaine,fr,"DF,MF",Strasbourg,Ligue 1,31,1992,22.7,882,699,179,24,2,1,104,146,9,0,8,0,638,4,25
664,Sacha Delaye,fr,"MF,FW",Montpellier,Ligue 1,21,2002,1.4,48,48,0,0,0,0,3,0,0,0,0,0,38,0,3
665,Hannes Delcroix,be,DF,Burnley,Premier League,24,1999,6.5,350,320,29,3,0,0,5,26,0,0,0,0,300,1,2
666,Alessandro Dellavalle,it,DF,Torino,it Serie A,19,2004,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1
667,Olivier Deman,be,DF,Werder Bremen,Bundesliga,23,2000,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28
668,Karamoko Dembélé,eng,"MF,FW",Brest,Ligue 1,20,2003,0.2,10,9,1,0,0,0,1,0,1,1,0,0,8,0,0
669,Ousmane Dembélé,fr,"MF,FW",Paris S-G,Ligue 1,26,1997,16.7,1044,974,65,13,11,4,99,3,49,7,18,0,792,5,24
670,Jessy Deminguet,fr,"MF,FW",Strasbourg,Ligue 1,25,1998,7.7,258,231,25,13,1,3,9,5,7,2,1,0,221,2,1
671,Ermedin Demirović,ba,"FW,MF",Augsburg,Bundesliga,25,1998,31.9,574,523,44,3,3,1,10,4,1,0,0,0,371,7,35
672,Diego Demme,de,MF,Napoli,it Serie A,31,1991,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1
673,Sepp van den Berg,nl,DF,Mainz 05,Bundesliga,21,2001,31.5,1469,1424,41,34,0,2,2,2,0,0,0,0,1190,4,10
674,Leander Dendoncker,be,MF,Aston Villa,Premier League,28,1995,1.3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0
675,Leander Dendoncker,be,MF,Napoli,it Serie A,28,1995,0.3,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0
676,Rémy Descamps,fr,GK,Nantes,Ligue 1,27,1996,6.0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1
677,Mikkel Desler,dk,DF,Toulouse,Ligue 1,28,1995,17.2,944,775,169,20,0,1,30,149,0,0,0,0,788,0,23
678,Arthur Desmas,fr,GK,Le Havre,Ligue 1,29,1994,33.0,945,617,324,102,0,0,0,0,0,0,0,0,611,4,2
679,Mattia Destro,it,"FW,MF",Empoli,it Serie A,32,1991,4.1,63,52,10,0,0,0,0,0,0,0,0,0,41,1,1
680,Samuele Di Benedetto,de,MF,Stuttgart,Bundesliga,18,2005,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
681,Federico Di Francesco,it,"FW,MF",Lecce,it Serie A,29,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
682,Raffaele Di Gennaro,it,GK,Inter,it Serie A,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0
683,Michele Di Gregorio,it,GK,Monza,it Serie A,26,1997,31.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1
684,Giovanni Di Lorenzo,it,DF,Napoli,it Serie A,29,1993,35.9,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46
685,Alessandro Di Pardo,it,"DF,MF",Cagliari,it Serie A,24,1999,4.0,175,146,29,0,0,1,18,29,0,0,0,0,115,0,7
686,Boulaye Dia,sn,"FW,MF",Salernitana,it Serie A,26,1996,12.7,244,227,16,2,2,5,1,0,0,0,0,0,204,1,5
687,Moussa Diaby,fr,"FW,MF",Aston Villa,Premier League,24,1999,24.2,619,567,51,3,6,2,45,4,1,0,0,0,485,1,15
688,Lamine Diack,sn,MF,Nantes,Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Mouctar Diakhaby,gn,"DF,MF",Valencia,La Liga,26,1996,11.9,546,530,15,13,0,3,0,0,0,0,0,0,475,1,4
690,Mamadou Diakhon,fr,"FW,MF",Reims,Ligue 1,17,2005,2.3,48,46,2,0,1,1,4,2,0,0,0,0,38,0,0
691,Bafodé Diakité,fr,DF,Lille,Ligue 1,22,2001,18.8,1311,1209,102,45,0,3,3,49,0,0,0,0,1206,0,11
692,Ibrahim Diakité,gn,DF,Reims,Ligue 1,19,2003,1.2,85,67,18,2,0,1,9,16,0,0,0,0,57,0,3
693,Moussa Diakité,ml,MF,Cádiz,La Liga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Oumar Diakité,ci,FW,Reims,Ligue 1,19,2003,17.6,305,279,26,1,4,0,3,1,0,0,0,0,239,0,6
695,Amad Diallo,ci,"FW,MF",Manchester Utd,Premier League,21,2002,4.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3
696,Amadou Diallo,eng,MF,Newcastle Utd,Premier League,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
697,Assane Diao,es,FW,Betis,La Liga,17,2005,11.6,264,261,2,0,0,0,9,0,0,0,0,0,200,1,12
698,Habib Diarra,sn,"MF,FW",Strasbourg,Ligue 1,19,2004,25.6,874,850,23,8,3,4,22,4,3,2,0,0,735,1,13
699,Moussa Diarra,ml,DF,Toulouse,Ligue 1,22,2000,15.5,680,587,90,25,1,2,16,59,0,0,0,0,550,3,19
700,Rúben Dias,pt,DF,Manchester City,Premier League,26,1997,28.4,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8
701,Krépin Diatta,sn,"DF,FW",Monaco,Ligue 1,24,1999,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13
702,Mory Diaw,sn,GK,Clermont Foot,Ligue 1,30,1993,30.0,1245,952,289,113,1,7,0,0,0,0,0,0,848,4,1
703,Mahamadou Diawara,fr,MF,Lyon,Ligue 1,18,2005,4.0,147,144,2,2,0,0,2,0,0,0,0,0,125,1,4
704,Brahim Díaz,ma,"FW,MF",Real Madrid,La Liga,23,1999,17.2,740,705,29,8,7,2,31,6,7,3,2,0,624,6,12
705,Luis Díaz,co,FW,Liverpool,Premier League,26,1997,29.2,1075,1040,29,4,4,11,26,24,0,0,0,0,898,6,29
706,Víctor Díaz,es,"DF,MF",Granada,La Liga,35,1988,1.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4
707,Famara Diedhiou,sn,"FW,MF",Granada,La Liga,30,1992,1.0,41,40,1,0,0,0,2,1,0,0,0,0,20,0,4
708,Justin Diehl,de,"FW,MF",Köln,Bundesliga,18,2004,1.9,64,48,16,2,0,0,18,1,13,7,6,0,41,0,1
709,Bamba Dieng,sn,FW,Lorient,Ligue 1,23,2000,6.1,117,99,18,0,0,0,5,1,0,0,0,0,90,0,2
710,Eric Dier,eng,DF,Tottenham,Premier League,29,1994,2.2,141,132,9,6,0,0,0,0,0,0,0,0,125,0,0
711,Eric Dier,eng,DF,Bayern Munich,Bundesliga,29,1994,13.0,1143,1092,48,19,0,16,7,3,0,0,0,0,1042,3,4
712,Guillaume Dietsch,fr,GK,Metz,Ligue 1,22,2001,0.8,26,12,14,7,0,0,0,0,0,0,0,0,15,0,0
713,Florian Dietz,de,"FW,MF",Köln,Bundesliga,24,1998,0.8,19,18,1,0,0,0,0,0,0,0,0,0,13,0,1
714,Lucas Digne,fr,DF,Aston Villa,Premier League,30,1993,26.8,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42
715,Federico Dimarco,it,DF,Inter,it Serie A,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34
716,Stole Dimitrievski,mk,GK,Rayo Vallecano,La Liga,29,1993,37.0,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0
717,Junior Dina Ebimbe,fr,"MF,DF",Eint Frankfurt,Bundesliga,22,2000,21.7,935,839,93,5,7,5,21,88,0,0,0,0,715,3,27
718,Eren Dinkçi,de,"FW,MF",Heidenheim,Bundesliga,21,2001,29.4,819,791,25,3,2,5,79,18,3,0,3,0,508,3,52
719,Sinaly Diomande,ci,DF,Lyon,Ligue 1,22,2001,9.9,570,554,15,13,1,3,1,2,0,0,0,0,521,1,3
720,Edan Diop,fr,"MF,DF",Monaco,Ligue 1,18,2004,1.8,97,86,10,1,0,0,2,9,0,0,0,0,71,1,3
721,Issa Diop,fr,DF,Fulham,Premier League,26,1997,15.8,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13
722,Sofiane Diop,fr,FW,Nice,Ligue 1,23,2000,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2
723,Andy Diouf,fr,MF,Lens,Ligue 1,20,2003,14.6,737,689,45,13,1,0,47,0,32,15,14,0,591,3,27
724,Yehvann Diouf,fr,GK,Reims,Ligue 1,23,1999,34.0,1301,1065,227,70,0,3,0,0,0,0,0,0,1020,9,1
725,Axel Disasi,fr,DF,Chelsea,Premier League,25,1998,28.7,2256,2153,98,49,3,11,10,43,0,0,0,0,2031,5,19
726,Tiago Djaló,pt,DF,Juventus,it Serie A,23,2000,0.2,13,11,2,2,0,0,0,0,0,0,0,0,12,0,1
727,Chaim El Djebali,tn,MF,Lyon,Ligue 1,19,2004,0.1,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1
728,Djené,tg,"DF,MF",Getafe,La Liga,31,1991,27.6,1121,1049,69,21,0,4,30,48,0,0,0,0,861,3,14
729,Koffi Djidji,ci,DF,Torino,it Serie A,30,1992,8.4,434,411,20,10,0,0,2,10,0,0,0,0,372,3,3
730,Berat Djimsiti,al,DF,Atalanta,it Serie A,30,1993,31.5,1661,1584,75,58,1,6,6,17,0,0,0,0,1454,2,11
731,Marko Dmitrović,rs,GK,Sevilla,La Liga,31,1992,13.0,394,291,102,23,0,0,0,0,0,0,0,0,292,1,0
732,Ben Doak,sct,FW,Liverpool,Premier League,17,2005,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
733,Ritsu Doan,jp,"DF,MF",Freiburg,Bundesliga,25,1998,25.0,713,678,31,11,5,6,61,5,15,10,5,0,504,4,26
734,Lewis Dobbin,eng,MF,Everton,Premier League,20,2003,2.6,65,60,3,1,0,0,7,2,0,0,0,0,44,2,3
735,Dodô,br,DF,Fiorentina,it Serie A,24,1998,5.8,347,296,50,4,1,1,19,46,0,0,0,0,278,1,6
736,Danilho Doekhi,nl,DF,Union Berlin,Bundesliga,25,1998,24.0,919,894,23,21,0,5,4,2,0,0,0,0,738,2,9
737,Matt Doherty,ie,"DF,MF",Wolves,Premier League,31,1992,12.8,653,566,87,11,0,5,13,76,0,0,0,0,515,0,18
738,Josh Doig,sct,DF,Hellas Verona,it Serie A,21,2002,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9
739,Josh Doig,sct,DF,Sassuolo,it Serie A,21,2002,14.9,591,413,177,4,0,2,47,172,1,0,1,0,404,1,19
740,Jeremy Doku,be,"FW,MF",Manchester City,Premier League,21,2002,17.7,852,844,8,0,2,2,61,5,3,0,0,0,693,0,34
741,Jeremy Doku,be,FW,Rennes,Ligue 1,21,2002,1.2,49,49,0,0,0,0,1,0,0,0,0,0,43,0,1
742,Jaume Doménech,es,GK,Valencia,La Liga,32,1990,0.9,31,18,13,6,0,0,0,0,0,0,0,0,13,0,0
743,Carlos Dominguez,es,DF,Celta Vigo,La Liga,22,2001,17.6,864,831,30,27,0,12,3,3,0,0,0,0,681,3,10
744,Mario Dominguez,es,FW,Valencia,La Liga,19,2004,0.3,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
745,Nicolás Domínguez,ar,"MF,FW",Nott'ham Forest,Premier League,25,1998,16.6,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13
746,Nicolás Domínguez,ar,MF,Bologna,it Serie A,25,1998,1.1,92,90,2,1,0,0,0,1,0,0,0,0,83,0,1
747,Giulio Donati,it,DF,Monza,it Serie A,33,1990,0.4,46,40,6,1,0,0,4,5,0,0,0,0,38,0,1
748,Jamie Donley,eng,FW,Tottenham,Premier League,18,2005,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
749,Gianluigi Donnarumma,it,GK,Paris S-G,Ligue 1,24,1999,24.1,773,609,163,31,0,0,0,1,0,0,0,0,686,1,0
750,Patrick Dorgu,dk,"DF,MF",Lecce,it Serie A,18,2004,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16
751,Niklas Dorsch,de,MF,Augsburg,Bundesliga,25,1998,15.4,628,600,25,22,2,4,3,0,1,0,1,0,545,3,5
752,Alberto Dossena,it,DF,Cagliari,it Serie A,24,1998,33.1,1305,1255,49,41,3,11,1,7,0,0,0,0,1042,1,8
753,Carlos Dotor,es,MF,Celta Vigo,La Liga,22,2001,7.9,350,339,10,2,1,0,9,4,3,3,0,0,289,1,7
754,Abdoulaye Doucouré,ml,"FW,MF",Everton,Premier League,30,1993,29.2,893,876,16,0,1,1,26,0,0,0,0,0,683,1,29
755,Cheick Doucouré,ml,MF,Crystal Palace,Premier League,23,2000,10.2,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7
756,Siriné Doucouré,ml,FW,Lorient,Ligue 1,21,2002,4.7,94,87,7,0,2,1,1,0,0,0,0,0,71,0,1
757,Désiré Doué,fr,"MF,FW",Rennes,Ligue 1,18,2005,18.1,779,734,41,18,6,6,70,4,18,11,7,0,576,4,24
758,Guela Doué,ci,DF,Rennes,Ligue 1,20,2002,13.7,669,556,113,8,2,1,43,105,0,0,0,0,502,0,18
759,Alfie Doughty,eng,DF,Luton Town,Premier League,23,1999,32.5,1686,1190,489,89,0,9,340,249,151,66,80,5,1121,7,60
760,Douglas,br,MF,Nantes,Ligue 1,26,1997,19.7,1040,991,47,34,4,8,20,2,11,8,2,0,904,2,11
761,Ismaël Doukouré,fr,"MF,DF",Strasbourg,Ligue 1,20,2003,18.4,771,729,40,23,4,7,0,8,0,0,0,0,660,2,9
762,Kamory Doumbia,ml,MF,Brest,Ligue 1,20,2003,9.8,487,472,14,5,2,0,8,3,2,0,2,0,420,1,8
763,Anastasios Douvikas,gr,FW,Celta Vigo,La Liga,23,1999,10.1,166,154,12,0,1,1,2,0,0,0,0,0,105,0,4
764,Artem Dovbyk,ua,FW,Girona,La Liga,26,1997,28.7,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16
765,Nikola Dovedan,at,"MF,FW",Heidenheim,Bundesliga,29,1994,7.3,204,187,16,2,4,1,8,3,3,0,0,0,125,1,15
766,Damion Downs,us,"FW,MF",Köln,Bundesliga,19,2004,2.0,36,35,1,0,0,0,1,1,0,0,0,0,24,0,4
767,Tommy Doyle,eng,MF,Wolves,Premier League,21,2001,13.6,955,878,69,44,2,15,28,8,15,8,3,0,801,8,11
768,Radu Drăgușin,ro,DF,Tottenham,Premier League,21,2002,4.8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3
769,Radu Drăgușin,ro,DF,Genoa,it Serie A,21,2002,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3
770,Dion Drena Beljo,hr,"FW,MF",Augsburg,Bundesliga,21,2002,6.5,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2
771,Tim Drexler,de,DF,Hoffenheim,Bundesliga,18,2005,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1
772,Domingos Duarte,pt,DF,Getafe,La Liga,28,1995,10.1,380,365,13,11,1,3,1,1,0,0,0,0,294,2,4
773,Rubén Duarte,es,DF,Alavés,La Liga,27,1995,20.9,827,658,160,55,0,8,70,104,1,0,0,0,566,9,10
774,Martin Dúbravka,sk,GK,Newcastle Utd,Premier League,34,1989,22.1,651,443,206,37,0,1,0,0,0,0,0,0,519,2,0
775,Marvin Ducksch,de,FW,Werder Bremen,Bundesliga,29,1994,30.0,950,751,192,55,11,10,159,5,97,35,49,0,566,7,16
776,Ondrej Duda,sk,MF,Hellas Verona,it Serie A,28,1994,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19
777,Denzel Dumfries,nl,DF,Inter,it Serie A,27,1996,18.2,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16
778,Paul Dummett,wls,DF,Newcastle Utd,Premier League,31,1991,0.2,23,22,1,0,0,0,0,1,0,0,0,0,21,0,0
779,Alfred Duncan,gh,MF,Fiorentina,it Serie A,30,1993,21.0,1030,961,63,22,5,18,65,5,35,11,17,0,800,6,22
780,Lewis Dunk,eng,DF,Brighton,Premier League,31,1991,31.9,3233,3005,219,115,2,16,7,5,0,0,0,0,2977,9,5
781,Jhon Durán,co,"FW,MF",Aston Villa,Premier League,19,2003,5.3,121,117,4,1,0,0,6,1,0,0,0,0,83,0,10
782,Julien Duranville,be,"FW,MF",Dortmund,Bundesliga,17,2006,0.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
783,Hugo Duro,es,FW,Valencia,La Liga,23,1999,33.1,570,522,45,1,0,0,7,4,0,0,0,0,406,3,16
784,Jean-Kevin Duverne,ht,DF,Nantes,Ligue 1,26,1997,15.0,743,653,86,15,0,2,13,71,0,0,0,0,597,4,11
785,Paulo Dybala,ar,"FW,MF",Roma,it Serie A,29,1993,21.8,1000,877,117,27,7,11,88,10,54,22,27,0,790,6,20
786,Aron Dønnum,no,"FW,MF",Toulouse,Ligue 1,25,1998,17.7,571,545,24,5,4,13,28,10,9,2,5,0,428,2,17
787,George Earthy,eng,FW,West Ham,Premier League,18,2004,0.4,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
788,Simon Ebonog,cm,MF,Le Havre,Ligue 1,18,2004,0.2,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0
789,Festy Ebosele,ie,DF,Udinese,it Serie A,20,2002,18.9,419,358,60,2,1,5,45,58,0,0,0,0,278,1,21
790,Enzo Ebosse,cm,DF,Udinese,it Serie A,24,1999,0.1,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
791,Tyronne Ebuehi,ng,DF,Empoli,it Serie A,27,1995,12.2,570,442,127,9,0,3,23,118,0,0,0,0,426,1,19
792,Ederson,br,GK,Manchester City,Premier League,29,1993,30.9,1234,1077,157,43,0,9,0,0,0,0,0,0,1077,0,1
793,Éderson,br,MF,Atalanta,it Serie A,24,1999,31.9,1662,1611,44,42,6,17,17,2,0,0,0,0,1390,7,27
794,Odsonne Édouard,fr,"FW,MF",Crystal Palace,Premier League,25,1998,17.3,350,338,9,0,4,0,10,0,1,0,0,0,249,3,20
795,John Egan,ie,DF,Sheffield Utd,Premier League,30,1992,5.4,185,181,2,2,0,0,0,0,0,0,0,0,128,2,1
796,Maximilian Eggestein,de,MF,Freiburg,Bundesliga,26,1996,32.4,1330,1296,28,21,4,2,9,5,0,0,0,0,1080,6,48
797,Lilian Egloff,de,"MF,DF",Stuttgart,Bundesliga,20,2002,1.2,41,40,1,0,0,0,0,0,0,0,0,0,32,0,1
798,Kingsley Ehizibue,nl,DF,Udinese,it Serie A,28,1995,10.6,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15
799,Hjalmar Ekdal,se,DF,Burnley,Premier League,24,1998,4.9,217,213,4,4,0,2,0,0,0,0,0,0,191,0,1
800,Hugo Ekitike,fr,FW,Paris S-G,Ligue 1,21,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1
801,Hugo Ekitike,fr,FW,Eint Frankfurt,Bundesliga,21,2002,8.0,193,180,12,0,1,2,9,0,0,0,0,0,131,1,11
802,Emmanuel Ekong,se,FW,Empoli,it Serie A,21,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
803,Caleb Ekuban,gh,FW,Genoa,it Serie A,29,1994,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10
804,Anthony Elanga,se,"FW,MF",Nott'ham Forest,Premier League,21,2002,27.0,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37
805,Simon Elisor,fr,FW,Metz,Ligue 1,24,1999,8.5,157,139,18,0,0,0,4,0,0,0,0,0,111,0,5
806,Harvey Elliott,eng,"MF,FW",Liverpool,Premier League,20,2003,15.0,986,932,44,4,3,8,62,10,19,9,7,0,825,10,17
807,Elif Elmas,mk,"FW,MF",Napoli,it Serie A,23,1999,3.8,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4
808,Elif Elmas,mk,"MF,FW",RB Leipzig,Bundesliga,23,1999,3.0,120,115,3,1,0,1,0,2,0,0,0,0,100,2,1
809,Mohamed Elneny,eg,MF,Arsenal,Premier League,31,1992,0.3,40,39,1,1,0,0,0,0,0,0,0,0,39,0,0
810,Aritz Elustondo,es,DF,Real Sociedad,La Liga,29,1994,9.0,468,417,51,14,0,1,1,37,0,0,0,0,402,0,3
811,Nico Elvedi,ch,DF,Gladbach,Bundesliga,26,1996,27.6,1690,1605,83,32,2,1,3,26,0,0,0,0,1500,2,11
812,Adri Embarba,es,"FW,MF",Almería,La Liga,31,1992,27.5,928,770,150,35,0,16,171,16,94,36,31,0,609,8,43
813,Breel Embolo,ch,FW,Monaco,Ligue 1,26,1997,2.0,46,46,0,0,0,0,1,0,0,0,0,0,37,0,2
814,Emanuel Emegha,nl,FW,Strasbourg,Ligue 1,20,2003,23.1,294,278,16,1,0,0,1,1,0,0,0,0,215,0,10
815,Emerson,br,DF,Tottenham,Premier League,24,1999,12.9,1038,915,122,45,1,2,14,75,0,0,0,0,937,1,23
816,Youssef En-Nesyri,ma,FW,Sevilla,La Liga,26,1997,28.6,318,271,47,0,2,2,4,3,0,0,0,0,205,0,13
817,Julio Enciso,py,"MF,FW",Brighton,Premier League,19,2004,5.3,178,168,8,2,2,0,8,1,2,0,0,0,132,2,5
818,Wataru Endo,jp,MF,Liverpool,Premier League,30,1993,19.1,1315,1295,16,13,5,1,4,2,0,0,0,0,1157,4,19
819,Arne Engels,be,"MF,DF",Augsburg,Bundesliga,19,2003,15.6,587,498,85,19,3,9,80,30,36,20,13,0,394,4,23
820,Christian Eriksen,dk,MF,Manchester Utd,Premier League,31,1992,12.7,805,745,55,25,5,9,43,3,26,12,8,2,648,5,13
821,Martin Erlic,hr,DF,Sassuolo,it Serie A,25,1998,29.1,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7
822,Gonzalo Escalante,ar,MF,Cádiz,La Liga,30,1993,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12
823,Aarón Escandell,es,GK,Las Palmas,La Liga,27,1995,1.7,86,65,20,8,0,0,0,0,0,0,0,0,64,1,0
824,Alfonso Espino,uy,DF,Rayo Vallecano,La Liga,31,1992,27.9,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41
