Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2304,Daniele Rugani,it,DF,,Juventus,Serie A,28,1994,6.3,262,255,7,4,0,3,0,0,0,0,0,0,231,0,0
2305,Matteo Ruggeri,it,DF,MF,Atalanta,Serie A,20,2002,9.2,631,527,102,5,0,2,38,96,1,1,0,0,515,2,10
2306,Mário Rui,pt,DF,,Napoli,Serie A,31,1991,19.4,1734,1427,300,70,2,30,110,188,42,15,19,0,1408,7,26
2307,Aitor Ruibal,es,DF,FW,Betis,La Liga,26,1996,16.2,841,691,148,18,1,10,31,130,0,0,0,0,647,2,22
2308,Kays Ruiz,fr,MF,,Auxerre,Ligue 1,19,2002,0.7,29,29,0,0,0,0,0,0,0,0,0,0,26,0,0
2309,Fabián Ruiz Peña,es,MF,,Paris S-G,Ligue 1,26,1996,21.0,1763,1716,44,25,9,11,13,15,4,0,3,0,1614,3,24
2310,Víctor Ruiz,es,DF,,Betis,La Liga,33,1989,6.2,251,241,9,9,0,2,0,0,0,0,0,0,213,1,0
2311,Gerónimo Rulli,ar,GK,,Villarreal,La Liga,30,1992,14.0,543,419,124,32,0,0,0,0,0,0,0,0,464,0,2
2312,Alessandro Russo,it,GK,,Sassuolo,Serie A,21,2001,1.0,50,37,13,5,0,0,0,0,0,0,0,0,37,0,0
2313,Franco Russo,ar,DF,,Mallorca,La Liga,27,1994,1.6,60,58,2,1,0,1,0,1,0,0,0,0,46,0,0
2314,Georginio Rutter,fr,FW,MF,Leeds United,Premier League,20,2002,3.0,62,59,2,0,1,0,0,0,0,0,0,0,31,1,5
2315,Georginio Rutter,fr,FW,,Hoffenheim,Bundesliga,20,2002,11.2,158,157,1,0,1,2,11,0,0,0,0,0,95,0,12
2316,Julian Ryerson,no,DF,,Union Berlin,Bundesliga,24,1997,11.5,501,374,125,4,1,4,41,119,2,0,2,0,350,2,16
2317,Julian Ryerson,no,DF,,Dortmund,Bundesliga,24,1997,15.7,998,846,152,10,2,2,50,142,0,0,0,0,817,0,28
2318,Frederik Rønnow,dk,GK,,Union Berlin,Bundesliga,29,1992,29.0,1280,1021,257,94,0,0,0,0,0,0,0,0,888,2,2
2319,José Sá,pt,GK,,Wolves,Premier League,29,1993,36.0,1200,854,341,81,0,3,0,0,0,0,0,0,837,5,1
2320,Youssouf Sabaly,sn,DF,,Betis,La Liga,29,1993,18.7,949,769,176,19,0,1,17,157,0,0,0,0,780,4,25
2321,Halid Šabanović,ba,DF,,Angers,Ligue 1,22,1999,7.1,280,233,47,3,0,2,8,44,0,0,0,0,228,0,2
2322,Abdelhamid Sabiri,ma,MF,FW,Sampdoria,Serie A,25,1996,11.9,461,390,69,33,3,8,54,3,32,9,19,0,310,2,11
2323,Marcel Sabitzer,at,MF,,Manchester Utd,Premier League,28,1994,7.0,307,293,9,4,2,3,4,2,1,0,0,0,237,5,7
2324,Marcel Sabitzer,at,MF,,Bayern Munich,Bundesliga,28,1994,7.0,466,451,12,6,1,2,5,4,1,1,0,0,402,3,3
2325,Falaye Sacko,ml,DF,,Montpellier,Ligue 1,27,1995,28.7,1240,1033,204,23,2,1,36,180,1,0,0,0,999,3,27
2326,Umar Sadiq,ng,FW,,Almería,La Liga,25,1997,2.7,36,32,3,0,0,0,0,1,0,0,0,0,22,1,2
2327,Umar Sadiq,ng,FW,,Real Sociedad,La Liga,25,1997,0.9,13,13,0,0,0,1,0,0,0,0,0,0,13,0,0
2328,Alexis Saelemaekers,be,FW,DF,Milan,Serie A,23,1999,15.6,621,573,46,5,3,2,48,36,5,2,3,0,480,2,12
2329,Wesley Saïd,fr,FW,MF,Lens,Ligue 1,27,1995,7.2,195,184,9,0,1,0,5,2,0,0,0,0,155,2,5
2330,Allan Saint-Maximin,fr,FW,,Newcastle Utd,Premier League,25,1997,12.4,447,435,9,1,4,3,32,7,1,0,0,0,316,3,17
2331,Théo Sainte-Luce,fr,DF,,Montpellier,Ligue 1,23,1998,5.9,266,206,60,3,0,0,10,57,0,0,0,0,219,0,5
2332,Samuel Sáiz,es,MF,,Girona,La Liga,31,1991,2.7,162,150,7,0,2,1,6,1,1,0,1,0,122,5,6
2333,Bukayo Saka,eng,FW,,Arsenal,Premier League,20,2001,35.3,1430,1297,131,11,2,3,172,21,99,76,0,2,1054,2,62
2334,Hamza Sakhi,fr,MF,,Auxerre,Ligue 1,26,1996,18.4,947,866,73,33,4,23,88,1,37,12,20,0,756,8,14
2335,Mamadou Sakho,fr,DF,,Montpellier,Ligue 1,32,1990,8.5,459,438,19,17,0,0,0,1,0,0,0,0,397,2,0
2336,Jacopo Sala,it,MF,,Spezia,Serie A,30,1991,1.2,46,40,6,4,0,0,4,1,0,0,0,0,36,0,5
2337,Ibrahim Salah,ma,FW,MF,Rennes,Ligue 1,20,2001,2.5,121,120,1,0,0,0,8,1,0,0,0,0,94,0,4
2338,Mohamed Salah,eg,FW,,Liverpool,Premier League,30,1992,36.6,1185,1146,29,4,14,3,38,17,0,0,0,0,902,10,40
2339,Amine Salama,fr,FW,MF,Angers,Ligue 1,22,2000,13.9,321,303,16,0,2,0,12,0,0,0,0,0,236,2,10
2340,Kike Salas,es,DF,,Sevilla,La Liga,20,2002,4.1,211,203,7,7,0,1,0,0,0,0,0,0,177,1,0
2341,William Saliba,fr,DF,,Arsenal,Premier League,21,2001,26.8,1865,1822,43,34,0,2,1,0,0,0,0,0,1698,0,8
2342,Dikeni-Rafid Salifou,tg,MF,,Werder Bremen,Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,Mohammed Salisu,gh,DF,,Southampton,Premier League,23,1999,21.9,1196,1075,115,25,1,10,13,87,0,0,0,0,879,6,12
2344,Roland Sallai,hu,MF,FW,Freiburg,Bundesliga,25,1997,11.1,342,328,10,4,2,3,35,5,1,1,0,0,238,4,12
2345,Yoann Salmier,gf,DF,,Troyes,Ligue 1,29,1992,29.4,1456,1398,53,42,1,16,7,7,0,0,0,0,1198,5,13
2346,Salvi,es,FW,MF,Rayo Vallecano,La Liga,31,1991,5.4,208,188,16,0,1,0,37,15,1,0,1,0,119,4,20
2347,Lazar Samardzic,rs,MF,,Udinese,Serie A,20,2002,20.5,893,772,118,48,3,23,92,5,62,33,17,0,715,3,17
2348,Diadie Samassékou,ml,MF,FW,Hoffenheim,Bundesliga,26,1996,0.4,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
2349,Mama Samba Baldé,gw,FW,,Troyes,Ligue 1,26,1995,29.6,584,511,70,0,2,6,13,0,0,0,0,0,389,3,30
2350,Brice Samba,fr,GK,,Lens,Ligue 1,28,1994,37.0,1237,985,250,90,0,12,0,0,0,0,0,0,938,2,1
2351,Albert Sambi Lokonga,be,MF,,Arsenal,Premier League,22,1999,2.2,140,135,5,5,1,1,0,0,0,0,0,0,132,0,1
2352,Albert Sambi Lokonga,be,MF,,Crystal Palace,Premier League,22,1999,6.0,264,250,10,9,2,1,0,1,0,0,0,0,228,4,2
2353,Junior Sambia,fr,DF,,Salernitana,Serie A,25,1996,7.7,396,311,85,6,0,1,33,71,8,3,4,0,312,0,7
2354,Fede San Emeterio,es,MF,,Cádiz,La Liga,25,1997,20.5,657,640,12,12,2,4,4,0,0,0,0,0,518,5,12
2355,Antonio Sanabria,py,FW,,Torino,Serie A,26,1996,27.0,691,632,58,2,1,5,2,2,0,0,0,0,524,1,18
2356,Leandro Sanca,gw,FW,MF,Spezia,Serie A,22,2000,0.4,12,11,1,0,0,0,2,0,0,0,0,0,9,0,0
2357,Oihan Sancet,es,MF,,Athletic Club,La Liga,22,2000,28.1,975,936,28,13,9,3,17,1,3,0,2,0,788,11,19
2358,Renato Sanches,pt,MF,,Paris S-G,Ligue 1,24,1997,8.0,669,653,14,7,2,3,5,5,2,0,2,0,608,2,10
2359,Alexis Sánchez,cl,FW,MF,Marseille,Ligue 1,33,1988,29.8,934,865,59,6,14,19,37,1,11,6,0,0,681,10,26
2360,Antonio Sánchez,es,MF,DF,Mallorca,La Liga,25,1997,12.0,447,410,36,3,0,7,32,25,1,1,0,0,312,1,22
2361,Davinson Sánchez,co,DF,,Tottenham,Premier League,26,1996,9.5,594,583,10,7,0,1,2,3,0,0,0,0,515,1,10
2362,Iván Sánchez,es,MF,FW,Valladolid,La Liga,29,1992,12.8,480,460,15,3,1,10,38,2,6,3,1,1,381,5,16
2363,Javi Sánchez,es,DF,,Valladolid,La Liga,25,1997,26.6,1175,1119,51,41,1,23,5,4,0,0,0,0,962,5,13
2364,Manu Sánchez,es,DF,,Osasuna,La Liga,21,2000,23.6,1144,943,197,11,0,2,71,186,0,0,0,0,916,4,28
2365,Robert Sánchez,es,GK,,Brighton,Premier League,24,1997,23.0,781,608,168,37,0,4,0,0,0,0,0,0,604,5,3
2366,Jadon Sancho,eng,FW,MF,Manchester Utd,Premier League,22,2000,18.7,776,760,14,0,4,3,17,8,5,2,0,0,647,2,28
2367,Alex Sandro,br,DF,,Juventus,Serie A,31,1991,19.9,1256,1100,152,24,0,8,19,117,0,0,0,0,1081,4,13
2368,Leroy Sané,de,MF,FW,Bayern Munich,Bundesliga,26,1996,22.3,1078,1053,20,0,9,3,16,9,5,3,0,0,880,5,22
2369,Sidi Sané,de,FW,,Schalke 04,Bundesliga,19,2003,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
2370,Morgan Sanson,fr,MF,,Aston Villa,Premier League,27,1994,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
2371,Morgan Sanson,fr,MF,,Strasbourg,Ligue 1,27,1994,15.8,620,578,36,22,6,4,35,3,10,2,5,0,480,6,16
2372,Nicola Sansone,it,FW,,Bologna,Serie A,30,1991,8.2,218,194,22,1,0,2,20,1,10,7,2,0,161,2,7
2373,Baptiste Santamaria,fr,MF,,Rennes,Ligue 1,27,1995,20.1,1317,1280,35,35,1,12,7,0,0,0,0,0,1119,2,19
2374,Riccardo Saponara,it,FW,,Fiorentina,Serie A,30,1991,13.4,457,451,3,0,2,6,32,3,0,0,0,0,329,3,13
2375,Pablo Sarabia,es,FW,MF,Wolves,Premier League,30,1992,8.5,365,324,39,8,2,3,46,3,28,18,5,0,252,2,15
2376,Pablo Sarabia,es,FW,MF,Paris S-G,Ligue 1,30,1992,4.1,187,171,15,2,5,1,16,1,12,5,5,0,147,1,5
2377,Jeremy Sarmiento,ec,MF,,Brighton,Premier League,20,2002,2.0,67,67,0,0,0,0,3,0,0,0,0,0,53,0,1
2378,Amin Sarr,se,FW,,Lyon,Ligue 1,21,2001,6.0,142,136,6,0,0,0,4,1,0,0,0,0,104,0,3
2379,Bouna Sarr,sn,FW,,Bayern Munich,Bundesliga,30,1992,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2380,Malang Sarr,fr,DF,,Monaco,Ligue 1,23,1999,8.0,517,503,13,9,0,10,1,3,0,0,0,0,460,1,5
2381,Mamadou Sarr,fr,MF,,Lyon,Ligue 1,16,2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
2382,Mouhamadou Sarr,sn,GK,,Cremonese,Serie A,25,1997,2.0,84,61,22,10,0,1,0,0,0,0,0,0,62,1,0
2383,Martin Satriano,uy,FW,,Empoli,Serie A,21,2001,18.9,384,375,8,0,2,1,22,6,0,0,0,0,249,1,15
2384,Téji Savanier,fr,MF,,Montpellier,Ligue 1,30,1991,28.3,1695,1394,290,114,6,35,235,29,137,58,63,2,1185,11,33
2385,Esteban Saveljich,me,FW,,Rayo Vallecano,La Liga,31,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,Stefan Savić,me,DF,,Atlético Madrid,La Liga,31,1991,21.6,1141,1107,29,22,0,4,0,7,0,0,0,0,1001,5,4
2387,Joe Scally,us,DF,,Gladbach,Bundesliga,19,2002,24.5,1173,940,231,25,0,1,41,206,0,0,0,0,921,2,39
2388,Giorgio Scalvini,it,DF,,Atalanta,Serie A,18,2003,25.9,1486,1443,40,29,1,21,8,11,0,0,0,0,1205,3,20
2389,Gianluca Scamacca,it,FW,,West Ham,Premier League,23,1999,10.3,177,173,3,0,0,8,1,0,0,0,0,0,118,1,7
2390,Gustavo Scarpa,br,MF,FW,Nott'ham Forest,Premier League,28,1994,2.0,78,72,6,0,1,2,4,3,2,0,1,0,51,0,5
2391,Kevin Schade,de,FW,,Brentford,Premier League,20,2001,8.1,173,171,1,0,1,0,15,1,0,0,0,0,103,1,11
2392,Kevin Schade,de,FW,MF,Freiburg,Bundesliga,20,2001,2.0,55,54,1,0,0,0,3,0,0,0,0,0,26,0,4
2393,András Schäfer,hu,MF,,Union Berlin,Bundesliga,23,1999,9.6,274,261,13,2,1,0,8,1,0,0,0,0,205,0,14
2394,Fabian Schär,ch,DF,,Newcastle Utd,Premier League,30,1991,35.6,1846,1770,73,62,7,34,18,10,0,0,0,0,1423,3,19
2395,Derry Scherhant,de,FW,MF,Hertha BSC,Bundesliga,19,2002,3.2,50,49,1,0,0,0,3,1,0,0,0,0,33,0,2
2396,Patrik Schick,cz,FW,,Leverkusen,Bundesliga,26,1996,10.5,253,233,19,2,1,0,4,6,0,0,0,0,176,1,5
2397,Kingsley Schindler,gh,DF,MF,Köln,Bundesliga,29,1993,12.1,546,438,106,4,0,1,45,99,3,1,1,0,352,2,28
2398,Xaver Schlager,at,MF,,RB Leipzig,Bundesliga,24,1997,16.7,928,910,11,10,4,5,2,1,0,0,0,0,771,7,15
2399,Keven Schlotterbeck,de,DF,,Freiburg,Bundesliga,25,1997,0.2,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
2400,Keven Schlotterbeck,de,DF,,Bochum,Bundesliga,25,1997,8.2,315,295,17,2,1,1,3,3,0,0,0,0,208,3,1
2401,Nico Schlotterbeck,de,DF,,Dortmund,Bundesliga,22,1999,25.0,1910,1846,62,53,2,49,11,9,0,0,0,0,1648,2,25
2402,Jeffrey Schlupp,gh,MF,FW,Crystal Palace,Premier League,29,1992,28.1,900,854,40,12,3,1,16,24,0,0,0,0,665,6,21
2403,Kasper Schmeichel,dk,GK,,Nice,Ligue 1,35,1986,36.0,1188,834,353,75,0,4,0,0,0,0,0,0,918,1,1
2404,Jonathan Schmid,fr,DF,,Freiburg,Bundesliga,32,1990,0.5,28,25,3,1,0,0,4,2,0,0,0,0,23,0,1
2405,Romano Schmid,at,MF,FW,Werder Bremen,Bundesliga,22,2000,16.9,750,728,17,1,5,2,20,15,0,0,0,0,561,5,31
2406,Kenneth Schmidt,de,DF,,Freiburg,Bundesliga,20,2002,2.8,187,174,13,4,0,3,1,8,0,0,0,0,166,0,1
2407,Niklas Schmidt,de,MF,,Werder Bremen,Bundesliga,24,1998,12.1,601,577,23,9,2,18,31,8,5,1,2,0,446,1,21
2408,Benno Schmitz,de,DF,,Köln,Bundesliga,27,1994,26.9,1499,1183,307,13,1,1,96,294,0,0,0,0,938,9,49
2409,Jerdy Schouten,nl,MF,,Bologna,Serie A,25,1997,27.9,1498,1487,8,8,4,13,3,0,0,0,0,0,1299,3,16
2410,Perr Schuurs,nl,DF,,Torino,Serie A,22,1999,25.8,1201,1165,36,31,0,1,2,5,0,0,0,0,1058,0,7
2411,Marvin Schwäbe,de,GK,,Köln,Bundesliga,27,1995,34.0,1390,1135,253,68,0,1,0,0,0,0,0,0,1091,2,1
2412,Alexander Schwolow,de,GK,,Schalke 04,Bundesliga,30,1992,22.6,853,612,238,64,0,0,0,0,0,0,0,0,567,3,1
2413,Demba Seck,sn,MF,FW,Torino,Serie A,21,2001,5.8,166,159,6,1,2,0,7,2,0,0,0,0,127,1,7
2414,Haris Seferović,ch,FW,,Celta Vigo,La Liga,30,1992,9.9,218,196,21,0,4,1,21,1,0,0,0,0,134,1,8
2415,Telasco Segovia,ve,MF,,Sampdoria,Serie A,19,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
2416,Jacopo Segre,it,DF,,Torino,Serie A,25,1997,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
2417,Paul Seguin,de,MF,,Union Berlin,Bundesliga,27,1995,7.7,326,310,14,0,4,1,18,0,6,0,0,0,223,2,8
2418,Alidu Seidu,gh,DF,,Clermont Foot,Ligue 1,22,2000,27.3,1375,1219,154,27,0,3,22,127,0,0,0,0,1152,2,26
2419,Davie Selke,de,FW,,Hertha BSC,Bundesliga,27,1995,3.1,68,67,1,0,0,0,2,0,0,0,0,0,41,0,6
2420,Davie Selke,de,FW,,Köln,Bundesliga,27,1995,9.7,212,203,6,0,0,0,7,0,0,0,0,0,118,3,6
2421,Matz Sels,be,GK,,Strasbourg,Ligue 1,30,1992,38.0,973,679,292,95,0,0,0,1,0,0,0,0,636,2,0
2422,Nélson Semedo,pt,DF,,Wolves,Premier League,28,1993,29.2,1499,1263,233,6,4,1,60,227,0,0,0,0,1211,3,34
2423,Vivaldo Semedo,pt,FW,MF,Udinese,Serie A,17,2005,0.4,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
2424,Antoine Semenyo,gh,FW,MF,Bournemouth,Premier League,22,2000,2.9,57,53,4,0,0,1,1,0,0,0,0,0,38,0,2
2425,Marvin Senaya,tg,DF,,Strasbourg,Ligue 1,21,2001,0.1,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
2426,Marcos Senesi,ar,DF,,Bournemouth,Premier League,25,1997,27.7,1322,1257,56,40,1,15,8,14,0,0,0,0,1064,9,18
2427,Stefano Sensi,it,MF,,Monza,Serie A,26,1995,18.0,1281,1185,94,51,6,18,50,6,32,10,16,0,1089,2,16
2428,Jaime Seoane,es,MF,FW,Getafe,La Liga,25,1997,3.6,112,107,4,4,1,3,2,0,0,0,0,0,87,1,1
2429,Luigi Sepe,it,GK,,Salernitana,Serie A,31,1991,17.0,648,435,209,55,0,1,0,0,0,0,0,0,441,4,0
2430,Suat Serdar,de,MF,,Hertha BSC,Bundesliga,25,1997,22.5,615,583,30,8,3,7,5,0,4,1,2,0,431,2,27
2431,Leonardo Sernicola,it,DF,,Cremonese,Serie A,25,1997,25.7,945,737,203,12,2,6,118,179,12,0,11,0,615,5,25
2432,Ryan Sessegnon,eng,DF,,Tottenham,Premier League,22,2000,9.0,390,318,72,2,2,1,30,70,0,0,0,0,280,0,19
2433,Stephan El Shaarawy,it,DF,MF,Roma,Serie A,29,1992,16.9,825,717,108,10,5,9,23,93,4,4,0,0,665,0,19
2434,Eniss Shabani,al,MF,,Mainz 05,Bundesliga,19,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
2435,Luke Shaw,eng,DF,,Manchester Utd,Premier League,27,1995,28.4,2098,1792,297,36,2,13,89,195,38,20,7,0,1757,9,37
2436,Jonjo Shelvey,eng,MF,,Newcastle Utd,Premier League,30,1992,0.4,26,23,3,2,0,2,0,0,0,0,0,0,19,0,0
2437,Jonjo Shelvey,eng,MF,,Nott'ham Forest,Premier League,30,1992,6.0,302,271,31,27,3,6,13,1,0,0,0,0,221,0,1
2438,Eldor Shomurodov,uz,FW,,Spezia,Serie A,27,1995,9.0,205,186,19,0,3,0,3,0,0,0,0,0,143,0,8
2439,Eldor Shomurodov,uz,FW,,Roma,Serie A,27,1995,1.3,33,31,2,0,0,0,0,1,0,0,0,0,25,0,1
2440,Kaj Sierhuis,nl,FW,MF,Reims,Ligue 1,24,1998,2.4,64,59,3,0,1,0,6,1,0,0,0,0,33,2,3
2441,Vincent Sierro,ch,MF,,Toulouse,Ligue 1,26,1995,7.4,408,367,38,7,2,7,25,2,21,11,8,0,321,3,8
2442,Kiliann Sildillia,fr,DF,MF,Freiburg,Bundesliga,20,2002,22.0,1103,893,207,20,1,5,26,187,0,0,0,0,787,3,26
2443,André Silva,pt,FW,,RB Leipzig,Bundesliga,26,1995,19.3,477,443,33,1,5,2,4,4,0,0,0,0,349,1,25
2444,Bernardo Silva,pt,MF,FW,Manchester City,Premier League,27,1994,24.5,1543,1468,73,15,3,10,75,48,7,0,2,0,1317,2,27
2445,Caio Henrique Oliveira Silva,br,DF,,Monaco,Ligue 1,25,1997,32.2,1963,1540,418,98,3,6,169,242,78,40,33,0,1478,5,38
2446,David Silva,es,MF,,Real Sociedad,La Liga,36,1986,21.5,1165,1120,37,16,9,5,20,6,3,1,2,0,983,8,17
2447,Rui Silva,pt,GK,,Betis,La Liga,28,1994,26.0,886,562,320,106,1,1,0,0,0,0,0,0,593,4,0
2448,Thiago Silva,br,DF,,Chelsea,Premier League,37,1984,26.1,2042,1976,59,54,1,15,2,2,0,0,0,0,1856,7,8
2449,Marco Silvestri,it,GK,,Udinese,Serie A,31,1991,38.0,1177,783,391,89,0,5,0,0,0,0,0,0,916,3,0
2450,Abdallah Sima,sn,FW,,Angers,Ligue 1,21,2001,20.4,374,334,39,0,1,1,16,6,0,0,0,0,274,1,15
2451,Mohamed Simakan,fr,DF,,RB Leipzig,Bundesliga,22,2000,16.2,1108,992,113,13,3,7,14,100,0,0,0,0,901,3,26
2452,Giovanni Simeone,ar,FW,,Napoli,Serie A,27,1995,4.5,106,104,2,0,0,1,2,0,0,0,0,0,76,0,4
2453,Ellis Simms,eng,FW,,Everton,Premier League,21,2001,2.5,62,62,0,0,1,0,1,0,0,0,0,0,38,0,0
2454,Simo,es,DF,,Espanyol,La Liga,17,2005,1.6,61,57,4,1,0,0,0,1,0,0,0,0,58,0,1
2455,Moses Simon,ng,FW,MF,Nantes,Ligue 1,27,1995,26.1,725,657,63,13,3,2,140,9,40,19,10,0,463,5,36
2456,Unai Simón,es,GK,,Athletic Club,La Liga,25,1997,30.5,951,703,245,59,0,1,0,0,0,0,0,0,690,3,0
2457,Lassine Sinayoko,ml,MF,FW,Auxerre,Ligue 1,22,1999,17.4,555,550,5,0,1,5,30,3,0,0,0,0,413,0,19
2458,Wilfried Singo,ci,DF,,Torino,Serie A,21,2000,22.7,1138,923,207,20,3,7,56,187,0,0,0,0,853,8,19
2459,Luis Sinisterra,co,FW,,Leeds United,Premier League,23,1999,9.6,339,336,3,0,2,4,7,3,0,0,0,0,273,0,9
2460,Daley Sinkgraven,nl,DF,MF,Leverkusen,Bundesliga,27,1995,3.8,209,174,35,2,0,1,3,33,0,0,0,0,159,0,5
2461,Tobias Sippel,de,GK,,Gladbach,Bundesliga,34,1988,5.7,260,193,67,19,0,0,0,0,0,0,0,0,174,0,0
2462,Hugo Siquet,be,DF,,Freiburg,Bundesliga,20,2002,0.2,7,5,2,0,0,0,0,2,0,0,0,0,5,0,0
2463,Salvatore Sirigu,it,GK,,Fiorentina,Serie A,35,1987,1.0,38,26,12,4,0,0,0,0,0,0,0,0,28,0,0
2464,Ibrahima Sissoko,ml,MF,,Strasbourg,Ligue 1,24,1997,14.6,636,617,18,15,2,6,10,3,0,0,0,0,489,1,23
2465,Moussa Sissoko,fr,MF,,Nantes,Ligue 1,32,1989,21.3,787,753,34,21,0,2,23,11,0,0,0,0,628,0,22
2466,Tim Skarke,de,DF,MF,Union Berlin,Bundesliga,25,1996,0.6,36,32,4,0,0,1,8,4,0,0,0,0,22,0,1
2467,Tim Skarke,de,FW,MF,Schalke 04,Bundesliga,25,1996,4.9,145,126,18,2,0,0,22,5,11,4,6,0,94,1,9
2468,Ellyes Skhiri,tn,MF,,Köln,Bundesliga,27,1995,31.7,1717,1647,65,52,1,9,13,12,0,0,0,0,1505,5,23
2469,Oliver Skipp,eng,MF,,Tottenham,Premier League,21,2000,16.6,772,755,12,7,1,4,10,0,0,0,0,0,660,5,14
2470,Leo Skiri Østigård,no,DF,,Napoli,Serie A,22,1999,4.7,357,344,12,11,0,9,0,1,0,0,0,0,306,1,1
2471,Łukasz Skorupski,pl,GK,,Bologna,Serie A,31,1991,37.0,1216,854,357,79,0,3,0,0,0,0,0,0,957,5,0
2472,Robert Skov,dk,DF,,Hoffenheim,Bundesliga,26,1996,15.0,728,533,195,18,2,7,75,146,31,10,10,1,509,0,21
2473,Milan Škriniar,sk,DF,,Inter,Serie A,27,1995,19.7,1397,1328,67,43,1,13,5,22,0,0,0,0,1275,2,6
2474,Naatan Skyttä,fi,MF,,Toulouse,Ligue 1,20,2002,0.3,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
2475,Islam Slimani,dz,FW,,Brest,Ligue 1,34,1988,11.0,367,347,20,3,4,1,9,1,0,0,0,0,261,0,12
2476,Chris Smalling,eng,DF,,Roma,Serie A,32,1989,31.2,1344,1315,27,25,1,4,1,2,0,0,0,0,1173,2,10
2477,Adam Smith,eng,DF,,Bournemouth,Premier League,31,1991,32.7,1264,987,276,22,0,2,48,254,0,0,0,0,953,1,29
2478,Emile Smith Rowe,eng,MF,FW,Arsenal,Premier League,22,2000,1.9,85,81,4,0,0,0,5,0,4,2,0,0,74,0,1
2479,Hrvoje Smolčić,hr,DF,,Eint Frankfurt,Bundesliga,21,2000,5.2,355,340,15,11,0,0,0,2,0,0,0,0,287,0,3
2480,Cédric Soares,pt,DF,,Arsenal,Premier League,30,1991,0.3,24,23,1,0,0,0,3,1,0,0,0,0,19,0,0
2481,Cédric Soares,pt,DF,,Fulham,Premier League,30,1991,2.2,186,157,27,3,0,0,24,24,0,0,0,0,143,2,4
2482,Danilo Soares,br,DF,,Bochum,Bundesliga,30,1991,19.6,1004,798,199,9,1,2,17,189,1,0,1,0,751,7,20
2483,Eduard Sobol,ua,DF,,Strasbourg,Ligue 1,27,1995,9.7,391,323,68,4,0,2,19,64,0,0,0,0,298,0,3
2484,Rubén Sobrino,es,MF,FW,Cádiz,La Liga,30,1992,27.4,618,603,10,1,1,3,12,7,0,0,0,0,444,5,21
2485,Alex Sola,es,DF,,Real Sociedad,La Liga,23,1999,3.9,198,150,48,4,0,0,12,44,0,0,0,0,158,0,5
2486,Dominic Solanke,eng,FW,MF,Bournemouth,Premier League,24,1997,31.8,533,479,52,0,3,1,13,4,0,0,0,0,363,2,34
2487,Augusto Solari,ar,MF,,Celta Vigo,La Liga,30,1992,2.9,125,122,1,0,0,0,3,1,0,0,0,0,94,2,4
2488,Ola Solbakken,no,MF,FW,Roma,Serie A,23,1998,5.6,159,148,11,3,1,1,12,2,6,6,0,0,112,0,3
2489,Nikola Soldo,hr,DF,,Köln,Bundesliga,21,2001,6.6,348,333,12,11,0,2,1,1,0,0,0,0,270,3,6
2490,Carlos Soler,es,MF,,Valencia,La Liga,25,1997,2.7,123,102,21,9,0,1,16,0,11,5,5,0,92,0,3
2491,Carlos Soler,es,MF,,Paris S-G,Ligue 1,25,1997,13.2,641,619,20,5,3,1,22,5,10,5,3,0,544,2,15
2492,François-Joseph Sollacaro,fr,GK,,Ajaccio,Ligue 1,28,1994,6.0,142,80,62,22,0,0,0,0,0,0,0,0,68,0,0
2493,Manor Solomon,il,FW,,Fulham,Premier League,23,1999,6.4,207,202,4,1,1,0,4,3,0,0,0,0,175,1,4
2494,Yann Sommer,ch,GK,,Gladbach,Bundesliga,33,1988,10.0,609,483,124,34,0,2,0,0,0,0,0,0,499,2,0
2495,Yann Sommer,ch,GK,,Bayern Munich,Bundesliga,33,1988,19.0,749,626,123,25,0,2,0,0,0,0,0,0,650,0,2
2496,Brandon Soppy,fr,DF,,Udinese,Serie A,20,2002,1.0,32,29,2,0,0,0,1,2,0,0,0,0,22,1,0
2497,Brandon Soppy,fr,DF,,Atalanta,Serie A,20,2002,7.1,322,254,67,0,1,0,19,67,0,0,0,0,243,1,12
2498,David Soria,es,GK,,Getafe,La Liga,29,1993,38.0,1136,620,509,162,0,19,0,0,0,0,0,0,610,7,1
2499,Roberto Soriano,it,FW,MF,Bologna,Serie A,31,1991,14.7,605,595,10,4,5,3,11,6,0,0,0,0,486,0,15
