Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1373,Christoph Kramer,de,MF,Gladbach,Bundesliga,29,1991,22.6,1313,1268,43,42,1,2,5,1,0,0,0,0,1123,2,16
1374,Jean-Philippe Krasso,ci,FW,Saint-Étienne,Ligue 1,23,1997,2.5,42,40,2,0,0,0,2,1,0,0,0,0,26,0,2
1375,Toni Kroos,de,MF,Real Madrid,La Liga,30,1990,23.5,2162,1919,234,109,8,68,126,6,119,33,39,1,1934,9,13
1376,Filip Krovinović,hr,MF,West Brom,Premier League,24,1995,6.1,374,343,29,17,0,3,11,1,6,3,2,0,306,2,8
1377,Rade Krunić,ba,"MF,FW",Milan,it Serie A,26,1993,8.0,272,262,9,5,1,0,3,2,2,1,0,0,233,1,4
1378,Max Kruse,de,"FW,MF",Union Berlin,Bundesliga,32,1988,18.1,765,673,87,34,2,7,66,12,25,10,14,0,567,5,20
1379,Lukas Kübler,de,"DF,MF",Freiburg,Bundesliga,27,1992,9.8,423,334,87,5,1,4,23,82,0,0,0,0,277,2,11
1380,Takefusa Kubo,jp,"MF,FW",Villarreal,La Liga,19,2001,3.3,136,129,7,3,0,1,10,0,4,3,0,0,99,0,4
1381,Takefusa Kubo,jp,"MF,FW",Getafe,La Liga,19,2001,8.9,215,200,14,5,0,1,28,1,8,5,1,0,148,1,13
1382,Juraj Kucka,sk,"MF,FW",Parma,it Serie A,33,1987,25.9,929,904,18,4,3,10,15,4,0,0,0,0,663,7,35
1383,Kuki,es,MF,Valladolid,La Liga,22,1998,0.3,9,9,0,0,0,0,1,0,0,0,0,0,6,0,0
1384,Dejan Kulusevski,se,"MF,FW",Juventus,it Serie A,20,2000,21.4,767,733,29,8,3,2,59,3,16,7,4,0,588,5,29
1385,Marash Kumbulla,al,DF,Roma,it Serie A,20,2000,15.1,791,763,28,22,1,5,1,6,0,0,0,0,701,0,12
1386,Pierre Kunde,cm,MF,Mainz 05,Bundesliga,25,1995,5.7,282,260,21,13,1,2,16,2,6,0,6,0,212,1,5
1387,Fabian Kunze,de,MF,Arminia,Bundesliga,22,1998,14.1,579,563,14,11,0,4,2,3,0,0,0,0,437,2,7
1388,Jasmin Kurtić,si,MF,Parma,it Serie A,31,1989,30.4,1434,1346,83,44,0,28,90,13,24,7,15,0,1188,5,26
1389,Layvin Kurzawa,fr,DF,Paris S-G,Ligue 1,27,1992,14.2,972,853,117,15,0,1,43,102,0,0,0,0,827,2,9
1390,Dereck Kutesa,ch,"MF,FW",Reims,Ligue 1,22,1997,7.6,149,148,1,0,0,0,16,1,0,0,0,0,96,0,11
1391,Ahmed Kutucu,tr,"FW,MF",Schalke 04,Bundesliga,20,2000,1.2,35,30,4,0,0,0,2,0,0,0,0,0,23,1,0
1392,Enock Kwateng,fr,DF,Bordeaux,Ligue 1,23,1997,11.5,667,566,101,8,0,1,17,93,0,0,0,0,538,0,9
1393,Giorgos Kyriakopoulos,gr,DF,Sassuolo,it Serie A,24,1996,16.2,1013,890,122,17,0,1,64,103,2,0,2,0,827,1,16
1394,Antonino La Gumina,it,FW,Sampdoria,it Serie A,24,1996,3.8,67,59,7,1,0,0,4,0,0,0,0,0,45,1,1
1395,Gaëtan Laborde,fr,"FW,MF",Montpellier,Ligue 1,26,1994,36.2,902,884,13,1,1,3,55,6,0,0,0,0,575,5,28
1396,Alexandre Lacazette,fr,FW,Arsenal,Premier League,29,1991,21.4,523,484,33,2,4,2,3,0,0,0,0,0,405,6,12
1397,Tom Lacoux,fr,MF,Bordeaux,Ligue 1,18,2002,5.8,222,218,4,1,0,3,2,3,0,0,0,0,191,0,5
1398,Maxence Lacroix,fr,DF,Wolfsburg,Bundesliga,20,2000,28.8,1777,1726,47,47,0,12,6,0,0,0,0,0,1473,4,15
1399,Alban Lafont,fr,GK,Nantes,Ligue 1,21,1999,38.0,1124,735,386,129,0,4,0,0,0,0,0,0,653,3,0
1400,Víctor Laguardia,es,DF,Alavés,La Liga,30,1989,29.2,1088,1003,79,76,1,14,5,3,0,0,0,0,823,6,6
1401,Konrad Laimer,at,"DF,MF",RB Leipzig,Bundesliga,23,1997,0.9,49,43,6,0,0,0,1,6,0,0,0,0,35,0,1
1402,Stefan Lainer,at,DF,Gladbach,Bundesliga,27,1992,30.8,1709,1402,296,24,0,6,99,272,0,0,0,0,1260,11,46
1403,Diego Lainez,mx,"FW,MF",Betis,La Liga,20,2000,9.6,357,348,6,2,0,1,21,1,3,0,2,0,272,3,12
1404,Kenny Lala,mg,DF,Strasbourg,Ligue 1,28,1991,20.4,1132,856,274,41,1,17,106,204,29,8,17,0,806,2,29
1405,Adam Lallana,eng,"MF,FW",Brighton,Premier League,32,1988,17.7,944,918,22,11,2,2,12,5,3,1,0,0,792,4,14
1406,Érik Lamela,ar,"FW,MF",Tottenham,Premier League,28,1992,8.0,363,328,34,8,1,2,23,1,16,12,1,0,284,1,11
1407,Sam Lammers,nl,"FW,MF",Atalanta,it Serie A,23,1997,3.2,122,117,5,0,0,0,0,0,0,0,0,0,96,0,2
1408,Tariq Lamptey,gh,"DF,MF",Brighton,Premier League,19,2000,9.8,494,405,89,3,1,1,34,86,0,0,0,0,372,0,11
1409,Loïck Landre,fr,DF,Nîmes,Ligue 1,28,1992,18.1,798,758,37,31,0,11,0,3,0,0,0,0,691,3,3
1410,Michael Langer,at,GK,Schalke 04,Bundesliga,35,1985,2.7,77,48,29,3,0,0,0,0,0,0,0,0,53,0,0
1411,Manuel Lanzini,ar,"MF,FW",West Ham,Premier League,27,1993,6.3,375,364,10,4,0,0,3,1,1,1,0,0,338,1,6
1412,Gianluca Lapadula,pe,FW,Benevento,it Serie A,30,1990,28.5,470,426,44,0,1,2,14,1,0,0,0,0,320,0,17
1413,Aymeric Laporte,es,DF,Manchester City,Premier League,26,1994,14.9,1285,1257,27,17,0,14,1,9,0,0,0,0,1169,1,4
1414,Julien Laporte,fr,DF,Lorient,Ligue 1,26,1993,29.5,1506,1453,49,48,1,9,0,1,0,0,0,0,1240,4,4
1415,Danilo Larangeira,br,DF,Bologna,it Serie A,36,1984,34.8,1767,1647,107,101,3,17,2,5,0,0,0,0,1414,13,10
1416,Gautier Larsonneur,fr,GK,Brest,Ligue 1,23,1997,35.0,1253,869,380,98,0,0,0,0,0,0,0,0,998,4,0
1417,Kevin Lasagna,it,FW,Udinese,it Serie A,27,1992,12.3,212,196,15,1,0,2,17,3,0,0,0,0,144,1,14
1418,Kevin Lasagna,it,FW,Hellas Verona,it Serie A,27,1992,14.1,260,232,28,0,0,5,4,1,0,0,0,0,180,0,7
1419,Jamaal Lascelles,eng,DF,Newcastle Utd,Premier League,26,1993,18.1,626,616,8,8,0,1,3,0,0,0,0,0,498,2,4
1420,Paul Lasne,fr,MF,Brest,Ligue 1,31,1989,18.7,1084,1058,24,23,0,3,4,0,0,0,0,0,926,2,8
1421,Toni Lato,es,DF,Valencia,La Liga,22,1997,8.1,362,298,61,5,0,1,11,55,0,0,0,0,276,3,4
1422,Danny Latza,de,MF,Mainz 05,Bundesliga,30,1989,20.0,747,687,55,29,1,5,42,4,21,8,11,0,518,5,23
1423,Armand Lauriente,fr,"MF,FW",Lorient,Ligue 1,21,1998,18.0,568,508,60,7,2,2,90,2,49,16,27,0,427,0,10
1424,Vincent Laurini,fr,DF,Parma,it Serie A,31,1989,9.7,505,417,86,14,0,0,28,72,0,0,0,0,400,2,7
1425,Lauti,uy,MF,Celta Vigo,La Liga,19,2001,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
1426,Wesley Lautoa,nc,"MF,DF",Dijon,Ligue 1,32,1987,17.9,812,797,14,11,0,12,4,2,1,1,0,0,684,1,10
1427,Valentino Lazaro,at,"DF,FW",Gladbach,Bundesliga,24,1996,13.8,575,500,73,14,0,0,41,49,10,7,3,0,431,2,13
1428,Darko Lazović,rs,"DF,MF",Hellas Verona,it Serie A,29,1990,27.8,1389,1129,238,15,0,4,125,202,21,11,8,0,1002,22,36
1429,Manuel Lazzari,it,DF,Lazio,it Serie A,26,1993,29.0,1153,935,214,15,2,4,114,199,0,0,0,0,924,4,28
1430,Jérémy Le Douaron,fr,"FW,MF",Brest,Ligue 1,22,1998,9.1,188,180,7,1,0,0,12,3,0,0,0,0,125,1,4
1431,Enzo Le Fée,fr,MF,Lorient,Ligue 1,20,2000,20.2,868,772,90,34,5,11,70,3,44,13,22,1,671,6,11
1432,Vincent Le Goff,fr,DF,Lorient,Ligue 1,30,1989,25.6,1279,1015,259,18,2,4,64,240,1,0,1,0,982,5,26
1433,Maxime Le Marchand,fr,DF,Fulham,Premier League,30,1989,1.4,85,83,2,2,0,4,0,0,0,0,0,0,78,0,0
1434,Robin Le Normand,es,DF,Real Sociedad,La Liga,23,1996,30.5,1707,1659,45,43,0,9,2,2,0,0,0,0,1451,3,6
1435,Damien Le Tallec,fr,"MF,DF",Montpellier,Ligue 1,30,1990,13.6,438,424,13,13,1,6,2,0,0,0,0,0,345,1,5
1436,James Lea Siliki,cm,MF,Rennes,Ligue 1,24,1996,2.8,151,149,1,1,0,3,8,0,0,0,0,0,118,1,4
1437,Rafael Leão,pt,FW,Milan,it Serie A,21,1999,21.4,507,472,29,1,1,2,32,9,0,0,0,0,362,6,12
1438,Jean-Louis Leca,fr,GK,Lens,Ligue 1,34,1985,36.8,1024,675,346,89,0,2,0,0,0,0,0,0,694,3,0
1439,Mathew Leckie,au,"FW,DF",Hertha BSC,Bundesliga,29,1991,5.6,208,189,19,1,0,3,8,17,0,0,0,0,160,0,10
1440,Benjamin Lecomte,fr,GK,Monaco,Ligue 1,29,1991,28.0,1006,760,246,77,0,4,0,0,0,0,0,0,759,0,0
1441,Jeremías Ledesma,ar,GK,Cádiz,La Liga,27,1993,32.0,1007,543,462,165,0,3,0,0,0,0,0,0,480,2,3
1442,Pierre Lees-Melou,fr,MF,Nice,Ligue 1,27,1993,22.9,1198,1163,33,26,1,21,19,6,1,0,0,0,1019,2,15
1443,Lucas Leiva,br,MF,Lazio,it Serie A,33,1987,23.7,1484,1436,44,37,1,5,16,2,5,4,0,0,1274,4,28
1444,Florian Lejeune,fr,DF,Alavés,La Liga,29,1991,33.5,1477,1395,78,75,0,41,7,3,0,0,0,0,1130,4,11
1445,Iñigo Lekue,es,DF,Athletic Club,La Liga,27,1993,7.2,417,330,87,6,0,3,34,78,3,0,0,0,327,0,10
1446,Thomas Lemar,fr,MF,Atlético Madrid,La Liga,24,1995,15.2,806,743,59,12,2,7,70,10,34,10,20,0,643,4,23
1447,Mario Lemina,ga,MF,Fulham,Premier League,26,1993,18.9,897,878,17,13,1,6,4,4,0,0,0,0,744,2,8
1448,Fabien Lemoine,fr,MF,Lorient,Ligue 1,33,1987,21.5,1456,1415,38,30,0,10,17,4,2,2,0,0,1247,3,15
1449,Clément Lenglet,fr,DF,Barcelona,La Liga,25,1995,27.5,2320,2255,61,49,1,17,5,11,0,0,0,0,2130,4,13
1450,Bernd Leno,de,GK,Arsenal,Premier League,28,1992,34.8,1182,888,292,65,0,2,0,0,0,0,0,0,948,2,0
1451,Christopher Lenz,de,"DF,FW",Union Berlin,Bundesliga,25,1994,25.0,1322,1036,278,15,1,9,77,261,2,0,2,0,937,8,41
1452,Pedro León,es,"MF,FW",Eibar,La Liga,33,1986,10.4,365,298,64,17,0,2,107,7,40,16,23,0,207,3,19
1453,Sergio León,es,FW,Levante,La Liga,31,1989,8.3,140,130,8,0,0,0,3,0,0,0,0,0,96,2,6
1454,Lukas Lerager,dk,MF,Genoa,it Serie A,27,1993,12.9,501,482,15,9,0,4,7,6,0,0,0,0,411,4,10
1455,Mehdi Léris,dz,"DF,MF",Sampdoria,it Serie A,22,1998,4.3,233,208,21,3,0,2,17,14,4,0,4,0,174,4,4
1456,Khanya Leshabela,za,MF,Leicester City,Premier League,20,1999,0.1,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1
1457,Karlo Letica,hr,GK,Sampdoria,it Serie A,23,1997,1.0,34,26,8,3,0,0,0,0,0,0,0,0,30,0,0
1458,Gaetano Letizia,it,DF,Benevento,it Serie A,30,1990,17.4,890,734,150,27,0,11,84,120,3,1,1,0,670,6,21
1459,Robert Lewandowski,pl,FW,Bayern Munich,Bundesliga,31,1988,27.3,694,666,24,2,2,4,29,0,0,0,0,0,516,4,26
1460,Jamal Lewis,nir,DF,Newcastle Utd,Premier League,22,1998,20.4,852,686,163,8,0,0,44,155,0,0,0,0,637,3,22
1461,Aaron Leya Iseka,be,FW,Metz,Ligue 1,22,1997,11.2,192,186,4,1,1,1,2,0,0,0,0,0,141,2,2
1462,Yanis Lhery,fr,MF,Saint-Étienne,Ligue 1,17,2003,0.3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
1463,Dimitri Liénard,fr,MF,Strasbourg,Ligue 1,32,1988,20.3,1151,1004,141,46,0,32,173,7,88,44,40,0,860,6,23
1464,Philipp Lienhart,at,DF,Freiburg,Bundesliga,24,1996,33.3,1957,1858,97,82,0,40,3,15,0,0,0,0,1661,2,14
1465,Matthijs de Ligt,nl,DF,Juventus,it Serie A,20,1999,24.7,1739,1690,46,32,0,6,5,5,0,0,0,0,1604,3,6
1466,Isaac Lihadji,fr,"MF,FW",Lille,Ligue 1,18,2002,2.2,101,92,9,2,1,0,6,4,3,2,1,0,70,0,3
1467,Dimitris Limnios,gr,"MF,FW",Köln,Bundesliga,22,1998,4.2,126,119,6,1,0,0,12,4,1,1,0,0,81,1,7
1468,Victor Lindelöf,se,DF,Manchester Utd,Premier League,26,1994,28.7,1882,1832,49,34,1,6,1,15,0,0,0,0,1686,1,9
1469,Karol Linetty,pl,MF,Torino,it Serie A,25,1995,20.4,733,710,20,6,1,11,6,9,2,0,0,0,600,3,20
1470,Jesse Lingard,eng,"MF,FW",West Ham,Premier League,27,1992,15.8,686,616,66,15,1,2,38,11,10,4,3,0,546,4,14
1471,Pol Lirola,es,"DF,FW",Fiorentina,it Serie A,22,1997,5.5,284,237,45,3,0,2,22,42,0,0,0,0,204,2,4
1472,Pol Lirola,es,"DF,FW",Marseille,Ligue 1,22,1997,17.3,821,661,159,11,0,14,58,148,0,0,0,0,624,1,25
1473,Jake Livermore,eng,MF,West Brom,Premier League,30,1989,13.8,388,386,2,2,1,3,5,0,0,0,0,0,273,0,9
1474,Diego Llorente,es,DF,Leeds United,Premier League,26,1993,13.4,721,705,15,15,1,11,2,0,0,0,0,0,598,1,6
1475,Diego Llorente,es,DF,Real Sociedad,La Liga,26,1993,1.0,59,54,4,4,0,1,0,0,0,0,0,0,48,1,0
1476,Fernando Llorente,es,FW,Udinese,it Serie A,35,1985,7.9,222,206,16,0,0,0,0,0,0,0,0,0,158,0,2
1477,Fernando Llorente,es,"FW,MF",Napoli,it Serie A,35,1985,0.6,22,22,0,0,0,0,0,0,0,0,0,0,13,0,0
1478,Marcos Llorente,es,"MF,FW",Atlético Madrid,La Liga,25,1995,32.8,1355,1296,48,2,2,11,61,40,0,0,0,0,1097,11,42
1479,Hugo Lloris,fr,GK,Tottenham,Premier League,33,1986,38.0,1079,699,379,115,0,1,0,0,0,0,0,0,801,1,0
1480,Giovani Lo Celso,ar,MF,Tottenham,Premier League,24,1996,10.5,604,546,56,22,1,2,31,1,26,26,0,0,469,2,16
1481,Stanislav Lobotka,sk,MF,Napoli,it Serie A,25,1994,1.7,129,126,3,2,0,1,0,1,0,0,0,0,117,0,1
1482,Manuel Locatelli,it,MF,Sassuolo,it Serie A,22,1998,32.0,2802,2696,98,80,1,38,41,4,14,5,7,0,2440,8,30
1483,Renan Lodi,br,"DF,FW",Atlético Madrid,La Liga,22,1998,12.5,749,613,133,17,0,4,67,104,12,0,8,0,577,3,18
1484,Ruben Loftus-Cheek,eng,FW,Chelsea,Premier League,24,1996,0.7,17,17,0,0,0,0,0,0,0,0,0,0,11,0,1
1485,Ruben Loftus-Cheek,eng,"MF,FW",Fulham,Premier League,24,1996,21.2,722,714,6,3,2,0,9,2,1,0,0,0,578,2,20
1486,Niklas Lomb,de,GK,Leverkusen,Bundesliga,27,1993,1.5,60,51,9,2,0,0,0,0,0,0,0,0,47,0,0
1487,Kevin Long,ie,DF,Burnley,Premier League,29,1990,7.1,268,263,5,3,0,2,1,2,0,0,0,0,191,0,5
1488,Shane Long,ie,FW,Southampton,Premier League,33,1987,2.3,57,56,0,0,0,0,0,0,0,0,0,0,32,1,5
1489,Matthew Longstaff,eng,MF,Newcastle Utd,Premier League,20,2000,4.2,146,141,3,1,0,0,4,1,1,1,0,0,117,2,1
1490,Sean Longstaff,eng,MF,Newcastle Utd,Premier League,22,1997,15.7,591,537,52,12,0,15,25,6,22,10,3,6,467,2,11
1491,Ademola Lookman,ng,"FW,MF",Fulham,Premier League,22,1997,30.5,1199,1035,160,37,6,3,134,12,84,33,29,8,892,4,36
1492,Anthony Lopes,pt,GK,Lyon,Ligue 1,29,1990,38.0,1183,860,323,74,0,6,0,0,0,0,0,0,977,0,1
1493,Rony Lopes,pt,"FW,MF",Nice,Ligue 1,24,1995,19.8,788,676,111,36,1,2,92,14,60,36,13,0,588,1,20
1494,Adrián López,es,"FW,MF",Osasuna,La Liga,32,1988,5.3,191,187,3,0,0,0,5,1,0,0,0,0,137,1,3
1495,Javi López,es,"DF,MF",Alavés,La Liga,18,2002,2.8,146,115,31,1,0,0,17,30,0,0,0,0,109,0,5
1496,Maxime Lopez,fr,MF,Sassuolo,it Serie A,22,1997,20.7,1699,1645,52,22,3,2,38,5,25,8,13,0,1567,2,14
1497,Maxime Lopez,fr,"FW,MF",Marseille,Ligue 1,22,1997,1.5,58,54,3,0,0,0,0,1,0,0,0,0,47,1,2
1498,Pedro López Muñoz,es,DF,Huesca,La Liga,36,1983,11.9,662,524,137,15,0,1,52,122,0,0,0,0,536,1,8
1499,Pau López,es,GK,Roma,it Serie A,25,1994,20.2,663,525,138,37,0,0,0,0,0,0,0,0,533,0,0
1500,Roberto López,es,"MF,FW",Real Sociedad,La Liga,20,2000,5.6,248,220,28,9,0,0,34,1,17,7,8,1,176,0,8
1501,Unai López,es,MF,Athletic Club,La Liga,24,1995,15.8,1024,945,71,40,0,20,33,2,16,5,4,1,850,8,11
1502,Dion Lopy,sn,MF,Reims,Ligue 1,18,2002,2.8,103,103,0,0,0,2,1,0,0,0,0,0,91,0,1
1503,Jordan Lotomba,ch,"DF,MF",Nice,Ligue 1,21,1998,23.6,1422,1166,255,24,0,4,52,231,0,0,0,0,1160,1,26
1504,Adrien Louveau,fr,MF,Lens,Ligue 1,20,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
1505,Imran Louza,ma,MF,Nantes,Ligue 1,21,1999,26.4,1322,1182,133,76,2,13,89,5,42,27,14,1,1028,7,21
1506,Matteo Lovato,it,DF,Hellas Verona,it Serie A,20,2000,15.4,609,573,35,29,0,2,2,6,0,0,0,0,479,1,5
1507,Max Lowe,eng,DF,Sheffield Utd,Premier League,23,1997,6.1,221,194,25,0,0,0,22,25,0,0,0,0,147,2,7
1508,Eduard Löwen,de,"MF,DF",Hertha BSC,Bundesliga,23,1997,0.9,68,62,5,1,0,1,3,4,0,0,0,0,52,1,1
1509,Matthew Lowton,eng,DF,Burnley,Premier League,31,1989,34.0,1550,1254,290,24,2,13,84,266,0,0,0,0,1061,6,26
1510,Anthony Lozano,hn,FW,Cádiz,La Liga,27,1993,16.9,273,261,9,0,1,1,22,2,0,0,0,0,158,3,15
1511,Hirving Lozano,mx,FW,Napoli,it Serie A,25,1995,21.8,620,605,12,2,0,3,73,9,0,0,0,0,426,3,28
1512,Jan Luca Schuler,de,FW,Schalke 04,Bundesliga,21,1999,0.4,16,15,1,0,0,0,0,0,0,0,0,0,8,0,0
1513,Jean Lucas,br,MF,Lyon,Ligue 1,22,1998,1.9,131,130,1,1,0,3,8,0,0,0,0,0,110,0,6
1514,Jean Lucas,br,"MF,FW",Brest,Ligue 1,22,1998,11.2,651,624,25,17,3,13,15,1,6,3,1,0,575,2,3
1515,Anderson Lucoqui,ao,DF,Arminia,Bundesliga,23,1997,17.8,724,536,187,17,0,3,16,170,0,0,0,0,472,1,26
1516,Jeison Lucumí,co,MF,Elche,La Liga,25,1995,0.5,11,11,0,0,0,0,0,0,0,0,0,0,8,0,2
1517,Kilian Ludewig,de,"DF,FW",Schalke 04,Bundesliga,20,2000,5.8,292,221,69,5,0,0,15,64,0,0,0,0,213,2,14
1518,Florentino Luís,pt,MF,Monaco,Ligue 1,20,1999,2.7,166,163,3,3,0,0,1,0,0,0,0,0,142,0,3
1519,José Luis Gayà,es,DF,Valencia,La Liga,25,1995,31.6,1511,1256,251,43,0,17,130,207,1,0,0,0,1172,4,25
1520,José Luis Morales,es,"MF,FW",Levante,La Liga,33,1987,27.1,734,673,57,14,3,10,95,11,28,10,7,0,495,4,34
1521,José Luis Palomino,ar,DF,Atalanta,it Serie A,30,1990,27.0,1554,1470,79,60,0,4,14,19,0,0,0,0,1273,5,15
1522,Luisinho,pt,DF,Huesca,La Liga,35,1985,2.0,119,104,15,0,0,0,2,15,0,0,0,0,98,0,1
1523,Luismi,es,"MF,DF",Elche,La Liga,28,1992,1.9,115,113,2,2,0,5,0,0,0,0,0,0,97,0,0
1524,David Luiz,br,DF,Arsenal,Premier League,33,1987,15.5,1013,975,35,32,3,8,9,3,0,0,0,0,836,3,11
1525,Douglas Luiz,br,MF,Aston Villa,Premier League,22,1998,30.9,1445,1354,85,74,0,12,23,1,1,0,0,0,1217,6,18
1526,Romelu Lukaku,be,FW,Inter,it Serie A,27,1993,32.0,762,698,56,1,6,10,19,0,0,0,0,0,538,8,39
1527,Dodi Lukebakio,be,"FW,MF",Hertha BSC,Bundesliga,22,1997,20.6,533,511,21,10,1,9,28,4,2,2,0,0,394,1,6
1528,Saša Lukić,rs,MF,Torino,it Serie A,23,1996,23.4,804,779,23,13,2,4,35,5,4,1,2,0,632,2,32
1529,Senad Lulić,ba,DF,Lazio,it Serie A,34,1986,8.0,346,304,40,2,0,0,23,37,1,0,0,0,242,2,10
1530,John Lundstram,eng,MF,Sheffield Utd,Premier League,26,1994,22.6,1082,1002,76,15,1,15,71,8,25,21,4,0,859,4,21
1531,Sebastiano Luperto,it,DF,Crotone,it Serie A,23,1996,20.9,1024,965,57,43,0,8,1,12,0,0,0,0,836,2,13
1532,Andreas Luthe,de,GK,Union Berlin,Bundesliga,33,1987,30.8,1143,836,306,90,0,0,0,1,0,0,0,0,811,1,1
1533,Lyanco,br,DF,Torino,it Serie A,23,1997,21.8,1263,1199,61,59,0,17,6,2,0,0,0,0,1079,3,4
1534,Charalambos Lykogiannis,gr,DF,Cagliari,it Serie A,26,1993,26.9,1201,918,279,43,0,7,118,209,27,5,20,0,809,4,46
1535,Yann M'Vila,fr,MF,Saint-Étienne,Ligue 1,30,1990,0.2,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0
1536,Alexis Mac Allister,ar,"MF,FW",Brighton,Premier League,21,1998,12.4,410,396,11,6,3,6,11,0,1,0,0,0,320,3,11
1537,Darwin Machís,ve,"FW,MF",Granada,La Liga,27,1993,22.5,552,490,58,24,0,6,108,4,29,16,4,1,327,4,26
1538,Tim Maciejewski,de,FW,Union Berlin,Bundesliga,19,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
1539,Luca Mack,de,MF,Stuttgart,Bundesliga,20,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
1540,Yvann Macon,fr,DF,Saint-Étienne,Ligue 1,21,1998,6.0,317,231,83,6,0,3,12,77,0,0,0,0,233,3,8
1541,James Maddison,eng,MF,Leicester City,Premier League,23,1996,23.3,1132,970,156,58,6,7,106,0,78,14,37,3,874,6,31
1542,Mikail Maden,no,FW,Schalke 04,Bundesliga,18,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1543,Pablo Maffeo,es,DF,Huesca,La Liga,23,1997,21.8,1098,856,237,21,0,6,102,216,0,0,0,0,753,5,36
1544,Gabriel Magalhães,br,DF,Arsenal,Premier League,22,1997,22.2,1559,1526,28,26,1,6,2,2,0,0,0,0,1332,5,10
1545,Lisandro Magallán,ar,DF,Crotone,it Serie A,26,1993,24.2,1109,1033,74,35,0,8,1,39,0,0,0,0,903,2,18
1546,Christian Maggio,it,DF,Benevento,it Serie A,38,1982,3.3,141,112,29,3,0,0,3,26,0,0,0,0,106,0,6
1547,Giulio Maggiore,it,MF,Spezia,it Serie A,22,1998,24.6,817,795,17,4,5,5,19,13,0,0,0,0,565,5,22
1548,Francesco Magnanelli,it,MF,Sassuolo,it Serie A,35,1984,4.9,421,410,10,10,1,2,0,0,0,0,0,0,361,1,6
1549,Giangiacomo Magnani,it,DF,Hellas Verona,it Serie A,24,1995,16.8,611,584,24,22,0,4,2,2,0,0,0,0,459,3,7
1550,Hugo Magnetti,fr,MF,Brest,Ligue 1,22,1998,6.7,346,334,11,10,1,7,5,1,0,0,0,0,290,1,6
1551,Harry Maguire,eng,DF,Manchester Utd,Premier League,27,1993,33.9,2250,2169,74,61,0,31,3,13,0,0,0,0,1958,7,9
1552,Abdallahi Mahmoud,mr,MF,Alavés,La Liga,20,2000,0.7,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1
1553,Hicham Mahou,fr,FW,Nice,Ligue 1,21,1999,0.4,18,16,2,1,0,0,3,1,0,0,0,0,12,0,0
1554,Riyad Mahrez,dz,FW,Manchester City,Premier League,29,1991,21.7,1096,1027,68,11,3,5,81,10,43,22,0,0,916,1,23
1555,Arne Maier,de,MF,Arminia,Bundesliga,21,1999,11.5,441,396,44,21,0,3,27,3,16,5,7,0,319,1,5
1556,Arne Maier,de,MF,Hertha BSC,Bundesliga,21,1999,0.3,20,20,0,0,1,1,0,0,0,0,0,0,19,0,0
1557,Habib Maïga,ci,MF,Metz,Ligue 1,24,1996,29.9,1422,1384,35,25,2,21,22,10,0,0,0,0,1158,3,21
1558,Mike Maignan,fr,GK,Lille,Ligue 1,25,1995,38.0,1071,760,306,66,0,1,0,0,0,0,0,0,779,5,0
1559,Ainsley Maitland-Niles,eng,"MF,DF",Arsenal,Premier League,22,1997,5.4,291,256,35,3,0,3,8,32,0,0,0,0,226,0,6
1560,Ainsley Maitland-Niles,eng,MF,West Brom,Premier League,22,1997,13.7,416,391,21,1,0,3,12,3,2,1,0,0,313,4,13
1561,Josh Maja,ng,FW,Fulham,Premier League,21,1998,9.0,181,178,3,0,0,0,0,1,0,0,0,0,154,0,6
1562,Josh Maja,ng,FW,Bordeaux,Ligue 1,21,1998,8.9,192,180,12,0,0,0,0,3,0,0,0,0,161,0,5
1563,Radosław Majecki,pl,GK,Monaco,Ligue 1,20,1999,1.0,38,24,13,1,0,0,0,0,0,0,0,0,26,1,0
1564,Abdul Majeed Waris,gh,"FW,MF",Strasbourg,Ligue 1,28,1991,6.1,138,137,0,0,0,0,10,0,0,0,0,0,105,1,4
1565,Marco Majouga,cf,"FW,MF",Nîmes,Ligue 1,19,2001,1.4,37,37,0,0,0,0,3,0,0,0,0,0,27,0,1
1566,Jean-Victor Makengo,fr,MF,Udinese,it Serie A,22,1998,5.8,195,192,2,0,0,4,5,2,0,0,0,0,153,1,11
1567,Nemanja Maksimović,rs,MF,Getafe,La Liga,25,1995,30.3,787,733,53,12,0,4,23,2,0,0,0,0,582,1,16
1568,Nikola Maksimović,rs,DF,Napoli,it Serie A,28,1991,13.4,963,925,38,25,0,8,2,1,0,0,0,0,886,0,4
1569,Filip Malbašić,rs,"FW,MF",Cádiz,La Liga,27,1992,9.6,170,164,5,0,0,0,20,1,1,0,0,0,90,1,12
